 ,Area,Mean,Min,Max,Slice,microns
1,16763.158,8.892,0,255,1,0
2,16763.158,8.503,0,255,2,1
3,16763.158,9.914,0,255,3,2
4,16763.158,9.904,0,255,4,3
5,16763.158,9.082,0,255,5,4
6,16763.158,8.980,0,255,6,5
7,16763.158,9.747,0,255,7,6
8,16763.158,9.227,0,255,8,7
9,16763.158,8.811,0,255,9,8
10,16763.158,8.935,0,255,10,9
11,16763.158,8.973,0,255,11,10
12,16763.158,9.537,0,255,12,11
13,16763.158,8.841,0,255,13,12
14,16763.158,9.345,0,255,14,13
15,16763.158,10.550,0,255,15,14
16,16763.158,11.214,0,255,16,15
17,16763.158,11.501,0,255,17,16
18,16763.158,10.980,0,255,18,17
19,16763.158,11.475,0,255,19,18
20,16763.158,11.059,0,255,20,19
21,16763.158,11.792,0,255,21,20
22,16763.158,12.405,0,255,22,21
23,16763.158,12.220,0,255,23,22
24,16763.158,12.828,0,255,24,23
25,16763.158,13.283,0,255,25,24
26,16763.158,12.666,0,255,26,25
27,16763.158,13.025,0,255,27,26
28,16763.158,12.330,0,255,28,27
29,16763.158,12.529,0,255,29,28
30,16763.158,12.786,0,255,30,29
31,16763.158,13.102,0,255,31,30
32,16763.158,13.633,0,255,32,31
33,16763.158,14.268,0,255,33,32
34,16763.158,13.955,0,255,34,33
35,16763.158,13.217,0,255,35,34
36,16763.158,14.023,0,255,36,35
37,16763.158,14.093,0,255,37,36
38,16763.158,14.881,0,255,38,37
39,16763.158,15.082,0,255,39,38
40,16763.158,13.571,0,255,40,39
41,16763.158,10.957,0,255,41,40
42,16763.158,11.155,0,255,42,41
43,16763.158,9.647,0,255,43,42
44,16763.158,9.159,0,255,44,43
45,16763.158,9.397,0,255,45,44
46,16763.158,9.171,0,255,46,45
47,16763.158,10.308,0,255,47,46
48,16763.158,11.875,0,255,48,47
49,16763.158,12.451,0,255,49,48
50,16763.158,11.836,0,255,50,49
51,16763.158,12.522,0,208,51,50
52,16763.158,12.579,0,255,52,51
53,16763.158,11.216,0,186,53,52
54,16763.158,10.532,0,216,54,53
55,16763.158,10.258,0,186,55,54
56,16763.158,9.772,0,212,56,55
