 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,633.171,195.780,130.168,27.130,103.582,32.040,25.162,1.492,1.001
2,847.029,259.554,154.383,44.339,126.465,37.988,28.390,123.486,6.230
3,374.943,355.986,98.869,39.145,82.243,22.869,20.875,38.984,14.732
4,578.638,291.544,116.839,47.708,105.258,29.520,24.958,58.306,8.703
5,501.114,374.655,74.441,47.693,94.437,27.402,23.285,51.391,16.565
6,587.744,310.076,90.208,62.318,106.590,33.084,22.620,83.597,9.278
7,502.120,295.563,135.356,58.997,91.387,25.714,24.863,21.516,9.668
8,622.707,311.023,59.631,64.604,103.379,32.459,24.427,141.689,10.034
9,591.517,262.165,167.271,67.064,109.010,36.566,20.597,22.567,6.021
10,526.771,298.019,25.007,69.626,99.040,28.971,23.151,78.660,8.939
11,664.010,331.846,109.453,74.496,104.791,31.521,26.822,53.258,13.153
12,461.019,330.461,44.926,78.243,89.090,26.923,21.802,156.010,11.938
13,762.160,349.013,140.049,81.989,119.001,36.023,26.939,162.709,14.719
14,705.312,362.403,78.293,86.714,105.753,31.333,28.661,121.300,15.606
15,694.295,300.735,172.403,87.213,113.813,35.965,24.579,53.739,10.383
16,477.620,280.766,193.366,86.417,93.811,30.335,20.047,97.091,7.247
17,514.144,316.914,24.585,94.942,90.376,27.916,23.450,114.518,11.967
18,1044.738,408.394,52.988,103.726,137.091,37.667,35.314,45.259,17.822
19,666.576,362.208,126.193,101.169,102.317,31.917,26.591,135.410,15.004
20,952.574,356.847,98.550,106.067,130.510,38.009,31.909,52.715,13.731
21,989.500,340.425,152.898,112.828,132.464,39.976,31.515,25.931,13.559
22,512.182,228.682,212.266,111.619,94.028,30.315,21.512,114.854,2.141
23,564.753,399.406,186.738,109.235,95.868,32.116,22.390,17.244,17.905
24,857.996,410.045,67.550,125.619,128.151,42.987,25.413,39.661,17.748
25,782.132,339.532,28.941,124.218,114.524,33.813,29.452,67.245,11.829
26,607.515,412.034,121.374,128.396,98.398,30.061,25.732,108.598,19.766
27,739.371,329.647,196.739,129.964,118.380,40.025,23.520,177.924,12.771
28,483.607,316.915,167.672,133.564,94.717,27.116,22.708,26.497,10.278
29,537.436,378.653,98.142,133.895,100.264,27.461,24.918,163.476,14.462
30,690.522,368.508,142.443,142.312,104.627,31.770,27.674,25.454,16.210
31,654.955,375.811,38.502,146.379,106.463,36.579,22.797,23.561,16.414
32,677.895,346.124,74.568,147.563,108.991,35.092,24.596,13.870,14.323
33,565.709,287.774,196.066,152.865,96.955,28.291,25.460,129.122,9.222
34,515.099,337.502,107.099,152.035,94.409,35.109,18.680,11.986,13.615
35,595.692,366.665,171.000,154.433,101.424,32.271,23.503,176.346,16.181
36,397.782,254.479,7.441,70.489,91.834,31.435,16.112,80.921,5.464
37,419.264,291.651,8.521,100.201,97.989,32.964,16.194,108.174,9.623
38,281.773,377.385,6.940,121.257,71.068,22.707,15.800,107.566,16.622
39,495.278,366.347,9.696,144.485,96.733,27.352,23.056,98.914,15.135
