 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,624.720,211.160,132.145,28.803,107.510,33.837,23.508,167.365,2.553
2,521.187,278.183,179.538,40.335,97.369,27.003,24.575,107.206,6.844
3,843.507,322.844,156.857,47.013,127.154,38.439,27.940,119.316,12.662
4,406.033,413.203,100.941,41.270,83.820,23.957,21.580,21.029,18.461
5,598.258,334.723,120.390,48.902,104.601,29.688,25.658,60.644,12.782
6,765.782,265.622,39.010,50.138,115.059,35.907,27.154,17.970,6.412
7,505.541,436.647,76.534,50.304,92.457,28.037,22.958,52.315,20.768
8,786.962,279.795,200.079,57.103,109.318,32.093,31.222,63.064,7.914
9,469.823,340.317,137.860,61.021,90.862,25.695,23.281,28.499,13.834
10,600.773,349.097,92.413,65.009,107.401,33.116,23.098,79.252,13.649
11,646.402,333.296,61.230,67.561,106.016,33.121,24.849,144.406,13.596
12,626.480,309.594,170.916,69.891,113.759,37.437,21.307,23.562,11.194
13,607.011,365.118,111.120,75.318,102.384,31.231,24.747,68.974,16.849
14,556.603,309.812,25.625,72.883,99.062,28.039,25.275,73.367,9.038
15,486.324,351.335,46.920,82.341,91.768,27.013,22.922,152.378,13.365
16,871.478,395.838,140.838,83.790,125.884,39.037,28.424,168.035,19.408
17,689.063,407.906,80.207,89.381,105.087,30.697,28.581,107.251,20.552
18,564.854,343.806,195.710,89.337,98.419,33.330,21.578,94.908,12.264
19,662.400,358.738,174.165,91.154,108.978,33.191,25.410,59.929,15.577
20,528.079,335.649,27.122,98.303,92.542,28.766,23.374,107.147,13.413
21,1029.193,442.956,55.378,107.711,139.320,38.832,33.746,49.858,21.419
22,985.828,381.059,100.423,107.786,133.234,39.588,31.706,64.867,16.738
23,661.998,390.928,127.580,104.361,104.156,31.203,27.012,141.900,18.398
24,1059.226,368.413,154.631,116.100,134.181,40.844,33.020,28.594,15.972
25,555.547,470.514,189.136,113.426,96.602,32.245,21.937,11.940,24.513
26,540.153,262.712,215.865,115.226,95.705,29.475,23.333,112.078,4.042
27,903.474,434.412,70.474,129.320,129.605,43.059,26.715,40.934,19.650
28,775.643,353.209,31.920,128.291,121.231,35.082,28.151,87.439,13.063
29,610.835,451.170,123.268,131.488,98.792,30.530,25.475,113.054,23.859
30,753.407,367.690,198.708,133.614,119.014,41.595,23.062,0.272,16.386
31,503.579,328.670,169.117,137.761,100.581,28.488,22.507,37.489,10.889
32,535.675,411.528,100.093,137.109,100.295,27.446,24.850,166.650,17.637
33,457.900,425.249,13.180,147.845,86.629,29.123,20.019,65.522,20.721
34,671.959,396.097,143.727,146.323,103.589,31.025,27.576,38.469,18.799
35,639.158,414.626,41.121,150.547,108.946,37.144,21.910,23.040,20.590
36,665.821,363.704,76.957,152.120,107.831,35.044,24.191,10.391,16.517
37,546.944,316.243,198.964,156.003,93.113,28.116,24.769,142.824,11.911
38,540.656,342.959,109.651,155.512,94.147,34.306,20.066,12.401,14.478
39,578.789,392.829,173.287,157.846,99.847,32.307,22.811,176.673,19.426
