 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,841.344,317.031,107.456,39.424,130.750,38.646,27.719,21.111,9.370
2,635.888,369.620,175.461,39.156,103.229,29.761,27.205,2.550,17.706
3,568.426,276.265,49.382,40.757,95.778,31.374,23.068,17.291,4.832
4,765.682,248.786,137.346,44.752,116.758,31.766,30.690,31.974,3.765
5,560.829,388.780,78.356,44.538,100.581,33.068,21.594,148.724,18.192
6,450.203,386.204,158.548,55.078,85.361,25.018,22.912,97.490,18.438
7,609.829,382.066,189.361,59.628,109.192,30.691,25.299,148.997,19.361
8,331.879,406.456,64.251,58.677,72.166,21.310,19.829,92.101,17.796
9,815.184,369.563,40.522,65.627,119.305,33.206,31.257,176.966,16.329
10,442.204,639.335,109.275,62.440,87.835,24.321,23.150,177.185,34.858
11,816.190,437.439,130.454,73.562,120.369,35.102,29.605,86.953,23.878
12,583.166,621.223,83.483,69.078,99.077,28.227,26.305,67.915,34.645
13,546.542,431.570,175.871,76.421,93.916,26.615,26.146,176.618,22.478
14,838.577,381.610,213.005,79.588,115.376,34.530,30.921,133.539,18.723
15,554.138,441.544,153.421,79.357,99.066,29.798,23.678,64.385,23.958
16,731.271,442.525,101.172,88.748,123.813,41.089,22.660,87.836,23.459
17,793.854,410.245,64.716,85.847,118.454,36.509,27.686,150.150,20.824
18,525.614,331.665,11.434,85.497,96.960,33.368,20.056,80.776,13.974
19,659.080,395.033,29.898,92.250,113.019,34.034,24.657,89.505,17.518
20,694.446,389.514,185.410,94.758,126.645,40.661,21.746,23.251,19.683
21,748.829,440.545,120.415,102.489,115.534,34.095,27.964,60.500,25.092
22,636.592,473.527,51.988,104.964,103.989,31.563,25.680,145.915,26.300
23,478.224,479.153,83.767,103.452,87.799,26.601,22.890,71.705,29.550
24,1009.170,517.783,152.796,106.877,132.603,39.609,32.440,161.380,31.176
25,585.379,503.626,210.449,116.693,100.046,32.837,22.698,98.339,30.122
26,809.500,492.195,187.185,117.540,123.900,39.104,26.358,52.735,29.712
27,649.773,433.962,29.440,121.236,105.080,34.597,23.913,119.488,24.288
28,1377.120,482.137,62.626,131.844,165.682,48.757,35.962,32.962,27.804
29,465.949,511.453,93.856,125.383,88.261,31.726,18.700,62.969,31.797
30,769.404,491.660,139.258,131.031,110.894,31.965,30.647,104.835,28.031
31,1042.977,452.761,110.506,137.601,146.451,43.810,30.312,53.346,24.175
32,1115.420,455.165,164.925,144.128,142.233,41.211,34.462,34.100,24.630
33,689.566,598.369,201.112,141.474,110.056,36.319,24.174,16.819,42.387
34,758.739,415.389,33.426,152.735,115.307,34.457,28.037,92.871,20.017
35,958.762,568.637,70.451,158.696,140.167,50.262,24.288,29.969,32.144
36,724.782,550.320,131.558,162.049,110.125,33.486,27.558,96.185,32.318
37,754.111,458.239,211.321,163.171,112.167,37.019,25.937,177.152,26.791
38,363.321,620.462,14.294,165.449,80.548,26.688,17.334,72.882,42.011
39,611.539,402.987,180.807,167.471,106.476,31.549,24.680,29.639,19.488
40,586.234,509.369,104.218,166.156,103.599,29.718,25.117,18.304,29.889
41,787.163,465.798,154.204,176.137,117.178,31.731,31.585,9.852,27.091
42,721.310,546.185,33.930,177.970,125.775,44.887,20.460,13.864,33.512
43,767.845,454.921,78.134,179.300,118.126,39.117,24.993,6.660,26.161
44,562.640,444.618,115.936,183.977,97.831,36.041,19.877,4.810,24.008
45,704.004,460.711,187.044,188.916,106.816,34.613,25.897,5.332,27.569
46,610.281,350.787,214.459,187.260,100.553,29.879,26.006,139.990,14.855
