PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 1, filenames: A:[1]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[2]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,24.47822571,12.35683823,1
47,65,-0.007748842239,0.5100406408,1
47,97,-1.014145613,-1.371749163,1
47,129,3.901762962,7.882733345,1
47,161,5.4610672,10.65219307,1
47,193,-0.7016160488,-2.127183437,1
47,225,-3.348513603,-7.451245308,1
47,257,1.544148445,-34.60383606,1
47,289,-3.829953671,-5.792544365,1
47,321,-12.87719917,13.27499771,1
47,353,20.76458549,17.9149704,1
47,385,-0.4979252815,0.5509080887,1
47,417,-0.195854187,0.4898862839,1
47,449,9.831528664,4.804495335,1
47,481,11.59133148,4.896446228,1
47,513,14.02039337,3.221655846,1
47,545,15.94843197,2.939396381,1
47,577,19.01780891,3.193432808,1
47,609,13.50247383,2.007499695,1
47,641,10.98483467,7.434659004,1
47,673,16.25750351,4.045138359,1
47,705,17.97450638,3.623391628,1
47,737,22.94449234,7.14437294,1
47,769,27.77667427,5.468373775,1
47,801,33.25539017,1.385936499,1
47,833,32.05876541,-0.5005922318,1
47,865,31.05208969,-2.947900534,1
47,897,31.12910271,-3.889020443,1
47,929,32.36251831,-4.852534771,1
47,961,36.05970001,-8.22122097,1
47,993,37.56262207,-4.000867844,1
47,1025,37.14060211,-0.09438323975,1
47,1057,29.86190796,-11.26114655,1
47,1089,12.49146271,-11.96103477,1
47,1121,8.839439392,-28.14003944,1
47,1153,44.99536514,-32.04968262,1
47,1185,39.21070099,-17.43148613,1
47,1217,12.64443016,-18.42552948,1
47,1249,17.98037338,-17.97944641,1
47,1281,37.29046631,-27.22812271,1
47,1313,36.31458282,-28.14930725,1
47,1345,34.0350647,-39.51816177,1
47,1377,11.04274368,-29.13983536,1
47,1409,21.6851387,-29.77151871,1
47,1441,26.65199661,-29.34001923,1
47,1473,30.20586777,-41.13418198,1
47,1505,30.01530075,-39.67810822,1
47,1537,23.56932831,-46.41023254,1
47,1569,27.68625259,-44.26040268,1
47,1601,28.56622124,-42.60943222,1
47,1633,24.7610817,-41.20167542,1
47,1665,17.89473724,-33.81719208,1
47,1697,22.4430809,-16.04465866,1
47,1729,11.80414391,-18.33239746,1
47,1761,-0.624130249,-16.22650719,1
47,1793,2.129089355,-18.95853806,1
47,1825,0.200750351,-33.76387787,1
47,1857,0.5830357075,-1.44682312,1
47,1889,-0.02875208855,0.2488102913,1
47,1921,0.1772224903,-0.01708984375,1
47,1953,0.67136693,-1.683643341,1
47,1985,0.4130866528,-1.12211895,1
47,2017,-4.299362183,-1.888345718,1
79,33,-3.378909826,3.372103453,1
79,65,-0.9296898842,0.1017511785,1
79,97,-0.5006241798,-0.4705533981,1
79,129,5.525166988,6.420075893,1
79,161,3.856869698,7.199663639,1
79,193,0.6808972955,0.6247788668,1
79,225,-2.163167,-2.630976677,1
79,257,-7.896462917,-4.404679298,1
79,289,2.753702879,5.361339569,1
79,321,-0.2794876099,0.2076511383,1
79,353,21.565979,3.331616879,1
79,385,0.3840093613,0.2280054092,1
79,417,9.423341751,5.591379166,1
79,449,10.42822647,5.422001362,1
79,481,11.39641476,6.067545414,1
79,513,12.28240585,6.013850689,1
79,545,14.06637096,3.151256561,1
79,577,20.73205757,22.14437675,1
79,609,17.47426033,5.912035942,1
79,641,19.6381321,4.640190601,1
79,673,38.67306137,-4.907911777,1
79,705,23.9412365,6.430245399,1
79,737,26.53011703,7.257223606,1
79,769,28.79194832,7.913262367,1
79,801,32.02159882,2.881133318,1
79,833,29.94065857,0.9181120396,1
79,865,31.50825691,-5.061066628,1
79,897,31.43089676,-5.99826479,1
79,929,32.5031662,-6.873886108,1
79,961,34.81680298,-14.9965868,1
79,993,36.26366425,-16.3461647,1
79,1025,44.10040665,-9.135808945,1
79,1057,41.31178284,-15.27105713,1
79,1089,32.09464645,-2.537324905,1
79,1121,28.06838417,-45.86823273,1
79,1153,12.47405815,-15.14239502,1
79,1185,25.72895432,-26.80943298,1
79,1217,9.574714661,-33.84334564,1
79,1249,17.0592804,-17.94192886,1
79,1281,30.96545219,-57.27822876,1
79,1313,31.20034409,-21.71464539,1
79,1345,42.30857086,-32.69865417,1
79,1377,42.98886871,-35.01782227,1
79,1409,34.39716339,-31.96588135,1
79,1441,37.43474579,-39.39299774,1
79,1473,34.8948288,-44.82466888,1
79,1505,32.37411118,-44.65764999,1
79,1537,28.22322845,-46.96554565,1
79,1569,28.19851494,-45.84430695,1
79,1601,26.62596893,-44.96081924,1
79,1633,22.81818771,-41.36930084,1
79,1665,20.08951187,-36.14688873,1
79,1697,6.499524117,-18.2179184,1
79,1729,18.71882629,-23.41404343,1
79,1761,0.0385761261,-1.908536911,1
79,1793,21.80373764,-26.45139694,1
79,1825,-1.783708811,2.789831161,1
79,1857,1.196986914,0.5191926956,1
79,1889,0.3422917128,0.5229697227,1
79,1921,0.159548521,0.7955474854,1
79,1953,-0.1053823233,-0.01294469833,1
79,1985,0.4332278967,0.3607091904,1
79,2017,-20.37319756,-7.551720142,1
111,33,-1.198091507,0.2166690826,1
111,65,0.4923759699,0.6341894865,1
111,97,0.7065825462,0.5364100337,1
111,129,0.03858226538,-0.07323303819,1
111,161,-0.2857885659,-0.4667697549,1
111,193,-0.3735218346,0.2289419174,1
111,225,0.2825965881,1.400428772,1
111,257,1.038835287,1.430786371,1
111,289,-0.04863643646,-0.2885923386,1
111,321,2.072009087,1.987427711,1
111,353,4.030963421,6.770626545,1
111,385,5.277497292,7.1744771,1
111,417,8.136583328,7.018734932,1
111,449,11.31486797,5.860292912,1
111,481,11.61977673,6.618588448,1
111,513,12.33478355,7.280152798,1
111,545,0.5698785782,13.58556175,1
111,577,22.14752197,5.76900053,1
111,609,25.56989479,4.451786041,1
111,641,32.91105652,-0.05364274979,1
111,673,21.23743248,-10.81588936,1
111,705,28.94171143,5.061768532,1
111,737,30.96965408,7.747590542,1
111,769,32.15006256,6.659866333,1
111,801,32.25676727,0.7815468311,1
111,833,31.87465286,-3.610350609,1
111,865,33.17245483,-4.189157486,1
111,897,32.49791718,-5.939917564,1
111,929,31.89418602,-4.671589375,1
111,961,38.73929977,-27.13847542,1
111,993,32.45291138,-18.79833221,1
111,1025,38.49874115,-22.33343315,1
111,1057,22.40710449,-25.98203087,1
111,1089,24.3047905,-35.91905594,1
111,1121,12.09404755,-32.87686539,1
111,1153,34.50043106,-39.54657364,1
111,1185,30.29522324,-21.5462532,1
111,1217,32.52979279,-28.49554443,1
111,1249,25.01219559,-24.93537521,1
111,1281,14.97330666,-55.70550156,1
111,1313,38.69845581,-34.61114502,1
111,1345,8.117490768,-50.43708038,1
111,1377,29.52361107,-63.70959473,1
111,1409,45.00923538,-40.81842041,1
111,1441,10.59589958,-41.68198776,1
111,1473,34.08675385,-49.46646881,1
111,1505,31.33461952,-47.79636383,1
111,1537,29.86193466,-47.61597061,1
111,1569,27.44528008,-46.56203842,1
111,1601,11.34402275,-44.6091156,1
111,1633,23.30144691,-42.89587402,1
111,1665,19.18372917,-37.1469574,1
111,1697,17.20575905,-30.10398483,1
111,1729,20.55099869,-15.68781662,1
111,1761,-7.725942612,1.979785919,1
111,1793,0.2846827507,-1.958203793,1
111,1825,-0.3320245743,0.6506071091,1
111,1857,-0.06153428555,0.1165585518,1
111,1889,0.2420599461,0.06199359894,1
111,1921,0.3713606596,0.4968543053,1
111,1953,0.05680751801,-0.2245721817,1
111,1985,0.3801262975,0.2552275658,1
111,2017,-18.33637619,-8.439084053,1
143,33,8.161723137,-0.3315804005,1
143,65,1.147146225,0.9455447793,1
143,97,0.3037334085,1.128971577,1
143,129,0.002847671509,-0.1749411821,1
143,161,-0.2311292887,-1.255284309,1
143,193,-0.5425625443,0.007858753204,1
143,225,1.037362814,2.560693264,1
143,257,4.432085991,6.740095615,1
143,289,5.338027954,4.891303062,1
143,321,5.73647213,7.185763359,1
143,353,3.218780518,7.575521469,1
143,385,5.006279945,9.694076538,1
143,417,8.160071373,9.978061676,1
143,449,10.71850967,5.385087967,1
143,481,11.54268074,5.580825329,1
143,513,10.876194,7.751533031,1
143,545,14.97803974,4.929039955,1
143,577,18.27450371,6.772461891,1
143,609,20.67041588,8.683675766,1
143,641,23.3914032,9.75108242,1
143,673,16.25789642,13.15718174,1
143,705,31.1128788,6.909192562,1
143,737,33.39956665,5.407024384,1
143,769,33.66421509,2.981761694,1
143,801,33.28171921,0.2729859352,1
143,833,32.70499039,-3.962369919,1
143,865,33.65130997,-4.176930904,1
143,897,34.40251541,-6.323149681,1
143,929,34.35326385,-3.673523903,1
143,961,36.47470093,-7.48260498,1
143,993,26.56971169,-6.763156891,1
143,1025,30.35933685,-5.187955856,1
143,1057,24.14483643,-29.21278191,1
143,1089,21.95465851,-35.70648956,1
143,1121,24.76028442,-32.50172424,1
143,1153,39.33367157,-35.64540863,1
143,1185,38.84667587,-37.56533051,1
143,1217,31.77384186,-23.89941025,1
143,1249,26.77372169,-33.33263779,1
143,1281,41.12267303,-38.31974792,1
143,1313,32.10203552,-52.03272247,1
143,1345,20.17558861,-38.29633331,1
143,1377,16.33040619,-45.33590317,1
143,1409,40.19633484,-45.58150864,1
143,1441,36.09510803,-52.05195236,1
143,1473,32.1309967,-50.6024437,1
143,1505,29.69934082,-50.345047,1
143,1537,25.77542496,-48.43448639,1
143,1569,24.67763901,-47.38888931,1
143,1601,21.63225174,-45.11493683,1
143,1633,22.3866806,-44.0266571,1
143,1665,19.03385162,-39.07593536,1
143,1697,23.25989532,-21.99363136,1
143,1729,2.344211102,-2.890113831,1
143,1761,22.4865818,-16.75836182,1
143,1793,0.1378550529,0.9984502792,1
143,1825,-0.5773534775,2.328719616,1
143,1857,0.02077865601,0.2631072998,1
143,1889,0.1101539731,-0.01608467102,1
143,1921,0.06987094879,0.3180990219,1
143,1953,-0.1432128549,0.2455086708,1
143,1985,0.1954186261,0.2126569748,1
143,2017,17.34320641,-6.578924179,1
175,33,12.40751457,0.2257668972,1
175,65,0.7285683751,1.160352588,1
175,97,0.2819861472,0.6743899584,1
175,129,-0.1193953156,-0.2981507778,1
175,161,-0.259700954,-1.029175162,1
175,193,-0.166772902,-0.09672927856,1
175,225,0.7765376568,2.574098825,1
175,257,5.397254467,7.465026855,1
175,289,7.896776199,9.099183083,1
175,321,7.904073715,8.18421936,1
175,353,0.6638994217,0.2949542999,1
175,385,0.4350938797,0.7364730835,1
175,417,0.1142892838,0.8335103989,1
175,449,0.4101629257,-0.02001094818,1
175,481,9.993046761,9.056523323,1
175,513,11.28315544,8.290009499,1
175,545,11.52046776,5.11384201,1
175,577,14.06866455,6.182157516,1
175,609,21.3099556,9.776032448,1
175,641,24.97607994,10.44876194,1
175,673,28.86187935,9.265731812,1
175,705,32.17579269,7.269046307,1
175,737,33.30002594,4.753960133,1
175,769,33.85309219,2.122595072,1
175,801,34.6554451,-1.617779493,1
175,833,32.89661407,-4.276173592,1
175,865,35.33474731,-5.763469696,1
175,897,36.17340088,-8.005732536,1
175,929,42.79170609,4.579633713,1
175,961,26.29227066,-4.668335915,1
175,993,25.80600166,-10.42519569,1
175,1025,28.89600182,-24.58088684,1
175,1057,28.31150627,-18.83709908,1
175,1089,37.31339264,-25.62835121,1
175,1121,42.65859222,-24.03261375,1
175,1153,38.67364502,-36.54452133,1
175,1185,21.70843315,-13.27711105,1
175,1217,3.437517166,-29.51884842,1
175,1249,23.05434418,-37.7642746,1
175,1281,25.23560524,-40.07250595,1
175,1313,21.07520485,-24.42459106,1
175,1345,22.37196922,-36.78296661,1
175,1377,25.82618141,-30.29339981,1
175,1409,26.13203049,-41.38552094,1
175,1441,24.88428116,-44.21883011,1
175,1473,24.69304085,-60.41395569,1
175,1505,22.06597137,-51.87116623,1
175,1537,20.36886406,-48.28247452,1
175,1569,17.4583168,-47.60090256,1
175,1601,17.18715668,-48.25671387,1
175,1633,-3.794688225,-34.78949356,1
175,1665,18.0713768,-41.42005539,1
175,1697,-7.155250549,-35.36187363,1
175,1729,-8.995582581,-30.01296043,1
175,1761,-2.948321581,-23.15552139,1
175,1793,-0.2800725698,-1.185585022,1
