PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 33, filenames: A:[33]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[34]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.05469173193,-0.08155488968,1
47,65,0.1176294088,0.1231130883,1
47,97,0.03692494333,0.4428585172,1
47,129,0.2602286041,0.03237634897,1
47,161,-0.230301857,0.9512580633,1
47,193,-0.4438184202,0.8700525761,1
47,225,-0.1138681173,-0.4366924763,1
47,257,-0.1867697835,-0.385145545,1
47,289,-0.1730387807,0.1595124006,1
47,321,-0.09033867717,0.4329917133,1
47,353,-0.004742503166,0.3397417963,1
47,385,0.03681531549,-0.1862323135,1
47,417,-0.1976288557,-0.3697977662,1
47,449,-0.7952309847,0.3426807821,1
47,481,-1.165283203,0.2347248793,1
47,513,-0.9037121534,0.81297791,1
47,545,-0.4575289488,0.6409555674,1
47,577,0.1356929541,0.04445171356,1
47,609,0.4396297932,-0.08406850696,1
47,641,0.45957762,-0.1045624614,1
47,673,-0.07708710432,0.5088539124,1
47,705,-0.3529464006,0.6202799082,1
47,737,-0.4605331421,0.316699177,1
47,769,1.378086567,0.004454433918,1
47,801,1.227882981,-0.5701803565,1
47,833,-0.2084963322,-0.6944295168,1
47,865,-0.3256646395,-1.433236599,1
47,897,0.1408472061,-0.8243754506,1
47,929,0.05017006397,-0.2359691858,1
47,961,-0.2239993811,-0.3286082745,1
47,993,-0.670063138,-0.08528411388,1
47,1025,-0.6856976748,-0.2023772597,1
47,1057,-0.9234988689,-0.7003479004,1
47,1089,-0.9310545921,-0.7908387184,1
47,1121,-0.7622054815,-0.2314694971,1
47,1153,-0.9389390945,0.7135767937,1
47,1185,-0.6887661219,0.3022526503,1
47,1217,-0.8641861677,0.389654994,1
47,1249,-0.3970235586,0.3165614307,1
47,1281,-0.4306586981,-0.1725157648,1
47,1313,-0.3698709309,0.3861604333,1
