PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 3, filenames: A:[3]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[4]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
239,289,-8.616548538,15.06483364,1
239,321,-11.53028584,9.472253799,1
239,353,-0.09564974904,-0.6957612038,1
239,385,0.1514363587,-0.2309730649,1
239,417,-0.1956545413,-0.5811526775,1
239,449,-0.4371069074,-0.8022335172,1
239,481,-0.4249845743,-0.3318024874,1
239,513,0.285435617,-0.09570771456,1
239,545,-0.4910008311,-0.5436909199,1
239,577,-0.9603549838,-1.586323738,1
239,609,7.380731583,15.12982368,1
239,641,13.3456974,11.37357903,1
239,673,8.315341949,21.80630112,1
239,705,14.44008732,-1.089684486,1
239,737,16.6149292,18.56469917,1
239,769,18.07852936,14.2076416,1
239,801,1.99877739,30.13294029,1
239,833,21.55630112,14.87979698,1
239,865,23.09601212,14.78478909,1
239,897,24.21693802,12.72183418,1
239,929,25.59763718,11.00771713,1
239,961,28.33908653,10.04080772,1
239,993,30.31560135,6.242267132,1
239,1025,31.48727036,-18.21498108,1
239,1057,23.95066261,-13.32257938,1
239,1089,28.08015442,-18.88886261,1
239,1121,29.31009674,-9.909122467,1
239,1153,35.20237732,0.4692544937,1
239,1185,2.357486725,-7.227397919,1
239,1217,3.6687603,-7.371891022,1
239,1249,22.07448006,-17.77717209,1
239,1281,24.14058685,-5.899845123,1
239,1313,12.43224335,2.861409187,1
239,1345,25.81264496,-12.85033607,1
239,1377,26.57300568,-16.81466866,1
239,1409,39.11954498,-24.35728073,1
239,1441,29.6505394,-28.47142029,1
239,1473,13.17012405,-33.36654663,1
239,1505,27.71938896,-9.443078995,1
239,1537,22.83494759,-9.724550247,1
239,1569,4.984544754,-4.302967072,1
239,1601,0.1705684662,-2.568736076,1
239,1633,20.42697144,-21.70639038,1
239,1665,-8.27520752,-20.6216507,1
239,1697,5.27509737,7.260679245,1
239,1729,0.599093914,-0.9679636955,1
239,1761,-1.144692659,1.153963923,1
239,1793,3.46155405,-7.316036701,1
239,1825,-1.228095531,-0.7351698875,1
239,1857,7.525257111,12.81393051,1
239,1889,-0.06164735556,0.07962919027,1
239,1921,-0.1409881115,0.1815161705,1
239,1953,-0.01822938025,-0.09252282977,1
239,1985,-0.03729151189,-0.3721585572,1
239,2017,0.2588313222,-1.555108905,1
271,33,18.92614746,0.704791069,1
271,65,-0.4621860683,0.9637132287,1
271,97,0.07005593181,0.3308995962,1
271,129,0.06552685797,-0.3017688394,1
271,161,0.04518616199,-0.5217779875,1
271,193,-0.4551446438,0.01075508073,1
271,225,-0.3475309908,-4.3226614,1
271,257,-0.2493013144,0.1674156189,1
271,289,-8.858419418,15.46367168,1
271,321,-8.782488823,12.94515514,1
271,353,-0.05380626023,-1.395659089,1
271,385,-0.06971691549,-1.822460294,1
271,417,-0.2024340034,-1.181206942,1
271,449,-0.1129528135,-1.027347326,1
271,481,-0.006308287382,-0.6290112734,1
271,513,0.1392573118,-0.5890359282,1
271,545,-0.6588457823,17.44180679,1
271,577,-0.7331660986,-1.326289296,1
271,609,0.01951789856,-0.2187004089,1
271,641,1.036552906,-4.189062119,1
271,673,18.93193626,14.91064644,1
271,705,15.66976643,5.862898827,1
271,737,13.75383186,21.62095261,1
271,769,17.39874077,14.59320545,1
271,801,-6.395914078,6.276140213,1
271,833,25.96998215,16.77985382,1
271,865,26.42737007,14.34574986,1
271,897,26.10201263,12.07906914,1
271,929,19.44051933,25.18317795,1
271,961,20.37866211,-13.25752831,1
271,993,-2.983131409,-6.119145393,1
271,1025,28.51042938,-18.37174225,1
271,1057,24.45714951,-9.616449356,1
271,1089,19.66381454,-21.96391487,1
271,1121,18.33457184,-22.41128922,1
271,1153,3.377754211,-15.76857758,1
271,1185,4.803920746,-27.73729515,1
271,1217,0.4122886658,-9.666080475,1
271,1249,35.97434235,-13.31987572,1
271,1281,35.2168045,-14.65193081,1
271,1313,15.47437096,3.185559273,1
271,1345,4.252317429,-1.154921532,1
271,1377,35.52589417,-19.63146782,1
271,1409,32.94331741,-21.09152222,1
271,1441,25.65335846,-34.05401611,1
271,1473,32.90887451,-9.922367096,1
271,1505,29.34215927,-16.99002457,1
271,1537,19.74158859,-34.46535492,1
271,1569,5.029872894,-6.530277252,1
271,1601,-0.6917572021,-1.998612404,1
271,1633,-10.1303978,-15.00872421,1
271,1665,13.77871037,10.44763756,1
271,1697,12.23791218,-22.33501244,1
271,1729,-0.03177642822,0.1544723511,1
271,1761,-0.6793028116,0.430226326,1
271,1793,-0.6391452551,0.2765109241,1
271,1825,-11.85680008,-3.586177349,1
271,1857,-0.5424487591,-0.1979525685,1
271,1889,-0.06614473462,0.09207701683,1
271,1921,0.02477299422,0.1006374359,1
271,1953,0.0234247297,-0.006255716085,1
271,1985,0.02949127555,-0.217513144,1
271,2017,0.06318947673,-1.249996662,1
303,33,-0.5469987392,0.9967937469,1
303,65,0.2246378362,15.17204952,1
303,97,-0.008676221594,0.6030557156,1
303,129,-0.03150652349,-0.1057112664,1
303,161,-0.1133163124,-0.4504511356,1
303,193,-0.01263967156,-0.2175136656,1
303,225,0.8637108803,12.75409603,1
303,257,0.407956183,-0.07823181152,1
303,289,-8.848432541,11.80436611,1
303,321,-4.193414688,13.89625072,1
303,353,-0.1122686192,-0.2029066086,1
303,385,0.4326819479,0.5869112015,1
303,417,0.2372543067,0.9610533714,1
303,449,0.1343102455,0.599290967,1
303,481,0.2401514798,0.9424688816,1
303,513,9.584385872,-7.986042976,1
303,545,14.87697411,-11.96878719,1
303,577,1.441770554,20.52163124,1
303,609,-0.2179689407,-2.464047432,1
303,641,-8.787687302,-5.476047516,1
303,673,2.785804749,-2.100493431,1
303,705,4.756800652,8.968617439,1
303,737,12.29758263,21.5020256,1
303,769,6.725183964,25.27256775,1
303,801,14.84168816,6.817936897,1
303,833,0.9267034531,-0.02607154846,1
303,865,-6.287369728,19.2210083,1
303,897,9.653418541,-9.313319206,1
303,929,13.66904736,-11.76217079,1
303,961,-3.075540543,0.306347847,1
303,993,-3.776786804,-3.454612732,1
303,1025,6.639888763,-4.796079636,1
303,1057,11.93245125,-6.171597004,1
303,1089,9.222949028,-26.0076561,1
303,1121,11.34826469,-28.72367096,1
303,1153,4.315024376,-1.163361549,1
303,1185,6.667455673,-25.4793129,1
303,1217,24.96298218,4.490685463,1
303,1249,22.8819809,4.692004204,1
303,1281,14.44617081,5.982961655,1
303,1313,-4.250202179,-19.26691055,1
303,1345,1.828604698,-0.1178693771,1
303,1377,2.790350914,0.2662086487,1
303,1409,28.06050491,-21.91514015,1
303,1441,21.62812614,-34.55963898,1
303,1473,21.3656311,-34.31732941,1
303,1505,19.52710915,-33.72692871,1
303,1537,24.38980293,1.587322235,1
303,1569,2.282505035,-4.889896393,1
303,1601,-0.5363168716,-3.417017937,1
303,1633,8.732395172,-5.00825882,1
303,1665,-0.6302542686,-23.09646225,1
303,1697,11.69868088,-4.464198112,1
303,1729,8.836544037,-2.012033463,1
303,1761,-0.6223156452,0.1517865658,1
303,1793,-17.40924072,-4.577897072,1
303,1825,-2.319583654,-18.81424332,1
303,1857,0.07040011883,-0.1176155806,1
303,1889,0.06666526198,0.2091910988,1
303,1921,0.07993295789,0.105357796,1
303,1953,0.004501923919,-0.09153488278,1
303,1985,0.06194134057,-0.03777611256,1
303,2017,0.05815571174,-1.315924644,1
335,33,-0.06861686707,-0.512298584,1
335,65,-7.166918278,7.956786156,1
335,97,-9.371704102,2.581292868,1
335,129,-10.19257832,0.6439791322,1
335,161,-8.826093674,3.560101509,1
335,193,-0.003656387329,-1.164120197,1
335,225,-0.102170676,4.555497169,1
335,257,0.5557195544,2.221687317,1
335,289,3.301911831,16.55752754,1
335,321,1.813920021,14.46656132,1
335,353,-6.147697449,-6.378493309,1
335,385,-5.697532177,5.327946663,1
335,417,16.06453705,6.075619698,1
335,449,-4.163092613,20.48077202,1
335,481,0.2789946198,-0.3318996429,1
335,513,-0.155189395,-0.7162566185,1
335,545,-0.4037621021,-1.910516739,1
335,577,-5.879153252,24.71876335,1
335,609,-4.948979378,26.2317543,1
335,641,-12.88600636,15.24038124,1
335,673,4.371350765,15.08068848,1
335,705,4.448266029,13.7233448,1
335,737,-0.4872198105,27.0127182,1
335,769,5.909745216,26.50123787,1
335,801,6.696946144,18.59908485,1
335,833,-0.6469035149,2.726924896,1
335,865,0.1560444832,15.20108223,1
335,897,4.884017944,17.14538193,1
335,929,13.78182507,8.908208847,1
335,961,12.95423603,7.929490566,1
335,993,-9.064055443,-1.076244354,1
335,1025,3.202363968,-5.127450466,1
335,1057,20.48120499,-4.207756996,1
335,1089,4.853128433,-23.96452522,1
335,1121,0.1175384521,7.559997559,1
335,1153,1.658506393,1.72257328,1
335,1185,0.67831707,-21.53057098,1
335,1217,8.194290161,7.248263359,1
335,1249,19.05540466,-15.18498898,1
335,1281,11.8059845,6.436047554,1
335,1313,31.34766388,-10.39066124,1
335,1345,3.149215698,-31.76067734,1
335,1377,23.58965492,-22.49327087,1
335,1409,21.92373085,-2.488957405,1
335,1441,30.90088272,-20.12917137,1
335,1473,30.23292732,-17.78170395,1
335,1505,-2.610691071,-5.729846954,1
335,1537,5.473783493,-22.40976334,1
335,1569,14.92506409,-29.89969063,1
335,1601,-2.187231541,-2.37970829,1
335,1633,17.47719955,-9.328391075,1
335,1665,15.63792229,-7.695627213,1
335,1697,-12.87118721,4.708053112,1
335,1729,-7.521619797,-3.14995122,1
335,1761,9.001567841,13.01485157,1
335,1793,9.196828842,17.38144302,1
335,1825,-0.4536040425,0.7785906792,1
335,1857,0.01895457506,0.131037578,1
335,1889,-0.3272067308,0.4174598455,1
335,1921,-0.356523186,0.2532799542,1
335,1953,-0.1776376963,0.005485624075,1
335,1985,-0.1053508669,-0.238198027,1
335,2017,0.04481945559,-1.478256941,1
367,33,17.89281464,0.742852211,1
367,65,-8.062530518,-4.81274271,1
367,97,-10.11235237,1.355107427,1
367,129,-13.60179234,-0.06120353937,1
367,161,-10.24619102,6.090201378,1
367,193,-7.348146915,10.74303246,1
367,225,0.7489539385,12.37351036,1
367,257,0.03732101619,15.01660728,1
367,289,0.3254711628,16.79839706,1
367,321,0.8418789506,19.01343918,1
367,353,0.01115256548,10.86783218,1
367,385,-0.2376489043,10.71271801,1
367,417,12.16045952,9.320821762,1
367,449,19.42901421,4.568362236,1
367,481,19.70971298,4.522842407,1
367,513,3.9039886,20.16220474,1
367,545,5.408372879,18.67144966,1
367,577,6.80569458,25.14419937,1
367,609,11.39637661,27.32378578,1
367,641,13.41476727,30.32797241,1
367,673,10.86440277,1.141330719,1
367,705,8.98253727,3.248046875,1
367,737,20.78516006,6.726114273,1
367,769,-12.97829628,28.31796646,1
367,801,-13.48192787,29.88444519,1
367,833,24.14862442,16.99964905,1
367,865,1.284468651,17.55868912,1
367,897,12.58169842,-0.4660396576,1
367,929,12.09015369,9.966949463,1
367,961,22.71228027,7.451032162,1
367,993,12.26982975,-1.197903156,1
367,1025,6.764564514,-14.24485493,1
367,1057,1.060373306,-16.20311356,1
367,1089,0.6426181793,-23.3770256,1
367,1121,9.316539764,9.07326889,1
367,1153,0.4780273438,-21.51841354,1
367,1185,-2.581281662,-22.02419281,1
367,1217,7.015312195,-11.31706047,1
367,1249,17.20560646,-12.29582405,1
367,1281,-9.174664497,-17.45965576,1
367,1313,-0.2083187103,-0.0003242492676,1
367,1345,0.3625040054,-29.49108887,1
367,1377,-3.361890793,-11.54303932,1
367,1409,18.56194305,0.2635631561,1
367,1441,-7.762084007,-17.79385567,1
367,1473,-7.501887321,-3.398458481,1
367,1505,22.39398384,-20.21050835,1
367,1537,21.9942894,-20.1809082,1
367,1569,18.19989014,-25.99953842,1
367,1601,16.23478317,-4.119569778,1
367,1633,-6.797194481,-24.38883209,1
367,1665,-1.103414059,6.923676968,1
367,1697,-1.498373985,-23.61903954,1
367,1729,7.702044964,14.70819283,1
367,1761,0.838929534,-1.258062363,1
367,1793,-15.2009697,0.4981718063,1
367,1825,10.82539749,15.99018574,1
367,1857,-0.1522532701,0.2338093519,1
367,1889,-0.3786220551,0.3778791726,1
