PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 7, filenames: A:[7]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[8]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.2978331447,1.611932278,1
47,65,-0.280071944,-0.258371979,1
47,97,0.1380898952,-0.24368608,1
47,129,0.09469291568,-0.3551720381,1
47,161,-0.5688796639,-1.409866095,1
47,193,-0.5957826376,-0.9371156693,1
47,225,-0.5299417377,0.1042393744,1
47,257,-0.4329634905,-0.01966825128,1
47,289,-0.1917125881,-0.1670007408,1
47,321,-0.135682404,-0.06608954072,1
47,353,0.0623434186,0.1746328473,1
47,385,0.1893709898,0.4111202061,1
47,417,0.4012697339,0.2974799275,1
47,449,0.2798107862,0.003385201097,1
47,481,-0.1423051953,-0.01169770956,1
47,513,-0.2355560064,-0.3638673425,1
47,545,-0.4092767239,-0.5859968066,1
47,577,-0.7706865072,-0.563249588,1
47,609,-0.5748351812,-0.1429467201,1
47,641,-0.3787544966,-0.2234364152,1
47,673,-0.9236866236,-0.6247858405,1
47,705,-2.66621685,-0.7906323671,1
47,737,-1.296397448,0.5942490101,1
47,769,-2.299938679,0.1941695511,1
47,801,-2.010442257,-0.7631072402,1
47,833,0.735588789,-0.7499997616,1
47,865,1.457147837,-0.2823275924,1
47,897,1.237622738,0.1855751574,1
47,929,1.120375037,-0.5107383728,1
47,961,0.5503947735,-1.274014354,1
47,993,0.4869742393,-0.4335885644,1
47,1025,0.6540632248,-0.4857894778,1
47,1057,0.5712511539,-0.7837301493,1
47,1089,-0.143684864,-0.7777090073,1
47,1121,0.7396607399,-1.998403311,1
47,1153,1.61892581,-3.624385357,1
47,1185,2.260419369,-2.289306641,1
47,1217,3.42897892,-1.10573101,1
47,1249,3.607784748,-1.8698771,1
47,1281,3.098903179,-3.702460766,1
47,1313,5.346058846,-2.541363478,1
47,1345,8.0245924,-1.041460514,1
47,1377,7.956296921,-0.06085836887,1
47,1409,6.935926437,-0.3099374771,1
47,1441,6.331362724,-1.961793423,1
47,1473,5.566869259,-4.657387257,1
47,1505,4.80755806,-5.468663692,1
47,1537,4.722583294,-5.753119469,1
47,1569,4.871941566,-6.130410194,1
47,1601,4.443118095,-5.584949493,1
47,1633,3.87003994,-3.478178978,1
47,1665,19.57299232,-3.916757822,1
47,1697,9.093652725,14.52011108,1
47,1729,1.187396049,-0.9063529968,1
47,1761,1.828596115,-1.254958868,1
47,1793,1.862766504,-0.7661952972,1
47,1825,1.100934982,-0.2958390713,1
47,1857,0.2779783607,0.1405214071,1
47,1889,0.1200239658,0.7039036751,1
47,1921,0.1365701854,0.2901396751,1
47,1953,0.03600706905,-0.1757822633,1
47,1985,-0.080252029,-0.3489390612,1
47,2017,-0.05974784493,-0.2709395885,1
79,33,-0.2751271427,0.7772376537,1
79,65,0.0157587789,0.06926618516,1
79,97,0.2122953832,0.1316241622,1
79,129,0.02958083153,-0.1902113557,1
79,161,-0.5333740115,-1.138184905,1
79,193,-0.3901179135,-0.6724492311,1
79,225,-0.6007980704,0.03465209901,1
79,257,-0.7410370111,-0.1713570952,1
79,289,-0.1406752616,-0.384601146,1
79,321,-0.005630090833,-0.1782976389,1
79,353,-0.1292525083,0.02249534428,1
79,385,-0.0743547529,0.2066091001,1
