PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 39, filenames: A:[39]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[40]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.5122943521,0.9244739413,1
47,65,0.2122459114,-0.30990991,1
47,97,0.4466586411,-0.2684834898,1
47,129,0.230447948,-0.05967998505,1
47,161,0.5294486284,0.342050612,1
47,193,0.5948349237,0.9240590334,1
47,225,0.02838110924,0.1102778316,1
47,257,0.00478515029,-0.1542413682,1
47,289,0.1349699497,-0.229097724,1
47,321,0.4633308053,-0.328592062,1
47,353,0.8629124165,-0.2320435941,1
47,385,0.5310305357,0.06192189455,1
47,417,-0.1591315269,-0.1813108027,1
47,449,-0.3684008121,-0.2988138199,1
47,481,-1.144878983,-0.5102811456,1
47,513,-1.047605515,-0.5954133272,1
47,545,-0.6164984703,-0.644769907,1
47,577,-0.3190806508,-0.5197440386,1
47,609,-0.02458965778,-0.4901864529,1
47,641,0.02327656746,-0.2267205119,1
47,673,0.03244882822,0.2870535851,1
47,705,-0.3801126778,0.8044855595,1
47,737,-0.7973877192,0.5795971155,1
47,769,0.2740869224,-0.4297963381,1
47,801,-0.03655946255,-0.2620111108,1
47,833,-3.372176886,3.000889063,1
47,865,-0.7309194803,0.9019932747,1
47,897,-0.7933347225,1.003231406,1
47,929,-0.6588776112,0.4528290033,1
47,961,-0.7840356827,0.1984524131,1
47,993,-0.9789898396,0.2431053519,1
47,1025,-0.387381494,0.30673787,1
47,1057,-0.3778078556,0.08036208153,1
47,1089,-0.6282767057,-0.2025071979,1
47,1121,-0.351270467,-0.4887468517,1
47,1153,-0.1963441372,0.1125778556,1
47,1185,0.9251189232,0.05495417118,1
47,1217,0.993488431,-0.004218488932,1
47,1249,0.6147207618,6.994513512,1
47,1281,-1.108606815,0.460898757,1
47,1313,-0.3773508072,0.07725767791,1
47,1345,0.5850690603,0.02545899153,1
47,1377,-0.01449781656,0.0455725193,1
47,1409,-1.270479679,0.03293800354,1
47,1441,-1.085942626,-0.01032230258,1
47,1473,-0.4851224422,0.3952275217,1
47,1505,-0.3373273015,0.08877171576,1
47,1537,-0.496852994,-0.06962898374,1
47,1569,-0.2297928929,0.09903985262,1
47,1601,-0.2387545109,1.005373001,1
47,1633,-8.663388252,-13.03955936,1
47,1665,0.9815616608,0.8072814345,1
47,1697,1.649778247,0.8619599342,1
47,1729,1.262070179,1.480179906,1
47,1761,0.7544330359,1.693750143,1
47,1793,0.2473520637,2.863168478,1
47,1825,19.7425766,1.646772742,1
47,1857,0.1545098126,-0.7356635928,1
47,1889,-0.009245157242,-0.1810722053,1
47,1921,0.01203569397,0.1557149887,1
47,1953,0.02441661432,0.3106306195,1
47,1985,-0.02828430384,0.03167256713,1
47,2017,-0.3382584155,-2.375047207,1
79,33,-0.3622171283,0.06812682748,1
79,65,-0.2299742848,0.2644881904,1
79,97,0.1698825359,0.220796138,1
79,129,0.4148641825,0.7840209007,1
79,161,0.5650026798,0.6270641088,1
79,193,0.1721971929,0.6351231337,1
79,225,-0.2000241131,0.1608131677,1
79,257,-0.405357033,0.3186284304,1
79,289,-0.4119665325,0.05643540621,1
79,321,-0.3699884415,-0.1783696115,1
79,353,-0.04876124859,-0.01610383764,1
79,385,0.2529523075,0.1549409181,1
79,417,-0.1409916878,0.142472744,1
79,449,-0.3688374758,-0.1075935438,1
79,481,-1.021167994,-0.1614012718,1
79,513,-0.9561287761,-0.1576611996,1
79,545,0.0160523653,-0.2625508904,1
79,577,-0.1323927641,0.01246868074,1
79,609,-0.3097270727,-0.00501292944,1
79,641,-0.07914546132,0.5468388796,1
79,673,-0.09805747867,1.601125002,1
79,705,-1.468255997,3.198528528,1
79,737,-3.058512688,2.011930466,1
79,769,-2.421998262,-12.30282211,1
79,801,-7.618518353,18.27147484,1
79,833,15.97246361,-10.12488079,1
79,865,-1.102036357,0.602925241,1
79,897,-1.536216736,1.033062577,1
79,929,-5.065918446,0.4773539603,1
79,961,-1.528757572,0.2164192349,1
79,993,-0.9316958785,0.0478349328,1
79,1025,-0.7080990672,0.04786165059,1
79,1057,-0.8730978966,0.05147372186,1
79,1089,-0.8226588964,0.2840663195,1
79,1121,-1.225428104,1.39294064,1
79,1153,-1.120182037,1.544544578,1
79,1185,-0.1187218428,0.4656893909,1
79,1217,0.05012083054,-0.1845822334,1
79,1249,-0.0813497752,-0.01827153563,1
79,1281,-0.6761528254,0.09975260496,1
79,1313,-1.297813177,-0.2457420975,1
79,1345,-0.7873996496,0.09336230159,1
79,1377,-0.2665182352,0.3920570612,1
79,1409,-0.6450437307,0.2090749145,1
79,1441,-0.4352321625,0.2318866551,1
79,1473,-0.581572175,0.341404736,1
79,1505,-0.5160609484,0.04296408594,1
79,1537,-0.1483475566,0.03324190527,1
79,1569,-0.4489667416,-0.142406702,1
79,1601,-0.5620444417,0.02742233872,1
79,1633,-0.1057539508,0.2241539657,1
79,1665,0.2974025905,0.277615279,1
79,1697,0.3875945807,0.3874277472,1
79,1729,0.7140375376,-0.05438247323,1
79,1761,0.1033164859,-1.03527534,1
79,1793,-0.6956866384,-1.805692077,1
79,1825,-0.404024601,-3.109179735,1
79,1857,0.1907763928,-0.696449399,1
79,1889,-0.1730275899,-0.2225630283,1
79,1921,-0.1671928167,-0.1300379932,1
79,1953,-0.1795273423,0.1370544583,1
79,1985,-0.1894336194,-0.09742426872,1
79,2017,-0.3790425062,-0.8857189417,1
111,33,-0.06882738322,0.1222528219,1
111,65,-0.3642722666,0.233174637,1
111,97,-0.11410252,0.4127371907,1
111,129,0.5815960765,0.7743391991,1
111,161,0.3436850607,0.6036739349,1
111,193,-0.03649139777,-0.01501174271,1
111,225,-0.1778726131,-0.06995288283,1
111,257,-0.6744741201,0.2239626199,1
111,289,-1.745319128,0.2292922139,1
111,321,-1.185101032,0.2989041805,1
111,353,-0.7720766068,0.06944271922,1
111,385,0.2099651098,-0.05949895084,1
111,417,-0.06913995743,0.1497352123,1
111,449,-0.447701931,0.1099265814,1
111,481,-0.5638449192,0.3531478941,1
111,513,-0.6367256641,0.3041374981,1
111,545,-0.2516166568,0.1137855947,1
111,577,-0.190467298,0.1896982193,1
111,609,-0.5439412594,0.9744796753,1
111,641,-0.1521101594,2.483762026,1
111,673,-4.293748856,-8.312336922,1
111,705,1.259998798,4.967586994,1
111,737,-2.566678524,3.537096024,1
