PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 2, filenames: A:[2]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[3]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,14.68286228,39.1241188,1
47,65,0.7569528818,2.346667767,1
47,97,-0.06301233172,-3.440140247,1
47,129,-0.05174970627,3.384246826,1
47,161,0.3963092566,17.07293129,1
47,193,0.4689819217,32.68228912,1
47,225,19.50723457,4.888493061,1
47,257,13.18518353,-10.96313477,1
47,289,1.607978344,-19.78923416,1
47,321,-0.6237419844,0.9840555191,1
47,353,0.2768350244,-0.2893509865,1
47,385,-1.497088432,2.200737,1
47,417,-5.467184067,4.349437237,1
47,449,-11.83617115,7.294952393,1
47,481,-0.8883647919,3.08707428,1
47,513,3.268508911,2.498600006,1
47,545,2.088154793,2.119767666,1
47,577,-0.1903879642,0.5855766535,1
47,609,-0.4559152722,-1.754901648,1
47,641,-0.3420910239,-0.5225865841,1
47,673,0.8418679237,0.6634612083,1
47,705,1.803355694,3.115085602,1
47,737,-17.51033783,15.07430363,1
47,769,-3.340431213,1.351844788,1
47,801,1.938898563,-1.19945097,1
47,833,3.961446285,2.162985325,1
47,865,9.069770813,-2.732733488,1
47,897,11.582551,-8.933562279,1
47,929,12.84155273,-13.54091358,1
47,961,7.732609749,-15.10588837,1
47,993,5.255435944,-7.267215729,1
47,1025,23.34952164,-27.22273827,1
47,1057,22.84429932,-14.96258354,1
47,1089,27.97151947,-13.13381004,1
47,1121,26.95704269,-15.37757492,1
47,1153,-1.243939877,-42.31345367,1
47,1185,-4.473308086,-47.2726059,1
47,1217,16.46136475,-29.41056824,1
47,1249,19.00356674,-55.47407532,1
47,1281,-4.955294609,-50.3282547,1
47,1313,10.19691753,-41.35183716,1
47,1345,9.584109306,-42.10957336,1
47,1377,1.371762276,-52.58319473,1
47,1409,25.6030159,-52.55726242,1
47,1441,27.03687286,-58.34101105,1
47,1473,20.10734558,-58.28450394,1
47,1505,18.6740799,-48.28249359,1
47,1537,14.62463951,-34.94656754,1
47,1569,-9.223365784,-42.12667847,1
47,1601,13.81676674,-35.69393158,1
47,1633,8.298386574,-45.94977188,1
47,1665,3.157361507,-34.1182785,1
47,1697,-17.02231026,-9.692312241,1
47,1729,0.1965534687,0.7867426872,1
47,1761,0.3400585651,0.3962900639,1
47,1793,0.3642802238,-1.14867115,1
47,1825,0.172068119,-1.009665966,1
47,1857,0.007800102234,0.03940558434,1
47,1889,0.1295931339,-0.09478628635,1
47,1921,-0.03167328238,-0.09870731831,1
47,1953,-0.2023600936,-0.5482155085,1
47,1985,-0.2087853551,-0.723900795,1
47,2017,0.3199299574,0.1277899742,1
79,33,-18.86436272,14.72153664,1
79,65,0.6209301949,0.6665520072,1
79,97,0.1047855467,-1.705918193,1
79,129,0.3304977119,0.5919036865,1
79,161,0.006747633219,5.258470535,1
79,193,-0.9197867513,6.235445023,1
79,225,1.725240231,0.7903785706,1
79,257,0.7265219092,-3.238366604,1
79,289,0.6017357707,-3.815891743,1
79,321,0.6570935249,-0.9714865685,1
79,353,0.5325645208,0.9135463238,1
79,385,-0.2121398449,0.9317157269,1
79,417,-3.17441678,3.21124649,1
79,449,-4.773335457,4.088815212,1
79,481,-3.549593449,3.708674669,1
79,513,-1.043248057,2.32498455,1
79,545,-0.6691416502,0.4602339268,1
79,577,-0.3512011766,0.07517158985,1
79,609,0.01080863178,-0.5677781701,1
79,641,0.05983860791,-0.01126438379,1
79,673,2.499433041,7.196434498,1
79,705,21.70955849,-5.300240517,1
79,737,3.107160568,1.638725638,1
79,769,3.181017876,0.3802073002,1
79,801,5.723637581,-1.566276073,1
79,833,7.320953369,-0.6109907627,1
79,865,10.51077271,-3.468289852,1
79,897,11.01645851,-9.485586166,1
79,929,9.893102646,-14.14182854,1
79,961,15.66808605,-9.766908646,1
79,993,22.08363152,-9.770868301,1
79,1025,21.69629669,-20.18585968,1
79,1057,-0.2112808228,-32.78513336,1
79,1089,-0.2428040504,-32.13388062,1
79,1121,-2.323757172,-25.58423042,1
79,1153,-0.1956467628,-43.14037704,1
79,1185,-2.056867123,-20.59915543,1
79,1217,8.035571098,-26.28869247,1
79,1249,-1.488595963,-39.10650635,1
79,1281,-3.579061031,-24.46775436,1
79,1313,18.01257706,-49.55342102,1
79,1345,16.38485718,-39.54671097,1
79,1377,12.90188694,-36.08393478,1
79,1409,12.13832569,-38.20146561,1
79,1441,12.58745861,-65.7676239,1
79,1473,13.62370872,-43.14570999,1
79,1505,14.3854866,-38.28749084,1
79,1537,-5.619644165,-35.89164352,1
79,1569,5.727799892,-14.25714493,1
79,1601,1.066515923,-10.02824211,1
79,1633,-0.1336340904,-9.143363953,1
79,1665,18.10336685,-28.26941681,1
