PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 45, filenames: A:[45]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[46]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.3838393688,0.1613687277,1
47,65,0.4120129347,-0.06583735347,1
47,97,0.2020913959,0.01256398857,1
47,129,0.1987163424,-0.03764311224,1
47,161,0.5074224472,0.5077537894,1
47,193,0.2614499927,0.4499058127,1
47,225,-0.2378459275,-0.3301711082,1
47,257,-0.2458648831,-0.116292268,1
47,289,-0.1575925797,-0.0006283968687,1
47,321,0.1361756623,0.01403321326,1
47,353,0.3055511713,0.1493793577,1
47,385,0.1409041286,0.3065496683,1
47,417,0.1307946444,-0.1543619931,1
47,449,0.2073493898,-0.2238784432,1
47,481,0.02361547202,0.113587141,1
47,513,-0.04271024466,0.3729183078,1
47,545,-0.1756072044,0.2024737597,1
47,577,-0.2116435766,0.1716771126,1
47,609,0.01034873724,0.08495485783,1
47,641,-0.129131794,-0.1096530557,1
47,673,-0.5477319956,0.142249912,1
47,705,-0.6063711047,-0.008565545082,1
47,737,-0.5899050236,13.23397923,1
47,769,-2.038826704,0.3615157604,1
47,801,-2.642357826,1.339284897,1
47,833,-2.821154594,1.646853924,1
47,865,-1.916360855,1.653296471,1
47,897,-0.2504609823,1.091471672,1
47,929,0.3257650733,0.7281259298,1
47,961,-0.1365759969,-0.002546012402,1
47,993,-0.6752794385,-0.04439902306,1
47,1025,-1.774390936,-0.6808496714,1
47,1057,-2.174007416,-0.5733325481,1
47,1089,-1.378181934,-0.3749014139,1
47,1121,-1.032268405,-0.1601713896,1
47,1153,-0.4182897806,-0.01392415166,1
47,1185,0.103339076,-0.1951107383,1
47,1217,0.4655852318,0.03554010391,1
47,1249,0.9626157284,0.2687948048,1
47,1281,0.7575538158,0.2955596447,1
47,1313,0.5227811933,-0.3784443736,1
47,1345,0.3067621291,-0.370757699,1
47,1377,-0.2749162912,0.1085400581,1
47,1409,-0.2090750933,0.1746798456,1
47,1441,-0.0006305277348,0.2812461257,1
47,1473,-0.003376290202,0.163508594,1
47,1505,0.03311596438,0.4104079008,1
47,1537,0.0475204885,0.5974444151,1
47,1569,-0.4157634974,0.434094578,1
47,1601,-0.5749158263,0.09393379837,1
47,1633,0.01554602385,0.06495507061,1
47,1665,0.9566771984,-0.0469365716,1
47,1697,1.041413307,-0.02082026005,1
47,1729,0.345413059,-0.3883140087,1
47,1761,0.04195651412,0.03543937206,1
47,1793,0.2492658794,0.508482337,1
47,1825,0.5994841456,0.7466403246,1
47,1857,0.4806759357,-0.1949388385,1
47,1889,0.1217033565,-0.3329868019,1
47,1921,0.05905020237,-0.1755596399,1
47,1953,-0.2697898149,-0.2200475335,1
47,1985,-0.3805498481,-0.1786820889,1
47,2017,0.8725860119,-0.1001007557,1
79,33,0.1364578009,0.1223706156,1
79,65,0.1318006068,0.1556059718,1
79,97,0.1448345631,0.1273860633,1
79,129,0.052496925,-0.1593839526,1
79,161,-0.0952899307,-0.05597754568,1
79,193,-0.3549154699,-0.2670808434,1
79,225,-0.2879273593,-0.2374920249,1
79,257,0.08449086547,0.06513772905,1
79,289,0.1656783074,0.08727447689,1
79,321,0.1970667392,0.2012727261,1
79,353,0.1903164685,0.1017033979,1
79,385,0.1362107396,-0.007359489799,1
79,417,0.1885510534,-0.03890714049,1
79,449,0.3354278505,0.1708669811,1
79,481,0.1163380146,0.3166055679,1
79,513,-0.2051815838,0.3514012396,1
79,545,-0.1870469898,0.291968286,1
79,577,-0.3451721668,-0.06877356768,1
79,609,-0.3208530545,-0.5872216225,1
79,641,-0.7942486405,-0.1076888144,1
79,673,-14.31923866,-10.55259991,1
79,705,18.74163246,-0.01073697209,1
79,737,16.27437401,-1.963710546,1
79,769,-6.454267025,2.754205704,1
79,801,-15.34773731,1.434973001,1
79,833,-4.064900398,2.9330585,1
79,865,-1.454521894,1.04530859,1
79,897,-0.7265558839,0.5222249627,1
79,929,-0.3270840645,0.6112262011,1
