PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 8, filenames: A:[8]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[9]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
111,129,0.0173256509,-0.1967442483,1
111,161,-0.2334467918,-0.2269480824,1
111,193,-0.3764350712,0.05691954494,1
111,225,-0.2935574651,0.3616744578,1
111,257,0.07592454553,0.3673193753,1
111,289,-0.01833130419,0.5067435503,1
111,321,-0.05566649511,0.1117493659,1
111,353,0.1795765609,-0.05643448234,1
111,385,0.2312726527,0.02119618654,1
111,417,0.2327456176,-0.04537395388,1
111,449,-0.548391819,-0.03462000936,1
111,481,-0.7519799471,-0.1481600702,1
111,513,-0.4837150276,-0.2272161543,1
111,545,-0.1306598186,-0.02998460829,1
111,577,0.04504671693,-0.2520814836,1
111,609,0.1458968967,-0.392878592,1
111,641,-0.5799385309,0.2211685926,1
111,673,-1.099714875,0.6089631915,1
111,705,-1.662883878,0.9991243482,1
111,737,-2.762778997,1.482375979,1
111,769,-1.694693327,1.57779932,1
111,801,-0.6722108126,3.174118519,1
111,833,-1.007544994,1.024950504,1
111,865,-0.3118811846,0.4427927434,1
111,897,0.523859024,-0.1865919381,1
111,929,0.9955903292,-0.5173034668,1
111,961,1.484121799,-0.2692693472,1
111,993,2.22566843,-0.540327251,1
111,1025,3.921740055,-1.340367436,1
111,1057,4.016751289,-1.859289289,1
111,1089,2.367252827,-1.274917841,1
111,1121,1.785901785,-1.705849767,1
111,1153,2.245895386,-3.215683699,1
111,1185,-0.9113974571,-14.82476234,1
111,1217,3.258602858,-2.416243553,1
111,1249,4.084486008,-2.616967201,1
111,1281,5.629571915,-2.672162056,1
111,1313,6.711835861,-2.535748243,1
111,1345,7.284168243,-2.532310724,1
111,1377,7.586050987,-3.589048624,1
111,1409,7.349151611,-3.379529476,1
111,1441,7.7304492,-2.308166265,1
111,1473,7.945407867,-1.882984877,1
111,1505,7.610025883,-1.660894156,1
111,1537,8.974655151,-1.872395515,1
111,1569,8.154973984,-2.091331959,1
111,1601,7.215206146,-2.39126873,1
111,1633,7.229235649,-2.794723749,1
111,1665,17.09571648,-13.81026745,1
111,1697,0.7347378731,15.92355824,1
111,1729,6.271916389,-5.485171795,1
111,1761,6.595400333,-4.934723377,1
111,1793,6.454955578,-2.844948292,1
111,1825,6.969747543,-2.244195461,1
111,1857,15.35955143,-18.69079399,1
111,1889,0.4533863068,0.4175035954,1
111,1921,0.04354066402,0.2919439971,1
111,1953,-0.9358612299,0.3281655908,1
111,1985,-0.4585703313,0.00057721138,1
111,2017,16.99813843,-3.273926735,1
143,33,-0.08913223445,0.3831056654,1
143,65,-0.3605317473,-0.05436839908,1
143,97,0.02408057451,-0.01896871626,1
143,129,0.2476199716,0.05369081348,1
143,161,-0.00212700665,-0.09092018008,1
143,193,-0.1060650498,-0.008094102144,1
143,225,-0.08757419884,0.3081511855,1
143,257,-0.03535075858,0.3016643524,1
143,289,0.007204554975,0.1055666804,1
143,321,-0.03593563288,-0.1736528724,1
143,353,0.03472135216,-0.1721861511,1
143,385,0.1212843359,-0.09455299377,1
143,417,0.3772922158,0.119575128,1
143,449,-0.382476747,-0.02364476025,1
143,481,-0.4527100325,-0.1357066631,1
143,513,-0.4253557324,-0.1187978238,1
143,545,-0.4463852644,0.1290484965,1
143,577,-0.3075168729,-0.2786758542,1
143,609,-0.2458207309,-0.4330329299,1
143,641,-0.08533215523,0.261577487,1
143,673,-0.7256815434,-0.004343539476,1
143,705,-1.395278335,0.1452432871,1
143,737,-2.216546535,1.025213838,1
143,769,-2.525008678,1.311608791,1
143,801,-1.279527783,1.526227474,1
143,833,-0.7541162968,1.160799265,1
143,865,-0.3343828321,0.4152464867,1
143,897,0.3537425399,-0.2431766391,1
143,929,1.112843037,-0.4508880377,1
143,961,1.119765878,-0.9134436846,1
143,993,1.797613144,-0.8613830805,1
143,1025,2.761516094,0.4109824896,1
143,1057,3.494230509,-1.275292516,1
143,1089,4.095365047,-0.4971337318,1
143,1121,3.170737743,-0.2622271776,1
143,1153,-13.31741142,-13.28656197,1
143,1185,1.663973093,-2.876785517,1
143,1217,2.363983154,-2.186957121,1
143,1249,3.561813354,-1.61026144,1
143,1281,5.636763573,-1.579443455,1
143,1313,7.021524429,-1.390062809,1
143,1345,7.750973225,-2.767507076,1
143,1377,7.794643402,-3.823636055,1
143,1409,7.02463913,-3.777566671,1
143,1441,7.191328526,-2.903253794,1
143,1473,7.696385384,-1.999953747,1
143,1505,6.9651227,-2.37866497,1
143,1537,19.60257339,-0.1011829376,1
143,1569,8.285482407,-2.136145115,1
143,1601,7.316783428,-2.642543077,1
143,1633,7.093757153,-2.08789134,1
143,1665,6.281941414,-2.285605431,1
143,1697,6.351130962,-3.406644583,1
143,1729,6.193868637,-3.527744532,1
143,1761,5.622205257,-3.300216436,1
143,1793,14.53049088,-15.5091114,1
143,1825,13.62054443,-15.43819046,1
143,1857,6.966737747,-5.162298203,1
143,1889,5.595541954,-3.052052498,1
143,1921,0.1067406833,0.03038629889,1
143,1953,-0.5820705891,0.3340457082,1
143,1985,-0.4808888435,-0.05479216576,1
143,2017,2.220815182,-2.232178926,1
175,33,-0.1342320442,0.3713312149,1
175,65,-0.2618282437,0.06427977234,1
175,97,0.04559996724,0.1292269081,1
175,129,0.2130070925,0.1291057169,1
175,161,-0.04755056649,0.1273375005,1
175,193,-0.05151687562,0.2384033203,1
175,225,-0.00168417301,0.4662288427,1
175,257,-0.119312942,0.2654512823,1
175,289,-0.1231968254,-0.1398882866,1
175,321,-0.09952293336,-0.4207139015,1
175,353,-0.2198179364,-0.2964995503,1
175,385,-0.2080492675,-0.4117971659,1
175,417,0.1468932182,-0.2022402138,1
175,449,0.1780142635,0.2159702629,1
175,481,-0.03777578473,0.04149412364,1
175,513,-0.6450075507,-0.06837459654,1
175,545,-0.5932645798,0.103269726,1
175,577,-0.5385962129,0.05195454881,1
175,609,-0.161922574,0.8144513369,1
175,641,0.07055532932,0.2661984861,1
175,673,-2.058970928,-1.394381404,1
175,705,-3.350379467,-1.968551993,1
175,737,-2.461227179,-1.125636816,1
175,769,-1.867905855,0.5427018404,1
175,801,-1.211826205,0.7698028088,1
175,833,-0.7552906871,0.7981773019,1
175,865,-0.3091102839,0.2826215029,1
175,897,0.3641917408,-0.7960352898,1
175,929,0.8519990444,-0.9939594865,1
175,961,1.27807343,-1.032411933,1
175,993,1.895065665,-1.077306509,1
175,1025,2.360363722,-0.8790598512,1
175,1057,1.813506126,-1.000417709,1
175,1089,2.736316919,0.4491721988,1
175,1121,1.623834133,0.1798501015,1
175,1153,2.744558573,-3.345671892,1
175,1185,1.604171038,-4.237418175,1
175,1217,2.042769909,-1.848952293,1
175,1249,3.928260803,-0.9801151752,1
175,1281,5.403069019,0.186371088,1
175,1313,7.056444168,-1.343967438,1
175,1345,7.511039257,-3.121319294,1
175,1377,7.804724216,-3.884197235,1
175,1409,8.199050903,-3.671931982,1
175,1441,9.306913376,-1.781266928,1
175,1473,8.443624496,-3.187932253,1
175,1505,5.520895004,-3.326123953,1
175,1537,5.95782423,-3.181249857,1
175,1569,7.845675945,-3.189249754,1
175,1601,7.660792351,-3.390610933,1
175,1633,6.930746555,-2.700659752,1
175,1665,6.114771843,-2.163324594,1
175,1697,6.074960232,-2.550567389,1
175,1729,5.423440456,-2.571056604,1
175,1761,24.97017479,-6.9211936,1
175,1793,4.149658203,-6.009960175,1
175,1825,-7.267035961,9.531454086,1
175,1857,4.531376839,-4.180162907,1
175,1889,4.06922245,-3.089929819,1
175,1921,-0.05475610495,0.1930153966,1
175,1953,-0.2434272468,0.1637647152,1
175,1985,-0.1058746576,0.1482899189,1
175,2017,0.763771534,-2.113931894,1
207,33,0.1675425768,0.2977486253,1
207,65,-0.08123464882,0.03093083948,1
207,97,-0.2183413506,0.03990715742,1
207,129,-0.12406376,0.02034360915,1
207,161,-0.3071862161,-0.02846682817,1
207,193,-0.2714881599,0.105796814,1
207,225,0.07147817314,0.2478952706,1
207,257,0.0146099776,0.001266770065,1
207,289,-0.01858728752,-0.4709459841,1
207,321,0.005112018436,-0.7798732519,1
207,353,-0.04583818465,-0.4473727942,1
207,385,0.2885683179,-0.7496927977,1
207,417,0.2727333307,-0.7023658752,1
207,449,0.00963640213,0.105352968,1
207,481,0.06992548704,0.3921003342,1
207,513,-0.3992146254,0.2261464298,1
207,545,-0.4217250943,0.1824030578,1
207,577,-0.4017210603,-0.1701310873,1
207,609,-1.015568376,-0.03675803542,1
207,641,-1.622820139,-0.1073148251,1
207,673,-2.683064222,-0.9888896942,1
207,705,-4.165987492,-2.253855467,1
207,737,-3.340332508,-1.316522598,1
207,769,-1.583106518,0.4394751787,1
207,801,-1.155187845,0.2579526901,1
207,833,-0.740126133,-0.0320828557,1
207,865,0.06085854769,-0.07855373621,1
207,897,0.7937765121,-1.323204875,1
207,929,0.9083502293,-1.557198763,1
207,961,1.482121229,-1.353372574,1
207,993,2.33809948,-1.090038061,1
207,1025,2.417130947,-0.6528542042,1
207,1057,2.574701309,-0.32705158,1
207,1089,2.428899288,0.207215488,1
207,1121,1.258990526,-0.7527737617,1
207,1153,2.345311642,-3.742420435,1
207,1185,2.170838833,-4.777229786,1
207,1217,5.008336544,-3.194051027,1
207,1249,5.901956558,-1.79472661,1
207,1281,7.757964134,-1.104586601,1
207,1313,8.043764114,-2.325140476,1
207,1345,7.274983883,-3.533896923,1
207,1377,7.422070026,-4.149883747,1
207,1409,7.769014835,-3.316719532,1
207,1441,8.15514183,-2.899429798,1
207,1473,7.452990532,-4.424180984,1
207,1505,6.015948772,-4.90838623,1
207,1537,6.794311047,-4.028599262,1
207,1569,7.404317856,-3.508953094,1
207,1601,7.037880898,-4.024797916,1
207,1633,6.340510368,-4.066278458,1
207,1665,6.035968304,-2.574100733,1
207,1697,5.799533844,-2.582579613,1
207,1729,5.257322788,-2.626018047,1
207,1761,-14.26488972,-6.797854424,1
207,1793,3.018779278,-3.029332638,1
207,1825,2.830994606,-2.446051121,1
207,1857,2.440194607,-2.985692263,1
207,1889,1.115658283,-2.589969873,1
207,1921,0.06667339802,-0.1036068201,1
207,1953,0.11126405,-0.08298623562,1
207,1985,0.1182966232,0.4238251448,1
207,2017,-0.1908404827,-2.571948051,1
239,33,0.07595215738,0.2370453924,1
239,65,-0.1156088188,0.1432305276,1
239,97,-0.2806021571,0.2644610405,1
239,129,-0.1665265262,0.1447152793,1
239,161,-0.3072957695,0.02394415438,1
239,193,-0.1388355494,0.1364183724,1
239,225,0.1894378364,0.1997029781,1
239,257,0.1582499146,-0.0937538594,1
239,289,0.2578154206,-0.5196540356,1
239,321,0.254656285,-0.6866070032,1
239,353,0.2173631489,-0.6059380174,1
239,385,0.4413707554,-0.7300567627,1
239,417,0.4569073021,-0.5420386791,1
239,449,-0.008205115795,-0.2047955394,1
239,481,0.2121215761,-0.06061840057,1
239,513,0.03972068429,0.6105309725,1
239,545,-0.2501489222,0.6340510845,1
239,577,-0.5843554735,-0.1220104247,1
239,609,-1.662086487,-0.2685775161,1
239,641,-2.125697851,-0.4345079958,1
239,673,-1.970649481,-0.6500715017,1
239,705,-1.672807932,-0.8848140836,1
239,737,-1.175828695,-0.410245955,1
239,769,-1.198534727,0.2900619507,1
239,801,-1.156481504,-0.316222012,1
239,833,-0.2849262655,-0.6838878989,1
239,865,1.011920094,-0.4036963284,1
239,897,1.49470067,-0.8563576937,1
239,929,0.7687511444,-1.543828249,1
239,961,1.506325841,-2.837049723,1
239,993,1.960781574,-1.559512258,1
239,1025,2.280718088,-0.3360303044,1
239,1057,2.520641804,-0.1887961626,1
239,1089,2.319922447,-0.9390563965,1
239,1121,2.042812347,-0.9851070642,1
239,1153,2.193258286,-1.936102867,1
239,1185,2.631764412,-19.27892303,1
239,1217,-6.578035355,-16.45184898,1
239,1249,6.766483784,-2.999651909,1
239,1281,7.529927254,-2.898572922,1
239,1313,7.321448803,-3.087042809,1
239,1345,7.282517433,-3.937176704,1
239,1377,7.502799988,-4.272397995,1
239,1409,7.084482193,-4.153861046,1
239,1441,6.966974735,-5.942958832,1
239,1473,7.321810246,-5.504866123,1
239,1505,7.283976555,-5.698684692,1
239,1537,7.734980583,-4.911798477,1
239,1569,7.636663914,-3.997859001,1
239,1601,7.699910164,-4.204522133,1
239,1633,7.03909111,-4.376081944,1
239,1665,6.154604435,-3.604792356,1
239,1697,6.03750658,-3.050843954,1
239,1729,5.94925642,-2.655146599,1
239,1761,4.623938084,-2.168979406,1
239,1793,3.132261992,-2.09249568,1
239,1825,1.589728594,-1.679284334,1
239,1857,0.04401373863,-0.9987704754,1
239,1889,-14.49595451,-3.621482849,1
239,1921,0.5115264654,-0.5395128131,1
239,1953,0.1055094749,0.1609634161,1
239,1985,0.1388671249,0.4883170128,1
239,2017,0.0195581913,-3.106438637,1
271,33,0.311262846,0.1522455215,1
271,65,-0.106706053,0.2215983868,1
271,97,-0.1690050364,0.3190161586,1
271,129,-0.05941544473,0.2045669854,1
271,161,-0.3451682031,0.1399058849,1
271,193,-0.1295011789,0.2632939219,1
271,225,0.1591724902,0.1758218706,1
271,257,0.1129208803,-0.09917742014,1
271,289,0.09667764604,-0.3941243589,1
271,321,0.05708049238,-0.5521069765,1
271,353,0.3014537692,-0.4569983482,1
271,385,0.2788687944,-0.2128700316,1
271,417,0.0345332697,0.02396401763,1
271,449,0.0511405468,0.1025174931,1
271,481,0.3094782829,0.2643499374,1
271,513,0.3983757198,0.2308497727,1
271,545,-0.1870934665,0.828756094,1
271,577,-0.4706815481,1.184597015,1
271,609,-1.520250678,0.06875735521,1
271,641,-2.180104256,-1.122936726,1
271,673,-2.126352549,0.08367419243,1
271,705,-1.568592906,0.1880441904,1
271,737,-0.8849821091,-0.09340465069,1
271,769,-0.6262970567,-0.02399423718,1
271,801,-0.5889837742,-0.3983344436,1
271,833,-0.09871216118,-0.4793685079,1
271,865,1.49358809,-0.7212483883,1
271,897,0.4833439291,-1.395854712,1
271,929,0.06397253275,-2.858044863,1
271,961,0.960788846,-3.856253147,1
271,993,1.355711937,-2.124379635,1
271,1025,2.226384878,-0.476978004,1
271,1057,2.972857475,-0.4190829396,1
271,1089,2.956006527,-1.156781673,1
271,1121,2.684250116,0.1318349838,1
271,1153,3.137414932,-0.5269508362,1
271,1185,3.439301014,-2.37900877,1
271,1217,4.019227982,-4.116158962,1
271,1249,6.273095131,-3.537774801,1
271,1281,7.257522583,-4.040215492,1
271,1313,6.989039898,-3.784095287,1
271,1345,7.252177238,-3.704608917,1
271,1377,8.441433907,-3.917670488,1
271,1409,8.16919899,-4.381941795,1
271,1441,7.031009197,-6.108092785,1
271,1473,7.335836887,-5.4330616,1
271,1505,7.505473137,-5.120190144,1
271,1537,7.978292465,-4.719643593,1
271,1569,7.672987461,-4.589031696,1
271,1601,7.652373791,-4.981032848,1
271,1633,6.991942883,-4.993127823,1
271,1665,6.698581219,-4.112421513,1
271,1697,6.637199402,-3.344096661,1
271,1729,6.137415409,-3.305678368,1
271,1761,5.833795071,-2.774155617,1
271,1793,5.768767357,-1.666882515,1
271,1825,2.367812634,-1.444150805,1
271,1857,1.104904652,-0.491663456,1
271,1889,0.7178707123,-0.5781137943,1
271,1921,0.1462617517,-0.2010341883,1
271,1953,-0.05908805132,0.5450100303,1
271,1985,0.06147909164,0.2260335684,1
271,2017,1.672561049,-3.446765184,1
303,33,0.3110790849,0.08192879707,1
303,65,-0.1753240228,0.2102367729,1
303,97,-0.2338408977,0.2198499441,1
303,129,-0.05065692961,0.2873254418,1
303,161,-0.1125098318,0.1387007833,1
303,193,0.02070434019,0.1392194927,1
303,225,0.05798419565,0.1856966466,1
303,257,0.00794403255,-0.009721394628,1
303,289,0.1261208802,-0.1279072613,1
303,321,0.08826258779,-0.2502062023,1
303,353,0.07718959451,-0.2513008118,1
303,385,0.178551659,-0.119135797,1
303,417,-0.08124550432,0.0496327877,1
303,449,-0.2589840889,0.5424512625,1
303,481,0.1883439571,0.7798117399,1
303,513,0.4911015034,0.1172688007,1
303,545,0.06087192893,0.6036727428,1
303,577,-0.4332707524,1.00959456,1
303,609,-1.230134964,0.7193735838,1
303,641,-2.305772781,0.3119032979,1
303,673,-3.635428429,2.008349657,1
303,705,-2.174725533,1.591815472,1
303,737,-1.041455865,1.179897785,1
303,769,-0.520072639,0.8243570328,1
303,801,-0.1295705438,0.4868008196,1
303,833,-0.3300849199,-0.1085789204,1
303,865,0.1112262905,-1.171952844,1
303,897,0.3184364438,-3.269989014,1
303,929,0.1428670287,-4.016804695,1
303,961,0.8911453485,-3.407819271,1
303,993,3.118546486,-3.301986694,1
303,1025,2.616106749,-1.331343889,1
303,1057,3.268509865,-0.5379908085,1
303,1089,3.762166262,-0.6741210222,1
303,1121,3.504274845,0.06058120728,1
303,1153,4.172966003,-1.413298845,1
303,1185,4.081398487,-2.351182938,1
303,1217,5.421747208,-3.499199629,1
303,1249,7.047784805,-3.547940969,1
303,1281,7.927081108,-3.509887695,1
303,1313,8.702036858,-3.59455204,1
303,1345,8.934300423,-3.308293819,1
303,1377,9.316475868,-4.001032829,1
303,1409,10.13701916,-4.145835876,1
303,1441,9.186763763,-3.94181776,1
303,1473,7.592948914,-5.190096855,1
303,1505,7.618370056,-4.945766449,1
303,1537,7.202834129,-4.414955616,1
303,1569,6.43362236,-5.472196102,1
303,1601,5.815524578,-6.845782757,1
303,1633,6.101913929,-6.058551788,1
303,1665,7.149438858,-5.043128014,1
303,1697,7.63867712,-3.910732269,1
303,1729,6.600815773,-3.622111797,1
303,1761,6.863912106,-3.735414982,1
303,1793,5.609464169,-3.037370682,1
303,1825,4.042669296,-1.715787172,1
303,1857,3.058271408,-0.3478450775,1
303,1889,0.2003448009,-0.1201759577,1
303,1921,-0.2527139485,-0.117906183,1
303,1953,-0.4902739823,0.398344785,1
303,1985,-0.6265620589,0.5615198612,1
303,2017,1.088173866,-3.606792688,1
335,33,0.1372310519,0.1411362439,1
335,65,-0.2148159891,0.1182372272,1
335,97,-0.3204007149,0.1572893113,1
335,129,-0.3657534719,0.1544574499,1
335,161,-0.128657341,0.2881103158,1
335,193,0.1210849732,0.4550460875,1
335,225,0.1439542323,0.2661640644,1
335,257,0.2379736751,-0.1087405607,1
335,289,0.2064584196,0.09682264924,1
335,321,0.324527204,0.493131578,1
335,353,0.2143314332,0.2296936512,1
335,385,-0.09731897712,0.176538229,1
335,417,-0.1881460249,0.0573220253,1
335,449,-0.8423814774,0.4678223133,1
335,481,-1.236732841,1.325912118,1
335,513,-0.5686119795,0.6854170561,1
335,545,-0.1384695172,0.5853523016,1
335,577,-0.5112580061,0.4227488041,1
335,609,-1.574218154,0.9539411068,1
335,641,-3.561369896,2.815325975,1
335,673,-3.824501991,2.680860043,1
335,705,-2.19362092,2.422748089,1
335,737,-1.51062417,2.47188592,1
335,769,-1.253554821,1.457678795,1
335,801,-1.095388055,0.7927337289,1
335,833,-1.807483673,-0.29186517,1
335,865,-1.563214421,-2.039071083,1
335,897,-1.047551036,-4.679218769,1
335,929,-0.7139782906,-3.961941242,1
335,961,0.2439311147,-1.897201061,1
335,993,2.561762571,-4.506637096,1
335,1025,2.448167086,-1.913961887,1
335,1057,3.135611057,-1.202109575,1
335,1089,4.894712448,-1.087754726,1
335,1121,5.120420456,0.1535947323,1
335,1153,4.400490284,-2.014053345,1
335,1185,4.412178993,-2.904058456,1
335,1217,7.703298569,-2.945613384,1
335,1249,7.988739967,-2.873035431,1
335,1281,8.850898743,-2.577812195,1
335,1313,10.76772785,-1.682036877,1
335,1345,11.45253944,-2.432052851,1
335,1377,10.73752975,-4.472354412,1
335,1409,10.49155045,-5.488404751,1
335,1441,8.073526382,-5.361172199,1
335,1473,8.402997017,-5.99347496,1
335,1505,9.1593647,-6.157776833,1
335,1537,7.888081074,-6.03239727,1
335,1569,4.650032043,-6.093884468,1
335,1601,4.928643227,-7.859349251,1
335,1633,5.387489319,-7.868274689,1
335,1665,5.362632275,-6.885808468,1
335,1697,5.611279964,-5.767472267,1
335,1729,5.983197689,-3.735476971,1
335,1761,5.175452709,-4.230176449,1
335,1793,3.981115818,-3.553398609,1
335,1825,4.017492294,-2.496133804,1
335,1857,3.50912571,-1.530701399,1
335,1889,1.092815161,-0.6450661421,1
335,1921,-0.1737132072,-0.03620409966,1
335,1953,-0.4911600947,0.3126277924,1
335,1985,-0.8804490566,0.1822459698,1
335,2017,0.3644590378,-3.257225037,1
367,33,-0.07303860784,0.2629300356,1
367,65,-0.2062171698,0.1131255329,1
367,97,-0.2114963531,0.04073588923,1
367,129,-0.2726299763,-0.006239768118,1
367,161,-0.1291580796,0.08107492328,1
367,193,-0.06531739235,0.3854218125,1
367,225,-0.1714777946,0.2759701014,1
367,257,0.01404309273,-0.04521462321,1
367,289,0.1304606199,0.1200948954,1
367,321,0.2208204865,1.874099374,1
367,353,0.1177469939,2.660395145,1
367,385,1.549092174,-18.4275074,1
367,417,0.08844217658,0.5765464306,1
367,449,-2.126270771,1.141553402,1
367,481,-3.313924074,2.339568615,1
367,513,-2.559388399,2.898534775,1
367,545,-0.2315474153,0.9638491273,1
367,577,-0.7774301767,0.3429666758,1
367,609,-1.922564626,-0.04412272573,1
367,641,-2.825235128,1.166423559,1
367,673,-2.289636612,1.948815942,1
367,705,-1.895087004,2.533973455,1
367,737,-2.206020832,2.44657588,1
367,769,-1.499327898,1.398410201,1
367,801,-1.092420578,0.1155284643,1
367,833,-1.196107388,-0.5163274407,1
367,865,-0.9726307392,-1.635449052,1
367,897,-1.993532658,-4.929477692,1
367,929,-0.6673009992,-2.503531933,1
367,961,-0.2368696928,-1.480164528,1
367,993,0.6458306313,-2.25442791,1
367,1025,1.33661902,-2.06918478,1
367,1057,2.793039799,-2.29275775,1
367,1089,5.152183056,-1.980337024,1
367,1121,6.279911518,1.491974592,1
367,1153,6.088005543,-1.797525167,1
367,1185,7.341319084,-2.592819214,1
367,1217,9.042964935,-3.088651419,1
367,1249,9.150094032,-2.991544485,1
367,1281,9.442771912,-2.145296097,1
367,1313,11.32157707,-1.703004837,1
