PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 31, filenames: A:[31]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[32]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.5307089686,0.985208869,1
47,65,-0.07471811771,-0.1047540084,1
47,97,-0.4306902885,-0.361727953,1
47,129,-0.379236877,-0.08474265039,1
47,161,0.01102029532,0.3829292953,1
47,193,0.3125947416,0.4025442004,1
47,225,0.3393067718,0.3066550493,1
47,257,0.1024223268,0.219537586,1
47,289,0.01219300926,0.141564101,1
47,321,-0.166639775,-0.002761334181,1
47,353,-0.3047382832,-0.3584651351,1
47,385,-0.2713439763,-0.3610655069,1
47,417,-0.2686305046,-0.1071216464,1
47,449,-0.4060702622,0.5735385418,1
47,481,-0.1885997653,1.032319784,1
47,513,0.07428726554,1.098895788,1
47,545,0.2063432038,0.4370445609,1
47,577,0.1133698225,-0.01329034567,1
47,609,-0.05981862545,0.06774878502,1
47,641,-0.3633226752,0.4671520591,1
47,673,-0.6672561169,0.2983959317,1
47,705,-0.6375257969,-18.24695587,1
47,737,-0.8729562163,-0.6521822214,1
47,769,-0.2175091654,-0.4379538596,1
47,801,0.3822793365,0.00891174376,1
47,833,0.0313808918,0.5505003929,1
47,865,0.07217347622,0.2625953555,1
47,897,0.1930039525,0.6428367496,1
47,929,0.5469199419,0.2747510076,1
47,961,0.6238143444,0.3076225519,1
47,993,0.6080642939,0.4219478667,1
47,1025,1.023023963,-0.5358791351,1
47,1057,0.2791044116,-1.268515706,1
47,1089,0.0294983089,-1.086689472,1
47,1121,0.542927146,-0.09529954195,1
47,1153,0.8270882368,0.1815666854,1
47,1185,0.8193314075,0.06107416749,1
47,1217,0.3390564322,-0.09452694654,1
47,1249,-0.2231274545,-0.2717196643,1
47,1281,-0.278907299,-0.7512329817,1
47,1313,-0.6138312817,-0.716622889,1
47,1345,-0.8477380276,-0.6147217155,1
47,1377,-0.3425773382,-0.06827175617,1
47,1409,0.05223873258,-0.005799293518,1
47,1441,-0.2396931052,-0.1329240799,1
47,1473,-0.8457407355,-0.4948909879,1
47,1505,-0.5898054838,0.001512527466,1
47,1537,-0.1892928779,-0.2900622487,1
47,1569,-0.1958707273,-0.194217205,1
47,1601,0.2580788136,-0.09966887534,1
47,1633,-0.1559456438,-0.6696353555,1
47,1665,0.01512642205,-0.8018479347,1
47,1697,0.2429015934,-0.181977272,1
47,1729,0.7730590105,0.7361094356,1
47,1761,1.539791703,0.7727059126,1
47,1793,1.447907686,0.4438560009,1
47,1825,1.734557033,0.1067947075,1
47,1857,1.133388162,-0.4339657724,1
47,1889,0.3684506416,-0.2953111529,1
47,1921,0.2658755183,-0.1758721471,1
47,1953,0.04354494065,-0.1518302262,1
47,1985,-0.2478149682,0.03803618997,1
47,2017,0.1770001054,-0.1013721228,1
79,33,0.2058486044,0.1631902605,1
79,65,0.1623014212,-0.1293332428,1
79,97,0.08087345958,-0.1013622805,1
79,129,-0.0404060185,-0.1842319667,1
79,161,0.2481295466,0.06148824096,1
79,193,0.3683946729,0.02077031136,1
79,225,0.3111703992,0.1731543243,1
79,257,0.3273302913,0.2193445563,1
79,289,0.09998489916,0.02013621479,1
79,321,-0.03956331313,-0.02001409233,1
79,353,-0.0385799408,-0.04228046536,1
79,385,0.02818422392,-0.08889872581,1
79,417,0.2635883689,0.2777522802,1
79,449,-0.2271399796,0.4800627232,1
79,481,-0.6748019457,0.9951000214,1
79,513,-0.6420416832,0.9239264131,1
79,545,-0.08713841438,0.04637032747,1
79,577,0.1572931707,-0.07885781676,1
79,609,-0.06092185527,0.0924564749,1
79,641,-0.0678191185,0.202693671,1
79,673,-0.2381773591,0.1235323697,1
79,705,0.01633670926,-1.001083374,1
79,737,-0.9926086664,-3.473825216,1
79,769,-1.838358045,-2.207205296,1
79,801,-0.6111439466,-0.07645204663,1
79,833,-0.380984664,0.4888484776,1
79,865,-0.9672689438,-0.004767119884,1
79,897,-0.9382092953,-0.1246189699,1
79,929,-0.3945823312,0.02162237465,1
79,961,-0.5332580209,-0.01627111435,1
79,993,-0.7069500685,-0.02111776173,1
79,1025,-0.8705303669,-0.4034096301,1
79,1057,-0.80850631,-0.6296195388,1
79,1089,-0.08724284172,-0.5693206787,1
79,1121,0.1798951328,-0.1159788072,1
79,1153,-0.294393301,0.2571112216,1
79,1185,-0.05106633902,0.1882503927,1
79,1217,-0.06707799435,-0.3832899034,1
79,1249,-0.4502587914,-0.7153660059,1
79,1281,-0.7194960713,-0.6505231857,1
79,1313,-0.9862716198,-0.3335364759,1
79,1345,-0.7527475357,-0.09363993257,1
79,1377,-0.3737436533,0.3397352099,1
79,1409,-0.3047629297,0.2560662627,1
79,1441,-0.4498310685,-0.2308962196,1
79,1473,-0.6626566052,0.2491477281,1
79,1505,-6.683152199,-8.289735794,1
79,1537,-0.2921421528,0.04704883695,1
79,1569,-0.394159615,0.04730603844,1
79,1601,-0.2016994953,0.001509144902,1
79,1633,-0.08997362852,0.1278047264,1
79,1665,0.001187518239,0.03524503112,1
79,1697,0.01637193561,0.6778054237,1
79,1729,0.3730582595,1.322710514,1
79,1761,0.6913418174,0.6777119637,1
79,1793,0.4079858661,0.2693571448,1
79,1825,0.8209350109,0.1585047245,1
79,1857,0.7894382477,-0.1941345036,1
79,1889,0.2962968349,-0.03427967429,1
79,1921,-0.02009458095,0.09385214746,1
79,1953,-0.03810728341,0.10392344,1
79,1985,-0.01693369448,0.1248830035,1
79,2017,0.03868556023,-0.1630049944,1
111,33,-0.007455825806,-0.05510425568,1
111,65,0.2300590277,0.04881367087,1
111,97,13.80168819,-6.187434196,1
111,129,14.05855179,-7.168233395,1
111,161,0.03679855168,-0.03970886767,1
111,193,0.05126290768,0.02424558997,1
111,225,0.2067199498,0.1249798164,1
111,257,0.4325308204,0.1176455319,1
111,289,0.07500351965,-0.006723254919,1
111,321,0.2271053493,0.04718999565,1
111,353,0.3259747326,0.06994490325,1
111,385,0.1942001283,0.1088918149,1
111,417,0.268319428,0.2718831301,1
111,449,-0.07363843918,0.306114018,1
111,481,-0.5445941091,0.7530992031,1
111,513,-0.7295866609,0.9548697472,1
111,545,-0.64611727,0.245944798,1
111,577,0.1473598778,0.0508954823,1
111,609,0.184246853,0.3858638704,1
111,641,0.4493270218,0.3786998987,1
111,673,0.1594268084,0.1196498573,1
111,705,-0.03720888495,-0.2181267738,1
111,737,-0.1299660206,-0.3488465846,1
111,769,-0.5814329386,-0.4013205171,1
111,801,-0.5226846933,0.392408371,1
111,833,-0.06505948305,0.5290937424,1
111,865,-1.22568953,-0.1048586443,1
111,897,-1.436918616,-0.3366687,1
111,929,-0.879709363,0.182364136,1
111,961,-2.513291836,0.4888319969,1
111,993,-2.457069397,0.6246461868,1
111,1025,-1.505746365,0.1296800077,1
111,1057,-0.9480829239,-0.1134625375,1
111,1089,-0.2951725721,0.184950754,1
111,1121,-0.9404509068,0.3085198402,1
111,1153,-3.596989632,0.4057801366,1
111,1185,-1.159207821,0.3481826186,1
111,1217,-0.6707754135,-0.4145668745,1
111,1249,-0.6394457817,-0.8722848892,1
111,1281,-0.6688510776,-0.4439243674,1
111,1313,-1.037454844,-0.2424950898,1
111,1345,-0.8194640875,0.1068151295,1
111,1377,-0.4912694097,0.5558214784,1
111,1409,-0.4665293992,0.5123528242,1
111,1441,-0.5661431551,-0.1273229122,1
111,1473,-0.5666305423,0.004040658474,1
