PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 9, filenames: A:[9]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[10]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
719,961,-1.294682026,7.96360445,1
719,993,-1.276733398,1.391201496,1
719,1025,-1.006105185,-0.3964234591,1
719,1057,-0.4963486791,0.5342946053,1
719,1089,-0.3035798073,8.81772995,1
719,1121,-0.4461137056,-1.649752259,1
719,1153,-0.6245555878,-5.583154678,1
719,1185,-0.7265878916,-2.785145283,1
719,1217,-1.292116284,-3.157045841,1
719,1249,0.4776157141,-6.918258667,1
719,1281,1.86765933,-7.527616978,1
719,1313,1.094219923,-5.664299488,1
719,1345,-0.4580282271,-3.680675983,1
719,1377,-2.330244541,-3.902850628,1
719,1409,-3.055663824,-5.234044075,1
719,1441,-3.47317028,-6.133021355,1
719,1473,-2.275981903,-6.935691357,1
719,1505,-1.265422225,-6.831828594,1
719,1537,-3.912940264,-5.607481003,1
719,1569,-3.277762175,-5.238854885,1
719,1601,-0.007785886526,-2.491238594,1
719,1633,0.7281222343,-1.830087423,1
719,1665,0.2645684481,-2.445121288,1
719,1697,0.03302580118,-2.970742941,1
719,1729,0.8985997438,-4.168723106,1
719,1761,2.441431522,-3.945623875,1
719,1793,2.806060553,-2.606223583,1
719,1825,2.537680149,-3.632295132,1
719,1857,1.607230902,-1.788530827,1
719,1889,1.611120701,-1.174897552,1
719,1921,1.645994782,-1.897808313,1
719,1953,0.08372694254,-0.5537455082,1
719,1985,0.3081425428,0.2772113085,1
719,2017,0.1333726048,-1.398599029,1
751,33,0.3283891678,2.380810738,1
751,65,-0.3224311471,-0.1003959775,1
751,97,-0.7327083349,0.1739028096,1
751,129,-0.815897584,0.5282006264,1
751,161,-1.391826153,3.203849792,1
751,193,-1.496214151,4.155127525,1
751,225,-1.031410694,3.203169823,1
751,257,-0.994256258,1.826169848,1
751,289,-0.6437849998,1.118446469,1
751,321,0.02092123032,2.439729691,1
751,353,-0.9008362293,2.581235886,1
751,385,-3.66456461,3.555656672,1
751,417,-4.238513947,1.389407635,1
751,449,-4.492652416,2.045783758,1
751,481,-4.629887104,3.540467501,1
751,513,-4.552805424,3.861994505,1
751,545,-7.064501286,4.339343071,1
751,577,-6.251163006,4.754095554,1
751,609,-5.759141445,3.829146862,1
751,641,-5.595935345,3.577218771,1
751,673,-5.390514851,4.520751476,1
751,705,-5.103125572,4.40562439,1
751,737,-5.132583141,6.298930168,1
751,769,-4.834585667,10.08884621,1
751,801,-4.184514523,8.407544136,1
751,833,-3.76776123,11.66602898,1
751,865,-3.445535898,7.632414818,1
751,897,-2.974287748,7.436861038,1
751,929,-2.166224003,5.425985336,1
751,961,-2.078320742,6.115118027,1
751,993,-1.878150225,1.748850703,1
751,1025,-1.543837786,1.356391191,1
751,1057,-1.347781897,0.8741999269,1
751,1089,-1.110050201,-0.2633288503,1
751,1121,-1.451856852,-1.812093258,1
751,1153,-1.667324901,-3.433687687,1
751,1185,-1.830392361,-2.939590454,1
751,1217,-3.374079227,-2.389055729,1
751,1249,-1.204976916,-3.36938858,1
751,1281,1.135524154,-4.115475655,1
751,1313,1.224387884,-3.622530937,1
751,1345,0.8796416521,-3.148678541,1
751,1377,-0.3103784025,-3.542686939,1
751,1409,-1.642956734,-4.672886848,1
751,1441,-1.397501826,-5.038198471,1
751,1473,-1.435714722,-4.320994377,1
751,1505,-1.232139826,-5.192934036,1
751,1537,-1.359875798,-5.18581295,1
751,1569,-1.178900599,-4.119802952,1
751,1601,1.108697891,-2.547451019,1
751,1633,1.180352211,-1.3879776,1
751,1665,0.1098966599,-1.002426863,1
751,1697,-0.1488703489,-0.9823592901,1
751,1729,0.9241051078,-0.3747634888,1
751,1761,1.744689584,0.02889418602,1
751,1793,1.5107584,-1.635757685,1
751,1825,20.47057724,4.378210545,1
751,1857,19.44594955,7.323606014,1
751,1889,1.499198318,-1.073318839,1
751,1921,1.47397697,-1.342765093,1
751,1953,0.6089482307,-0.1362993717,1
751,1985,0.07915359735,0.198146522,1
751,2017,-0.136333704,-1.337089896,1
783,33,-0.04772900045,2.404940128,1
783,65,0.04497106373,0.2108569145,1
783,97,-0.1044605374,0.3755944371,1
783,129,-0.1263138652,1.237287045,1
783,161,-0.7096059918,2.813738108,1
783,193,-1.271934748,3.792295456,1
783,225,-1.251860499,2.924416304,1
783,257,-4.001506329,1.916615248,1
783,289,-1.167046309,0.4163678885,1
783,321,-0.8895142078,0.9094008207,1
783,353,-2.014251471,1.984000444,1
783,385,-4.438404083,4.635257721,1
783,417,-5.841307163,4.245010376,1
783,449,-4.915756226,3.470006704,1
783,481,-4.084658623,3.569871664,1
783,513,-4.112543106,4.39811182,1
783,545,-5.155913353,4.519013405,1
783,577,-5.606606483,4.356419086,1
783,609,-5.754232407,4.139308453,1
783,641,-5.909574509,3.545199156,1
783,673,-5.319812298,2.38329649,1
783,705,-5.382535934,3.793699265,1
783,737,-6.858002663,6.770451069,1
783,769,-7.304698944,10.12318611,1
783,801,-5.950123787,7.003773689,1
783,833,-4.425518036,10.96363926,1
783,865,-4.951531887,6.807869911,1
783,897,-4.134104729,6.893396378,1
783,929,-4.333525658,5.001950264,1
783,961,-5.309737206,3.184719324,1
783,993,-4.596683979,1.601254702,1
783,1025,-4.969950676,1.75317955,1
783,1057,-8.474107742,1.265689969,1
783,1089,-6.097740173,0.06750580668,1
783,1121,-2.959753275,-3.0738585,1
783,1153,-4.667048931,-1.381890178,1
783,1185,-4.797431469,-1.807136059,1
783,1217,-3.332348347,-2.871693134,1
783,1249,-1.329011917,-2.310798645,1
783,1281,0.1103178561,-2.793580294,1
783,1313,0.9734660983,-2.173923492,1
783,1345,-0.05172640085,-2.518768787,1
783,1377,-0.4971804321,-2.602818966,1
783,1409,-0.821970284,-3.972409248,1
783,1441,-0.8245284557,-5.110297203,1
783,1473,-1.666514993,-4.62183094,1
783,1505,-1.045217395,-4.661996365,1
783,1537,0.3528112173,-3.978891373,1
783,1569,1.006096721,-2.994330645,1
783,1601,1.647375345,-2.846330643,1
783,1633,1.689001799,-2.816081285,1
783,1665,0.355894804,-0.914111495,1
783,1697,0.4709403515,0.2010307312,1
783,1729,1.332118511,0.8013221025,1
783,1761,1.278790951,-0.7346479893,1
783,1793,2.174859524,-2.244665623,1
783,1825,1.552464962,-2.092675686,1
783,1857,1.458098173,-2.801819086,1
783,1889,2.58704567,-1.737364292,1
783,1921,4.577879429,2.280269861,1
783,1953,-0.3844624758,-0.220837146,1
783,1985,-0.07447595894,0.1107563972,1
783,2017,-0.2335338593,-1.432185173,1
815,33,0.03453177214,2.029954672,1
815,65,0.2650945783,0.6095488071,1
815,97,-0.2362135053,1.021211028,1
815,129,-0.1834457964,2.12208581,1
815,161,-0.2108177543,2.636073828,1
815,193,-0.6880948544,1.998325348,1
815,225,-1.695789456,1.44700861,1
815,257,-3.040658474,1.862958312,1
815,289,-1.253750205,0.976141572,1
815,321,-0.3803389072,1.335564733,1
815,353,-1.698785305,2.35168767,1
815,385,-3.22756958,3.428382635,1
815,417,-4.663253307,3.728565693,1
815,449,-3.53622508,3.638702869,1
815,481,-3.574522257,3.674449682,1
815,513,-3.701032877,5.016506195,1
815,545,-3.787147045,4.07634449,1
815,577,-4.869410515,3.674814224,1
815,609,-5.240406513,3.670749664,1
815,641,-5.854831219,2.590744257,1
815,673,-6.763016701,1.555869102,1
815,705,-5.292825222,2.400793552,1
815,737,-4.109266281,4.290115833,1
815,769,-5.012666702,6.488918781,1
815,801,-4.833603859,7.025247097,1
815,833,-4.674384594,6.658756256,1
815,865,-6.383197784,7.564666748,1
815,897,-7.403139114,7.744536877,1
815,929,-7.351189613,6.777674675,1
815,961,-5.404106617,3.293084383,1
815,993,-3.436011553,2.195040941,1
815,1025,-3.667220116,1.928279042,1
815,1057,-9.620204926,1.375662804,1
815,1089,-10.71115112,0.7265703678,1
815,1121,-9.548929214,-0.2582706213,1
815,1153,-4.826086998,-0.6040388346,1
815,1185,-4.194070816,-1.371250272,1
815,1217,-3.577821016,-1.958949924,1
815,1249,-3.005404472,-2.064409018,1
815,1281,-1.439165235,-2.440622091,1
815,1313,-0.604891181,-1.551997423,1
815,1345,-1.059183836,-2.057989836,1
815,1377,-0.635869503,-2.310978174,1
815,1409,-0.2675635815,-3.074660778,1
815,1441,-0.3173398972,-3.009486675,1
815,1473,-0.1819534153,-2.550165653,1
815,1505,0.1586639881,-2.472860336,1
815,1537,1.107812643,-2.24588871,1
815,1569,2.066617966,-2.449783087,1
815,1601,2.388645172,-2.62828064,1
815,1633,1.822186589,-3.833725929,1
815,1665,2.018006325,-1.116448641,1
815,1697,1.477072835,0.2036480904,1
815,1729,1.146922708,0.6176202297,1
815,1761,1.109401226,-0.8578635454,1
815,1793,1.775914907,-1.64386344,1
815,1825,1.56274426,-2.314532757,1
815,1857,1.280330181,-2.460312366,1
815,1889,1.279775858,-0.7758432627,1
815,1921,0.6176234484,0.4044983983,1
815,1953,-0.05483406782,-0.1819909811,1
815,1985,-0.1273227334,-0.04692029953,1
815,2017,-0.4962975979,-1.394174218,1
847,33,0.1592900753,1.516654015,1
847,65,0.2409315705,1.087849617,1
847,97,-0.3931221664,1.875086546,1
847,129,-0.5470535159,3.643563747,1
847,161,0.1996405721,3.743990898,1
847,193,-0.4403460026,1.570138931,1
847,225,-3.005634785,3.286279678,1
847,257,-3.076360226,1.833622932,1
847,289,-1.775496721,1.428305387,1
847,321,-1.139879942,1.313440561,1
847,353,-0.8154703379,1.878765821,1
847,385,-2.341624498,3.219084978,1
847,417,-3.546353817,3.401699066,1
847,449,-3.055689096,3.527915001,1
847,481,-3.141637564,3.911090851,1
847,513,-3.544595242,4.265105724,1
847,545,-3.927283764,3.650864124,1
847,577,-4.125780106,2.999837875,1
847,609,-4.55571413,2.756182671,1
847,641,-3.475235462,1.895078182,1
847,673,2.046162605,3.641314268,1
847,705,-5.219634056,2.706476212,1
847,737,-4.949028969,4.477660179,1
847,769,-4.650384903,6.520131111,1
847,801,-4.608193874,8.059461594,1
847,833,-4.696143627,6.981933594,1
847,865,-4.610751152,6.546976566,1
847,897,-4.253117561,5.870419979,1
847,929,-4.009182453,4.174669266,1
847,961,-3.761719227,3.345373154,1
847,993,-1.203043938,2.151912451,1
847,1025,-4.357601166,13.69164276,1
847,1057,-5.821152687,1.215209007,1
847,1089,-7.481214523,2.744663,1
847,1121,-7.381067276,0.8444814682,1
847,1153,-6.469416618,-0.4058499336,1
847,1185,-5.530134678,-1.447998047,1
847,1217,-4.441078186,-2.348609447,1
847,1249,-3.998389482,-2.573115349,1
847,1281,-2.27595377,-2.243608952,1
847,1313,-0.9278075695,-0.3812525272,1
847,1345,-0.9637220502,-0.7858598232,1
847,1377,-0.3633628488,-1.421683431,1
847,1409,-0.4369270802,-2.137402534,1
847,1441,-0.2860633135,-1.690821052,1
847,1473,-0.1210539937,-1.689979792,1
847,1505,0.4619117975,-1.851702452,1
847,1537,1.214139462,-1.520107031,1
847,1569,1.750517607,-1.246798754,1
847,1601,2.52381897,-2.513568878,1
847,1633,3.246092081,-2.66943264,1
847,1665,2.597973108,-2.363274097,1
847,1697,1.706467509,-0.9615188837,1
847,1729,1.58589828,1.108430386,1
847,1761,1.617741823,0.2359690666,1
847,1793,1.824924946,-0.6636776924,1
847,1825,1.524547815,-1.789926767,1
847,1857,1.369454861,-1.511863112,1
847,1889,1.581784368,-0.8564760685,1
847,1921,1.342271686,-0.5148217082,1
847,1953,0.8868969679,-0.1296073049,1
847,1985,0.08676862717,0.04734373093,1
847,2017,-0.5502479672,-1.227693319,1
879,33,-0.1677158475,1.080408931,1
879,65,-0.3798301816,1.308326244,1
879,97,-1.083007813,2.474207878,1
879,129,-0.6195685863,4.014867306,1
879,161,-0.310790062,4.425776005,1
879,193,-1.193888426,2.842710495,1
879,225,-1.934232116,3.273026466,1
879,257,-1.160209179,1.59969306,1
879,289,-0.963442564,0.8230111599,1
879,321,-1.703823209,0.625164032,1
879,353,-1.03199935,2.67160511,1
879,385,-1.696755171,3.202833414,1
879,417,-2.564773798,3.251167536,1
879,449,-3.257513046,3.830851078,1
879,481,-3.718170404,4.255671978,1
879,513,-19.38093567,4.28878355,1
879,545,-5.492704391,5.052153587,1
879,577,-4.83361578,4.579627991,1
879,609,-5.412361622,3.96788311,1
879,641,-5.389336586,3.975972891,1
879,673,-5.870043278,1.312501907,1
879,705,-6.763435364,1.864199162,1
879,737,-6.645632744,5.547828674,1
879,769,-5.936437607,6.663018703,1
879,801,-6.018158913,8.220225334,1
879,833,-4.882786274,8.575449944,1
879,865,-4.635971546,6.416320801,1
879,897,-4.304386616,5.086874962,1
879,929,-4.106193066,3.990078449,1
879,961,-2.53501606,3.338307142,1
879,993,-0.5239899158,2.094913006,1
879,1025,-0.4851005077,-0.4765859842,1
879,1057,-1.440924644,0.06218361855,1
879,1089,-2.100251198,0.4443463087,1
879,1121,-7.493619919,0.5112947226,1
879,1153,-7.256883621,-1.645846963,1
879,1185,-6.648342133,-1.669442534,1
879,1217,-4.829140186,-3.375983238,1
879,1249,-3.638783693,-3.922404289,1
879,1281,-1.259425879,-1.9199543,1
879,1313,-0.2337727547,-0.1554403305,1
879,1345,-0.6751636267,-0.08653253317,1
879,1377,-1.584631681,-0.06933942437,1
879,1409,-0.7842102051,0.3511973619,1
879,1441,-0.2291381955,-0.5061676502,1
879,1473,0.1084842831,-1.204127431,1
879,1505,0.3918518126,-1.59479177,1
879,1537,0.7922518849,-1.289167643,1
879,1569,1.357440829,-2.119786024,1
879,1601,3.247542381,-3.265885592,1
879,1633,3.154493332,-2.615189314,1
879,1665,2.520854712,-2.872760534,1
879,1697,2.139533043,-0.9235517383,1
879,1729,2.781074524,1.21749115,1
879,1761,3.205916166,1.0444417,1
879,1793,22.07598305,-4.519869328,1
879,1825,-13.50864506,-5.411672115,1
879,1857,2.463791132,-1.372781277,1
879,1889,2.54222703,-0.8356015682,1
879,1921,1.905891657,-0.3385225534,1
879,1953,0.8556464911,0.2055352479,1
879,1985,0.09491062164,0.3084137142,1
879,2017,-0.2227435708,-1.089548111,1
911,33,-0.6548446417,0.9184479117,1
911,65,-1.669785023,2.473773479,1
911,97,-0.9753265381,2.864533424,1
911,129,-1.044018388,3.398652792,1
911,161,-1.275072098,3.279251575,1
911,193,-2.15669632,3.271617651,1
911,225,-2.674017906,5.031540394,1
911,257,11.23403072,15.05514526,1
911,289,-0.1378672123,2.056813002,1
911,321,-0.8998858929,2.545240402,1
911,353,-0.04094207287,3.207767248,1
911,385,-1.30575788,3.197125435,1
911,417,-1.886740446,1.516293526,1
911,449,-3.045191288,3.689972401,1
911,481,-4.034832478,4.010505199,1
911,513,-6.017337322,4.20711422,1
911,545,-7.950816154,5.443188667,1
911,577,-5.71958065,5.715150833,1
911,609,-5.846497059,5.360377312,1
911,641,-6.031085968,4.725259781,1
911,673,-6.301507473,3.160028458,1
911,705,-6.540832043,4.898531437,1
911,737,-5.288272381,5.821918488,1
911,769,-4.688531876,6.652562141,1
911,801,-4.468770504,6.717488289,1
911,833,-4.133741856,6.60878849,1
911,865,-4.191676617,5.923279762,1
911,897,-3.831609249,5.123500824,1
911,929,-2.769578695,3.541261673,1
911,961,-2.209184647,2.81021595,1
911,993,-1.997313261,2.18547821,1
911,1025,-1.131829977,0.4157772064,1
911,1057,-0.5580072403,0.1189872026,1
911,1089,-0.7103385925,0.04613631964,1
911,1121,-6.779668808,0.4485362768,1
911,1153,-9.310916901,-0.4055342078,1
911,1185,-6.353374481,-1.442753792,1
911,1217,-4.589064598,-1.996116638,1
911,1249,-2.386303663,-3.632342339,1
911,1281,1.13301897,-12.97873116,1
911,1313,0.0798805356,-0.3275620341,1
911,1345,-0.2845525146,-0.08961129189,1
911,1377,-0.8631837964,0.5982841849,1
911,1409,-0.650480628,0.06777381897,1
911,1441,-0.2859441042,-0.203695178,1
911,1473,-0.04760289192,-0.4182355404,1
911,1505,0.01780948043,-0.8718018532,1
911,1537,0.3901272714,-1.267827868,1
911,1569,0.8484671116,-2.594409943,1
911,1601,2.372220039,-3.666740894,1
911,1633,2.967637777,-2.415751219,1
911,1665,2.461918831,-1.374513984,1
911,1697,2.884230614,0.02913498878,1
911,1729,3.513972521,1.619266033,1
911,1761,4.268846035,2.035879374,1
911,1793,-17.01635361,-0.1286500692,1
911,1825,-17.15367317,-0.4659181237,1
911,1857,2.484683752,-1.180027485,1
911,1889,2.296154737,-1.202118516,1
911,1921,1.496189833,-0.3168859184,1
911,1953,0.6269093156,0.4108975232,1
911,1985,-0.01460705698,0.3508538008,1
911,2017,-0.2066539824,-0.9691845179,1
943,33,-0.4606613219,1.022340178,1
943,65,-0.9077899456,2.687024117,1
943,97,-0.9563059807,3.0896492,1
943,129,-1.124054551,3.237967253,1
943,161,-1.624952435,2.713186026,1
943,193,-2.339298248,2.581166744,1
943,225,-2.119296312,4.788689613,1
943,257,-1.583783627,4.382675171,1
943,289,-1.271412611,3.356562614,1
943,321,-0.04063272476,2.653847218,1
943,353,-0.4893255234,3.083548069,1
943,385,-2.172421932,4.251096249,1
943,417,-3.045005322,1.836496115,1
943,449,-4.425405979,2.458606005,1
943,481,-4.734430313,3.452362061,1
943,513,-4.471915722,4.582580566,1
943,545,-5.650868416,6.364890099,1
943,577,-5.906730652,6.396628857,1
943,609,-6.09516716,6.183763027,1
943,641,-6.460722446,5.922823429,1
943,673,-6.72653532,6.340296745,1
943,705,-6.875696659,6.436760902,1
943,737,-5.219932079,6.418552876,1
943,769,-2.376691341,6.160206795,1
943,801,-1.837309361,6.998514652,1
943,833,-4.131453991,5.680416584,1
943,865,-4.778343678,5.581564426,1
943,897,-4.592913628,4.991075993,1
943,929,-0.5897064209,1.945869207,1
943,961,-2.0569911,2.220290661,1
943,993,-2.414654016,1.265345573,1
943,1025,-2.794204473,1.599684,1
943,1057,-1.538523912,0.8248224258,1
943,1089,-7.343821049,4.706019402,1
943,1121,-6.043212891,0.5085012317,1
943,1153,-7.313418865,-0.3993204832,1
943,1185,-6.965157986,-1.085590482,1
943,1217,-4.182550907,-1.510813594,1
943,1249,-2.252924919,-2.224127769,1
943,1281,-0.8106663227,-1.737251043,1
943,1313,0.1495401859,-0.5958141088,1
943,1345,-0.2449634671,0.01465570927,1
943,1377,-0.7432511449,1.170581818,1
943,1409,-1.144804239,-0.07775789499,1
943,1441,-0.8481850624,-0.2254997045,1
943,1473,-0.7940236926,-0.4603349566,1
943,1505,-0.778572619,-0.9422113895,1
943,1537,-0.05965580791,-1.078539371,1
943,1569,0.340541482,-2.575365305,1
943,1601,1.782164574,-2.98332715,1
943,1633,2.738471746,-2.309559107,1
943,1665,3.072463274,-1.488577843,1
943,1697,3.519297123,-0.1435032785,1
943,1729,3.53172946,1.116383553,1
943,1761,3.252825499,1.27662921,1
943,1793,-8.003897667,-16.39393425,1
943,1825,2.329975367,-1.242958426,1
943,1857,-7.908462048,13.7478447,1
943,1889,4.601499081,-2.156067371,1
943,1921,1.11079967,-0.4814889729,1
943,1953,0.4079791307,0.2495875061,1
943,1985,-0.08858905733,0.1797591746,1
943,2017,-0.5972075462,-0.8103399277,1
975,33,0.3579775989,1.126702666,1
975,65,-0.7356336117,3.689258099,1
975,97,-1.430523753,3.518705845,1
975,129,-1.49435091,3.39052701,1
975,161,-1.547434449,2.24951148,1
975,193,-1.938620329,2.323571205,1
975,225,-1.688657045,3.79247427,1
975,257,-2.143136978,3.929261208,1
975,289,-2.021697044,4.152299881,1
975,321,-1.524279952,4.17975235,1
975,353,-2.513157368,3.435513973,1
975,385,-4.34025383,4.024849415,1
975,417,-3.911415577,3.472488642,1
975,449,-4.520654202,3.427830696,1
975,481,-4.460737228,3.869614124,1
975,513,-4.154909611,4.848640442,1
975,545,-4.49938345,6.255149364,1
975,577,-5.259188652,8.875785828,1
975,609,-7.063856125,6.690793991,1
975,641,-5.928584099,6.741584778,1
975,673,-6.826009274,8.757944107,1
975,705,-6.772594929,7.295521259,1
975,737,-5.137429237,6.13276577,1
975,769,-1.437520981,5.035853386,1
975,801,2.916013241,18.19865036,1
975,833,-4.38095665,4.497469902,1
975,865,-4.933640003,4.784272671,1
975,897,-5.333037376,4.484460831,1
975,929,-4.349102974,3.202377081,1
975,961,-2.965363741,2.374061584,1
975,993,-2.841263294,1.695820808,1
975,1025,-2.867517948,1.873924732,1
975,1057,-3.78041935,3.863452196,1
975,1089,-4.994652271,1.608046889,1
975,1121,-5.890759468,0.6899774075,1
975,1153,-6.23837471,-0.208560884,1
975,1185,-6.14526701,-0.5657202601,1
975,1217,-4.267476082,-0.9556453228,1
975,1249,-2.455075502,-1.882761002,1
975,1281,-1.690058708,-2.308558941,1
975,1313,-1.11731112,-2.068653345,1
975,1345,-1.330515146,-0.9276324511,1
975,1377,-1.625008821,-0.09726381302,1
975,1409,-1.709917545,-0.3292133808,1
975,1441,-1.47553277,-0.3576027155,1
975,1473,-1.59930408,-0.5733759999,1
975,1505,-1.730403781,-1.536164403,1
975,1537,-0.3501518369,-1.675616622,1
975,1569,0.8756767511,-3.43396616,1
975,1601,2.640865088,-3.120151281,1
975,1633,3.971075296,-3.129347801,1
975,1665,4.628030777,-2.042857647,1
975,1697,4.093815327,-0.2714107037,1
975,1729,3.284333706,0.6416426897,1
975,1761,2.822712183,0.49693802,1
975,1793,2.192218781,0.4142360091,1
975,1825,1.899824142,-1.130545378,1
975,1857,3.052911282,-2.759546995,1
975,1889,4.310832977,-1.314540625,1
975,1921,0.0002504587173,-0.02224305272,1
975,1953,0.3359171152,-0.08239464462,1
975,1985,-0.001005023718,-0.06996800005,1
975,2017,-0.8196003437,-0.5731651783,1
1007,33,15.1603756,0.8366259336,1
1007,65,13.43156719,1.442321062,1
1007,97,-1.938717604,4.923520088,1
1007,129,-2.317040443,4.259292126,1
1007,161,-2.139041185,2.972574711,1
1007,193,-1.699382782,3.552708864,1
1007,225,-1.571535468,4.053993702,1
1007,257,-1.9034338,4.049833775,1
1007,289,-2.169475555,4.894711971,1
1007,321,-2.439980268,5.904436111,1
1007,353,-3.440129757,4.127288818,1
1007,385,-4.675675392,3.581540108,1
1007,417,-4.315856934,4.316492081,1
1007,449,-4.195205688,4.548943996,1
1007,481,-4.751216412,5.040677547,1
1007,513,-4.340881348,5.498827457,1
1007,545,-3.724330902,5.910429955,1
1007,577,-4.053171158,6.675183773,1
1007,609,-5.625565052,7.318346977,1
1007,641,-5.045227051,7.538620472,1
1007,673,-5.124630928,7.202920914,1
1007,705,-6.713500023,7.754547596,1
1007,737,-5.096616745,5.405694962,1
1007,769,-0.4500079155,3.076182365,1
1007,801,1.73799777,0.4709644318,1
1007,833,-4.216752052,4.107266903,1
1007,865,-4.74843502,4.173664093,1
1007,897,-5.319660187,3.78514576,1
1007,929,-4.776619911,3.169315338,1
1007,961,-4.149171829,1.980071545,1
1007,993,-3.276295662,2.722688198,1
1007,1025,-3.266167641,2.641320705,1
1007,1057,-3.984886646,4.085484505,1
1007,1089,-5.41648531,2.35872364,1
1007,1121,-6.185659409,1.056331992,1
1007,1153,-6.47040081,0.7519077659,1
1007,1185,-7.346707821,-0.585683465,1
1007,1217,-5.706642151,-1.816313624,1
1007,1249,-3.709733486,-2.267661095,1
1007,1281,-3.059831619,-2.653036118,1
1007,1313,-2.254834414,-2.635168552,1
1007,1345,-2.067541122,-1.712482691,1
1007,1377,-2.673394203,-1.643159986,1
1007,1409,-2.719959021,-1.605057597,1
1007,1441,-1.96660018,-0.9119488001,1
1007,1473,-1.626307368,-0.8209801316,1
1007,1505,-2.102829456,-0.5437852144,1
1007,1537,-1.764970541,-0.6573126316,1
1007,1569,0.989795804,-1.112557292,1
1007,1601,3.091649771,-1.534699082,1
1007,1633,5.060933113,-2.653539181,1
1007,1665,5.465835571,-1.50901866,1
1007,1697,3.662564516,-0.442995429,1
1007,1729,2.675662518,0.3800435364,1
1007,1761,2.294576406,0.6576792002,1
1007,1793,1.965674281,0.6751217246,1
1007,1825,1.010038257,-0.4151158929,1
1007,1857,1.113206148,-1.629904032,1
1007,1889,1.534946203,-0.5038112998,1
1007,1921,0.3911616802,-0.2701926827,1
1007,1953,0.558795929,0.05595518276,1
1007,1985,-0.04614126682,0.05973911285,1
1007,2017,-1.082847357,-0.3727392554,1
1039,33,-0.541125536,0.8561984897,1
1039,65,-1.930238247,5.331530571,1
1039,97,-2.328431845,4.705086708,1
1039,129,-1.669733286,4.445781708,1
1039,161,-0.3212593794,3.749062061,1
1039,193,-1.089973688,4.371440411,1
1039,225,-1.787923813,5.040316582,1
1039,257,-2.363383532,5.543505192,1
1039,289,-2.071656466,6.944868088,1
1039,321,-2.47603035,5.984062195,1
1039,353,-2.798006773,4.181210041,1
1039,385,-3.809571505,3.94734621,1
1039,417,-4.404206753,4.657388687,1
1039,449,-4.133563519,4.975725174,1
1039,481,-5.13365221,5.786763668,1
1039,513,-5.49273634,6.085907936,1
1039,545,-3.692573547,5.765593052,1
1039,577,-2.738331318,5.938546181,1
1039,609,-4.730071068,5.875594616,1
1039,641,-5.793139935,4.058354378,1
1039,673,-5.313390255,6.424657345,1
1039,705,-5.89363575,7.011104584,1
1039,737,-5.576346397,4.990109444,1
1039,769,2.964346886,2.766619682,1
1039,801,2.254906416,0.9510951042,1
1039,833,-4.056835175,3.616159439,1
1039,865,-4.640082836,3.32847023,1
1039,897,-5.102278709,3.785329342,1
1039,929,-4.636372089,3.447379589,1
1039,961,-11.86417294,1.916687965,1
1039,993,-3.27795577,3.068219185,1
1039,1025,-3.140889645,3.131793261,1
1039,1057,-4.154476166,2.48161459,1
1039,1089,-5.158521175,2.866056204,1
1039,1121,-6.348855495,1.388242722,1
1039,1153,-5.881114483,0.8569074869,1
1039,1185,-5.721137524,-0.4135184884,1
1039,1217,-6.139811516,-2.107634068,1
1039,1249,-6.177821159,-2.743367672,1
1039,1281,-5.129568577,-2.606661558,1
1039,1313,-6.944334507,16.72225952,1
1039,1345,-2.838781834,-2.662101984,1
1039,1377,-2.547127247,-2.054354668,1
1039,1409,-2.162903786,-2.114639759,1
1039,1441,-1.579921484,-1.264493346,1
1039,1473,-0.8502339125,-1.39480865,1
1039,1505,-0.5406819582,-0.9283751249,1
1039,1537,-0.1309533417,-0.9382129908,1
1039,1569,1.136479259,-1.183173656,1
1039,1601,2.812217712,-1.338527322,1
1039,1633,4.128009319,-1.964314103,1
1039,1665,3.964495897,-1.442533374,1
1039,1697,2.506381035,-1.046681643,1
1039,1729,2.394534111,-0.2968000174,1
1039,1761,2.54513979,1.109664917,1
1039,1793,1.196372986,0.8754324317,1
1039,1825,-0.02410113811,0.4694346786,1
1039,1857,0.7187613249,0.2214432359,1
1039,1889,1.647528529,-0.0256601274,1
1039,1921,0.06026053429,-0.1398771256,1
1039,1953,0.3095707893,0.1352529079,1
1039,1985,0.2418627739,0.06032191962,1
1039,2017,-0.7559440136,-0.2197664678,1
1071,33,-0.8752449751,1.17595315,1
1071,65,-2.198184729,3.482583523,1
1071,97,-3.441147804,3.70687151,1
1071,129,-2.813514948,4.947687149,1
1071,161,-0.7030767202,4.108103752,1
1071,193,0.4213213921,4.389603138,1
1071,225,0.3487335443,5.299417973,1
1071,257,-2.711769342,6.03426981,1
1071,289,-2.547197342,6.150094986,1
1071,321,-2.401595116,5.10129261,1
1071,353,-2.754317999,4.086488724,1
1071,385,-3.550936699,4.718351841,1
1071,417,-3.964048386,5.499587059,1
1071,449,-4.399554729,5.659001827,1
1071,481,-4.775664806,6.160007,1
1071,513,-4.86208868,6.248794079,1
1071,545,-4.226777077,5.631615162,1
1071,577,-3.727686882,5.552261353,1
1071,609,-0.6433033943,0.1563687325,1
