PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 5, filenames: A:[5]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[6]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.03702455759,0.06282156706,1
47,65,0.1696853638,0.1713810861,1
47,97,0.2218244374,0.01750287414,1
47,129,0.3811789155,-0.3888838291,1
47,161,0.2115111947,-1.619571209,1
47,193,0.06515693665,-1.154361248,1
47,225,-0.2603157759,0.03697896004,1
47,257,-0.3011394441,-0.08071056008,1
47,289,-0.2243967503,-0.125326395,1
47,321,-0.1762687564,-0.01260042191,1
47,353,-0.1310339272,0.3699644208,1
47,385,-0.09796234965,0.2487183809,1
47,417,0.3157958388,-0.08724299073,1
47,449,0.3030734062,-0.06955572963,1
47,481,-0.2047991157,0.1670722365,1
47,513,0.1551437974,0.2011115104,1
47,545,0.4572027922,-0.4174004793,1
47,577,0.2007473707,-0.7238173485,1
47,609,0.6297301054,0.05797719955,1
47,641,1.340088129,-0.336058259,1
47,673,0.9679968357,-1.159569979,1
47,705,-0.1389765143,-1.167433858,1
47,737,-0.7599189281,-1.203074813,1
47,769,-0.5812883973,-1.221420288,1
47,801,0.8697965145,-1.618760347,1
47,833,3.581024647,-0.6678541899,1
47,865,5.295273781,0.1611097753,1
47,897,4.219047546,0.4569276571,1
47,929,3.04463625,0.428001225,1
47,961,4.721909523,0.02867186069,1
47,993,22.94226837,-5.877972603,1
47,1025,5.785601616,-2.53223896,1
47,1057,2.976163864,-0.4751458168,1
47,1089,9.835466385,-2.563583136,1
47,1121,10.56663704,-3.845181465,1
47,1153,8.123761177,-6.379081249,1
47,1185,6.123500824,-7.026602268,1
47,1217,5.586716175,-6.068371773,1
47,1249,5.594851494,-4.648689747,1
47,1281,6.253936768,-5.256783962,1
47,1313,5.513110161,-5.798757076,1
47,1345,3.841103077,-5.147079468,1
47,1377,9.198513031,-23.43706894,1
47,1409,9.873103142,-3.196216822,1
47,1441,5.848475456,-3.496716022,1
47,1473,4.27023077,-3.645497322,1
47,1505,3.986114979,-4.204735756,1
47,1537,4.030174255,-2.883771181,1
47,1569,3.741134644,-3.89538908,1
47,1601,4.779639244,-5.663972855,1
47,1633,3.697288036,-6.595999718,1
47,1665,3.453932762,-7.116143227,1
47,1697,1.768271446,-5.08617878,1
47,1729,0.621958971,-2.741932869,1
47,1761,0.3283635378,-1.762836695,1
47,1793,0.4179725647,-2.176855564,1
47,1825,-8.1370821,-20.12466812,1
47,1857,-0.9696208239,-1.193993568,1
47,1889,-0.4362223148,-0.5093964338,1
47,1921,0.0823205933,0.4574905634,1
47,1953,0.4577642679,0.6477333307,1
47,1985,0.3290346861,-0.254057467,1
47,2017,-1.099490166,-6.058261871,1
79,33,0.1311721951,0.4697883725,1
79,65,0.2320335507,-0.06422360986,1
79,97,0.09051313996,-0.2523735166,1
79,129,-0.401150018,-0.4430538416,1
79,161,-1.169629335,-1.479224682,1
79,193,-0.5066304207,-0.9352994561,1
79,225,-0.4628818631,-0.1111442447,1
79,257,-0.4552857876,-0.1073208377,1
79,289,-0.1181715727,0.007254108787,1
79,321,0.09463819861,-0.01628663763,1
79,353,0.134203583,-0.05334983021,1
79,385,0.1079881713,-0.08031497896,1
79,417,0.1472322643,0.1311970651,1
79,449,-0.03760270774,0.2774330974,1
79,481,-0.06620725989,0.3263597786,1
79,513,-0.1367622316,0.3478973508,1
79,545,-0.4848084152,0.08604292572,1
79,577,-0.2760059834,0.04182526469,1
79,609,0.1214436591,0.15241009,1
79,641,0.2986519039,-0.168379277,1
79,673,0.5809122324,-0.2869898677,1
79,705,-0.246380955,-0.5500811338,1
79,737,-0.5932654142,-0.5222342014,1
79,769,0.5191473365,-0.9228788614,1
79,801,1.405881166,-0.6387768984,1
79,833,1.45240593,1.132169962,1
79,865,2.121473312,0.03859212995,1
79,897,4.168991089,-0.3343775272,1
79,929,4.681211472,-0.2355065197,1
79,961,5.430095196,-0.8030917048,1
79,993,6.246570587,-2.600130558,1
79,1025,6.300412178,-2.178763628,1
79,1057,7.436772346,-3.033644438,1
79,1089,7.235151768,-3.67190671,1
79,1121,6.73881197,-4.979043484,1
79,1153,6.437971592,-6.025872231,1
79,1185,5.444690704,-5.757702351,1
79,1217,4.639508724,-5.501978874,1
79,1249,4.426683426,-4.943203926,1
79,1281,5.222105503,-4.787770748,1
79,1313,5.046508789,-4.460820198,1
79,1345,5.260038376,-3.926193237,1
79,1377,6.717609882,-4.146929741,1
79,1409,6.783414841,-5.083590508,1
79,1441,5.601552486,-5.378854752,1
79,1473,5.253038883,-4.596674919,1
79,1505,5.269455433,-4.208066463,1
79,1537,4.200435162,-3.904545546,1
79,1569,3.778478384,-4.27925539,1
79,1601,3.416591167,-4.176599503,1
79,1633,2.160362244,-3.064314842,1
79,1665,2.385737419,-3.906430244,1
79,1697,1.729361176,-4.594003201,1
79,1729,1.495842457,-3.375408649,1
79,1761,1.371812105,-3.64943552,1
79,1793,14.99817944,-11.82573795,1
79,1825,0.8693317175,-5.52253437,1
79,1857,1.117489696,-7.261765003,1
79,1889,0.3424553573,-0.8413965702,1
79,1921,0.1809057593,-0.01077672839,1
79,1953,0.1076090932,-0.1064184606,1
79,1985,0.03905621171,-0.2792873383,1
79,2017,-0.09729480743,-2.338601589,1
111,33,-0.1837030351,0.5825560093,1
111,65,-0.06300213933,-5.358888149,1
111,97,-0.1986620724,-0.345027864,1
111,129,-0.5139605403,-0.4609770477,1
111,161,-0.6832432747,-0.8460382819,1
111,193,-1.146244764,-0.9943110943,1
111,225,-0.3041501343,0.0391049087,1
111,257,-0.1089240611,0.05846530572,1
111,289,-0.1549098194,0.1220660806,1
111,321,0.05620670691,0.09013117105,1
