PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 48, filenames: A:[48]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[49]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.2459849715,0.5306264162,1
47,65,0.002612118609,-0.1591748893,1
47,97,-0.1130213588,-0.3350022435,1
47,129,-0.2119656801,-0.275613308,1
47,161,-0.2932442129,-0.4821361005,1
47,193,-0.2244035304,-0.4021590948,1
47,225,-0.1054312885,-0.07331992686,1
47,257,-0.1815852672,-0.1290786266,1
47,289,-0.3288155198,-0.006456524134,1
47,321,-0.1568636894,0.3125280738,1
47,353,-0.135715425,0.1826801598,1
47,385,-0.1821263731,0.07127600908,1
47,417,-0.1399791241,0.2529804707,1
47,449,0.02751129866,-0.1647243351,1
47,481,0.5642288923,-0.4893077612,1
47,513,0.5343163013,-0.1640543342,1
47,545,0.2856934667,-0.06917700171,1
47,577,-0.051084131,-0.2959127426,1
47,609,-0.2883210182,-0.2167778015,1
47,641,-0.00593239069,-0.2022447586,1
47,673,0.07247328758,0.01869690418,1
47,705,-0.2833817601,0.2206318378,1
47,737,-0.1218492985,0.4127563536,1
47,769,0.477512002,0.4560625851,1
47,801,1.076869488,0.2790245116,1
47,833,0.4854189157,-5.211883068,1
47,865,0.6186495423,-1.537950993,1
47,897,0.197064817,-1.119678259,1
47,929,-0.3714450002,-0.06104001403,1
47,961,-0.4068243504,1.020860195,1
47,993,0.3146293163,15.79241276,1
47,1025,0.1651229858,0.1139746904,1
47,1057,0.5413827896,-0.09879797697,1
47,1089,0.4839389324,-0.3129234612,1
47,1121,-0.238956809,-0.3090991974,1
47,1153,-0.0611218214,-0.305023849,1
47,1185,0.1275937557,-0.2686754465,1
47,1217,-0.1966786385,-0.8398221731,1
47,1249,-0.2676135302,-1.220771313,1
47,1281,0.1010082811,-0.1886425018,1
47,1313,0.2217677534,0.0106306076,1
47,1345,0.5371206403,-0.3061099052,1
47,1377,0.2614086866,-0.1759797931,1
47,1409,0.3946390152,0.4702289701,1
47,1441,0.8435441256,0.5094591975,1
47,1473,-0.07167935371,0.03515975177,1
47,1505,-0.632866025,0.3475251198,1
47,1537,-0.954837501,-0.5584030151,1
47,1569,-0.5738147497,-0.88719064,1
47,1601,0.008204564452,-0.886167407,1
47,1633,-0.1801311076,-0.5108319521,1
47,1665,-0.2544805408,-0.6862910986,1
47,1697,-0.4947544634,-0.9473693371,1
47,1729,-0.7100528479,-1.211056948,1
47,1761,0.1074639261,-1.009174585,1
47,1793,0.036426723,1.233998299,1
47,1825,0.02656647563,1.107702255,1
47,1857,0.208218962,1.183399677,1
47,1889,0.1256608665,0.6561563015,1
47,1921,0.4117085934,0.2491618395,1
47,1953,0.1401586384,-0.2499934435,1
47,1985,-0.1740572453,-0.3888141811,1
47,2017,-0.5119419098,0.1821252108,1
79,33,0.07573646307,0.07610303909,1
79,65,-0.1372380853,-0.1303432584,1
79,97,-0.1534692496,-0.009661488235,1
79,129,-0.1681251824,-0.03013527393,1
79,161,-0.3273550868,-0.05061221123,1
79,193,-0.1658008695,0.1078485623,1
79,225,0.06081448868,-0.1022512615,1
79,257,0.08985824883,-0.1581227481,1
79,289,0.1560738087,0.0195780471,1
79,321,0.2323099375,0.2134681344,1
79,353,0.08001701534,-0.03265085816,1
79,385,-0.05690699816,0.003764644265,1
79,417,-0.04120236635,0.06086888537,1
79,449,0.3587238789,-0.1635169089,1
79,481,1.261637211,-0.3436676264,1
79,513,1.080261946,-0.05642613769,1
79,545,0.3189511299,-0.07272866368,1
79,577,0.110732168,-0.3141795099,1
79,609,0.1683627665,0.3760364056,1
79,641,0.4592298269,0.5638203621,1
79,673,0.7845923901,0.5807220936,1
79,705,0.8229504824,0.6113496423,1
79,737,0.5084526539,0.6004765034,1
79,769,0.7466593981,0.5431066751,1
79,801,-15.95618916,5.027253628,1
79,833,-13.32717705,4.174674034,1
79,865,0.6774080992,0.02667868137,1
79,897,0.9368485212,-0.07433617115,1
79,929,0.6778511405,-0.1213685274,1
79,961,0.8843001127,0.2802878022,1
79,993,1.036126137,0.2592344284,1
79,1025,1.202386856,0.1013250649,1
79,1057,1.825696707,-0.6005655527,1
79,1089,1.104683399,-0.6894073486,1
79,1121,-0.3233985901,-0.4005036056,1
79,1153,-0.5229774714,-0.9042434692,1
79,1185,-0.276553452,-1.161948442,1
79,1217,-2.214864492,-20.5732975,1
79,1249,-0.3998003602,-0.8434306383,1
79,1281,-0.1169828922,-0.2893487215,1
79,1313,-0.01507423446,0.03892976046,1
79,1345,-0.01432394981,0.09275120497,1
79,1377,0.1434910893,0.189591825,1
79,1409,0.2663064301,0.1519728899,1
79,1441,0.2803609967,-0.1920087039,1
79,1473,-0.08446067572,-0.1598162949,1
79,1505,-0.3522934318,-0.07863599062,1
79,1537,-0.5021169782,-0.846914053,1
79,1569,-0.5187417865,-1.125179768,1
79,1601,-0.2869163752,-0.79728508,1
79,1633,-0.4145941734,-0.927755177,1
79,1665,-0.5267368555,-0.7617663741,1
79,1697,-1.120690465,-0.7026425004,1
79,1729,-0.9912167788,-1.103057742,1
79,1761,-0.5842775702,-1.362319231,1
