PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 6, filenames: A:[6]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[7]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.1055944562,0.4540684223,1
47,65,0.213722378,-0.3689549267,1
47,97,0.1069348752,-0.4363683462,1
47,129,-0.2361889035,0.2393322587,1
47,161,-0.2419734895,-0.2718794346,1
47,193,-0.2113960385,-0.8099908233,1
47,225,0.1130255088,-0.3579639196,1
47,257,0.1731032133,-0.03634946048,1
47,289,0.1236011907,0.05640874803,1
47,321,-0.05488038063,0.2068027258,1
47,353,-0.08226180077,-0.04396271706,1
47,385,0.1174119413,-0.09673476219,1
47,417,0.2586318851,0.2464680672,1
47,449,0.7392920256,0.3500244617,1
47,481,1.312646866,0.2971690893,1
47,513,0.9326815605,-0.2080512047,1
47,545,-0.3271445036,-0.6673234701,1
47,577,-0.3410557508,-0.6969336867,1
47,609,1.320068836,-0.3426239491,1
47,641,-1.276628971,-0.1553227901,1
47,673,0.8433322906,-1.054937601,1
47,705,2.628794193,-0.9978750944,1
47,737,3.224416256,-3.799097061,1
47,769,2.021251678,-2.192728281,1
47,801,4.10795784,-1.517666817,1
47,833,2.055130959,-0.4161598682,1
47,865,1.278340101,1.085491419,1
47,897,1.658664346,0.6573848724,1
47,929,1.706665993,0.005457758904,1
47,961,1.681052923,0.5181184411,1
47,993,-8.30567646,-10.44585991,1
47,1025,5.204339981,-0.724647522,1
47,1057,6.264629841,-4.374144077,1
47,1089,8.281181335,-6.822357178,1
47,1121,6.509504795,-5.224977493,1
47,1153,4.964635372,-2.85031271,1
47,1185,2.671898365,-2.792240858,1
47,1217,1.095767975,-4.12273407,1
47,1249,4.619827271,-3.828093052,1
47,1281,6.283127785,-2.453553677,1
47,1313,6.204489708,-2.891258478,1
47,1345,6.04217577,-4.049181938,1
47,1377,5.279467106,-5.284973145,1
47,1409,4.744338989,-6.509830952,1
47,1441,5.100644112,-5.862362862,1
47,1473,5.694591522,-4.598184586,1
47,1505,5.54766655,-3.954020023,1
47,1537,3.871385574,-3.423480988,1
47,1569,3.935342073,-3.130811691,1
47,1601,1.667517662,-3.093581676,1
47,1633,0.4310326576,-1.962325215,1
47,1665,0.7997221947,-1.107981801,1
47,1697,1.025744915,0.8387205601,1
47,1729,-0.12964423,0.589351058,1
47,1761,-0.707506001,-0.04934608936,1
47,1793,-0.2615285218,0.05128800869,1
47,1825,-0.05618435144,-0.4669767022,1
47,1857,0.01766505837,-0.4017078876,1
47,1889,0.01771365106,-0.1253576875,1
47,1921,-0.01963375509,0.2029722631,1
47,1953,0.1124660969,0.6254992485,1
47,1985,-0.08662906289,0.5341614485,1
47,2017,0.6170275211,-2.965308666,1
79,33,-0.5044982433,0.5889721513,1
79,65,-0.2625424266,0.09020972252,1
79,97,-0.1004957929,-0.1561764479,1
79,129,0.005033973604,-0.3772138357,1
79,161,0.07513506711,-1.005584121,1
79,193,-0.03138149157,-1.162864923,1
79,225,-0.06457232684,-0.3490070701,1
79,257,0.2966348529,-0.1076891571,1
79,289,0.3962123394,-0.04386339709,1
79,321,0.03979292512,0.218591392,1
79,353,-0.04949698225,0.3954888582,1
79,385,0.1234316081,0.07135856152,1
79,417,-0.2156847119,-0.1103723943,1
79,449,0.00921729207,-0.3528425992,1
79,481,-0.2141187787,-1.23185885,1
79,513,-0.5550018549,-1.074537039,1
79,545,-0.9543235302,-0.9564185739,1
79,577,-0.172501117,-0.4069875479,1
79,609,-0.09774366021,-0.4495790005,1
79,641,-0.6873339415,-0.4072048366,1
79,673,-2.775549889,-2.970092773,1
79,705,-1.317386627,-2.855977535,1
79,737,-0.7030820847,-3.96213007,1
79,769,0.1849821806,-2.713239431,1
79,801,0.3936795592,-2.27817893,1
79,833,1.404900789,-2.244615078,1
79,865,1.265821218,-0.1168013811,1
79,897,1.445282698,0.2088894248,1
79,929,1.65039289,-0.4790395498,1
79,961,2.013389826,-0.07028257847,1
79,993,5.181620598,-0.1455224752,1
79,1025,5.844945431,-1.514154911,1
79,1057,5.365513802,-2.926127911,1
79,1089,4.765151501,-3.561066628,1
79,1121,4.309776306,-3.069448233,1
79,1153,4.852794647,-2.616133213,1
79,1185,5.699416161,-2.768537521,1
79,1217,11.41165543,-19.71058083,1
79,1249,6.966245651,-4.782802582,1
79,1281,5.924235821,-3.047210693,1
79,1313,6.610440254,-1.891928911,1
79,1345,5.378978252,-3.877196312,1
79,1377,5.176467419,-5.404559135,1
79,1409,5.428691387,-6.006094456,1
79,1441,-7.167498589,-18.2513237,1
79,1473,2.718283653,-3.778511524,1
79,1505,3.710819244,-3.868618965,1
79,1537,4.292650223,-4.150044441,1
79,1569,2.969265461,-4.570095062,1
79,1601,0.7293788195,-4.647918224,1
79,1633,-0.8670891523,-5.246754646,1
79,1665,0.05515360832,-2.39831233,1
79,1697,0.2080623507,-0.5719067454,1
79,1729,0.03005643189,-0.7436075211,1
79,1761,-0.5036143064,-0.8598569632,1
79,1793,-0.5542522669,-0.8427641392,1
79,1825,-0.5005140901,-1.076141357,1
79,1857,-0.2740521729,-0.8925113082,1
79,1889,0.1834876239,-0.2801818848,1
79,1921,0.2611854672,-0.01011471823,1
79,1953,0.2856267691,0.06882013381,1
79,1985,-0.03039174527,0.06467354298,1
79,2017,-0.5717675686,-1.787695646,1
111,33,-0.7994168401,0.5799694061,1
111,65,-0.5726703405,0.0871488452,1
111,97,-0.217219919,-0.03262682259,1
111,129,-0.3524075747,-0.5789372921,1
111,161,0.05494393036,-0.8705004454,1
111,193,0.2594320774,-0.4328633845,1
111,225,-0.08961124718,-0.2533208728,1
111,257,0.05871130526,-0.1249597669,1
111,289,0.1534920335,-0.118496567,1
111,321,-0.01130716503,-0.03534601629,1
111,353,-0.03481829911,0.3048815131,1
111,385,-0.00411310792,0.09209948778,1
111,417,-0.1039911956,-0.347497642,1
111,449,-0.2691207528,-0.8975878358,1
111,481,-1.290055633,-1.952918053,1
111,513,-1.42693305,-1.310106277,1
111,545,-0.8751169443,-0.7177454233,1
111,577,-0.3510975838,-0.6169470549,1
111,609,-0.5999302864,-0.3797979355,1
111,641,0.04305505753,0.1510206461,1
111,673,-0.8278414011,-1.159411788,1
111,705,-1.721581221,-2.50990653,1
111,737,-2.367426872,-2.879929304,1
111,769,-3.056106567,-3.122844458,1
111,801,5.303985119,-20.45562744,1
111,833,0.6951880455,-1.692591906,1
111,865,1.407977581,-0.4182511568,1
111,897,1.632922411,0.06154280901,1
111,929,1.125820518,-0.8921773434,1
111,961,2.581390858,-1.175498962,1
111,993,4.189488411,-0.9602980614,1
111,1025,5.677202225,-1.043557882,1
111,1057,4.709924221,-1.438887119,1
111,1089,3.763928175,-1.619431496,1
111,1121,3.459834099,-1.244948745,1
111,1153,3.589434624,-0.9118676186,1
111,1185,22.50910759,-11.48282623,1
111,1217,3.7239995,-2.506736994,1
111,1249,15.66851234,-20.24164391,1
111,1281,3.433025837,-3.569106102,1
111,1313,5.638860226,-3.097147465,1
111,1345,5.863747597,-3.784459591,1
111,1377,4.796898842,-4.539321423,1
111,1409,4.172969818,-5.374137402,1
111,1441,3.29588747,-5.135960102,1
111,1473,2.751621246,-4.339428902,1
111,1505,2.457208633,-4.070897579,1
111,1537,3.047892809,-4.563976288,1
111,1569,3.083490849,-4.76666832,1
111,1601,1.979915142,-4.554558277,1
111,1633,0.6903808713,-4.695979118,1
111,1665,-0.2343606353,-3.338375568,1
111,1697,0.2279954851,-1.319989204,1
111,1729,0.5345727205,-1.253370285,1
111,1761,0.2312129736,-1.88223505,1
111,1793,-0.2844262719,-1.753040314,1
111,1825,-0.710534215,-1.591482878,1
111,1857,-0.1677092612,-1.260872364,1
111,1889,0.3225521743,-0.4291595221,1
111,1921,0.165047586,0.01931346953,1
111,1953,0.1877877712,-0.0583486408,1
111,1985,0.2950584888,-0.2213084698,1
111,2017,-0.4980452657,-1.103508353,1
143,33,-0.9358537197,0.4657815695,1
143,65,-0.7305874228,-0.2091263533,1
143,97,-0.06863497198,0.07016734779,1
143,129,-0.199457854,-0.3249219656,1
143,161,-0.2322436273,-0.2820882201,1
143,193,0.01469091699,0.0144046545,1
143,225,-0.08276739717,-0.09419907629,1
143,257,-0.2166777551,0.03517203033,1
143,289,0.08851385862,0.1020226479,1
143,321,0.3097227812,-0.2244294435,1
