PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 49, filenames: A:[49]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[50]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.4310039282,0.4634500146,1
47,65,0.1482107937,-0.3287648559,1
47,97,0.169093281,-0.1962630153,1
47,129,0.1276436448,0.02296635509,1
47,161,0.7146626711,0.7504894137,1
47,193,0.6581757069,1.722783685,1
47,225,0.02608817816,0.02275627851,1
47,257,0.02202558517,0.01606632769,1
47,289,0.3358975053,0.002642676234,1
47,321,0.113291204,-0.1799765229,1
47,353,0.1384021342,0.2404835522,1
47,385,0.1507072151,0.3768104315,1
47,417,-0.1736213565,-0.2142443657,1
47,449,-0.6420738697,-0.8370919228,1
47,481,-0.6192696095,-0.4322868586,1
47,513,-0.03012603521,-0.08957588673,1
47,545,0.7038831711,0.3349686861,1
47,577,0.6170986891,0.4020711184,1
47,609,0.5110272169,-0.04101616144,1
47,641,0.5730714798,-0.6731060147,1
47,673,0.3561389446,-0.0677883625,1
47,705,-0.09726714343,1.015476704,1
47,737,0.008885502815,-0.2273644805,1
47,769,0.3746878505,-0.9426683187,1
47,801,0.1881691217,-0.3744658232,1
47,833,-0.02676004171,0.4976742864,1
47,865,-0.04729703069,0.6842512488,1
47,897,-0.07639592886,-0.2221448421,1
47,929,-0.1601050496,0.1858703792,1
47,961,-0.4866054058,0.159858048,1
47,993,-0.3178861141,0.4044209421,1
47,1025,-0.4858136177,-0.1446812153,1
47,1057,-0.6355295181,-0.4132191539,1
47,1089,-0.5219204426,-0.3987627029,1
47,1121,-0.7394880056,-0.113956213,1
47,1153,-0.8799766302,-0.207657516,1
47,1185,-0.462921381,-0.06334215403,1
47,1217,0.1943144798,-0.08982312679,1
47,1249,0.2770490646,-0.1958510876,1
47,1281,0.0171969533,-0.2865227759,1
47,1313,-0.09746289253,0.367603302,1
47,1345,-0.09807384014,0.406529367,1
47,1377,0.09287473559,-0.06757879257,1
47,1409,-0.02795511484,-0.1807898283,1
47,1441,-0.3976915479,-0.2435032129,1
47,1473,-0.5744434595,-0.366640389,1
47,1505,-0.2249715924,-0.6938480139,1
47,1537,-0.6226587892,-1.334294796,1
47,1569,-0.8269901276,-1.334672213,1
47,1601,-0.3681563735,-1.070257306,1
47,1633,-0.2051429152,-1.537371755,1
47,1665,0.3601299524,-1.316919327,1
47,1697,0.9687236547,-0.7630726099,1
47,1729,0.3508170843,0.5804022551,1
47,1761,-1.034072876,-1.459717274,1
47,1793,-1.440872788,-2.721774578,1
47,1825,0.1812980175,-0.2482706904,1
47,1857,0.7533965111,0.9987895489,1
47,1889,0.7089524269,-0.1854864359,1
47,1921,0.6427620649,-0.763351202,1
47,1953,-0.05249628425,-2.341330528,1
47,1985,-0.5646199584,-0.8891265392,1
47,2017,-0.5497897267,0.2819623947,1
79,33,-0.09794408083,-0.02520564198,1
79,65,0.1522474736,0.05504365265,1
79,97,0.04068505764,0.1260153204,1
79,129,8.481740952e-05,0.2449254394,1
79,161,0.4779905975,0.4038920999,1
79,193,0.5412890911,0.4093836844,1
79,225,0.1133956313,-0.1420426816,1
79,257,0.04721339047,-0.2249583006,1
79,289,0.2402329594,-0.333435595,1
79,321,0.1000234187,-0.2504088879,1
79,353,0.1495075226,0.1989345104,1
79,385,0.1656410992,0.2608041763,1
79,417,-0.1223053336,-0.1953018308,1
79,449,-0.577506423,-0.8580251932,1
79,481,-1.515315533,-2.617663383,1
79,513,-0.4387129843,-0.5362748504,1
79,545,0.1706802994,-0.09210421145,1
79,577,0.08515402675,-0.01887825131,1
79,609,0.01470699906,-0.09407526255,1
79,641,-0.2078507543,0.003756999969,1
79,673,-0.02828337252,0.7405420542,1
79,705,-16.73772621,-9.11214447,1
79,737,3.123115063,-17.25969315,1
79,769,0.1155590415,0.2204983532,1
79,801,-0.05931931734,0.1244326234,1
79,833,0.2834735513,0.04550236464,1
79,865,-0.2725127637,0.4791634679,1
79,897,-0.4372292161,1.076867223,1
79,929,-0.3815695643,0.5797935724,1
79,961,-0.7687155008,0.557849288,1
79,993,-0.5838968754,0.9229061604,1
79,1025,-0.6063941717,0.4457682967,1
79,1057,-0.4786722064,0.07652144134,1
79,1089,0.2374051809,-0.2052921951,1
79,1121,-0.08915936947,-0.600212872,1
79,1153,-0.957649827,-0.7776782513,1
79,1185,-1.218477368,-0.2218445837,1
79,1217,-1.060858727,0.6130732298,1
79,1249,-0.4815644622,0.343616724,1
79,1281,-0.4646585286,-0.09188348055,1
79,1313,-0.7226891518,0.2596036792,1
79,1345,-0.6163237095,0.3609811664,1
79,1377,-0.2154744267,-0.0282818228,1
79,1409,0.1028591394,-0.4099099636,1
79,1441,-0.1995975375,-0.06515319645,1
79,1473,-0.3769962192,0.1261385977,1
79,1505,-0.3229441047,-0.2312369794,1
79,1537,-0.530210495,-0.5771026611,1
79,1569,-0.2593888938,-1.026579142,1
79,1601,0.1408480406,-0.9620087147,1
79,1633,-0.2916487753,-0.6350576878,1
79,1665,-0.2003806531,-0.8421700001,1
79,1697,-0.007296428084,-0.9167329669,1
79,1729,-0.2270354778,-0.7743951678,1
79,1761,-0.2633048892,-1.025821686,1
79,1793,19.62953568,-5.096485138,1
79,1825,0.1714189947,-0.7821388245,1
79,1857,0.5027425289,-0.02083426714,1
79,1889,-0.1467454433,0.1187381446,1
79,1921,-0.1158625633,0.5685859323,1
79,1953,0.139968127,0.4344921112,1
79,1985,0.1426907331,0.2587535381,1
79,2017,15.31560135,-3.401405573,1
111,33,-0.06581412256,0.2053736448,1
111,65,0.1783293486,0.3939647675,1
111,97,0.07107433677,0.6353168488,1
111,129,0.02208150923,0.5682484508,1
111,161,-0.02010533214,0.2453887165,1
111,193,0.06084328145,-0.1490909904,1
111,225,-0.05287528038,-0.2406932712,1
111,257,-0.02107607946,-0.304463774,1
111,289,0.1577398926,-0.4971078932,1
111,321,0.08637673408,-0.1511104107,1
111,353,0.1023356915,0.2444382012,1
111,385,-0.1270356327,0.2286972106,1
111,417,-0.3389115334,-0.1102257818,1
111,449,-0.4583601654,-0.6885359883,1
111,481,-0.5378099084,-2.51546669,1
111,513,-0.4328529537,-0.6377042532,1
111,545,-0.4185159504,-0.2857277095,1
111,577,-0.3997696638,-0.3992885351,1
111,609,-0.3543028831,-0.4614585936,1
111,641,-0.7715165615,0.6716508865,1
111,673,-0.6700883508,1.525986671,1
111,705,-0.6113643646,4.27929306,1
111,737,-1.420508981,5.966917992,1
111,769,-0.1546460539,1.709022284,1
111,801,-0.2986177802,0.5951400995,1
111,833,-0.262036711,-0.09047991037,1
111,865,-0.6533753872,0.2211380303,1
111,897,-0.7026951909,0.6380974054,1
111,929,-0.02009953558,0.5254442692,1
111,961,-0.2566376328,0.7501656413,1
111,993,-1.070203185,1.245576739,1
111,1025,-0.721295774,0.743250668,1
111,1057,-0.332343787,0.140873611,1
111,1089,0.1559284925,-0.1614283919,1
111,1121,-7.148943901,16.69720268,1
111,1153,-1.340647221,-1.88695991,1
111,1185,-2.152826786,-0.2403478026,1
111,1217,-0.9821377993,0.9324941635,1
111,1249,-0.4335563183,0.333060056,1
111,1281,-0.7132543325,-0.06075254083,1
111,1313,-1.146739244,-0.1255163401,1
111,1345,-0.7533359528,0.288257122,1
111,1377,-0.527018249,-0.1596971452,1
111,1409,-0.1521468014,-0.7386316061,1
111,1441,0.123111099,0.1408992708,1
111,1473,-0.4155305624,0.4094531536,1
111,1505,-0.3726985455,0.1739726067,1
111,1537,-0.06332245469,0.05679867417,1
111,1569,0.47493729,0.001696527004,1
111,1601,0.3072965145,-0.3636585176,1
111,1633,-0.2054807097,0.07655102015,1
111,1665,-0.561572969,-0.5450955629,1
111,1697,-0.6329027414,-1.010136843,1
111,1729,14.03974247,11.35655499,1
111,1761,0.3902723193,-1.671256304,1
111,1793,-8.235970497,7.564117432,1
111,1825,-0.459071517,-1.463291764,1
111,1857,-0.4149798155,-1.429654598,1
111,1889,-0.5101306438,-0.7389432192,1
111,1921,-0.1812232435,0.4256978631,1
111,1953,0.06594005227,0.5816467404,1
111,1985,0.310040921,0.007489919662,1
111,2017,0.2026828229,-2.331395626,1
143,33,-0.3670391738,0.1995648146,1
143,65,0.02912997454,0.3125419617,1
143,97,0.3107958138,0.7321789265,1
143,129,0.3152264953,0.4601628184,1
143,161,0.06288327277,0.1220823377,1
143,193,-0.02701079845,-0.1769284308,1
143,225,-0.05985198915,-0.227375865,1
143,257,0.008239343762,-0.174324289,1
143,289,0.07046316564,-0.1783655882,1
143,321,0.01686471701,0.09686987847,1
143,353,-0.1176041812,0.2478566617,1
143,385,-0.1036960036,0.2335049808,1
143,417,0.001584351063,0.09145078063,1
143,449,-0.1529574841,-0.1404807866,1
143,481,-0.2996141911,-0.3177353442,1
143,513,-0.2436673641,-0.1513905823,1
143,545,-0.4702225327,-0.3967952728,1
143,577,-0.4889035821,-1.230572343,1
143,609,-1.319383383,-1.604606986,1
143,641,-3.037102222,-0.6982792616,1
143,673,-1.944104433,0.6784918904,1
143,705,-1.567779779,5.652355671,1
143,737,-1.561179399,5.268999577,1
143,769,-1.67381072,4.425301075,1
143,801,-0.4250579178,1.169015884,1
143,833,-0.3484230638,-0.2089676261,1
143,865,-0.8359520435,-0.3804295063,1
143,897,-0.0622863099,-0.09271639585,1
143,929,0.9389704466,-0.1118760407,1
143,961,-19.69154358,-3.355767965,1
143,993,-0.3238041103,0.8172976971,1
143,1025,-0.2822319865,0.5952549577,1
143,1057,0.2272509784,0.2468594015,1
143,1089,0.2245661318,0.09832360595,1
143,1121,-0.5777033567,-0.06149147451,1
143,1153,-0.7105484009,-0.3751768172,1
143,1185,-1.105348468,0.2232290208,1
143,1217,-1.535270691,0.2447690368,1
143,1249,-0.8250730634,0.009737968445,1
143,1281,-3.823968887,0.2806235254,1
143,1313,-5.099306107,0.3122346401,1
143,1345,-0.4664971232,0.03602355719,1
143,1377,-0.393796742,-0.5204201937,1
143,1409,-0.1818553209,-0.6319350004,1
143,1441,0.1642256975,0.08282268047,1
143,1473,-0.2554346621,0.2500807643,1
143,1505,-0.3207868636,0.4046664536,1
143,1537,-2.371124029,-12.9102087,1
143,1569,-0.1499625742,-0.4267818034,1
143,1601,0.0746396929,-0.5080935955,1
143,1633,-0.102344662,-0.1377888918,1
143,1665,-0.9418393373,-0.1760121584,1
143,1697,-1.507730007,-0.620087862,1
143,1729,-0.4339558482,-1.965261221,1
143,1761,-0.3519209623,-2.342116356,1
143,1793,-0.3804268241,-1.603520632,1
143,1825,-0.2919004858,-1.388191462,1
143,1857,-0.6740173101,-2.452084064,1
143,1889,-0.1934398115,-2.730614424,1
143,1921,0.2712241411,-1.328994274,1
143,1953,0.1918604523,0.1609080434,1
143,1985,0.1314122826,0.1689297855,1
143,2017,-0.1788844466,-1.775588751,1
175,33,-0.2006017268,0.2119804919,1
175,65,0.1725450754,0.2946709394,1
175,97,0.2469419092,0.3625068963,1
175,129,0.05349223316,-0.1936241388,1
175,161,-0.08734975755,-0.08446197957,1
175,193,-0.09106887877,-0.1655676365,1
175,225,-0.1498781145,-0.1866418421,1
175,257,-0.1976381838,-0.08460129797,1
175,289,-0.1080223098,-0.08224511147,1
175,321,-0.06845610589,0.2169479281,1
175,353,-0.163602218,0.2566381693,1
175,385,-0.1280139387,0.05414005741,1
175,417,-0.04884177446,0.06156657636,1
175,449,-0.1597819179,-0.1274235249,1
175,481,0.109733358,-0.4768657684,1
