PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 63, filenames: A:[63]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[64]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.07011921704,0.4701272845,1
47,65,-0.4165925384,-0.1382861286,1
47,97,-0.2254822254,-0.1090600193,1
47,129,-0.08799871802,-0.09080252051,1
47,161,-0.2487914711,0.3181560636,1
47,193,0.1982360184,1.121937037,1
47,225,0.1565400958,0.6612355709,1
47,257,0.001024991274,0.1385239959,1
47,289,0.1643432379,0.04452373087,1
47,321,0.2069675028,-0.1707937121,1
47,353,0.04866582155,-0.1849287152,1
47,385,-0.1496964097,0.002255856991,1
47,417,-0.4010554552,0.09776735306,1
47,449,-0.8228374124,-0.6038073897,1
47,481,-1.121297359,-0.9581773877,1
47,513,-0.9193376303,-0.8304973245,1
47,545,-0.368259728,-0.7422096729,1
47,577,-0.2088885307,-0.1533923298,1
47,609,-0.2167750001,0.1986092031,1
47,641,-0.07312083244,-0.03531713784,1
47,673,-0.01639986038,0.01217728853,1
47,705,-0.07927706838,0.09901875257,1
47,737,0.1284917593,-0.2811700702,1
47,769,-0.1830138564,-0.1676665395,1
47,801,-0.4418358803,0.2890512943,1
47,833,-0.5812133551,0.4780006409,1
47,865,-0.9198366404,0.3224047422,1
47,897,-0.6601225138,0.1687387228,1
47,929,-0.5128160715,-0.1245077699,1
47,961,-0.4093881845,-0.3434899449,1
47,993,-0.1298203468,-0.5637060404,1
47,1025,-0.3146438599,-0.5331075788,1
47,1057,-0.5306010246,-0.07026180625,1
47,1089,-0.2303158045,0.1772077084,1
47,1121,-0.05242067575,0.2685166597,1
47,1153,-0.3063422441,0.1434911788,1
47,1185,-0.3328515291,0.02749115229,1
47,1217,-0.004784047604,-0.2100605965,1
47,1249,0.31686306,-0.4118175507,1
47,1281,0.2276453674,-0.5245658159,1
47,1313,0.1699543893,-0.1109937429,1
47,1345,0.2720311284,0.006868690252,1
47,1377,0.0200124979,-0.3128768206,1
47,1409,-0.27910918,-0.02085351944,1
47,1441,-0.03264707327,0.8141245842,1
47,1473,-0.2040227056,0.4291367829,1
47,1505,-0.3693550229,-0.1306216717,1
47,1537,-0.8940541744,0.001197099686,1
47,1569,-1.133315086,0.4376418293,1
47,1601,-0.5131623745,0.4595367908,1
47,1633,-0.4742518067,0.3131226301,1
47,1665,-0.666759491,0.2621532083,1
47,1697,-1.583976269,-0.1714312732,1
47,1729,-1.120194793,-0.7400422096,1
47,1761,-0.8233032823,-1.067954659,1
47,1793,-0.7036424875,-1.457960725,1
47,1825,-0.6631663442,-0.9204397202,1
47,1857,-0.2740304768,-0.926748991,1
47,1889,-0.1529644579,-0.2711569071,1
47,1921,-0.1553436518,0.1353749633,1
47,1953,0.1008023247,0.3434399664,1
47,1985,0.4030954838,0.05579960346,1
47,2017,0.5714714527,-2.186132669,1
79,33,-0.08385998011,0.02218824625,1
79,65,-0.1264595091,14.20376587,1
79,97,1.48462522,17.59680367,1
79,129,0.1264283359,0.2650744319,1
79,161,0.299023211,0.7706851959,1
79,193,0.2075003088,0.6162604094,1
79,225,0.05649422109,0.2690926492,1
79,257,-0.07570330054,-0.07581157982,1
79,289,-0.00926309824,-0.09637795389,1
79,321,0.1711048186,-0.09375989437,1
79,353,0.1784891933,-0.1197901666,1
79,385,0.09428778291,0.04605293274,1
79,417,-0.180413425,-0.2269778252,1
79,449,-0.8771982193,-0.4172061086,1
79,481,-2.03174305,-1.057382107,1
79,513,-0.8565397263,-0.3345918059,1
79,545,-0.2894232571,-0.06503157318,1
79,577,0.01973414421,0.1502674967,1
79,609,0.076166749,0.4398075342,1
79,641,0.3768982589,0.1380338669,1
79,673,0.5276421905,-0.05965313315,1
79,705,0.4695906043,0.5477226973,1
79,737,0.27110219,0.4834003448,1
79,769,-0.6493240595,0.271256417,1
79,801,-0.978662312,-0.0440793708,1
79,833,-0.7155663967,-0.008901029825,1
79,865,-0.793987155,0.03763768077,1
79,897,-0.7021650672,-0.1804483384,1
79,929,-0.8309882283,0.03689996898,1
79,961,-0.6127451658,-0.1505641937,1
79,993,-0.3638321161,-0.1882445067,1
79,1025,-0.06069928408,0.100480713,1
79,1057,0.4322345257,0.2789902389,1
79,1089,0.1279011816,0.4535587132,1
79,1121,-0.05106973648,0.4491571784,1
79,1153,-0.4482657909,0.1352820396,1
79,1185,-0.7311664224,0.2280319333,1
79,1217,-0.6427676678,-0.07049182057,1
79,1249,-0.2799320221,-0.01842267811,1
79,1281,-0.19607988,-0.1376505941,1
79,1313,-0.3597350121,-0.0609741509,1
79,1345,-0.1412091553,0.1524259448,1
79,1377,-0.07218264043,-0.2152377367,1
79,1409,-0.1384593546,0.02296380699,1
79,1441,-0.0341103971,0.3765254617,1
79,1473,-0.1144058555,0.09914328903,1
79,1505,-0.03290438652,-0.09014421701,1
79,1537,-0.349011749,0.08740958571,1
79,1569,-0.5574766397,0.01849044487,1
79,1601,0.06952011585,0.02122302353,1
79,1633,-0.6791149974,-0.3344376683,1
