 ,X,Y
1,79.179,111.272
2,76.769,108.056
3,75.272,106.264
4,74.197,108.454
5,73.397,108.962
6,73.832,109.010
7,73.772,109.639
8,73.441,110.194
9,72.612,110.201
10,72.984,110.441
11,73.796,109.518
12,73.626,109.862
13,74.633,109.382
14,74.315,110.088
15,75.115,109.681
