PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 32, filenames: A:[32]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[33]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.6861562729,-0.1543163061,1
47,65,0.3247841299,0.0122394748,1
47,97,0.5649379492,0.2687219381,1
47,129,0.3007089496,0.127076745,1
47,161,-0.9302069545,0.4762523174,1
47,193,-1.225232363,0.7090647817,1
47,225,-0.477268219,0.4856256545,1
47,257,-0.04119955003,-0.197628215,1
47,289,0.04624477029,-0.4068441093,1
47,321,-0.02474340051,-0.1322845519,1
47,353,-0.01250935346,-0.1739249527,1
47,385,0.151847735,0.03543756157,1
47,417,0.373336792,0.1787312031,1
47,449,-0.08819979429,0.5929088593,1
47,481,-0.5547508001,0.778929472,1
47,513,-0.5569016933,0.6420322657,1
47,545,0.02541464567,0.1110075116,1
47,577,0.336830765,-0.1068391949,1
47,609,0.1801272631,-0.08827376366,1
47,641,-0.1703299284,0.2823325396,1
47,673,-0.4114837646,0.5954840183,1
47,705,-0.6522650719,0.167538166,1
47,737,-0.3715865612,-0.0007152557373,1
47,769,-0.2477067709,0.6838726997,1
47,801,-0.03447858989,0.7553528547,1
47,833,-0.07969290018,0.5243132114,1
47,865,-0.6936542392,0.4401601553,1
47,897,-0.5560126901,-0.1631502807,1
47,929,-0.4718235731,-0.3187279105,1
47,961,-0.68978405,-0.4179826677,1
47,993,-0.2884676456,-0.1090041175,1
47,1025,0.1383962035,0.2860554457,1
47,1057,0.736227572,0.6002802849,1
47,1089,0.4705930948,0.472907424,1
47,1121,-0.06143736839,-0.5099434853,1
47,1153,-0.232893765,-0.626001358,1
47,1185,-0.4626383781,0.06493628025,1
47,1217,-0.1389480233,0.0443739593,1
47,1249,0.1468935609,0.07800647616,1
47,1281,0.384121418,0.2459611595,1
47,1313,0.8814921379,-0.1590304673,1
47,1345,0.7229378223,-0.4489222169,1
47,1377,0.741714716,-0.1455682218,1
47,1409,0.2986810207,0.04293939471,1
47,1441,0.03950309753,0.4459295869,1
47,1473,-2.718492508,1.019611716,1
47,1505,-2.794793844,0.5043692589,1
47,1537,-1.942599773,0.3607362509,1
47,1569,-0.5654318333,0.2273718864,1
47,1601,0.2924131751,-0.1518613696,1
47,1633,0.2200404406,0.4332462847,1
47,1665,-0.6132038832,0.2856514752,1
47,1697,-0.7469254732,-0.2231632471,1
47,1729,-0.4997205138,-0.6052798033,1
47,1761,-0.5402638912,-1.14972496,1
47,1793,18.43455696,3.160856962,1
47,1825,18.26979828,1.063143015,1
47,1857,-0.5005233884,0.4933648705,1
47,1889,-0.1159963012,0.2785873413,1
47,1921,0.009045779705,0.2657454014,1
47,1953,0.117541194,-0.06828340888,1
47,1985,0.2636734843,-0.2271816581,1
47,2017,0.2201472819,-0.1197153926,1
79,33,-0.3332620561,0.8460547924,1
79,65,-0.2657446265,-0.1298540384,1
79,97,-0.1294551194,-0.2119330764,1
79,129,-0.0591148138,-0.0440197587,1
79,161,-0.06269425154,-0.08807048202,1
79,193,-0.4600915015,0.2604522407,1
79,225,-0.3881921172,0.3109841049,1
79,257,-0.06793315709,-0.1542529166,1
79,289,-0.08639027178,-0.3389559388,1
79,321,-0.0476212129,0.0858656168,1
79,353,0.03326684982,0.04093459249,1
79,385,0.1271140873,-0.05168584734,1
79,417,0.0482789278,-0.1583230197,1
79,449,-0.1719932258,0.123357892,1
79,481,-0.4261583388,0.495138824,1
79,513,-0.4811651707,0.4867879748,1
79,545,0.1362970471,0.06500077248,1
79,577,0.327403903,0.05363629758,1
79,609,0.2534621656,-0.1750361919,1
79,641,0.01142835617,-0.1358141899,1
79,673,-0.2813980579,0.1449133754,1
79,705,-1.434874058,0.656660974,1
79,737,-0.86008811,0.4658896923,1
79,769,-0.08472597599,0.958365202,1
79,801,0.3312786222,0.7382697463,1
79,833,0.1480989456,0.3190889955,1
79,865,-0.6198744178,0.6870935559,1
79,897,-0.7194404602,0.6342206001,1
79,929,-0.2391237617,0.3389410973,1
79,961,0.1895757467,0.08665630221,1
79,993,0.3342961967,-0.08394911885,1
79,1025,0.2534118891,-0.2059264332,1
79,1057,0.3027713895,0.05380553007,1
79,1089,0.2617784441,0.1569138467,1
79,1121,-0.2942835987,-0.0368340984,1
79,1153,0.1195416003,0.317564249,1
79,1185,0.1352212429,0.65895015,1
79,1217,0.05269164592,0.4629695415,1
79,1249,-0.2273012996,0.05017063022,1
79,1281,-0.3747051358,0.07055140287,1
79,1313,-0.2099338174,0.3550636768,1
79,1345,-0.1076620817,0.2878722847,1
79,1377,-0.1199540496,0.1548365355,1
79,1409,-0.09748056531,0.05457722396,1
79,1441,-0.2380285263,0.2506173551,1
79,1473,-0.3914571404,0.1451625526,1
79,1505,-0.2452840209,0.0778452456,1
79,1537,-0.4364946485,-0.09796029329,1
79,1569,-0.3185323477,-0.05804875493,1
79,1601,-0.4234401584,-0.2667627037,1
79,1633,-0.6126859188,-0.250998199,1
79,1665,-1.092945695,-0.1137310266,1
79,1697,-2.163081169,-0.5713115931,1
79,1729,-1.375936031,-0.6541163921,1
79,1761,-0.7412365675,-0.4415486157,1
79,1793,-6.756834507,17.36876678,1
79,1825,11.46989441,13.36193275,1
79,1857,0.1717942208,0.01457934082,1
79,1889,0.09298980981,0.02952400595,1
79,1921,0.1451205015,0.08995848894,1
79,1953,0.1139615923,0.08118823916,1
79,1985,-0.03856787086,-0.08046011627,1
79,2017,-0.05031308532,-0.1289515793,1
111,33,0.1486247033,1.367902994,1
111,65,-0.333386302,-0.1442652643,1
111,97,-0.5595080853,-0.5269531012,1
111,129,-0.3656115532,-0.4491998553,1
111,161,-0.2074557841,-0.2985087335,1
111,193,-0.3638514578,0.06369818002,1
111,225,-0.2367031276,0.1585625559,1
111,257,-0.0007091164589,-0.09094014764,1
