PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 23, filenames: A:[23]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[24]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.08140227199,-0.03023758531,1
47,65,-0.1480978876,-0.01934997924,1
47,97,0.1115101129,0.2134768516,1
47,129,0.2779811621,0.3494937718,1
47,161,0.2343072146,0.4035012126,1
47,193,0.2056963444,0.2037803531,1
47,225,0.138492465,0.1190052629,1
47,257,0.2149149776,-0.1056238264,1
47,289,0.1869639754,-0.156816408,1
47,321,0.1555528641,0.008083641529,1
47,353,0.2097132802,-0.1031984687,1
47,385,0.09339757264,-0.1235213578,1
47,417,-0.5543269515,0.277802974,1
47,449,-0.7553992271,0.2056862563,1
47,481,-0.7152574062,-0.1673474014,1
47,513,-0.6645566821,-0.6059498787,1
47,545,-0.6692228317,-0.5130156279,1
47,577,0.1457968354,-0.3746438026,1
47,609,0.1071647406,-0.005172476172,1
47,641,-0.3370779753,-0.3661940694,1
47,673,-0.4096492529,-0.1352735758,1
47,705,-0.6034092903,1.115085363,1
47,737,-1.425287366,2.188484907,1
47,769,-1.94893682,3.345843315,1
47,801,-0.2136899829,2.202410221,1
47,833,-7.367155075,17.83309937,1
47,865,-0.6577585936,0.7162338495,1
47,897,-0.4308915138,0.3412931561,1
47,929,0.6174530983,0.2699664831,1
47,961,0.4997520447,0.5022281408,1
47,993,-0.1982758045,-0.1753077507,1
47,1025,-0.1412565708,-0.2574532032,1
47,1057,0.1132828593,0.1429871917,1
47,1089,0.5218599439,-0.1249269545,1
47,1121,-0.3324894905,-1.033501863,1
47,1153,-0.7335617542,-1.19027853,1
47,1185,0.4061344862,-0.7294903994,1
47,1217,1.563552856,1.366814613,1
47,1249,0.4732406139,1.26633215,1
47,1281,-0.7950043678,0.02500233054,1
47,1313,-1.224897623,-0.01828336716,1
47,1345,-0.6464922428,-0.5857553482,1
47,1377,-1.740653038,-0.03728866577,1
47,1409,-1.897960663,1.171193004,1
47,1441,-2.309322834,0.8394497633,1
47,1473,-2.568584681,1.446180582,1
47,1505,-1.210895061,1.070471406,1
47,1537,0.1387508512,-0.321226418,1
47,1569,1.436220884,-1.297590971,1
47,1601,0.9183588028,1.050383568,1
47,1633,-0.456921339,1.803612828,1
47,1665,-1.305204391,1.638384104,1
47,1697,-2.061804295,2.372245789,1
47,1729,-0.302904129,2.762298107,1
47,1761,-0.6640175581,4.696242332,1
47,1793,-0.3509030342,1.401784539,1
