PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 4, filenames: A:[4]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[5]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.3361019492,1.023933411,1
47,65,-0.1333484799,-0.09608596563,1
47,97,-0.168497771,-0.1178474203,1
47,129,0.03673794866,0.008060377091,1
47,161,-0.05572355166,0.1648920476,1
47,193,-0.07216018438,0.339566499,1
47,225,-0.3309583664,0.2149870992,1
47,257,-0.1807111949,0.05350323394,1
47,289,-0.08592339605,-0.04467883706,1
47,321,-0.08410561085,-0.07541122288,1
47,353,0.04727761447,0.2371219993,1
47,385,-0.0287066251,0.4741891623,1
47,417,-0.269993335,0.2616863251,1
47,449,-0.5169678926,-0.18610394,1
47,481,-0.3796058595,-0.161691308,1
47,513,0.1818443239,0.8660905361,1
47,545,0.1565819383,0.6425591111,1
47,577,-0.1770932376,0.07703632116,1
47,609,-0.2602398396,0.1191548109,1
47,641,-0.3737387061,-0.166467905,1
47,673,-0.1511699855,-0.4219453335,1
47,705,0.124848038,-0.9829325676,1
47,737,1.165614605,1.064273596,1
47,769,1.393244267,4.296991348,1
47,801,3.690089226,1.977249622,1
47,833,6.175051689,0.3077498674,1
47,865,2.076142788,1.168936729,1
47,897,1.428410053,1.822953463,1
47,929,3.829054356,0.899160862,1
47,961,5.112966537,-0.1851768494,1
47,993,6.056482315,-0.2246939242,1
47,1025,6.994181633,-1.491774559,1
47,1057,7.050708294,-3.429827452,1
47,1089,7.021558285,-5.276351452,1
47,1121,7.33129406,-5.605164051,1
47,1153,-8.652420044,-5.993134975,1
47,1185,4.280837059,-5.935541153,1
47,1217,2.573631287,-7.454280853,1
47,1249,3.847533226,-9.338783264,1
47,1281,7.48065567,-5.673079491,1
47,1313,4.623230457,-3.358068943,1
47,1345,2.191390038,-4.838799477,1
47,1377,1.525301933,-6.431298256,1
47,1409,-13.94084358,-7.206628799,1
47,1441,-17.56857491,-10.07635498,1
47,1473,2.879149199,-4.549146652,1
47,1505,4.467362881,-4.955880642,1
47,1537,21.76329422,4.149873257,1
47,1569,22.79150963,1.362878799,1
47,1601,0.5155720711,-6.462492943,1
47,1633,-1.271417141,-6.480208397,1
47,1665,-0.3375416994,-6.595690727,1
47,1697,0.3853091598,-5.921709538,1
47,1729,0.1643047333,-5.615232468,1
47,1761,0.3271493912,-5.988184452,1
47,1793,0.9962813854,-5.481629848,1
47,1825,1.974740028,-2.538342714,1
47,1857,0.3719344139,0.2774788141,1
47,1889,0.02221831679,0.6873432398,1
47,1921,-0.03928792477,0.3774894476,1
47,1953,0.2606098652,-0.2020208836,1
47,1985,1.104426146,-0.4723526239,1
47,2017,-1.86182642,-0.5307770967,1
79,33,0.09952020645,0.6250478029,1
79,65,-0.2008704096,-0.2521830201,1
79,97,-0.1262033284,-0.045147717,1
79,129,0.17053096,0.1598089933,1
79,161,-0.03365781903,0.2708035409,1
79,193,-0.1219809726,0.1598728597,1
79,225,-0.03758713976,-0.03026407585,1
79,257,-0.01763377711,-0.1647598296,1
79,289,-0.03093246371,-0.2589667737,1
79,321,-0.0303799659,-0.3146581054,1
79,353,0.1218991578,-0.1402276158,1
79,385,0.05311333388,0.1562742591,1
79,417,-0.12429519,0.5960472822,1
79,449,-0.1253989786,0.9809952378,1
79,481,0.03181803226,0.7233016491,1
79,513,0.4078422189,0.9016305804,1
79,545,0.7123949528,0.6087955236,1
79,577,0.1896807253,-0.2402108908,1
79,609,-0.04003626108,0.003731578588,1
79,641,-0.2427636981,0.07366800308,1
79,673,-0.1867446303,0.6343548894,1
79,705,3.567900181,4.67524004,1
