PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 55, filenames: A:[55]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[56]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.4540997744,0.2584767342,1
47,65,0.2797729373,0.384516418,1
47,97,0.3793198466,-0.001548826694,1
47,129,0.2355296016,-0.6595666409,1
47,161,-0.07071341574,-1.558541179,1
47,193,-0.05035261065,-1.780231118,1
47,225,0.0704786405,-0.4736768901,1
47,257,0.15966326,0.3015495539,1
47,289,0.3515335321,0.3380437195,1
47,321,0.1028638482,-0.1628221273,1
47,353,-0.2206994891,-0.5178948641,1
47,385,-0.1270523071,-0.3512813449,1
47,417,0.1183873713,-0.09157264233,1
47,449,0.3586756289,-0.2845344543,1
47,481,0.5104265809,-0.678031981,1
47,513,0.4852631688,-0.470713675,1
47,545,0.2870968282,0.1441790164,1
47,577,0.2945767045,0.138135165,1
47,609,-0.141248703,-0.2839987278,1
47,641,-0.1758230329,0.008408337831,1
47,673,0.3253148198,-0.5346130133,1
47,705,0.1081095934,-0.6455551386,1
47,737,-0.3246400952,-0.4467507601,1
47,769,0.6279907227,-0.260630846,1
47,801,1.770321846,-16.87038231,1
47,833,-0.2030268908,1.19735384,1
47,865,0.06120944023,1.226767182,1
47,897,0.2014168501,-0.3393723369,1
47,929,0.02252006531,-0.1760971546,1
47,961,0.06369268894,0.2819081545,1
47,993,0.5139000416,0.4300835133,1
47,1025,0.6609151363,0.386611402,1
47,1057,1.021081805,0.02094459534,1
47,1089,0.7518217564,-0.03645992279,1
47,1121,0.615209341,-0.3979873061,1
47,1153,0.303296268,-0.1989477873,1
47,1185,-0.02677193284,0.109097302,1
47,1217,0.0004441440105,0.1924897134,1
47,1249,-0.0660995543,-0.1425226182,1
47,1281,-0.2122598588,-0.4040906429,1
47,1313,0.02384504676,-0.4584776163,1
47,1345,0.2044540048,-0.2280296087,1
47,1377,0.01928268373,0.2527412176,1
47,1409,-0.07856820524,0.3550178111,1
47,1441,-0.1125517935,-0.07726407051,1
47,1473,-0.03129168227,0.2608419657,1
47,1505,0.06638427824,0.5191010833,1
47,1537,-0.03392986953,-0.159817338,1
47,1569,0.3356594443,-0.09128242731,1
47,1601,0.2809786499,0.2784746885,1
47,1633,0.08046200871,0.3178275824,1
47,1665,-0.05006441474,0.4010611475,1
47,1697,0.531008482,0.003451891243,1
47,1729,0.1946389079,-0.3432458639,1
47,1761,-0.5738990307,-0.5555055737,1
47,1793,-0.4469062686,-0.02559185028,1
47,1825,-0.4605228901,0.05391976237,1
47,1857,-0.3917632699,-0.09628918767,1
47,1889,0.08776336163,0.2229356468,1
47,1921,0.1853053868,0.1723144948,1
47,1953,-0.04570218921,0.2406636477,1
47,1985,-0.0292456001,0.2527217865,1
47,2017,-0.3903415203,-0.08039731532,1
79,33,-0.3492563367,0.1988398433,1
79,65,0.005999840796,0.08389622718,1
79,97,0.0439465642,0.09754858166,1
79,129,0.08848598599,-0.06814670563,1
79,161,0.09443691373,-0.4773742557,1
79,193,0.127850771,-0.7420709133,1
79,225,0.07038185,-0.3456391692,1
79,257,0.09176857024,0.2048138082,1
79,289,0.02499048412,0.2276174426,1
79,321,-0.0004555284977,0.0204564482,1
79,353,-0.1668431908,-0.2249910533,1
79,385,-0.2544659376,-0.1101068556,1
79,417,-0.1214720607,0.07087317109,1
79,449,-0.2771296501,-0.3846191764,1
79,481,-0.4584527314,-0.6422438622,1
79,513,-0.3992884159,-0.03840695322,1
79,545,-0.007165178657,0.3016964793,1
79,577,0.05031445622,0.1677975655,1
79,609,-0.3425653279,0.1104742438,1
79,641,-0.2491950244,-0.1817971915,1
79,673,0.3796303868,-0.4937849939,1
79,705,0.1383661628,-0.4705691338,1
79,737,-1.470923901,-0.8935980797,1
79,769,-6.914208412,-17.74126244,1
79,801,-0.5933612585,-0.1863009632,1
79,833,-0.08655136824,0.5201021433,1
79,865,-0.03186433017,-0.05641674995,1
79,897,-0.03599083424,-0.7474521399,1
79,929,-0.3685598671,-0.4908693433,1
79,961,-0.2707519531,-0.2998586893,1
79,993,-0.02131560445,-0.5138320923,1
79,1025,0.1325300932,-0.5498517752,1
79,1057,0.2648289204,-0.4680272341,1
79,1089,0.299843967,-0.4289968014,1
79,1121,0.2841253579,-0.5009644628,1
79,1153,0.4889448881,-0.4133026004,1
79,1185,0.3629407585,-0.4343580008,1
79,1217,-0.00648444891,-0.2100853324,1
79,1249,-0.2800200582,-0.300450325,1
79,1281,-0.3566397429,-0.4135217965,1
79,1313,-0.1959515512,-0.2548633516,1
79,1345,0.001739114523,0.03990909457,1
79,1377,-0.1444359124,0.2169577777,1
79,1409,-0.2814209461,0.1234280765,1
79,1441,0.06946352124,-0.09882907569,1
79,1473,0.2104766369,0.02879607677,1
79,1505,0.0608714968,0.3406176567,1
79,1537,0.008905375376,-0.1044877619,1
79,1569,-0.1780711114,0.05713699758,1
79,1601,-0.8395204544,0.3911167085,1
79,1633,-0.6164529324,0.2662573159,1
79,1665,-0.2951780856,0.2105464935,1
79,1697,-0.289896667,-0.04763926566,1
79,1729,-0.007993966341,-0.1232601106,1
79,1761,0.1017260253,-0.2438547611,1
79,1793,14.26025105,13.64040279,1
79,1825,-0.4759330451,0.5220385194,1
79,1857,0.1307298243,0.2320533991,1
79,1889,0.136509046,0.1091571748,1
79,1921,-0.02763564885,0.4106578231,1
79,1953,0.06299249083,0.5681939125,1
79,1985,0.0884078145,0.231536299,1
79,2017,-0.005254387856,-0.06428675354,1
111,33,-0.1215948164,0.04832059145,1
111,65,0.03441003338,-0.1606013775,1
111,97,0.04202693701,0.193985939,1
111,129,0.287448287,0.2898793519,1
111,161,0.3623450994,0.1777852178,1
111,193,0.03963239491,0.0008819997311,1
111,225,0.05944699794,-0.1094113439,1
111,257,0.05326677859,0.01653755456,1
111,289,-0.3763873577,0.01232245564,1
111,321,-0.4097221196,0.2205079794,1
111,353,-0.3948170245,0.2785445154,1
111,385,-0.5451886654,-0.1271801144,1
111,417,-0.778865099,-0.1504765451,1
111,449,-0.5890462399,-0.2970179021,1
111,481,-0.3927272558,-0.2116941214,1
111,513,-0.3390909135,0.2484657168,1
111,545,-0.262203455,0.279866606,1
111,577,-0.1782381237,0.1091505587,1
111,609,-0.5621747375,-0.09900409728,1
111,641,-0.36095649,-0.3715667725,1
111,673,-0.1168776751,-0.3705883324,1
111,705,-0.4647935629,-0.2396351099,1
111,737,-1.281522989,0.05940058827,1
111,769,-1.757062674,-0.5271860361,1
111,801,-11.64209747,-2.578557491,1
111,833,-0.2794634402,0.1383143663,1
111,865,-0.1285092235,-0.9806764722,1
111,897,-0.6069481969,-1.508024216,1
111,929,-1.00093174,-0.732585609,1
111,961,-0.7251312137,-0.6404329538,1
111,993,-0.3099861741,-1.037459493,1
111,1025,-0.2363928109,-1.040450215,1
111,1057,-0.1331876516,-0.8396497369,1
111,1089,-0.01372140646,-1.129421711,1
111,1121,0.1843612194,-0.8711122274,1
111,1153,0.515484333,-0.3510562479,1
111,1185,0.4281055927,-0.4059453309,1
111,1217,0.2406751812,-0.3185991347,1
111,1249,-0.03911694139,-0.5273223519,1
111,1281,-0.05886470526,-0.6019883156,1
111,1313,0.1104103476,-0.07207732648,1
111,1345,-0.2096935213,0.1675402969,1
111,1377,-0.3902243078,0.06624960899,1
111,1409,-0.3869817853,0.1275268942,1
111,1441,-0.2209028304,0.1545715481,1
111,1473,-0.05129432306,0.1901139766,1
111,1505,-0.01760295406,0.07288453728,1
111,1537,0.3975079656,-0.08711246401,1
111,1569,0.2952996492,-0.04763690382,1
111,1601,-0.7295380235,-0.1911947727,1
111,1633,-0.8610432148,-0.2173375785,1
111,1665,-0.366574049,-0.1789330244,1
111,1697,-0.9056630135,-0.07890046388,1
111,1729,-0.9055085182,0.1777615249,1
111,1761,-0.2576673031,-0.00354027003,1
111,1793,-0.2363034189,0.271042943,1
111,1825,15.36115265,1.885851622,1
111,1857,-0.01482508332,0.2405148745,1
111,1889,-0.1323971748,-0.04792660475,1
111,1921,-0.2619278133,0.1274948567,1
111,1953,-0.2265018523,0.2515823543,1
111,1985,-0.1930571049,0.08305339515,1
111,2017,0.0389002189,-0.05194211006,1
143,33,0.1754935384,0.007762551308,1
143,65,0.182692945,0.05753651261,1
143,97,0.1916178316,0.468010664,1
143,129,0.2780893445,0.3514587879,1
143,161,0.2694582641,0.1170221269,1
143,193,0.08230119944,0.2082770169,1
143,225,0.1097098589,0.001155719161,1
143,257,0.07376426458,0.02631031722,1
143,289,-0.553381443,-0.1618005186,1
143,321,-1.162421703,0.6056277752,1
143,353,-0.7379881144,0.8598790169,1
143,385,-0.2743808627,-0.2240834832,1
143,417,-0.5015115738,-0.2273590714,1
143,449,-0.2316424847,-0.05686707795,1
143,481,-0.1973907948,-0.1603435427,1
143,513,-0.2311361432,0.1415404975,1
143,545,-0.3351210654,0.2025088072,1
143,577,-0.2230191827,-0.100869678,1
143,609,-0.4044719338,-0.1828399301,1
143,641,-0.6030616164,-0.003008514643,1
143,673,-0.6821292043,-0.1893512309,1
143,705,-0.7943689823,0.0379934907,1
143,737,-1.163181782,0.4228117764,1
143,769,-1.093548775,-0.2136042118,1
143,801,-0.8768783212,-1.322358251,1
143,833,-6.837982655,0.2942367792,1
143,865,-0.1814951897,-1.819275141,1
143,897,-0.3508912325,-1.996676326,1
143,929,-0.8229823112,-0.8725913763,1
143,961,-0.790002048,-0.721529007,1
143,993,-0.6248956919,-1.137124538,1
143,1025,-0.4185369313,-1.062102318,1
143,1057,-0.1530128419,-0.6688423157,1
143,1089,-0.2949662805,-1.192481041,1
143,1121,-0.329236418,-0.9872239232,1
143,1153,-0.3698889315,0.1349126697,1
143,1185,-0.7933496237,1.088740826,1
143,1217,-0.2659815848,-0.1922065914,1
143,1249,-0.3425910473,-0.8376600146,1
143,1281,-0.1931675971,-0.6586022377,1
143,1313,0.1548064053,-0.1414512694,1
143,1345,0.03140084445,0.4272007346,1
143,1377,-0.252656877,0.5757751465,1
143,1409,-0.4075529575,0.4329991043,1
143,1441,-0.1573894471,0.3811501265,1
143,1473,-0.08308976889,0.132429257,1
143,1505,0.2130407244,0.01219771802,1
143,1537,0.0852964893,0.1653048098,1
143,1569,-0.09821179509,0.04324197769,1
143,1601,-0.2274436355,-0.2536808252,1
143,1633,-0.548163116,-0.2232249826,1
143,1665,-0.6781231165,-0.135788843,1
143,1697,-2.242328644,0.03424057364,1
143,1729,-2.051756859,0.3646017909,1
143,1761,-0.8421180248,0.4595479965,1
143,1793,-0.4401542544,0.3129697144,1
143,1825,0.02613595128,0.2649379969,1
143,1857,0.02113562822,0.5005425215,1
143,1889,-0.1991020441,0.3719642758,1
143,1921,-0.2682107687,0.03733697534,1
143,1953,-0.172129631,0.00759895891,1
143,1985,-0.0476690568,-0.08121216297,1
143,2017,0.1822240353,-0.02340237796,1
175,33,0.05285685509,0.01056084037,1
175,65,-0.2937827408,-0.1451056153,1
175,97,-0.2070995122,0.2903494537,1
175,129,-0.004496075213,0.2212138772,1
175,161,0.1135111451,-0.001969799399,1
175,193,-0.08677832037,0.1998642385,1
175,225,-0.1084318161,0.08222446591,1
175,257,-0.1238152385,0.02707096562,1
175,289,-0.4891029298,-0.08057644963,1
175,321,-0.5218932629,0.7123593092,1
175,353,-0.3742823005,1.251734495,1
175,385,-0.07505595684,0.197060883,1
175,417,-0.147408843,-0.06100454926,1
175,449,0.02746485174,-0.1443906128,1
175,481,-0.06840697676,-0.04142701998,1
175,513,-0.03896318376,0.006272651255,1
175,545,-0.1698892713,0.1760132462,1
175,577,-0.3490074873,-0.02045938373,1
175,609,-0.8031785488,0.2277856171,1
175,641,0.2230284214,5.506275177,1
175,673,-0.8648746014,0.6828323603,1
175,705,-0.8911709189,0.117467463,1
175,737,-0.8695930243,-0.438744545,1
175,769,-0.9258331656,-2.089393139,1
175,801,-1.788885474,-3.822580338,1
175,833,-1.941223383,-3.62903738,1
175,865,-0.6108908653,-2.018708706,1
175,897,-0.6089610457,-1.556098342,1
175,929,-0.3624019027,-0.8569710851,1
175,961,-0.7023775578,-0.756054759,1
175,993,-1.016911745,-1.045271754,1
175,1025,-0.5906988382,-1.065099955,1
175,1057,-0.1370192468,-1.027663231,1
175,1089,-0.239761591,-1.114884615,1
175,1121,-0.7152593732,-0.7974761724,1
175,1153,-1.333373308,0.2973432243,1
175,1185,-2.035977125,1.111452699,1
175,1217,-1.674389243,-0.3468154371,1
175,1249,-0.9502213597,-1.60519743,1
175,1281,-0.1178015471,-0.5652229786,1
175,1313,0.2676120102,0.733543396,1
175,1345,0.2296363115,0.5849099159,1
175,1377,0.05652207881,0.9699612856,1
175,1409,0.3271844089,0.4739796519,1
175,1441,-0.02241946757,0.3246169388,1
175,1473,-0.2098779976,0.1158730388,1
175,1505,0.4342559576,-0.01141337212,1
175,1537,-0.1079775393,-0.0008753985167,1
175,1569,-0.2247884721,-0.1874257028,1
175,1601,-0.1012408435,-0.0809596777,1
175,1633,-0.08618241549,0.1986447722,1
175,1665,-0.5417826176,0.229238987,1
175,1697,-0.6251285076,0.4542322755,1
175,1729,-0.6356002092,0.3759431839,1
175,1761,-0.6958634853,0.5786651373,1
175,1793,-0.5564736724,0.3873037696,1
175,1825,0.002025991678,0.4439000189,1
175,1857,0.3337047696,0.8450582027,1
175,1889,0.1996940672,0.423176527,1
175,1921,0.1712710857,-0.2567241788,1
175,1953,0.1527502537,-0.03150839359,1
175,1985,0.138274461,-0.1706767827,1
175,2017,0.1427004039,0.004527406767,1
207,33,-0.002319213003,0.02642280608,1
207,65,-0.1630552858,-0.4922676682,1
207,97,-0.2717524767,-0.1926858425,1
207,129,-0.1656910479,-0.009355731308,1
207,161,0.1686598957,-0.2349098772,1
207,193,0.05625915527,-0.05626408383,1
207,225,0.1382439435,0.1408002675,1
207,257,0.1084742397,0.03058849275,1
207,289,-0.1516481936,-0.02225816995,1
207,321,0.06614775956,0.4873906374,1
207,353,0.09804829955,0.6752324104,1
207,385,0.06085172296,0.1594963968,1
207,417,-0.03795988858,-0.09147289395,1
207,449,0.02293865383,-0.1275885701,1
207,481,-0.02143028378,-0.01500999182,1
207,513,-0.2000300437,-0.04816542566,1
207,545,-0.2622181475,0.04576844722,1
207,577,-0.4689936936,0.5888389349,1
207,609,-0.9402576089,0.9667717218,1
207,641,-1.013714552,0.7637016773,1
207,673,-0.7497414351,0.3881688118,1
207,705,-0.8993500471,-0.2919760942,1
207,737,-0.9404640794,-0.8153572083,1
207,769,-0.8238056302,-1.945174098,1
207,801,-1.109925508,-4.008808613,1
207,833,-0.8431206942,-5.673039436,1
207,865,-0.9050324559,-2.913086414,1
207,897,-1.316155553,-2.372808218,1
207,929,-0.8789482117,-0.8515052795,1
207,961,-0.9386011958,-0.680680573,1
207,993,-1.186308503,-0.9546650052,1
207,1025,-0.8058956265,-1.130365372,1
207,1057,-0.4843651652,-1.235931873,1
207,1089,-0.0497803092,-1.313572526,1
207,1121,-0.6945522428,-0.7208365202,1
207,1153,-1.116744041,0.2451068461,1
207,1185,-1.108151436,0.5123721957,1
207,1217,-1.252092123,-0.3658458292,1
207,1249,-0.777975738,-1.481241465,1
207,1281,0.2338460684,0.1661728323,1
207,1313,0.5347720385,0.3961025774,1
207,1345,0.493382901,0.8223483562,1
207,1377,0.3287193179,1.627947569,1
207,1409,-0.02236907929,0.7610576749,1
207,1441,-0.2397200316,0.3549028635,1
207,1473,-0.004979372025,-0.2604456842,1
207,1505,0.1164862514,-0.1502801478,1
207,1537,-0.05882489681,0.1421085298,1
207,1569,-0.2635634542,-0.1741213351,1
207,1601,-0.3775696456,-0.1335529983,1
207,1633,-0.3070547581,0.1662366241,1
207,1665,-0.9494150877,0.3285694122,1
207,1697,-1.030702472,0.6184979081,1
207,1729,-0.7382268906,0.4407895505,1
207,1761,-0.5773629546,0.1904741526,1
207,1793,-0.4446048439,0.1800005734,1
207,1825,-0.2440353036,0.3000946939,1
207,1857,0.3612901866,0.4482315481,1
207,1889,0.72356534,0.2027509212,1
207,1921,0.6924671531,-0.2107057273,1
207,1953,0.5234270692,0.1961575001,1
207,1985,0.08535987139,-0.06988506764,1
207,2017,-0.1410680115,-0.01277456433,1
239,33,0.05822663382,0.09394108504,1
239,65,-0.02826488018,0.2226895988,1
239,97,-0.08925753832,0.2375900894,1
239,129,-0.0478063859,-0.1445477307,1
239,161,0.06924712658,-0.2335751057,1
239,193,0.1332357973,0.05721360445,1
239,225,0.0871950835,0.312982738,1
239,257,0.134924382,0.09045736492,1
239,289,0.01224434748,-0.1220449656,1
239,321,-0.08565090597,0.002830810845,1
239,353,-0.007970549166,0.0181783773,1
239,385,0.1653432697,-0.1477351189,1
239,417,0.2284251451,-0.234227255,1
239,449,0.1532706469,-0.08608338982,1
239,481,0.1876446009,-0.1244473234,1
239,513,0.02122154832,-0.1039929464,1
239,545,-0.2608512044,-0.04165071249,1
239,577,-0.6473121047,0.27181831,1
239,609,-0.8106689453,0.7376272678,1
239,641,-0.616519928,0.5729743242,1
239,673,-0.1341864467,0.2086903006,1
239,705,-0.06902843714,-0.2100109756,1
239,737,-0.6171294451,-0.6245648265,1
239,769,-0.6392396688,-1.500962973,1
239,801,-0.9278386235,-3.439301491,1
239,833,-3.312099695,-5.648533344,1
239,865,-0.4390776157,-1.017400146,1
239,897,-0.1888332963,-0.8095955849,1
239,929,-0.2706258297,-0.6196633577,1
239,961,-0.9941379428,0.1884335876,1
239,993,-1.834283113,-0.8682460785,1
239,1025,-1.557741165,-0.9887555838,1
239,1057,-0.9580343962,-0.5296301246,1
239,1089,-0.07738053799,-0.6596114635,1
239,1121,-0.5976441503,-0.5385862589,1
239,1153,-1.161571264,0.605517745,1
239,1185,-0.9819455147,0.4863532782,1
239,1217,-0.8842703104,-0.116095528,1
239,1249,-0.5356432199,-0.5921040773,1
239,1281,-0.2953129411,-0.4105469584,1
239,1313,0.04184994102,-0.1728826165,1
239,1345,0.8900408745,0.2106010318,1
239,1377,0.4449442625,1.027541518,1
239,1409,-0.6571305394,0.920971036,1
239,1441,-0.4808748364,0.2750840783,1
