PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 29, filenames: A:[29]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi & B:[30]MAX_Pos001_1202204_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.1766338944,1.360979438,1
47,65,-0.009812802076,-0.4845970571,1
47,97,0.02671909332,-0.2202983499,1
47,129,-0.02949538827,-0.2831658125,1
47,161,-0.06404823065,-0.3441340029,1
47,193,-0.02382946014,0.1509777606,1
47,225,-0.3392305374,0.3113858402,1
47,257,-0.4422515631,-0.2017328739,1
47,289,-0.1190319657,-0.05910851061,1
47,321,0.1878685057,0.1462764889,1
47,353,0.2409315109,0.3339973688,1
47,385,0.2535486817,0.1593437642,1
47,417,0.3279434144,-0.01334105805,1
47,449,0.4107737541,0.007711619139,1
47,481,0.3388630152,0.470369041,1
47,513,0.08279646188,0.6556095481,1
47,545,-0.1046078205,0.4179975986,1
47,577,-0.4139692187,0.2530372739,1
47,609,-0.6013009548,0.1303798556,1
47,641,-0.2705416679,-0.4289521575,1
47,673,-0.6142252684,-0.03010547161,1
47,705,-0.8282891512,0.3224416971,1
47,737,-0.4727295637,0.4726221263,1
47,769,-0.1699731946,0.2622593045,1
47,801,-0.4044841528,-0.05782779306,1
47,833,-0.9083679914,0.0209087804,1
47,865,-0.957149744,-0.3942456543,1
47,897,-0.6037250757,-0.5863508582,1
47,929,-0.326551348,-0.179181695,1
47,961,-0.1996226311,0.1555821896,1
47,993,0.01392525434,-0.01602554321,1
47,1025,-1.408546567,-0.3804190159,1
47,1057,-1.571550131,-0.580731988,1
47,1089,-1.145330429,-1.148588896,1
47,1121,-0.7271478772,-1.175870419,1
47,1153,-0.2718930244,-0.7316242456,1
47,1185,-0.6817917228,-0.6289714575,1
47,1217,-1.906009316,-1.712793589,1
47,1249,-0.007588863373,-0.6090018749,1
47,1281,1.238991261,0.2548617721,1
47,1313,0.1825165749,0.4170533419,1
47,1345,-0.8635576963,-0.03594726324,1
47,1377,-1.42343235,-0.191317901,1
47,1409,-1.928067684,0.05943116546,1
47,1441,-6.307343483,2.002886295,1
47,1473,-4.318514824,0.5677621961,1
47,1505,-3.220140457,-0.8199876547,1
47,1537,-2.037373543,-0.5973222852,1
47,1569,-5.776222706,-0.06704553962,1
47,1601,-0.8356209993,0.4173607826,1
47,1633,-0.797557354,0.3341709971,1
47,1665,-2.269413948,0.6926467419,1
47,1697,-2.678042889,0.5883094072,1
47,1729,-2.661698818,-0.1727618575,1
47,1761,-1.446820498,-0.2086781859,1
47,1793,0.1790825725,0.5154762268,1
47,1825,0.3691152334,0.4614601731,1
47,1857,0.07884937525,0.1311116815,1
47,1889,-0.1839161217,0.1788002551,1
47,1921,-0.08808675408,-0.23622334,1
47,1953,-0.02865296602,-0.3661919832,1
47,1985,-0.1429800093,-0.02287163958,1
47,2017,-0.2808163166,-0.1044603586,1
79,33,-0.01360350102,0.1941010356,1
79,65,0.07059708238,-0.08841054887,1
79,97,0.4147180319,0.2006994635,1
79,129,0.340901345,0.0131476596,1
79,161,0.1698506176,-0.0426261574,1
79,193,0.002176821232,0.3704437613,1
79,225,-0.3763164878,0.1258179694,1
79,257,-0.2409957051,-0.2022392452,1
79,289,0.008793100715,0.05814764649,1
79,321,0.2229288816,0.02105135471,1
79,353,0.169701457,0.1191476062,1
79,385,0.1901399642,0.08197630942,1
79,417,0.2647832334,0.04980329424,1
79,449,-0.3021053672,0.04258355498,1
79,481,-0.03914174438,0.252715826,1
79,513,0.05049559474,0.3461332321,1
79,545,-0.2141700983,0.1326822788,1
79,577,-0.09346598387,-0.2030503452,1
79,609,0.09204632044,-0.1567640603,1
79,641,-0.2897588015,-0.6264098287,1
79,673,-2.769022703,-2.897644758,1
79,705,-3.086116076,-1.383288503,1
79,737,-1.000600934,-0.1739691347,1
79,769,-2.398926735,-18.26037788,1
79,801,-0.2283158898,-0.03500629216,1
79,833,-0.5826299787,-0.1348250657,1
79,865,-0.6585031748,-0.02793915942,1
79,897,-0.6107521653,0.111234881,1
79,929,-0.8565529585,-0.1365044713,1
79,961,-0.9018160105,-0.007724583149,1
79,993,-1.204660177,-0.4399445653,1
79,1025,-1.76567173,-1.122413993,1
79,1057,-1.444348454,-1.01392436,1
79,1089,-1.287338614,-0.8781374693,1
79,1121,-1.128057957,-0.9343386292,1
79,1153,0.1743489802,-0.5464668274,1
79,1185,0.2515342832,-0.8353803754,1
79,1217,-0.3685172498,-0.8770088553,1
79,1249,-0.2809329033,-0.3713000417,1
79,1281,-1.084975958,-0.08832294494,1
79,1313,-1.591740727,-0.2925292253,1
79,1345,-1.896049023,0.09338092804,1
79,1377,-1.478838444,0.4370032549,1
79,1409,-1.144109249,0.3155106306,1
79,1441,-1.593690634,0.08925428987,1
79,1473,-0.2914563417,-0.1158729643,1
79,1505,16.65585518,0.3802688718,1
79,1537,-7.332441807,-7.481010914,1
79,1569,-1.006346822,-0.1785822213,1
79,1601,-0.9898481369,0.5120581388,1
79,1633,-19.4325161,6.804880619,1
79,1665,-5.576290607,-0.009262830019,1
79,1697,-1.729388833,0.02370356396,1
79,1729,-1.312300205,0.2598715425,1
79,1761,-0.8728448153,-0.325337559,1
79,1793,-0.7242203951,0.471370399,1
79,1825,-0.8216505051,0.2558570802,1
79,1857,-0.8060740232,-0.06686061621,1
79,1889,-0.2937893271,-0.2671095431,1
79,1921,-0.2367907763,-0.3133874536,1
79,1953,-0.1497902572,-0.06658169627,1
79,1985,0.02873324603,-0.001814610325,1
79,2017,-0.1127217412,-0.2195289135,1
111,33,0.186055243,-0.1189977527,1
111,65,0.1377502978,0.1038901508,1
111,97,0.5703058243,0.4660850465,1
111,129,0.4670949578,0.2945732772,1
111,161,0.1679207087,-0.07278324664,1
111,193,-0.1478598714,0.1245879754,1
111,225,-0.3231272101,-0.09127755463,1
111,257,-0.2249872535,-0.1650842428,1
111,289,-0.2756575644,-0.09073705971,1
111,321,-0.08881948888,-0.3679257035,1
111,353,0.1347922087,-0.2470021844,1
111,385,0.2236171514,0.004190973938,1
111,417,-0.02604679018,-0.05518642813,1
111,449,-0.2538450956,0.04066744447,1
111,481,-0.2925386131,0.1264385879,1
111,513,-0.3047798574,0.09874971211,1
111,545,-0.2956140637,-0.133402884,1
111,577,-0.1732411683,-0.8312523365,1
111,609,-0.06861770153,-0.5278740525,1
111,641,-0.522677958,-0.3367102146,1
111,673,-1.533490181,-1.92316103,1
111,705,-1.130014658,-0.7240363955,1
111,737,-0.4152321219,-0.2990219295,1
111,769,-1.735885143,-16.33324814,1
111,801,-0.1859878898,0.1141094044,1
111,833,0.09746950865,-0.1664763391,1
111,865,-0.5730234385,0.2311423123,1
111,897,-0.3241528273,0.5163695812,1
111,929,-0.5732288957,-0.1447914243,1
111,961,-1.09822464,-0.5908516645,1
111,993,-1.270379782,-0.7409825921,1
111,1025,-1.438735008,-0.9114565849,1
111,1057,-1.217368603,-0.9871185422,1
111,1089,-1.180114388,-0.237108767,1
111,1121,-9.378648758,-13.84969902,1
111,1153,-0.3576869965,-0.8796830773,1
111,1185,0.2536005378,-0.6286015511,1
111,1217,-0.2352172732,-0.1848632991,1
111,1249,-1.729308248,-1.123347521,1
111,1281,-3.766201496,-0.6492140293,1
111,1313,-4.125179768,-0.8281800747,1
111,1345,-3.37717104,0.09902915359,1
111,1377,-2.97764349,0.4125086069,1
111,1409,-1.980596066,1.142410517,1
111,1441,-0.7306713462,-0.01416748762,1
111,1473,-0.0597974658,-0.3835394382,1
111,1505,-0.4428178668,-0.7814126015,1
111,1537,-12.66969013,10.23123646,1
111,1569,-18.7208004,-8.443106651,1
111,1601,17.94713974,2.177076817,1
111,1633,-5.852778912,2.167485714,1
111,1665,-6.998119354,0.4061690271,1
111,1697,-5.843102455,1.681316376,1
111,1729,-0.4608971477,0.5823667645,1
111,1761,-0.5861786604,-0.5125123858,1
111,1793,-0.854542017,-0.4451895356,1
111,1825,-0.9290350676,0.4192742109,1
111,1857,-0.8585078716,0.2246560305,1
111,1889,-0.2199546993,-0.286305666,1
111,1921,-0.1667916775,-0.2241143882,1
111,1953,-0.00316002965,0.01835529506,1
111,1985,0.07872621715,-0.002983298153,1
111,2017,0.03532703221,-0.2378743291,1
143,33,0.3746868074,0.05387148261,1
143,65,0.3110174239,0.3466873765,1
143,97,0.5070892572,0.4554518759,1
143,129,0.320377171,0.230650425,1
143,161,-0.01051329076,-0.2462668121,1
143,193,-0.1089306623,-0.1603292227,1
143,225,0.01698864996,-0.08778527379,1
143,257,-0.1540812403,-0.02554156631,1
143,289,-0.2641324997,0.06546005607,1
143,321,-0.0423357226,-0.2002948225,1
143,353,0.1883429289,-0.2319900692,1
143,385,0.2846876979,-0.03648900986,1
143,417,0.008472621441,-0.08112850785,1
143,449,-0.1875301152,0.02739080042,1
143,481,-0.5855938792,0.08790054917,1
143,513,-0.5854547024,-0.08826775849,1
143,545,-0.3774080276,-0.3658948541,1
143,577,-0.6567947865,-1.300522089,1
143,609,-2.474759579,-2.24564743,1
143,641,-2.84863615,-2.589836597,1
143,673,-0.3658891916,-0.6513485909,1
143,705,-0.5415605307,-0.04368697107,1
143,737,-0.4900379777,0.5328636765,1
143,769,-0.6841666102,0.6569961309,1
143,801,-0.3637245893,0.6820116043,1
143,833,-0.0185828805,0.5260216594,1
143,865,-0.9381562471,-0.1120325029,1
143,897,-0.7915250063,-0.3039047718,1
143,929,-0.7614863515,-0.8466715217,1
143,961,-1.238485336,-1.099478483,1
143,993,-1.347719312,-1.172948718,1
143,1025,-1.569231033,-0.9864730239,1
143,1057,-1.367818952,-0.6839923859,1
143,1089,-2.423773289,-0.6892289519,1
143,1121,-2.021752119,-0.4763357639,1
143,1153,-1.32483089,-0.6415895224,1
143,1185,-0.8158743382,-0.4903089106,1
143,1217,-0.904292345,0.3510650098,1
143,1249,-2.98100853,-0.6051325798,1
143,1281,-3.656350613,-0.4057188034,1
143,1313,-3.933391333,0.2975749373,1
143,1345,-3.680294991,0.04330252111,1
143,1377,-1.613328457,0.2171601653,1
143,1409,-1.332654715,0.04679486901,1
143,1441,-0.8537552357,-0.3946834803,1
143,1473,-0.09884464741,-0.9286361933,1
143,1505,-0.9071958065,-0.55318892,1
143,1537,-3.587591171,1.06429112,1
143,1569,-5.525138855,2.466266155,1
143,1601,-0.1125976443,0.003407761455,1
143,1633,-0.6210706234,0.3894762695,1
143,1665,-4.924390316,1.856045365,1
143,1697,-5.387002945,2.898249388,1
143,1729,-0.7030563951,0.8896514177,1
