 ,Area,Mean,Min,Max,Slice,microns
1,385906.487,174.446,0,3039,1,0.000
2,385906.487,159.907,0,2728,2,0.999
3,385906.487,151.939,0,2618,3,1.999
4,385906.487,147.476,0,2206,4,2.998
5,385906.487,144.249,0,2571,5,3.998
6,385906.487,142.139,0,1992,6,4.997
7,385906.487,140.645,0,2296,7,5.997
8,385906.487,139.297,0,1995,8,6.996
9,385906.487,137.559,0,1534,9,7.996
10,385906.487,137.935,0,1440,10,8.995
11,385906.487,139.199,0,1265,11,9.995
12,385906.487,143.235,0,1582,12,10.994
13,385906.487,147.903,0,1401,13,11.993
14,385906.487,153.188,0,1293,14,12.993
15,385906.487,157.290,0,1224,15,13.992
16,385906.487,161.171,0,1127,16,14.992
17,385906.487,166.148,0,1038,17,15.991
18,385906.487,172.726,0,1105,18,16.991
19,385906.487,179.097,0,1187,19,17.990
20,385906.487,184.774,0,1073,20,18.990
21,385906.487,189.156,0,1161,21,19.989
22,385906.487,191.912,0,1074,22,20.988
23,385906.487,194.218,0,1109,23,21.988
24,385906.487,195.990,0,1090,24,22.987
25,385906.487,198.713,0,1184,25,23.987
26,385906.487,201.847,0,1150,26,24.986
27,385906.487,206.278,0,1174,27,25.986
28,385906.487,210.846,0,1203,28,26.985
29,385906.487,215.256,0,1430,29,27.985
30,385906.487,218.765,0,1244,30,28.984
31,385906.487,221.654,0,1486,31,29.984
32,385906.487,223.997,0,1555,32,30.983
33,385906.487,226.697,0,1369,33,31.982
34,385906.487,227.649,0,1379,34,32.982
35,385906.487,229.315,0,1410,35,33.981
36,385906.487,231.397,0,1464,36,34.981
37,385906.487,233.703,0,1574,37,35.980
38,385906.487,235.616,0,1626,38,36.980
39,385906.487,237.472,0,1466,39,37.979
40,385906.487,239.210,0,1593,40,38.979
41,385906.487,239.009,0,1603,41,39.978
42,385906.487,239.573,0,1504,42,40.978
43,385906.487,239.077,0,1509,43,41.977
44,385906.487,238.089,0,1566,44,42.976
45,385906.487,236.729,0,1727,45,43.976
46,385906.487,235.853,0,1516,46,44.975
47,385906.487,233.274,0,1612,47,45.975
48,385906.487,227.895,0,1612,48,46.974
49,385906.487,225.511,0,2035,49,47.974
50,385906.487,224.922,0,1705,50,48.973
51,385906.487,224.636,0,2284,51,49.973
52,385906.487,225.092,0,1680,52,50.972
53,385906.487,225.626,0,1875,53,51.971
54,385906.487,224.568,0,1794,54,52.971
55,385906.487,223.940,0,1992,55,53.970
56,385906.487,223.756,0,2132,56,54.970
57,385906.487,222.974,0,2159,57,55.969
58,385906.487,221.455,0,2387,58,56.969
59,385906.487,221.478,0,2010,59,57.968
60,385906.487,221.630,0,1976,60,58.968
61,385906.487,221.243,0,1834,61,59.967
62,385906.487,221.995,0,1690,62,60.967
63,385906.487,223.749,0,1773,63,61.966
64,385906.487,226.605,0,1752,64,62.965
65,385906.487,229.621,0,1738,65,63.965
66,385906.487,231.497,0,1773,66,64.964
67,385906.487,233.417,0,1837,67,65.964
68,385906.487,234.793,0,2091,68,66.963
69,385906.487,235.880,0,1861,69,67.963
70,385906.487,236.785,0,1734,70,68.962
