 ,Area,Mean,Min,Max,Slice,microns
1,385906.487,237.156,0,3139,1,0.000
2,385906.487,224.515,0,2847,2,1.000
3,385906.487,213.566,0,2287,3,2.000
4,385906.487,209.276,0,2523,4,3.000
5,385906.487,205.603,0,2171,5,4.000
6,385906.487,201.331,0,2539,6,5.000
7,385906.487,198.827,0,2523,7,6.000
8,385906.487,195.769,0,2120,8,6.999
9,385906.487,193.742,0,2154,9,7.999
10,385906.487,191.328,0,2297,10,8.999
11,385906.487,189.736,0,1732,11,9.999
12,385906.487,188.960,0,1500,12,10.999
13,385906.487,188.555,0,1345,13,11.999
14,385906.487,189.206,0,1309,14,12.999
15,385906.487,189.283,0,1537,15,13.999
16,385906.487,190.280,0,1190,16,14.999
17,385906.487,192.142,0,1341,17,15.999
18,385906.487,194.535,0,1247,18,16.999
19,385906.487,195.941,0,1073,19,17.999
20,385906.487,195.105,0,1136,20,18.999
21,385906.487,194.793,0,1150,21,19.999
22,385906.487,192.825,0,1033,22,20.998
23,385906.487,189.982,0,1149,23,21.998
24,385906.487,187.698,0,1192,24,22.998
25,385906.487,187.086,0,1023,25,23.998
26,385906.487,186.906,0,1013,26,24.998
27,385906.487,186.223,0,968,27,25.998
28,385906.487,185.987,0,1123,28,26.998
29,385906.487,184.856,0,1161,29,27.998
30,385906.487,182.474,0,1037,30,28.998
31,385906.487,178.728,0,924,31,29.998
32,385906.487,174.518,0,1174,32,30.998
33,385906.487,171.146,0,1114,33,31.998
34,385906.487,167.113,0,899,34,32.998
35,385906.487,163.430,0,1050,35,33.998
36,385906.487,159.797,0,973,36,34.997
37,385906.487,157.352,0,798,37,35.997
38,385906.487,155.313,0,953,38,36.997
39,385906.487,152.645,0,923,39,37.997
40,385906.487,152.122,0,859,40,38.997
41,385906.487,150.687,0,874,41,39.997
42,385906.487,149.818,0,947,42,40.997
43,385906.487,148.796,0,1009,43,41.997
44,385906.487,148.392,0,779,44,42.997
45,385906.487,147.524,0,1059,45,43.997
46,385906.487,146.661,0,864,46,44.997
47,385906.487,143.231,0,901,47,45.997
48,385906.487,139.959,0,803,48,46.997
49,385906.487,138.373,0,821,49,47.997
50,385906.487,135.657,0,920,50,48.996
51,385906.487,133.590,0,1081,51,49.996
52,385906.487,131.840,0,802,52,50.996
53,385906.487,130.040,0,862,53,51.996
54,385906.487,126.819,0,920,54,52.996
55,385906.487,125.139,0,963,55,53.996
56,385906.487,124.248,0,931,56,54.996
57,385906.487,123.261,0,975,57,55.996
58,385906.487,120.724,0,918,58,56.996
59,385906.487,117.739,0,836,59,57.996
60,385906.487,114.883,0,825,60,58.996
61,385906.487,112.955,0,932,61,59.996
62,385906.487,111.505,0,1017,62,60.996
63,385906.487,109.599,0,881,63,61.996
64,385906.487,101.844,0,1143,64,62.995
65,385906.487,44.127,0,392,65,63.995
66,385906.487,25.401,0,297,66,64.995
67,385906.487,9.851,0,197,67,65.995
68,385906.487,6.136,0,180,68,66.995
69,385906.487,4.780,0,171,69,67.995
70,385906.487,4.017,0,159,70,68.995
