PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 14, filenames: A:[14]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[15]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,21,-2.065270901,-2.566957951,1
21,37,-2.135697603,-2.936596632,1
21,53,-1.95968318,-3.693170071,1
21,69,-2.291365623,-3.601064444,1
21,85,-1.951516151,-3.829264164,1
21,101,-1.457160473,-3.389542818,1
21,117,-0.7872154713,-2.727844477,1
21,133,-0.1616760194,-2.166990995,1
21,149,-0.5630783439,-1.896939516,1
21,165,-1.236574769,-1.463514566,1
21,181,-1.396214843,-1.506558061,1
21,197,-1.46816206,-1.604274154,1
21,213,-1.417416811,-1.985648632,1
21,229,-0.5998723507,-2.637472391,1
21,245,-0.4285599589,-1.9256742,1
21,261,-0.9438825846,-1.82054162,1
21,277,-0.8734518886,-2.054219723,1
21,293,-1.556230903,-4.622040749,1
21,309,-2.062526703,-3.739829779,1
21,325,-1.977742195,-4.031066895,1
21,341,-3.223298073,-3.299235582,1
21,357,-3.625042915,-2.96866107,1
21,373,-2.80534935,-2.395279408,1
21,389,-2.463400364,-0.4782999754,1
21,405,-2.493263006,-1.197710514,1
21,421,-2.22410059,-2.549584866,1
21,437,-2.103696346,-2.981065273,1
21,453,-3.1997087,-1.233969688,1
21,469,-0.958480835,-1.876506805,1
21,485,-0.7589287758,-2.261212349,1
21,501,-1.872081757,-2.492685795,1
21,517,-2.507804394,-3.447542906,1
21,533,-2.525565386,-2.813803673,1
21,549,-2.578077316,-2.158937693,1
21,565,-1.956530571,-2.169082165,1
21,581,-1.410119295,-1.650614023,1
21,597,-1.127322555,-1.212207198,1
21,613,-1.151987791,-0.1793353558,1
21,629,-1.829108715,0.8642941713,1
21,645,-1.904011726,1.247588277,1
21,661,-1.782325506,0.8678544164,1
21,677,-1.505215287,0.2838506699,1
21,693,-0.9538710713,-0.3221237659,1
21,709,-0.9367985725,-0.2056286335,1
21,725,-1.411729693,-0.5533881187,1
