PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 37, filenames: A:[37]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[38]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,21,-1.123754859,-1.222618341,1
21,37,-0.924708128,-0.2231363058,1
21,53,-0.5872398019,0.1039757729,1
21,69,-0.2246240973,-0.4368914366,1
21,85,-0.04069918394,-0.2667621374,1
21,101,0.1581141353,-0.119325161,1
21,117,0.4035026729,-0.6339188218,1
21,133,0.08506339788,-0.6998140216,1
21,149,0.4407073855,-0.8872799873,1
21,165,0.7828665376,-0.9735376239,1
21,181,0.3189496994,-1.016608119,1
21,197,0.167119056,-0.9300919175,1
21,213,1.045599103,-0.4152281284,1
21,229,1.307337523,-1.559243917,1
21,245,1.560203791,-1.450244546,1
21,261,1.80912137,-1.26183331,1
21,277,2.037769794,-1.360818863,1
21,293,2.057351112,-1.174859643,1
21,309,1.345769405,-0.9071336985,1
21,325,0.8141953945,-0.2817470133,1
21,341,0.02420286089,-0.489370048,1
21,357,0.01046335697,-0.6799330115,1
21,373,0.0987836495,-0.2357153594,1
21,389,0.2556552291,0.3356904984,1
21,405,1.058744788,0.6640436053,1
21,421,0.403206706,0.8993750811,1
21,437,-0.3270789683,0.9563161135,1
21,453,-0.6403130293,0.258812964,1
21,469,-0.8684180975,-0.03595468402,1
21,485,-0.6798581481,-0.006220936775,1
21,501,-0.2072395682,-0.3682984114,1
21,517,-0.3924752176,0.0255189836,1
21,533,-1.693326235,-0.4218410254,1
21,549,-2.748590708,-1.33359468,1
21,565,-0.3797054887,-0.3906997144,1
21,581,-0.09181475639,0.4301399291,1
21,597,-0.1331958771,0.5194042921,1
21,613,-0.2288407385,-0.2671126723,1
21,629,-0.196105212,-1.194184542,1
21,645,-0.6583372355,-1.6019063,1
21,661,0.001846387982,-1.227327108,1
