PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 17, filenames: A:[17]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[18]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,21,1.314778566,-0.1389359236,1
21,37,-1.660687208,-1.549284935,1
21,53,-1.531069279,-1.221443415,1
21,69,-0.8798959851,-0.9999880791,1
21,85,-0.001061022282,-0.7822393179,1
21,101,0.5030787587,-0.5233752728,1
21,117,0.2446431816,-0.4512640834,1
21,133,-0.6216172576,-0.3505489528,1
21,149,-0.6256604195,0.1621225774,1
21,165,-0.5909296274,0.2088496387,1
21,181,-0.9408136606,-0.06557875872,1
21,197,-0.720154047,-0.346550554,1
21,213,-0.6287695765,-0.9685367346,1
21,229,0.3351762295,-2.477921247,1
21,245,1.008651972,-1.638654709,1
21,261,-0.2399696112,-0.6702994704,1
21,277,-0.9377082586,0.003677129745,1
21,293,-0.9533323646,-1.342591405,1
21,309,-1.092973709,-1.231479526,1
21,325,-1.739392996,0.6541082263,1
21,341,-2.122255802,0.4073967934,1
21,357,-2.135876656,0.05304020643,1
21,373,-1.382565498,-0.5551877022,1
21,389,-0.737398386,-1.169015646,1
21,405,-1.456458092,-0.2022023201,1
21,421,-2.560071468,0.2604712844,1
21,437,-2.615200043,-0.1956776381,1
21,453,-1.880999804,-0.5788136721,1
21,469,-0.8008929491,-1.241502643,1
21,485,-0.4151613116,-0.9287470579,1
21,501,-0.2004257441,-0.3246181011,1
21,517,0.9569107294,-0.9163769484,1
21,533,1.787644982,-1.140632749,1
21,549,1.431718707,-0.5087743998,1
21,565,0.3540026844,-0.7391824722,1
21,581,-0.7197476625,-0.9858268499,1
21,597,-1.451528072,-0.304131031,1
21,613,-1.907166004,0.2741727233,1
21,629,-2.242195606,-0.2266292572,1
21,645,-1.91930151,-0.5909885764,1
21,661,-1.290974736,-0.1596123874,1
21,677,-0.5867667794,0.3551292717,1
21,693,0.1470065415,-0.1054402292,1
21,709,-0.3371279836,-0.01973420382,1
21,725,-0.4716121256,0.04842489958,1
21,741,-0.3721315861,0.02368539572,1
21,757,-0.1446070075,-0.7835517526,1
21,773,0.2279052436,-1.568482995,1
21,789,0.5296406746,-1.321272969,1
21,805,0.773239553,-0.6377170086,1
21,821,0.4064282477,-1.540237427,1
21,837,-0.2692080438,-2.682458401,1
21,853,0.8756850958,-2.689171314,1
21,869,0.8322042823,-1.625380993,1
21,885,0.426748991,-2.236084461,1
21,901,0.3781532943,-1.316350937,1
21,917,0.4141463041,-0.4612458348,1
21,933,0.3125777245,-0.1605392694,1
21,949,0.3163739443,-0.5273153782,1
21,965,0.5715228319,-1.011307955,1
21,981,0.6295432448,-0.9400917292,1
21,997,0.6423708797,-1.018529177,1
21,1013,0.7143541574,-0.9937198162,1
21,1029,0.7213429213,-0.931078434,1
21,1045,0.817715168,-0.8598658442,1
21,1061,1.149009466,-1.481043696,1
21,1077,0.7569508553,-0.438610673,1
21,1093,1.056205273,-0.5030530691,1
21,1109,1.219868898,-0.201671958,1
21,1125,0.846334219,-0.8408141136,1
21,1141,1.028713822,-1.241239429,1
21,1157,1.164305687,-0.9378249645,1
21,1173,2.076914787,-0.5386975408,1
21,1189,2.585638762,-0.4487118125,1
21,1205,1.678133488,-0.3138762712,1
21,1221,1.980343819,0.1108849049,1
21,1237,2.320924044,-0.9083487988,1
21,1253,2.935833216,-1.89807868,1
21,1269,2.383206129,-2.632296801,1
21,1285,1.122019649,-2.323610783,1
21,1301,0.6742939353,-2.086400032,1
21,1317,0.5864962935,-1.411607265,1
21,1333,0.9256194234,-1.049996376,1
21,1349,0.7828657627,-0.4398822188,1
21,1365,0.7614197731,-0.3977761269,1
21,1381,1.574615955,-1.023938179,1
21,1397,1.971521497,-1.901583195,1
21,1413,1.178948045,-1.996890545,1
21,1429,1.128492355,-2.390093565,1
21,1445,1.084715843,-1.387101173,1
21,1461,1.039160848,-0.4171179533,1
21,1477,0.5939102173,0.1759375334,1
21,1493,0.916764617,0.1078737974,1
21,1509,1.319346428,-0.4463018775,1
21,1525,1.918318748,-2.311452866,1
37,21,-1.070231676,-0.6256738901,1
37,37,-0.29191643,-1.115192771,1
37,53,-0.1412511319,-1.140213728,1
37,69,-0.01026683114,-0.6600263119,1
37,85,0.3307563066,-0.516087532,1
37,101,0.6346340775,-0.3985180259,1
37,117,0.8785341978,-0.3291665912,1
37,133,0.3263367116,-0.1224722937,1
37,149,-0.5249551535,0.1182832718,1
37,165,-0.8488254547,0.08865182102,1
37,181,-0.9633921385,0.190090239,1
37,197,-0.7905664444,-0.1212674677,1
37,213,-0.3387572765,-0.4413163066,1
37,229,-0.4155927002,-0.7110084295,1
37,245,-0.03634610772,-1.275775671,1
37,261,0.3188958168,-1.185875177,1
37,277,0.08358260989,-0.8019806147,1
37,293,-0.3901827931,-0.5083588958,1
37,309,-0.5588057637,0.01380938292,1
37,325,-0.7819892764,0.3560224771,1
37,341,-0.978459239,-0.4179762602,1
37,357,-0.8377393484,-0.694245398,1
37,373,-0.4536702037,-1.205670595,1
37,389,-0.1150072217,-1.330049872,1
37,405,-0.1552273631,-0.4054942727,1
37,421,-0.9024573565,0.8758720756,1
37,437,-0.9167337418,0.3404234052,1
37,453,-0.3558346331,-0.2913571298,1
37,469,-0.06398737431,-0.3439848423,1
37,485,-0.2416573614,-0.1775438786,1
37,501,-0.1205730364,0.06029361486,1
37,517,0.00645975396,-0.3465619087,1
37,533,0.2367944419,-1.01079464,1
37,549,-0.2931675017,-0.5633630157,1
37,565,-0.3757947981,-0.7364381552,1
37,581,-0.9535486102,-1.185698032,1
37,597,-2.132786274,-0.5552949309,1
37,613,-2.6431427,-0.1017246842,1
37,629,-2.192094803,-0.0858181864,1
37,645,-1.048135519,0.4406179786,1
37,661,-0.5129033923,0.2895118296,1
37,677,-0.2933125794,0.1235753596,1
37,693,-0.1679370999,-0.4577185512,1
37,709,0.7453320026,-0.7792031765,1
37,725,0.5965083241,-1.012320757,1
37,741,0.1282102466,-1.029026747,1
37,757,0.3943582177,-1.15320158,1
37,773,0.3983530104,-0.9269613624,1
37,789,0.5222928524,-0.54129076,1
37,805,0.8462913036,-0.3751205802,1
37,821,0.446539402,-0.8748254776,1
37,837,0.02547124028,-2.34762764,1
37,853,1.053074718,-2.891575813,1
37,869,2.088748932,-2.799876213,1
37,885,0.4337176085,-1.915516019,1
37,901,0.4778938591,-1.1409235,1
37,917,0.4515971839,-1.054094434,1
37,933,1.042237282,-0.900018692,1
37,949,1.508338571,-0.5794167519,1
37,965,1.132278442,-0.9781186581,1
37,981,0.7820979357,-0.7293697596,1
37,997,0.7631439567,-0.8200724721,1
37,1013,0.7346276045,-0.677355051,1
37,1029,0.553252697,-0.7576243877,1
37,1045,0.3883624077,-1.723409891,1
37,1061,0.7976426482,-0.6937052011,1
37,1077,0.1995039582,-1.577393293,1
37,1093,0.4282084703,-1.809971452,1
37,1109,1.568474531,-1.05587697,1
37,1125,1.744936466,-0.6391993761,1
37,1141,1.238780141,-0.7589010596,1
37,1157,0.9663507938,-0.1875961423,1
37,1173,1.051152349,-0.08569681644,1
37,1189,1.018095732,-0.4251154065,1
37,1205,1.299830198,0.4396966994,1
37,1221,1.779601693,0.9605302811,1
37,1237,1.355341315,-0.8158093691,1
37,1253,1.063219547,-1.378068089,1
37,1269,1.095242739,-1.739084244,1
37,1285,0.8826928735,-1.420286417,1
37,1301,0.6847939491,-1.381955504,1
37,1317,0.8886776567,-1.745896816,1
37,1333,1.25428009,-1.156954765,1
37,1349,0.949827373,-1.139929533,1
37,1365,0.681992352,-1.359692216,1
37,1381,1.464688063,-1.726367712,1
37,1397,2.209512472,-2.075436592,1
37,1413,1.603687048,-1.962035179,1
37,1429,1.566936135,-2.119671345,1
37,1445,1.218136549,-1.711143017,1
37,1461,0.7559357882,-1.126519084,1
37,1477,0.575073421,-1.034373164,1
37,1493,0.5206050873,-0.9054297209,1
37,1509,0.4111255705,-1.327636838,1
37,1525,0.1685985923,-2.006547928,1
53,21,-0.8357072473,-1.13497448,1
53,37,0.07263068855,-1.144195557,1
53,53,0.4395366311,-0.8992347121,1
53,69,0.6435962915,-0.6342163086,1
53,85,0.7139060497,-0.496409893,1
53,101,0.6937627792,0.01880902052,1
53,117,0.9477726221,0.1779167354,1
53,133,0.9677714109,0.5254241228,1
53,149,0.01676395535,0.1515813023,1
53,165,-0.8426934481,-0.06176687777,1
53,181,-0.9936223626,-0.03513848782,1
53,197,-0.8339759111,-0.2467481196,1
53,213,-0.7321998477,-0.3587381244,1
53,229,-0.8622112274,-0.4969767928,1
53,245,-0.5949159265,-1.192337513,1
53,261,0.125939846,-1.230317354,1
53,277,0.5178281665,-0.6126459837,1
53,293,0.08283799887,-0.2094882131,1
53,309,-0.4331561923,-0.03826206923,1
53,325,-0.6009557247,-0.1579889655,1
53,341,-0.6755000353,-1.064088702,1
53,357,-0.7520695925,-1.002568483,1
53,373,-0.7809730768,-0.8231950998,1
53,389,-0.5750900507,-0.6504369378,1
53,405,-0.1045531631,-0.7072293162,1
53,421,0.4384068251,-0.02615718544,1
53,437,0.01006925106,0.05137217045,1
53,453,0.02796527743,-0.3018746674,1
53,469,0.09722349048,-0.4785699248,1
53,485,-0.2075417936,-0.03051254153,1
53,501,-0.3134922683,-0.1223427355,1
53,517,-0.7028130889,-0.1322286427,1
53,533,-0.8551083803,-0.1565922052,1
53,549,-1.05223012,-0.9734785557,1
53,565,-1.091726661,-1.457627773,1
53,581,-0.9970732927,-2.26537919,1
53,597,-1.700377584,-0.6011887789,1
53,613,-1.74716258,0.02022826672,1
53,629,-1.371811271,-0.1924644113,1
53,645,-0.279935658,0.2962472141,1
53,661,-0.2504634857,0.3065254688,1
53,677,-0.6383283734,0.23257038,1
53,693,-0.6100003719,-0.4876014888,1
53,709,0.2520483732,-1.039225578,1
53,725,0.2354329973,-1.002233028,1
53,741,0.05609605461,-1.070286751,1
53,757,0.121152319,-1.04208684,1
53,773,-0.2673377395,-0.5987419486,1
53,789,-0.04326437414,-0.3139995039,1
53,805,0.2536636293,0.1479333341,1
53,821,0.5075166225,-0.5669080019,1
53,837,0.1751112938,-2.122898102,1
53,853,0.6784384847,-2.501695395,1
53,869,0.711266458,-2.442990303,1
53,885,0.6673715115,-1.789429903,1
53,901,0.6611831784,-1.532305002,1
53,917,0.7904491425,-1.567098022,1
53,933,1.299525023,-1.047788382,1
53,949,0.7451559901,-0.5537514687,1
53,965,0.638638258,-0.4069239199,1
53,981,0.8915662169,-0.3869853318,1
53,997,0.9223152995,-0.5298124552,1
53,1013,1.234833241,-0.6602067351,1
53,1029,1.464318514,-1.045739532,1
53,1045,0.21526739,-0.7382582426,1
53,1061,0.2434038371,-2.519604445,1
53,1077,-0.03340581059,-2.44126749,1
53,1093,0.5616077781,-1.771965742,1
53,1109,1.708092928,-1.405402541,1
53,1125,1.917865038,-1.108770132,1
53,1141,1.656772971,-1.062139273,1
53,1157,0.9762613773,-0.2811862826,1
53,1173,0.2660319209,0.1854101568,1
53,1189,0.04967188835,-0.2242457122,1
53,1205,1.43650198,-0.6613351703,1
53,1221,1.508505583,-0.2846345901,1
53,1237,0.7760862112,-0.325989902,1
53,1253,0.006912350655,-0.8123533726,1
53,1269,0.136485517,-1.147401571,1
53,1285,0.9073911905,-1.171261311,1
53,1301,0.8679362535,-1.599182844,1
53,1317,0.7339642644,-2.491487503,1
53,1333,1.013448954,-1.346507907,1
53,1349,0.6106992364,-1.274433017,1
53,1365,0.3289945722,-1.261357903,1
53,1381,0.574500978,-1.041990638,1
53,1397,1.141543031,-1.190531135,1
53,1413,1.365422368,-1.808914185,1
53,1429,1.578872085,-1.71415031,1
53,1445,1.486107111,-1.343568325,1
53,1461,0.8467202187,-1.098400354,1
53,1477,0.9819239378,-1.492292881,1
53,1493,0.4967348874,-1.396606684,1
53,1509,0.09109258652,-2.023648739,1
53,1525,-0.006018042564,-2.564449072,1
69,21,-0.6672537327,-1.433511734,1
69,37,0.1215933561,-1.059594393,1
69,53,0.621718049,-0.4808353782,1
69,69,1.002145052,-0.532540679,1
69,85,0.8690499067,-0.4329356849,1
69,101,0.7902306318,0.07327286899,1
69,117,1.006227016,0.1816179305,1
69,133,1.32528615,0.3658495247,1
69,149,0.5477768183,-0.1908973157,1
69,165,-0.4412177503,-0.4295562506,1
69,181,-0.7748582363,-0.2846263945,1
69,197,-0.819634676,-0.1500664651,1
69,213,-0.7539278865,-0.1299093664,1
