PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 6, filenames: A:[6]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[7]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
21,1269,-3.433218479,-1.47132194,1
21,1285,-2.617660999,-1.366625428,1
21,1301,-1.705791473,-0.711566627,1
21,1317,-1.480401993,-0.2251257002,1
21,1333,-0.7080187201,-0.3138980865,1
21,1349,-1.882852316,-0.6775864363,1
21,1365,-2.471086979,-0.7034515142,1
21,1381,-2.456391811,-1.528755188,1
21,1397,-1.388138771,-0.7089377642,1
21,1413,-0.5681813955,-0.6017124653,1
21,1429,-0.6183992624,-0.09887138009,1
21,1445,-1.627718925,-0.04727253318,1
21,1461,-2.918054104,-0.08398127556,1
21,1477,-3.990852833,-0.2142617851,1
21,1493,-3.916115761,-0.4095323682,1
21,1509,-2.160369635,-0.5522736907,1
21,1525,2.043736458,-0.3523895741,1
37,21,-5.511402607,-3.81022644,1
37,37,-5.933235168,-4.003765583,1
37,53,-5.914955139,-3.705136299,1
37,69,-5.597914219,-3.765357971,1
37,85,-5.375032425,-4.580016613,1
37,101,-5.415493011,-4.657064438,1
37,117,-5.215682983,-4.227840424,1
37,133,-5.279921055,-4.077876091,1
37,149,-5.254746437,-4.028008461,1
37,165,-5.334388256,-4.248288631,1
37,181,-5.51208353,-4.91782093,1
37,197,-5.807454586,-4.457830429,1
37,213,-6.649125576,-4.260066986,1
37,229,-6.821155071,-4.056596756,1
37,245,-6.243816853,-3.541745424,1
37,261,-5.203895092,-2.914442301,1
37,277,-4.006980419,-1.710617542,1
37,293,-3.570345402,-1.143978119,1
37,309,-4.01328373,-2.06387949,1
37,325,-4.177000523,-2.471900463,1
37,341,-4.328937054,-2.21223402,1
37,357,-4.32764864,-2.306143999,1
37,373,-3.913232803,-1.759698153,1
37,389,-3.808841228,-1.389925718,1
37,405,-3.956779957,-1.261578679,1
37,421,-4.204212189,-1.831222057,1
37,437,-4.696550369,-1.518843889,1
37,453,-4.60329771,-1.630499601,1
37,469,-4.25148201,-1.791645408,1
37,485,-4.399054527,-1.735405326,1
37,501,-4.253912926,-1.434985757,1
37,517,-4.023784161,-1.51506865,1
37,533,-3.990339994,-1.524691343,1
37,549,-3.783153296,-0.5442926884,1
37,565,-4.154371738,-0.9513986707,1
37,581,-4.08124733,-0.6551510096,1
37,597,-4.61044836,-0.8034892678,1
37,613,-3.995460987,-0.969132781,1
37,629,-4.275764465,-1.306079626,1
37,645,-4.399469852,-0.5350799561,1
37,661,-4.003281593,-0.6360710859,1
37,677,-3.566888809,-0.6692759991,1
37,693,-3.256108522,-1.625447869,1
37,709,-3.124886274,-1.481022,1
37,725,-3.111185074,-0.8916430473,1
37,741,-3.654110432,-0.09089352936,1
37,757,-3.94239974,0.6379678249,1
37,773,-3.92895031,0.7993454933,1
37,789,-3.876014709,1.559267998,1
37,805,-3.799735069,0.43166399,1
37,821,-3.169052839,0.3434332609,1
37,837,-3.575946331,-0.1288129985,1
37,853,-4.535178185,-0.3805911839,1
37,869,-5.898943901,0.1313126981,1
37,885,-9.722955704,3.345304728,1
37,901,-2.714293957,0.0603383854,1
37,917,-1.101335883,0.3266202211,1
37,933,-1.135754466,1.495141745,1
37,949,-2.317694187,0.3823868036,1
37,965,-2.800277233,-0.2787369788,1
37,981,-2.258264303,-0.4034643471,1
37,997,-1.44892025,-0.2842745185,1
37,1013,-1.745188594,-0.3621686995,1
37,1029,-1.996980429,-0.3418269753,1
37,1045,-2.086809158,-0.4627538919,1
37,1061,-1.992728829,-0.5706843138,1
37,1077,-1.328638196,-0.2630910873,1
37,1093,-1.449414015,-0.08210450411,1
37,1109,-1.515953779,-0.2273311913,1
37,1125,-1.337546706,-0.2222158313,1
37,1141,-1.426191449,0.07302780449,1
37,1157,-1.195338011,0.2064645737,1
37,1173,-0.4117373228,0.09306336939,1
37,1189,-0.2720891237,-0.5836126208,1
37,1205,-1.000460863,-0.6090488434,1
37,1221,-3.678534508,0.4275520146,1
37,1237,-2.144027948,-0.05614596605,1
37,1253,-1.389544129,-0.6533910632,1
37,1269,-1.180156827,-1.524846315,1
37,1285,-1.132026434,-0.779731214,1
37,1301,-0.8306478262,-0.2196041942,1
37,1317,-0.5573479533,0.4297224283,1
37,1333,-0.9410251379,0.02332873642,1
37,1349,-1.584760785,-0.2280620188,1
37,1365,-1.928762436,-0.3393550515,1
37,1381,-1.992124677,-0.8373405933,1
37,1397,-1.891716123,-0.7932481766,1
37,1413,-1.815174222,-1.46504283,1
37,1429,-1.51743412,-0.7060872912,1
37,1445,-1.432691693,-0.430095464,1
37,1461,-1.734079242,-0.07591000199,1
37,1477,-2.025139809,-0.3622989655,1
37,1493,-1.927562475,-0.3201026022,1
37,1509,-1.369889498,-0.2708010972,1
37,1525,-0.6383414268,-0.3139183521,1
53,21,-5.88232851,-3.980960369,1
53,37,-5.942764759,-3.841711044,1
53,53,-6.148862839,-3.827006578,1
53,69,-6.325051308,-4.0228405,1
53,85,-6.552212238,-4.699781418,1
53,101,-6.076210022,-4.464852333,1
53,117,-5.906968117,-4.493906975,1
53,133,-6.237691879,-4.368425846,1
53,149,-6.118024826,-4.277247906,1
53,165,-5.892745495,-4.926041126,1
53,181,-6.271704197,-6.022891998,1
53,197,-6.252566814,-5.660707474,1
53,213,-5.654179573,-4.444125175,1
53,229,-5.698254585,-4.475775719,1
53,245,-5.922964573,-3.605891705,1
53,261,-4.957731724,-2.622252941,1
53,277,-3.814425945,-1.359681845,1
53,293,-3.570128441,-1.18176055,1
53,309,-4.71720171,-2.136351585,1
53,325,-4.643218994,-2.473897457,1
53,341,-4.560873985,-2.268884897,1
53,357,-4.453437805,-2.806383371,1
53,373,-3.982746601,-1.972630858,1
53,389,-3.804276705,-1.502857447,1
53,405,-3.976185322,-1.25665319,1
53,421,-3.994264126,-2.283103943,1
53,437,-3.659258604,-1.472360849,1
53,453,-3.764121056,-1.729554892,1
53,469,-3.867981434,-2.082616329,1
53,485,-3.871072769,-2.388892889,1
53,501,-3.64486289,-2.626746178,1
53,517,-3.191744804,-2.090246677,1
53,533,-4.498516083,-1.803997993,1
53,549,-4.10685873,-1.608230114,1
53,565,-4.12254715,-1.140835047,1
53,581,-4.527645588,-1.763507128,1
53,597,-3.631665468,-1.361278534,1
53,613,-3.198120594,-0.8326861262,1
53,629,-3.640042782,-0.4879527688,1
53,645,-4.501800537,-0.275806725,1
53,661,-4.346558571,-0.7313145399,1
53,677,-3.483278036,-0.7980512977,1
53,693,-3.403589725,-0.8852394819,1
53,709,-4.25429678,-1.854313612,1
53,725,-4.40435648,-1.303122401,1
53,741,-4.823420525,-0.9066770077,1
53,757,-4.300539494,-0.03657454252,1
53,773,-3.81174016,0.5042931437,1
53,789,-3.744035482,0.9484955072,1
53,805,-3.203516245,0.4820043743,1
53,821,-3.057140589,0.8241269588,1
53,837,-3.500870705,-0.9239211082,1
53,853,-3.720087528,-1.170471549,1
53,869,-3.359977245,-1.413630247,1
53,885,-0.3230726719,-8.778570175,1
53,901,3.637135983,-0.390170753,1
53,917,5.054601192,-0.711311698,1
53,933,-1.183544397,0.3326639533,1
53,949,-2.45315218,-0.09098750353,1
53,965,-3.896370411,0.02816054597,1
53,981,-3.01371336,-0.1415760666,1
53,997,-2.152711153,-0.2830925584,1
53,1013,-2.400253773,-0.4097964168,1
53,1029,-2.342284679,-0.2878374457,1
53,1045,-1.91530025,-0.3770251274,1
53,1061,-1.739334822,0.3584022522,1
53,1077,-1.857757926,-0.4632508457,1
53,1093,-1.275890827,-0.6566925049,1
53,1109,-1.156596065,-0.4769573808,1
53,1125,-1.786902308,0.4502311349,1
53,1141,-1.483508587,0.8857457638,1
53,1157,-1.059822321,0.6174203157,1
53,1173,-0.3995391726,0.6180691123,1
53,1189,0.6615767479,-0.1937797815,1
53,1205,3.994463921,0.6979802251,1
53,1221,-2.239812613,1.04359746,1
53,1237,-1.585268855,0.0159201026,1
53,1253,-0.7697088718,-0.6203765273,1
53,1269,-0.7410567403,-1.536575317,1
53,1285,-0.8441395164,-0.3580428362,1
53,1301,-0.8184093833,0.187343955,1
53,1317,-1.159930468,0.1834026724,1
53,1333,-1.527923465,0.01111078262,1
53,1349,-2.365470409,-0.1614765525,1
53,1365,-2.35131073,-0.273811996,1
53,1381,-2.23964572,-0.200425297,1
53,1397,-2.567569256,-0.5712217689,1
53,1413,-2.833197594,-0.9370815754,1
53,1429,-2.542761326,-0.9854216576,1
53,1445,-1.872864246,-0.5511012077,1
53,1461,-1.138205051,-0.1452076435,1
53,1477,-1.099288821,-0.3147021532,1
53,1493,-0.8494417667,-0.5166686177,1
53,1509,-1.304055929,-0.8532677293,1
53,1525,-2.622386217,-0.7188698053,1
69,21,-6.502487183,-4.240299225,1
69,37,-6.154807568,-3.944085598,1
69,53,-6.189658165,-3.846800566,1
69,69,-6.605717182,-3.835937738,1
69,85,-7.118976116,-3.964894295,1
69,101,-6.956323147,-4.419587612,1
69,117,-6.600205898,-4.477421284,1
69,133,-7.326068878,-4.44279623,1
69,149,-6.933848858,-4.440918446,1
69,165,-5.900951862,-5.075931072,1
69,181,-6.628328323,-5.794456482,1
69,197,-6.929054737,-4.909660339,1
69,213,-5.69029808,-4.039139271,1
69,229,-5.28113842,-4.30242157,1
69,245,-5.294195652,-3.744088888,1
69,261,-4.826540947,-3.042751789,1
69,277,-4.601406097,-2.517426968,1
69,293,-4.856088638,-2.000421762,1
69,309,-5.407316685,-2.731487274,1
69,325,-5.618094444,-2.972948551,1
69,341,-5.371705055,-2.82021904,1
69,357,-4.693328381,-2.551223993,1
69,373,-4.442023277,-2.116401911,1
69,389,-4.395766258,-1.292740107,1
69,405,-5.032103062,-1.190883875,1
69,421,-4.407650948,-1.467226744,1
69,437,-3.483577728,-1.531470299,1
69,453,-3.573839426,-2.01234293,1
69,469,-3.597332239,-2.396724939,1
69,485,-3.426065922,-2.38263917,1
69,501,-2.828638077,-2.289777756,1
69,517,-2.841409206,-2.338378191,1
69,533,-2.936894178,-1.836928368,1
69,549,-3.254887581,-1.702388525,1
69,565,-4.116130352,-2.014042377,1
69,581,-4.826805115,-3.171852589,1
69,597,-3.485580921,-1.405109525,1
69,613,-3.102830648,-0.7605516315,1
69,629,-3.512209892,-0.4331784248,1
69,645,-4.17346859,-0.4590333402,1
69,661,-3.827893019,-0.7687227726,1
69,677,-3.650262117,-0.9213273525,1
69,693,-4.065535545,-0.7703129053,1
69,709,-5.10483408,-1.215537667,1
69,725,-5.15335083,-1.132518172,1
69,741,-5.249234676,-0.5687654018,1
69,757,-3.939030647,-0.1913414896,1
69,773,-3.38408041,0.03104507923,1
69,789,-3.389214039,0.3209217191,1
69,805,-2.825186014,0.4240649939,1
69,821,-2.433931351,0.2951906025,1
69,837,-2.478503466,0.2946607471,1
69,853,-2.715587616,-0.241554305,1
69,869,-3.145043612,-0.6887924671,1
69,885,-3.209243298,5.003915787,1
69,901,0.4365808964,-0.3361756206,1
69,917,-2.254990339,-2.364097357,1
69,933,-2.668492317,-0.2722446918,1
69,949,-3.52430439,-0.4404312968,1
69,965,-3.727013826,0.2683799267,1
69,981,-3.383169413,0.07448452711,1
69,997,-3.434251785,-0.2360025197,1
69,1013,-2.377921581,-0.4972217679,1
69,1029,-1.92697978,-0.1800330728,1
69,1045,-1.71659863,-0.1476811618,1
69,1061,-1.465617895,0.03140600026,1
69,1077,-1.55277431,-0.5399693251,1
69,1093,-1.358040571,-0.6646103263,1
69,1109,-1.347435355,-0.4815328121,1
69,1125,-1.396134973,0.2123521268,1
69,1141,-0.9730772972,0.3990591466,1
69,1157,-0.6321353316,0.4214809239,1
69,1173,-1.03170836,1.727623701,1
69,1189,-1.778859258,2.449296474,1
69,1205,-1.485526919,0.6068242788,1
69,1221,-0.9879920483,0.6881023645,1
69,1237,-1.11218667,-0.7137466669,1
69,1253,-0.9319463372,-1.236877918,1
69,1269,-0.8470592499,-0.6621082425,1
69,1285,-1.360154152,0.03862677142,1
69,1301,-1.770949841,0.4903705418,1
69,1317,-2.077904701,0.3666175604,1
69,1333,-2.157877922,-0.01727201045,1
69,1349,-3.538535118,-0.2374807149,1
69,1365,-3.061927557,-0.6514111161,1
69,1381,-2.228077412,-0.3080089092,1
69,1397,-2.589821577,-0.1717216372,1
69,1413,-3.159098387,-0.3346436024,1
69,1429,-3.122781992,-0.5826712847,1
69,1445,-2.573847771,-0.4234078825,1
69,1461,-1.783734679,-0.422126174,1
69,1477,-1.680226088,-0.3207084537,1
69,1493,-1.188146949,-0.4887536168,1
69,1509,-1.311476707,-1.182211161,1
69,1525,-3.3734231,-1.020584583,1
85,21,-6.670814037,-4.451330185,1
85,37,-6.099003792,-4.34039259,1
85,53,-6.141133308,-4.173662663,1
85,69,-6.180695057,-4.159662247,1
85,85,-6.818083763,-4.32989645,1
85,101,-7.092190742,-4.396832466,1
85,117,-6.867041111,-4.474307537,1
85,133,-6.749854565,-4.237347126,1
85,149,-6.693996906,-4.34322691,1
85,165,-6.697125912,-5.307962894,1
85,181,-6.748926163,-4.931947708,1
85,197,-6.694178581,-4.058898449,1
85,213,-6.153010845,-3.877140045,1
85,229,-5.308607101,-4.217303276,1
85,245,-4.798492432,-3.870772123,1
85,261,-5.155481339,-3.193273783,1
85,277,-5.012319565,-2.712423801,1
85,293,-5.73100853,-2.615058422,1
85,309,-5.778129578,-3.117229462,1
85,325,-5.640948772,-3.296192408,1
85,341,-5.486159325,-3.321340084,1
85,357,-4.837771893,-2.696774244,1
85,373,-5.027787685,-2.046350241,1
85,389,-4.793867588,-1.232969165,1
85,405,-4.892614365,-0.8223825693,1
85,421,-4.646430492,-1.238832712,1
85,437,-4.089986801,-1.777717471,1
85,453,-3.787531614,-2.427731514,1
85,469,-3.698566437,-2.499780655,1
85,485,-3.47390604,-2.451299906,1
85,501,-3.520119667,-2.34143734,1
85,517,-3.262134075,-1.562284827,1
85,533,-3.030954599,-1.226475716,1
85,549,-3.043308973,-1.373067498,1
85,565,-4.169769287,-2.496358633,1
85,581,-4.788241863,-2.840417624,1
85,597,-3.608677387,-0.9319851398,1
85,613,-3.046016216,-0.6796888709,1
85,629,-2.817501545,-0.712354362,1
85,645,-3.990996599,-0.7878203392,1
85,661,-3.790365696,-0.4107511342,1
85,677,-3.893389225,-0.9038912654,1
85,693,-4.357789516,-0.7794723511,1
85,709,-5.363412857,-0.6182880402,1
85,725,-5.044604301,-0.4533156753,1
85,741,-3.80309248,-0.3639995158,1
85,757,-3.286694765,-0.2041515112,1
85,773,-3.108358622,-0.4693725109,1
85,789,-2.858081818,-0.263328433,1
85,805,-2.705292463,0.4560465515,1
85,821,-2.742377281,0.3462924063,1
85,837,-3.247893333,0.4532161355,1
85,853,-3.531933546,0.0005889087915,1
85,869,-3.481389523,-0.3494566679,1
85,885,-2.939229488,-1.417476058,1
85,901,-2.739507198,-0.9699664116,1
85,917,-2.92375493,-1.027195692,1
85,933,-2.892962456,-0.3599297404,1
85,949,-3.022185087,-0.4499527216,1
85,965,-3.151854515,0.05668747425,1
85,981,-2.946351528,-0.001137733459,1
85,997,-3.159858704,-0.1697869003,1
85,1013,-2.172098637,-0.2829919159,1
85,1029,-1.710175276,-0.005665577948,1
85,1045,-1.309103489,0.1745178998,1
85,1061,-1.249837041,0.09448580444,1
85,1077,-1.487101793,-0.1688373834,1
85,1093,-2.953564644,-0.7265930176,1
85,1109,-2.635764599,-1.567107081,1
85,1125,-1.456915855,-0.1394889355,1
85,1141,-0.643409133,0.2609775066,1
85,1157,-0.1862015724,0.3520304561,1
85,1173,-0.9723374844,1.761482477,1
85,1189,-1.835805416,1.154571772,1
85,1205,-1.281790853,2.716609478,1
85,1221,-1.196142912,1.030221939,1
85,1237,-1.580944538,-0.7901479006,1
85,1253,-1.591199875,-0.9376506805,1
85,1269,-1.792037964,-0.2161319852,1
85,1285,-2.09655714,1.010826111,1
85,1301,-2.492724419,0.9001215696,1
85,1317,-2.549157381,0.3243613243,1
85,1333,-2.377378941,0.2165210247,1
85,1349,-2.011158466,0.06931091845,1
85,1365,-1.982304573,-0.1988906562,1
85,1381,-2.431870699,-0.2198049277,1
85,1397,-2.41557765,-0.1579980254,1
85,1413,-2.719445944,-0.2597913742,1
85,1429,-3.086167812,-0.3034972548,1
85,1445,-3.098778725,-0.1466472596,1
85,1461,-5.440298557,0.0482455194,1
85,1477,-4.131528378,0.0249440074,1
85,1493,-3.588844776,-0.07368582487,1
85,1509,-1.54836154,-0.4930759668,1
85,1525,-3.506690502,-0.7419966459,1
101,21,-6.76061964,-4.622490406,1
101,37,-6.186030388,-4.640770912,1
101,53,-6.570657253,-4.921092987,1
101,69,-5.363265514,-3.815164566,1
101,85,-5.785919666,-3.845251322,1
101,101,-6.785519123,-4.199045658,1
101,117,-7.150414467,-4.247371674,1
101,133,-6.968882561,-4.180990696,1
101,149,-7.023650169,-4.132015705,1
101,165,-6.840284824,-4.100673199,1
101,181,-6.640796185,-3.923419476,1
101,197,-6.653452873,-3.704657316,1
101,213,-6.052092552,-3.925684214,1
101,229,-5.239099979,-4.494199753,1
101,245,-4.887564182,-4.388058662,1
101,261,-5.426184177,-3.1614182,1
101,277,-5.328502655,-3.144868135,1
101,293,-5.516273499,-2.9409554,1
101,309,-5.575429916,-3.388486862,1
101,325,-5.267692089,-3.163612127,1
101,341,-4.986045361,-3.101737499,1
101,357,-4.945627689,-2.235131502,1
101,373,-5.247612953,-1.674716473,1
101,389,-5.879340649,-1.287977576,1
101,405,-5.497874737,-1.197749496,1
101,421,-4.33262682,-1.385754585,1
101,437,-3.723137379,-2.699666262,1
101,453,-3.715552807,-3.163628578,1
101,469,-3.668241978,-2.977152824,1
101,485,-3.708101273,-2.661339045,1
101,501,-5.683829784,-2.401100636,1
101,517,-4.751137733,-1.043225765,1
101,533,-3.3836689,-0.5601530075,1
101,549,-3.425598621,-0.5091548562,1
101,565,-4.072199821,-0.383503437,1
101,581,-3.939198017,-0.8351473212,1
101,597,-3.845806599,-0.7155789137,1
101,613,-3.28605938,-0.3962574601,1
101,629,-3.368835449,-0.3368627131,1
101,645,-4.000976086,-0.2447901368,1
101,661,-4.203553677,0.09741586447,1
101,677,-4.17750597,-1.085988283,1
101,693,-4.090095997,-1.742609382,1
101,709,-4.174330235,-0.9292785525,1
101,725,-4.312889576,-0.5094143152,1
101,741,-3.153697491,-0.5943893194,1
101,757,-2.525713921,-0.6178506613,1
101,773,-2.314417124,-0.7296692133,1
101,789,-2.451282024,-0.3948813379,1
101,805,-2.907497644,0.37064749,1
101,821,-3.451206923,1.189155579,1
101,837,-3.68550539,0.59723562,1
101,853,-3.480519295,0.2848678827,1
101,869,-3.466799498,-0.01712861657,1
101,885,-3.09008646,-0.4046430588,1
101,901,-3.118620396,-0.4477633834,1
101,917,-3.284174442,-1.122590899,1
101,933,-2.893224955,-0.7847699523,1
101,949,-2.820032835,-0.7313169241,1
101,965,-2.988222361,-0.3758097589,1
101,981,-2.568011045,-0.2609139681,1
101,997,-2.3939538,-0.1942303479,1
101,1013,-2.06765461,-0.00256986171,1
101,1029,-1.837350488,0.2420681119,1
101,1045,-1.626171947,0.430339098,1
101,1061,-1.448211312,0.1960834861,1
101,1077,-0.7072383165,0.3408129513,1
101,1093,-1.884361386,-0.3995844424,1
101,1109,-1.669651747,-2.968734026,1
101,1125,-0.8522589207,-0.6348749399,1
101,1141,-0.04268091917,-0.1639178693,1
101,1157,-0.4396404028,0.6304517984,1
101,1173,-0.8487586975,0.8553389311,1
101,1189,-1.291411757,0.3110568523,1
101,1205,-1.433078408,2.048510551,1
101,1221,-1.338644981,0.3899232745,1
101,1237,-1.646987677,-0.2887438536,1
101,1253,-1.967913747,-0.5446344018,1
101,1269,-2.173800468,0.07221470773,1
101,1285,-2.561273813,1.667064786,1
101,1301,-3.19124341,1.20201087,1
101,1317,-2.727549076,0.292568028,1
101,1333,-2.683450222,0.2359095812,1
101,1349,-2.476187229,0.07992469519,1
101,1365,-2.25123167,0.03724981844,1
101,1381,-2.462556839,0.03133809566,1
101,1397,-2.399792194,-0.1482938677,1
101,1413,-2.524771214,-0.2518651485,1
101,1429,-3.160293102,-0.2105301619,1
101,1445,-3.367856264,-0.4550697803,1
101,1461,-3.050363541,0.3202982247,1
101,1477,-3.90842104,0.623139739,1
101,1493,-5.642595768,1.254205465,1
101,1509,-5.797132015,1.519676208,1
101,1525,-2.275274754,-0.6046619415,1
117,21,-4.863251686,-4.25211525,1
117,37,-5.901851177,-4.82408905,1
117,53,-6.448207378,-5.156258106,1
117,69,-5.314493656,-3.568367004,1
117,85,-5.884506702,-3.545018673,1
117,101,-6.715207577,-3.932081699,1
117,117,-7.133655548,-4.233479977,1
117,133,-6.852023125,-4.117390633,1
117,149,-6.46603632,-4.234892845,1
117,165,-6.490004063,-3.863901377,1
117,181,-6.143975735,-3.813353062,1
117,197,-5.778661251,-4.059940815,1
117,213,-5.739069939,-4.264503002,1
117,229,-5.476073265,-4.866478443,1
117,245,-5.380856991,-4.954710484,1
117,261,-5.770049095,-3.994398594,1
117,277,-6.069632053,-3.929722071,1
117,293,-6.029232979,-3.571259499,1
117,309,-5.705254555,-3.159721851,1
117,325,-5.524772644,-2.822675705,1
117,341,-5.411336422,-2.022878408,1
117,357,-5.506559372,-2.173488379,1
117,373,-5.59301281,-2.050218344,1
117,389,-6.076593876,-1.390852809,1
117,405,-5.888769627,-0.8448190689,1
117,421,-4.339415073,-1.598827362,1
117,437,-2.827141523,-1.867931128,1
117,453,-3.22030139,-2.835660696,1
117,469,-3.344805717,-3.492553234,1
117,485,-3.832412004,-3.417673111,1
117,501,-3.678233862,-0.3366560936,1
117,517,-3.050608158,-0.463894546,1
117,533,-2.988741159,-0.06472146511,1
117,549,-3.446333647,0.1263688803,1
117,565,-3.753685713,-0.2359877825,1
117,581,-3.658519506,-0.5282443762,1
117,597,-3.566136837,-0.8289603591,1
117,613,-3.882611275,-0.4777820706,1
117,629,-4.377680779,-0.2435252666,1
117,645,-4.387308121,-0.2852155864,1
117,661,-4.588878155,-0.01992505789,1
117,677,-4.937209606,-0.8035793304,1
117,693,-5.011899471,-1.905717015,1
117,709,-4.910867691,-1.418036699,1
117,725,-3.949066639,-1.550920606,1
117,741,-2.699333429,-1.96812284,1
117,757,-2.204992533,-1.535167456,1
117,773,-1.63733983,-1.13174057,1
117,789,-1.356311798,-0.6247075796,1
117,805,-1.803170919,0.2105002701,1
117,821,-2.655766249,1.040417433,1
117,837,-3.40420866,0.5804092884,1
117,853,-3.308238506,0.9324843884,1
117,869,-2.293422699,-1.622610092,1
117,885,-2.567151785,-0.4569529295,1
117,901,-2.978319883,-0.00832220912,1
117,917,-3.398633003,-0.7187134624,1
117,933,-2.006857634,-0.9290460944,1
117,949,-1.872318268,-0.6604267955,1
117,965,-2.25961256,-0.4586123526,1
117,981,-2.532263994,-0.4054903388,1
117,997,-2.366219759,-0.1660519242,1
117,1013,-2.188911915,0.05586397648,1
117,1029,-2.04953146,0.1813253164,1
117,1045,-1.893507004,0.1738591343,1
117,1061,-1.603830576,0.1007114053,1
117,1077,-1.023284554,0.4039905369,1
117,1093,-0.958327055,1.02327919,1
117,1109,-1.042922974,-0.04072958231,1
117,1125,-0.5167039633,-0.9843940735,1
117,1141,0.2171117067,-0.3350553513,1
117,1157,-0.8865704536,-0.04287034273,1
117,1173,-1.249465823,0.3973309696,1
117,1189,-3.325450897,0.9599686861,1
117,1205,-2.281756163,0.224735409,1
117,1221,-0.5650037527,-1.858737469,1
117,1237,-1.62551856,-0.2857545614,1
117,1253,-1.474088073,-0.1094340235,1
117,1269,-0.2651063204,0.5262438059,1
117,1285,-2.209239721,0.6028738022,1
117,1301,-2.84700489,0.2921641469,1
117,1317,-2.458910942,0.3243170381,1
117,1333,-2.305013895,0.1658163667,1
117,1349,-2.349927425,-0.09056289494,1
117,1365,-2.337739706,-0.1433893144,1
117,1381,-2.483005047,0.06018652022,1
117,1397,-2.717693567,0.03708405793,1
117,1413,-2.676254034,-0.1746648997,1
117,1429,-2.621168852,-0.1071503088,1
