PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 35, filenames: A:[35]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[36]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,21,-3.468583107,-0.12999928,1
21,37,-0.7483074069,-1.306796193,1
21,53,0.3125966787,-1.717170358,1
21,69,0.1968896389,-1.313765168,1
21,85,-0.182590723,-1.198487163,1
21,101,-0.5649228096,-0.9015842676,1
21,117,-0.7596467733,-0.8645508885,1
21,133,-0.5366768837,-1.264930964,1
21,149,-0.2003726065,-1.387022734,1
21,165,0.2843841314,-0.9728678465,1
21,181,0.5967280865,-1.225064993,1
21,197,0.6817215681,-2.30371666,1
21,213,0.161482811,-1.105144978,1
21,229,-0.7065360546,-1.530544877,1
21,245,-0.6483808756,-2.032109976,1
21,261,-0.7611067295,-2.316485882,1
21,277,-1.437549233,-2.365105152,1
21,293,-1.561263084,-1.73150301,1
21,309,-0.7304809093,-0.8730655313,1
21,325,-0.4386844635,-0.002595484257,1
21,341,-1.075963616,-0.2309621572,1
21,357,-0.8704935312,-0.9955514669,1
21,373,-0.6890236139,-1.533242583,1
21,389,-0.5339276791,-1.929216743,1
21,405,0.03054055572,-1.525985956,1
21,421,0.04732260108,-1.434553981,1
21,437,0.5400688052,-1.388231516,1
21,453,0.6564610004,-1.093566418,1
21,469,-0.2747907043,-0.6523118019,1
21,485,-1.211862206,-1.215780735,1
21,501,-1.230300665,-1.060087204,1
21,517,-1.073016524,-1.183255196,1
21,533,-0.9120000601,-2.115722179,1
21,549,-0.4761181474,-1.974341989,1
21,565,-0.451287806,-1.193112612,1
21,581,-0.01846377552,-0.8182537556,1
21,597,0.3348817527,-0.1380808949,1
21,613,0.8735044003,1.020638704,1
21,629,1.368820906,1.269901752,1
21,645,1.59901762,-0.1928418279,1
21,661,0.6227644682,-1.25763607,1
21,677,0.1667020321,-1.865966558,1
21,693,0.01729523391,-1.782429218,1
21,709,0.03430953622,-1.646692634,1
21,725,0.4050601125,-1.465309024,1
21,741,0.7069679499,-1.242253542,1
21,757,0.9532693624,-0.8271702528,1
21,773,0.6870080233,-0.3426175714,1
21,789,-0.01007813215,-0.6646689177,1
21,805,-0.8094013929,-1.262899876,1
21,821,-1.055661321,-1.058238626,1
21,837,-0.2490522861,-0.576231122,1
21,853,-0.582957983,-0.9726389647,1
21,869,-0.136367172,-0.8771603107,1
21,885,0.0392530635,-1.091554403,1
