PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 11, filenames: A:[11]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[12]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,21,-5.970191956,-2.48059988,1
21,37,-4.745555878,-3.101287365,1
21,53,-3.94092989,-3.274508476,1
21,69,-3.880831718,-3.337269306,1
21,85,-3.062434912,-3.634700775,1
21,101,-2.97539854,-3.861418962,1
21,117,-3.556725264,-3.765381098,1
21,133,-3.648785353,-3.425891638,1
21,149,-3.288750887,-3.503119469,1
21,165,-2.948332071,-3.912219524,1
21,181,-2.798089027,-3.798841,1
21,197,-2.882301569,-3.634478807,1
21,213,-2.898634672,-3.54679513,1
21,229,-2.883470058,-4.250330925,1
21,245,-3.567895651,-4.484362602,1
21,261,-3.298892021,-5.970329762,1
21,277,-2.818385839,-4.246520519,1
21,293,-2.431649446,-3.207789898,1
21,309,-1.932611704,-3.821354866,1
21,325,-1.642817736,-3.874403715,1
21,341,-1.22845602,-4.197086334,1
21,357,-1.19764483,-4.006635666,1
21,373,-2.212245464,-3.796649933,1
21,389,-2.37463522,-3.371257305,1
21,405,-2.524258137,-3.495268345,1
21,421,-3.086966038,-3.646047354,1
21,437,-3.615233898,-3.463804007,1
21,453,-3.838044167,-3.640078068,1
21,469,-3.472490788,-3.776795387,1
21,485,-2.615736246,-3.318017244,1
21,501,-1.485258698,-2.817522526,1
21,517,-1.064800143,-2.116783619,1
21,533,-2.032244682,-1.252726316,1
21,549,-2.814605474,-1.206219435,1
21,565,-3.014873981,-1.623892188,1
21,581,-2.622922897,-1.375772953,1
21,597,-3.141807079,-1.522526741,1
21,613,-3.603393555,-2.12864995,1
21,629,-3.977702856,-3.096913099,1
21,645,-3.615611792,-3.152835369,1
21,661,-2.25038147,-2.466728687,1
21,677,-2.580880404,-2.408567905,1
21,693,-2.955397606,-1.637628078,1
21,709,-3.054168224,-1.338772178,1
21,725,-2.625147343,-1.761182666,1
21,741,-1.83856535,-2.56233716,1
21,757,-1.46990037,-2.754119396,1
21,773,-1.650167823,-2.244670391,1
21,789,-2.357386112,-1.562183738,1
21,805,-2.615561962,-1.481748104,1
21,821,-1.881761074,-2.111756563,1
21,837,-1.482943654,-3.402930737,1
21,853,-3.933443069,-3.16557312,1
21,869,-3.835777283,-3.643132687,1
21,885,-3.534825325,-2.957139969,1
21,901,-1.631850958,-2.684662819,1
21,917,-1.822197676,-1.101585388,1
21,933,-2.040162086,-1.140418053,1
21,949,-2.182511568,-2.573981524,1
21,965,-1.729023695,-3.479624987,1
21,981,-0.8762740493,-3.937363148,1
21,997,-0.2741780281,-3.687099218,1
21,1013,-0.78131634,-3.63343668,1
21,1029,-0.999102354,-3.645058155,1
21,1045,-0.7637314796,-3.644045115,1
21,1061,-0.5141357183,-3.28459549,1
21,1077,-0.3787648678,-3.02165699,1
21,1093,0.01510310173,-2.411264181,1
21,1109,1.333835721,-2.896902084,1
21,1125,0.35866642,-3.418374062,1
21,1141,-2.152874947,-3.442421913,1
21,1157,-1.314385891,-4.021000862,1
21,1173,-1.252444744,-2.970661163,1
21,1189,-1.008790255,-2.637329102,1
21,1205,-0.538339138,-2.496484041,1
21,1221,-0.2688912749,-2.302777767,1
21,1237,-0.5985435247,-2.845177412,1
21,1253,-0.6802614927,-3.221940756,1
21,1269,-0.04015751183,-3.039628744,1
21,1285,0.1270589083,-2.435498238,1
21,1301,-0.1967824996,-1.75597167,1
21,1317,-0.375607729,-1.767216802,1
21,1333,-0.3019275665,-2.176252127,1
21,1349,-0.3743007779,-3.420591354,1
21,1365,0.573869288,-3.312293291,1
21,1381,1.565446138,-3.855702877,1
21,1397,0.468601346,-2.600109577,1
21,1413,0.08038330078,-2.754000664,1
21,1429,-0.42729038,-2.458455563,1
21,1445,-0.63301754,-2.05870533,1
21,1461,-0.5839189291,-1.589256525,1
21,1477,-0.7345260978,-1.865642071,1
21,1493,-0.9956535101,-1.644995332,1
21,1509,-1.067534924,-1.241611004,1
21,1525,0.3964903355,-0.6859408617,1
37,21,-2.88222456,-4.238271236,1
37,37,-3.379904032,-3.188981771,1
37,53,-3.667044401,-2.837038279,1
37,69,-3.627784014,-2.767285824,1
37,85,-3.408657074,-3.183766842,1
37,101,-3.468932629,-3.475344181,1
37,117,-3.372251987,-3.378231049,1
37,133,-3.093202114,-3.258435726,1
37,149,-3.035779476,-3.580114365,1
37,165,-3.207817316,-4.336916924,1
37,181,-3.42650795,-4.336074829,1
37,197,-3.402644157,-4.196419239,1
37,213,-3.100687027,-3.917339802,1
37,229,-3.102292776,-4.304656982,1
37,245,-2.357743025,-3.521532536,1
37,261,-1.405162334,-4.120873451,1
37,277,-1.585291147,-4.067550182,1
37,293,-1.984832287,-2.800978899,1
37,309,-1.927740097,-3.020284414,1
37,325,-1.795971155,-3.201141834,1
37,341,-1.84120059,-3.776670933,1
37,357,-2.075193644,-3.862389565,1
37,373,-2.255167007,-3.665643692,1
37,389,-1.710275412,-3.550741196,1
37,405,-2.465578318,-4.111584187,1
37,421,-2.968462229,-4.004426956,1
37,437,-2.680723906,-3.419041395,1
37,453,-2.481630325,-3.052348137,1
37,469,-2.762400627,-2.761945248,1
37,485,-2.550494432,-2.693175554,1
37,501,-2.338969231,-2.704409599,1
37,517,-2.590453148,-3.185538769,1
37,533,-2.372847557,-2.076618195,1
37,549,-1.880921125,-1.759998441,1
37,565,-1.412656426,-1.633871317,1
37,581,-1.232249856,-1.533923984,1
37,597,-1.700868607,-1.75247097,1
37,613,-2.6805408,-1.798306227,1
37,629,-3.123181105,-2.359560966,1
37,645,-3.090336561,-2.530076742,1
37,661,-2.577315807,-2.040665388,1
37,677,-2.113852739,-1.776299238,1
37,693,-2.584026814,-1.308021545,1
37,709,-3.123470783,-1.535614014,1
37,725,-2.941967249,-1.800005913,1
37,741,-2.417751789,-2.327471972,1
37,757,-1.735551357,-2.538337708,1
37,773,-1.481541991,-2.458320141,1
37,789,-1.738285303,-1.917391062,1
37,805,-2.00254488,-1.72988081,1
37,821,-1.572211385,-1.606709957,1
37,837,-0.8323867321,-2.59845686,1
37,853,-0.6126543283,-2.816010475,1
37,869,-2.022424459,-4.39937973,1
37,885,-2.385434151,-2.976621628,1
37,901,-1.549819589,-2.631916046,1
37,917,-1.605907679,-1.274004459,1
37,933,-1.921293259,-1.016247749,1
37,949,-2.436732292,-2.575211048,1
37,965,-1.894476175,-3.220315695,1
37,981,-1.714708328,-3.310716629,1
37,997,-1.015993834,-3.300883293,1
37,1013,-0.671123147,-3.228354931,1
37,1029,-0.4345106483,-3.317139626,1
37,1045,-0.4043611884,-3.397937059,1
37,1061,-0.4717932642,-3.999420166,1
37,1077,-1.279156923,-2.838076353,1
37,1093,-1.27603507,-2.547941208,1
37,1109,-0.1810117513,-3.257110119,1
37,1125,0.03206921369,-3.51849103,1
37,1141,-0.254340142,-4.320801735,1
37,1157,-0.2119062692,-4.001563072,1
37,1173,-0.1049793214,-2.455825567,1
37,1189,0.0637114495,-2.43453145,1
37,1205,-0.234420985,-2.376689434,1
37,1221,-0.2388848811,-2.171899796,1
37,1237,-0.1112955809,-2.499405861,1
37,1253,-0.3898062706,-2.697704554,1
37,1269,-0.222500369,-2.319690466,1
37,1285,-0.4029046297,-2.322495461,1
37,1301,-0.8556134701,-2.370853424,1
37,1317,-0.2845921516,-2.022446871,1
37,1333,-0.3152825832,-2.235884428,1
37,1349,-0.3391254842,-2.599967003,1
37,1365,-0.03130299598,-2.669197321,1
37,1381,0.1696343124,-2.54923749,1
37,1397,0.3363257647,-2.728558064,1
37,1413,-0.09368382394,-2.673367262,1
37,1429,-0.3931903541,-2.260957479,1
37,1445,-0.5192994475,-2.108178854,1
37,1461,-0.572394371,-1.777188063,1
37,1477,-0.5857824087,-1.847317457,1
37,1493,-0.5874304771,-1.600775957,1
37,1509,-0.6779107451,-1.293847203,1
37,1525,-0.970189333,-1.458608389,1
53,21,-2.316240549,-4.186635017,1
53,37,-2.543138981,-3.298187017,1
53,53,-3.136536837,-2.753890514,1
53,69,-3.626533985,-2.799586058,1
53,85,-3.484476089,-2.887244463,1
53,101,-3.432108641,-3.164859295,1
53,117,-3.457969427,-3.036677122,1
53,133,-3.281843185,-3.298295259,1
53,149,-2.65723443,-3.835995913,1
53,165,-3.249786615,-4.711623192,1
53,181,-3.658088684,-4.796299934,1
53,197,-3.181097746,-4.212729454,1
53,213,-2.944812298,-4.007369995,1
53,229,-2.911489725,-3.420248032,1
53,245,-2.359612465,-2.644375324,1
53,261,-1.687182903,-2.225602865,1
53,277,-1.965608597,-2.560048103,1
53,293,-2.251069069,-2.365476608,1
53,309,-2.426434994,-2.566956758,1
53,325,-2.604161024,-3.121348381,1
53,341,-2.745419979,-3.570286751,1
53,357,-2.92380619,-2.945508003,1
53,373,-2.949558258,-2.967181683,1
53,389,-2.392411947,-3.432741404,1
53,405,-2.633224249,-4.076322556,1
53,421,-2.980519295,-4.49591589,1
53,437,-2.567080736,-3.722786665,1
53,453,-2.083533525,-3.180928469,1
53,469,-3.226325512,-2.995853186,1
53,485,-2.883560419,-2.538758755,1
53,501,-2.45851326,-2.86277914,1
53,517,-2.637778759,-2.898643017,1
53,533,-2.30594182,-2.418438435,1
53,549,-1.628336072,-2.297683477,1
53,565,-0.8738265038,-1.682321906,1
53,581,-0.7505418062,-1.789522886,1
53,597,-1.452534914,-1.086186886,1
53,613,-2.907239199,-1.353837013,1
53,629,-2.939579964,-1.892595053,1
53,645,-2.709670544,-2.564479351,1
53,661,-2.574681044,-2.68845439,1
53,677,-2.128073692,-1.876717925,1
53,693,-2.564611673,-1.666600823,1
53,709,-3.020148516,-2.007490396,1
53,725,-3.404862881,-2.461820126,1
53,741,-2.643144369,-2.345741987,1
53,757,-1.973117828,-2.459197283,1
53,773,-1.776649117,-2.467642784,1
53,789,-1.669422865,-2.344285488,1
53,805,-1.172382236,-2.311271191,1
53,821,-0.7730249166,-1.803694129,1
53,837,-0.3531858325,-1.812922955,1
53,853,0.4160903692,-2.630673885,1
53,869,-0.5084059238,-3.250175953,1
53,885,-1.150735259,-2.636843443,1
53,901,-1.687244177,-2.038487434,1
53,917,-1.767186642,-1.936709404,1
53,933,-1.727184057,-2.662214756,1
53,949,-2.081784964,-3.250533819,1
53,965,-1.954750896,-3.256210804,1
53,981,-1.327322841,-3.129333973,1
53,997,-0.887224257,-3.323269844,1
53,1013,-0.5640119314,-3.298178911,1
53,1029,-0.6581423283,-3.296430111,1
53,1045,-0.7310540676,-3.936635971,1
53,1061,-0.3768244982,-4.872817993,1
53,1077,-0.8299723864,-2.317673683,1
53,1093,-0.9782780409,-1.975133181,1
53,1109,-0.8493011594,-2.545234442,1
53,1125,-0.5204991102,-3.622816086,1
53,1141,0.5529930592,-3.132196903,1
