PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 24, filenames: A:[24]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[25]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,21,-0.148154974,-0.7114839554,1
21,37,-0.283957541,-2.60403657,1
21,53,-0.3502156734,-2.227924824,1
21,69,-0.842671454,-1.143033266,1
21,85,-0.983412385,-0.9837880135,1
21,101,-0.7776231766,-0.5754906535,1
21,117,-0.6427184939,-0.5026113391,1
21,133,-0.4938660264,-0.9138419628,1
21,149,-0.2780584395,-1.212124825,1
21,165,-0.06031271815,-1.172212601,1
21,181,0.03622221947,-1.258564472,1
21,197,-0.1166485846,-0.8131595254,1
21,213,-0.251724124,-0.7422400117,1
21,229,-0.3339862227,-1.510477662,1
21,245,-0.2562368214,-1.552073956,1
21,261,-0.2285163701,-1.880656958,1
21,277,-0.24401474,-2.232489586,1
21,293,-0.2144132257,-3.174683332,1
21,309,-0.4243359268,-1.61972332,1
21,325,0.3102029562,-0.5102589726,1
21,341,0.3793875575,-0.4828113317,1
21,357,0.387480557,-0.8898351192,1
21,373,0.4403444529,-2.145590544,1
21,389,0.4854468107,-3.312173843,1
21,405,0.3165800571,-2.810004473,1
21,421,0.390809834,-2.125856876,1
21,437,-0.07093152404,-1.80290556,1
21,453,-0.1062799096,-0.02099262178,1
21,469,0.6529965997,1.56257081,1
21,485,1.178767681,1.748636723,1
21,501,0.8817573786,-0.9417763948,1
21,517,0.7442586422,-2.233497381,1
21,533,0.1764188111,-1.424930096,1
21,549,-0.236744374,-1.141854286,1
21,565,-0.04823860526,-0.6964969039,1
21,581,0.4121906757,-0.6453717351,1
21,597,1.987480164,-2.073367119,1
21,613,2.574584961,-3.00197649,1
21,629,2.840556622,-2.233951569,1
21,645,0.4961785078,0.3283641338,1
21,661,0.6613801718,-0.05456000566,1
21,677,0.6312445998,-0.9759642482,1
21,693,-0.5651278496,-0.2627621293,1
21,709,-1.017633438,0.8945091963,1
21,725,-0.7801856399,0.7983752489,1
21,741,-0.6145725846,0.4756469727,1
21,757,-0.423813343,0.3230019212,1
21,773,-0.357747823,0.6332410574,1
21,789,-0.5592340827,0.3026598096,1
21,805,-0.8453241587,-0.06714625657,1
21,821,-1.112190485,0.1249186397,1
21,837,-1.268051863,0.02591198683,1
21,853,-0.7988789082,-0.06940883398,1
21,869,-0.6710734367,-0.9207882881,1
21,885,-0.4698792696,-0.7515366077,1
21,901,-0.4574731588,-0.8917130232,1
21,917,0.3480570912,-0.4418416023,1
21,933,-0.3971680403,-0.3186044693,1
21,949,-0.2369395494,-0.25095433,1
21,965,0.1780992746,-0.2227001786,1
21,981,0.06206026673,-0.5154386163,1
21,997,-0.2501760125,-0.2944255769,1
21,1013,-1.017384052,-0.02424773574,1
21,1029,-1.415488958,0.2408118695,1
21,1045,-1.292459726,0.005079716444,1
21,1061,-1.24210763,0.01074062288,1
21,1077,-0.6243240833,0.1253095865,1
21,1093,-0.1777086854,0.07332850993,1
21,1109,-1.352448225,0.1751281619,1
21,1125,-0.2966617346,-0.3975821137,1
21,1141,0.1440682709,-0.9948792458,1
21,1157,-0.6487429142,-1.221133471,1
21,1173,-0.5890394449,-0.3042855859,1
21,1189,-0.139382869,-0.2801091671,1
21,1205,-0.3088750839,-0.8717454076,1
21,1221,-0.802762568,-1.350264192,1
