PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 4, filenames: A:[4]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[5]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,21,3.102377176,1.748950362,1
21,37,2.064319372,0.53883636,1
21,53,1.766290784,-0.4731382132,1
21,69,1.364702702,-0.3961476684,1
21,85,1.412159443,-0.115504384,1
21,101,2.051523685,-0.0884975791,1
21,117,1.557499886,0.0348970294,1
21,133,1.216075182,0.1722474694,1
21,149,0.4043299556,0.2112970352,1
21,165,0.05594158173,0.0351036787,1
21,181,0.3541243672,-0.2494592071,1
21,197,0.1495715678,0.3490061164,1
21,213,0.081728369,0.06713587046,1
21,229,0.1972419024,-0.4205546379,1
21,245,-0.2955058813,-0.7318161726,1
21,261,-2.526257038,-1.446937561,1
21,277,-3.976614952,-2.533977032,1
21,293,-5.170716763,-2.569835424,1
21,309,-4.911975861,-2.648393154,1
21,325,-4.119936466,-3.200264692,1
21,341,-3.184786797,-3.767762423,1
21,357,-2.474354506,-11.57387924,1
21,373,-1.876268864,-2.501272678,1
21,389,-3.413804054,-2.576767921,1
21,405,-4.499753952,-1.665441513,1
21,421,-4.073160172,-2.011382103,1
21,437,-3.129899502,-2.086701632,1
21,453,-3.367280006,-2.020768166,1
21,469,-3.486089706,-2.047124386,1
21,485,-3.360756874,-1.220336914,1
21,501,-3.416468143,-1.004434109,1
21,517,-4.132302284,-1.277802706,1
21,533,-4.88149929,-1.083554983,1
21,549,-5.116038799,-1.878108978,1
21,565,-5.234049797,-1.364355803,1
21,581,-4.858871937,-2.546383619,1
21,597,-4.527533531,-3.006536245,1
21,613,-2.133161068,-0.7707793713,1
21,629,-1.860354185,-1.418630362,1
21,645,-2.004740953,-1.489144564,1
21,661,-2.651002884,-0.8400774002,1
21,677,-2.0760355,0.2411818206,1
21,693,-1.988692999,0.4002737999,1
21,709,-2.25246644,0.008922919631,1
21,725,-2.520508528,-0.4561097026,1
21,741,-2.641275644,-0.4061635733,1
21,757,-2.411889553,-0.7134355307,1
21,773,-2.352193356,-0.7566390038,1
21,789,-3.350607395,-0.8842297792,1
21,805,-3.771699905,-1.055271387,1
21,821,-0.8636887074,-1.254866362,1
21,837,-0.3548378944,-1.006972075,1
21,853,-4.606007099,6.666432858,1
21,869,-0.922000587,-1.461659789,1
21,885,-0.02020582557,-2.448698044,1
21,901,-0.1023695469,-1.158495665,1
21,917,-0.2360173464,-0.7402609587,1
21,933,-0.09534114599,-0.4804315567,1
21,949,-0.3262028694,-0.165060997,1
21,965,-0.6858314276,-0.4113724828,1
21,981,-1.238190174,-0.6740142107,1
21,997,-0.3959459662,-0.6809598207,1
21,1013,-0.06429389119,-0.5576223731,1
21,1029,0.3803097606,-0.4277618229,1
21,1045,1.077635527,-0.08604329824,1
21,1061,1.314820647,-0.3395944238,1
21,1077,1.007542133,-1.060266256,1
21,1093,0.7349658012,-0.993252635,1
21,1109,1.197424769,-1.046856403,1
21,1125,1.230366468,-1.308909178,1
21,1141,0.3549258709,-1.810039282,1
21,1157,-0.08649981022,-2.000082016,1
21,1173,0.3917335868,-1.222738147,1
21,1189,0.5661786795,-1.264068365,1
21,1205,0.519103229,-1.746910334,1
21,1221,1.005489349,-1.578500509,1
21,1237,1.389337897,-1.209851265,1
21,1253,1.160316706,-1.952108622,1
21,1269,0.9710505605,-1.887417316,1
21,1285,0.8442209363,-1.643186688,1
21,1301,0.7006148696,-1.71537745,1
21,1317,0.7448297739,-1.418595433,1
21,1333,1.427503109,-2.160029888,1
21,1349,2.383135319,-3.37088728,1
21,1365,2.597393274,-3.479948997,1
21,1381,-5.147603989,1.052137375,1
21,1397,-4.833922386,-0.06516170502,1
21,1413,3.794758081,-1.772670507,1
21,1429,4.060610294,-2.12610054,1
21,1445,4.013142586,-3.027474642,1
21,1461,4.007018566,-4.32657814,1
21,1477,4.517210484,-4.550605774,1
21,1493,5.032863617,-4.82318449,1
21,1509,4.116772652,-5.080296516,1
21,1525,1.09518683,-2.779570103,1
37,21,2.018687487,0.6173629761,1
37,37,2.093499899,1.069398046,1
37,53,2.133341789,0.4071293175,1
37,69,2.29185915,-0.4890913069,1
37,85,2.142612696,-0.7211278677,1
37,101,1.390409231,-0.9119226933,1
37,117,1.194603086,-0.6580727696,1
37,133,0.8498333693,-0.1136234105,1
37,149,0.597080946,0.08918626606,1
37,165,1.468289614,-0.08191525936,1
37,181,1.472274899,-0.06048829108,1
37,197,-0.05031126738,0.1407166272,1
37,213,-1.113904834,-0.2419679165,1
37,229,-0.9880484343,-0.4295330346,1
37,245,-1.124620199,-0.1904853731,1
37,261,-2.71027422,-0.4887216389,1
37,277,-3.176998138,-1.191562057,1
37,293,-4.156627655,-2.322660685,1
37,309,-4.659474373,-3.366182089,1
37,325,-3.949401617,-5.25767231,1
37,341,-3.131934166,-4.447597504,1
37,357,-2.670029402,-3.653936863,1
37,373,-2.731782913,-2.833174706,1
37,389,-3.275154591,-2.60730052,1
37,405,-3.476193905,-2.681767941,1
37,421,-4.048354626,-1.584647179,1
37,437,-4.17653656,-2.26372385,1
