PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 1, filenames: A:[1]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[2]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,21,4.948257923,7.086551189,1
21,37,5.317765236,5.645564556,1
21,53,6.801677704,5.70023489,1
21,69,7.16242218,6.50785017,1
21,85,6.053494453,6.663350105,1
21,101,7.986593246,8.975777626,1
21,117,8.824729919,9.484366417,1
21,133,9.037985802,9.41723156,1
21,149,9.344759941,10.20846272,1
21,165,10.06946564,10.45717335,1
21,181,10.96861076,10.45332432,1
21,197,11.80913544,10.55665874,1
21,213,12.89659309,11.04445934,1
21,229,14.34093571,12.31155205,1
21,245,15.51563263,11.89725399,1
21,261,16.24496078,11.58983898,1
21,277,16.36410713,12.29354858,1
21,293,16.08177567,13.11380386,1
21,309,16.34944725,13.56045341,1
21,325,16.45565987,12.83413982,1
21,341,16.66010857,12.0396862,1
21,357,16.66703987,11.27540302,1
21,373,15.86602211,11.19829941,1
21,389,16.99066544,9.719923019,1
21,405,17.19179535,9.03690815,1
21,421,17.32470703,8.680318832,1
21,437,17.3202095,8.392110825,1
21,453,17.60608864,8.365672112,1
21,469,17.53912735,8.406600952,1
21,485,17.7622776,8.181239128,1
21,501,18.50232697,8.141894341,1
21,517,18.35438347,8.391122818,1
21,533,20.93679619,10.91683102,1
21,549,21.08014488,11.37906361,1
21,565,20.48296165,10.57426643,1
21,581,21.15690422,10.1644249,1
21,597,20.82136345,10.20802021,1
21,613,20.67668152,9.610850334,1
21,629,21.10341263,9.080955505,1
21,645,21.41559792,8.122131348,1
21,661,22.09478188,7.843625069,1
21,677,22.93784714,7.055921555,1
21,693,23.46824646,6.510284424,1
21,709,24.53358078,6.433867455,1
21,725,25.23369408,5.625607491,1
21,741,25.47060013,5.02529192,1
21,757,24.89016151,4.863704205,1
21,773,24.11110497,3.775663376,1
21,789,23.80399895,3.137729168,1
21,805,23.82354927,2.469504356,1
21,821,24.00979042,1.91601491,1
21,837,23.64932632,1.846372604,1
21,853,24.08842659,1.529855967,1
21,869,24.19344139,0.6238408685,1
21,885,24.07017517,-0.2396968901,1
21,901,23.893013,-0.9217615128,1
21,917,23.38027763,-1.117104769,1
21,933,22.48393822,-1.105812907,1
21,949,21.94746017,-1.68163538,1
21,965,21.78809929,-2.58930397,1
21,981,21.3473053,-4.03342104,1
21,997,21.39518738,-4.782726765,1
21,1013,20.94156456,-5.086833,1
21,1029,20.27093506,-5.284441471,1
21,1045,20.22843933,-5.366368771,1
21,1061,20.92595863,-5.858972073,1
21,1077,20.70994377,-5.872683525,1
21,1093,20.76180077,-7.381328106,1
21,1109,20.6021328,-6.901954651,1
21,1125,16.1989994,0.2879300117,1
21,1141,18.90629578,-6.451822758,1
21,1157,19.73584747,-6.657659054,1
21,1173,20.03143692,-7.194528103,1
21,1189,20.11454582,-8.233942986,1
21,1205,20.22125626,-9.360703468,1
21,1221,18.66228485,-8.285776138,1
21,1237,17.54249382,-7.93817997,1
21,1253,16.85819244,-7.980428696,1
21,1269,15.63916302,-7.959347725,1
21,1285,14.97114754,-8.433159828,1
21,1301,14.94741631,-9.414892197,1
21,1317,15.12322712,-9.864649773,1
21,1333,15.11553192,-9.505224228,1
21,1349,14.61526108,-8.523010254,1
21,1365,14.1850872,-9.905881882,1
21,1381,14.0758009,-10.93887424,1
21,1397,13.55539322,-11.54397678,1
21,1413,12.81482124,-10.71404552,1
21,1429,12.45453835,-10.45315075,1
21,1445,12.39939117,-10.60847473,1
21,1461,10.36736774,-10.57991695,1
21,1477,9.875701904,-10.23162556,1
21,1493,9.495002747,-10.33677292,1
21,1509,8.95115757,-10.09941864,1
21,1525,8.12383461,-9.979837418,1
37,21,5.215161324,8.121788979,1
37,37,5.981352329,6.161166668,1
37,53,6.708582878,6.207031727,1
37,69,7.792691708,7.135448456,1
37,85,8.512352943,8.622385025,1
37,101,9.673278809,9.679980278,1
37,117,10.21382427,10.63609314,1
37,133,10.62883282,11.37227726,1
37,149,11.19939327,11.6515789,1
37,165,11.95846653,11.67336369,1
37,181,12.32288742,11.89041328,1
37,197,12.65433502,11.49427605,1
37,213,13.41572571,11.62812901,1
37,229,14.56841183,12.35134315,1
37,245,15.42459393,12.28803062,1
37,261,16.3152504,12.28502464,1
37,277,16.21861458,13.23274517,1
37,293,16.02376175,13.86230373,1
37,309,16.14267159,13.7910223,1
37,325,16.7443924,14.01535225,1
37,341,16.3845787,13.06843567,1
37,357,16.2133522,12.17756081,1
37,373,16.58407784,11.00883389,1
37,389,17.33820343,10.06195354,1
37,405,17.70430946,9.881716728,1
37,421,18.00175858,9.423556328,1
37,437,18.28679848,8.956840515,1
37,453,19.11595917,8.822735786,1
37,469,18.89185905,8.954856873,1
37,485,18.40631485,8.86679554,1
37,501,19.25343895,8.929414749,1
37,517,19.43450928,9.186685562,1
37,533,19.71242142,9.611909866,1
37,549,19.71250153,9.311267853,1
37,565,20.66085434,9.922966003,1
37,581,22.13011932,9.86825943,1
37,597,22.22964859,9.534925461,1
37,613,21.76689148,9.393813133,1
37,629,22.09290886,8.987630844,1
37,645,21.93602371,7.704381943,1
37,661,22.62623978,8.11781311,1
37,677,23.11683846,6.751057148,1
37,693,23.53902626,6.174414158,1
37,709,24.47204018,5.399812698,1
37,725,25.31809044,5.21243,1
37,741,25.8446846,4.955340862,1
37,757,24.63612366,5.099915981,1
37,773,24.04374886,4.092705727,1
37,789,23.94265938,3.708013058,1
37,805,23.97644615,3.12328887,1
37,821,24.2087822,2.274982929,1
37,837,24.41244507,1.405265927,1
37,853,24.40682793,1.801598549,1
37,869,24.11134148,1.700637221,1
37,885,24.55074501,-1.198863745,1
37,901,24.36608315,-1.844730139,1
37,917,23.69532204,-1.89272666,1
37,933,23.30602074,-2.003539324,1
37,949,22.87610054,-2.469080925,1
37,965,22.88699341,-3.096984625,1
37,981,22.76723862,-4.169870377,1
37,997,22.46274567,-4.006875515,1
37,1013,21.86492157,-4.905843258,1
37,1029,21.56882858,-6.073256493,1
37,1045,21.33101273,-5.585620403,1
37,1061,21.02779198,-5.938378334,1
37,1077,21.04310799,-5.770648956,1
37,1093,20.56672287,-5.872579098,1
37,1109,20.1730957,-6.083560944,1
37,1125,19.34407043,-7.920462132,1
37,1141,18.72928047,-8.028963089,1
37,1157,18.48235321,-6.883538246,1
37,1173,18.63012123,-7.12330389,1
37,1189,19.23360825,-8.016599655,1
37,1205,20.04293251,-9.124140739,1
37,1221,19.64452934,-8.44733429,1
37,1237,17.86340332,-8.304599762,1
37,1253,17.21956825,-8.071474075,1
37,1269,16.47920609,-8.171319008,1
37,1285,15.49913406,-8.531010628,1
37,1301,15.38573551,-9.160655022,1
37,1317,15.58193111,-9.584817886,1
37,1333,15.5600214,-9.441171646,1
37,1349,15.20640373,-10.06031513,1
37,1365,14.18125534,-10.89442825,1
37,1381,13.88700771,-11.12445354,1
37,1397,14.30234623,-10.9905901,1
37,1413,13.31859207,-10.96946907,1
37,1429,12.50209141,-11.33609486,1
37,1445,11.74279404,-11.1297369,1
37,1461,10.88739204,-10.77235603,1
37,1477,10.34745884,-10.46202087,1
37,1493,9.967935562,-10.36412144,1
37,1509,9.351882935,-10.27527809,1
37,1525,8.489834785,-10.08462429,1
53,21,5.661507607,8.440244675,1
53,37,6.910695553,7.297005177,1
53,53,7.118226051,7.506156921,1
53,69,8.351827621,9.51871109,1
53,85,9.822162628,10.73035717,1
53,101,11.45316887,11.21042347,1
53,117,11.22384071,12.77886963,1
53,133,11.51891518,13.32128525,1
53,149,13.27194309,14.11772346,1
53,165,13.96999073,14.50845432,1
53,181,14.33411789,13.64661407,1
53,197,14.09330177,12.77302074,1
53,213,14.35299778,12.34808254,1
53,229,14.96635914,12.5112381,1
53,245,15.59324741,12.92131042,1
53,261,16.14022827,13.15172863,1
53,277,16.50785065,14.06879616,1
53,293,16.66384506,14.0843401,1
53,309,16.63884163,13.71681595,1
53,325,17.22402954,14.71981144,1
53,341,17.07940865,14.85415459,1
53,357,16.90946579,13.6596241,1
53,373,17.63293076,11.54902649,1
53,389,18.48361588,10.74312019,1
53,405,18.87376022,10.27201462,1
53,421,19.1816082,10.50283909,1
53,437,19.13305473,10.05940723,1
53,453,18.58930016,9.789510727,1
53,469,18.2720089,9.588843346,1
53,485,18.32131195,9.673839569,1
53,501,18.52620697,9.92353344,1
53,517,18.78371239,9.464464188,1
53,533,19.31231689,9.260698318,1
53,549,19.44879532,9.388667107,1
53,565,20.18112755,9.458266258,1
53,581,21.60218239,9.456811905,1
53,597,21.63905144,9.102369308,1
53,613,21.50959015,8.730541229,1
53,629,21.89166069,8.648816109,1
53,645,22.07783508,9.193514824,1
53,661,22.16885757,7.835951805,1
53,677,23.29627419,6.655290127,1
53,693,24.09469223,6.377243042,1
53,709,24.71695137,5.618309975,1
53,725,24.98531723,5.533397198,1
53,741,24.92008972,5.349354267,1
53,757,24.43214989,4.751392365,1
53,773,24.16610718,4.832851887,1
53,789,23.91539955,4.569281578,1
53,805,24.24790001,3.651725531,1
53,821,24.91889,2.939007282,1
53,837,25.04851341,1.494882345,1
53,853,25.04945374,1.040385962,1
53,869,25.20901108,0.942489624,1
53,885,25.94273758,-0.6607427001,1
53,901,25.1523304,-1.363679051,1
53,917,24.32326317,-2.84779644,1
53,933,24.22697258,-3.194500685,1
53,949,23.58076477,-3.289067268,1
53,965,23.28695869,-3.900680065,1
53,981,22.90563774,-4.690660954,1
53,997,22.82412529,-3.857284546,1
53,1013,22.34355927,-4.764052391,1
53,1029,21.86410332,-7.052654743,1
