PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 2, filenames: A:[2]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[3]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,21,2.20656395,19.61704445,1
21,37,1.73593998,27.49177361,1
21,53,8.828504562,19.58830261,1
21,69,12.54048729,20.13180923,1
21,85,16.06302643,20.78545952,1
21,101,18.26562691,20.21505547,1
21,117,20.28889465,21.3662796,1
21,133,20.27770042,21.88042259,1
21,149,18.93566513,21.00534439,1
21,165,18.67612267,21.21113968,1
21,181,20.09590149,18.17189217,1
21,197,18.68732071,17.05095673,1
21,213,1.574904919,13.75795364,1
21,229,-3.462280989,12.01116657,1
21,245,1.672931671,5.399727821,1
21,261,14.9698782,6.518195152,1
21,277,23.969244,15.36470032,1
21,293,21.46286583,16.73986244,1
21,309,19.52574348,17.89875603,1
21,325,18.94104385,17.13076019,1
21,341,19.81441116,13.63180923,1
21,357,21.90947533,12.01064682,1
21,373,21.96127701,12.20021725,1
21,389,19.79922676,10.96787739,1
21,405,19.57180214,9.552733421,1
21,421,19.49801254,8.552444458,1
21,437,19.32940102,8.593388557,1
21,453,19.80228233,8.636799812,1
21,469,18.58670044,8.89614296,1
21,485,16.84329224,8.853881836,1
21,501,18.19578934,9.623192787,1
21,517,18.98301888,9.230291367,1
21,533,19.67643929,8.279993057,1
21,549,18.18534088,7.128489494,1
21,565,17.00263786,6.260214806,1
21,581,15.14406395,5.975539207,1
21,597,14.98769951,4.825184822,1
21,613,15.58742619,5.542531013,1
21,629,16.24740601,7.537252903,1
21,645,14.40784836,7.121217728,1
21,661,13.46537113,6.432403088,1
21,677,15.02391338,5.514358521,1
21,693,16.00530815,5.083234787,1
21,709,15.98385525,2.939777851,1
21,725,17.59078979,3.698377609,1
21,741,18.65942764,3.023243427,1
21,757,18.49803925,2.880921841,1
21,773,17.489254,2.459641218,1
21,789,16.67950439,1.983870983,1
21,805,17.10494232,1.530222058,1
21,821,17.47720528,0.359716177,1
21,837,17.13370895,-1.635627031,1
21,853,17.60954285,-1.761624575,1
21,869,18.14538765,-0.2962123454,1
