PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 13, filenames: A:[13]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[14]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,21,-2.416657448,-2.364973783,1
21,37,-1.294161558,-2.516985655,1
21,53,-1.200192451,-2.220352411,1
21,69,-1.767119884,-1.329598784,1
21,85,-2.173933506,-1.205287218,1
21,101,-2.369874239,-0.8724833727,1
21,117,-2.182487011,-0.2917845845,1
21,133,-1.918697596,-0.8108992577,1
21,149,-1.813760281,-1.489061117,1
21,165,-2.282651901,-1.7849015,1
21,181,-2.561255932,-2.105345964,1
21,197,-2.387539148,-2.43892765,1
21,213,-2.825609446,-3.129919052,1
21,229,-2.664123535,-3.787337303,1
21,245,-2.170309782,-3.042860031,1
21,261,-1.832921147,-2.623305082,1
21,277,-2.474031687,-2.975533485,1
21,293,-1.963130713,-4.247980595,1
21,309,-2.946522713,-4.137794495,1
21,325,-3.882894993,-3.036497355,1
21,341,-5.027922153,-2.254578114,1
21,357,-4.565009117,-2.109458685,1
21,373,-4.127338409,-2.377522469,1
21,389,-3.878699303,-2.737173796,1
21,405,-3.231028318,-2.953148365,1
21,421,-2.850302219,-3.077988863,1
21,437,-3.333006144,-2.114957333,1
21,453,-3.505736828,-0.7936426401,1
21,469,-2.097865105,0.04064553976,1
21,485,-1.666642666,-0.7592570186,1
21,501,-1.944833994,-1.684036493,1
21,517,-2.435084105,-1.269589663,1
21,533,-2.419474363,-1.940649629,1
21,549,-1.948199749,-2.657538414,1
21,565,-1.108299494,-3.018030882,1
21,581,-2.293386936,-3.249810696,1
21,597,-2.014428616,-2.865310431,1
21,613,-1.853752732,-2.299135923,1
21,629,-2.423352003,-3.037570477,1
21,645,-2.436798811,-3.030860424,1
21,661,-0.8578882217,-2.828217745,1
21,677,-0.1106805801,-2.674850464,1
21,693,-0.4923510849,-2.0132761,1
21,709,-1.311251163,-2.455714226,1
21,725,-2.011162996,-2.207403898,1
21,741,-1.815881491,-1.439132094,1
21,757,-1.169804692,-0.8227379322,1
21,773,-0.8513708115,-0.9825165868,1
21,789,-0.9594669342,-1.390131593,1
21,805,-1.529800415,-2.567068577,1
21,821,-1.852246046,-2.341651201,1
21,837,-1.316359758,-1.281327605,1
21,853,-0.9506321549,-1.427140236,1
21,869,-0.3052979708,-1.303891182,1
21,885,-0.3534535766,-1.830995083,1
21,901,-1.006905079,-3.493256569,1
21,917,0.2791845798,-1.449529886,1
21,933,0.4011788666,-1.00820899,1
21,949,0.5643849969,-0.8576971889,1
21,965,0.3629077971,-1.120491266,1
21,981,0.005894482136,-1.200902581,1
21,997,-0.480388701,-1.565355778,1
21,1013,-0.5009331703,-1.348643899,1
21,1029,-0.1989788413,-1.235211492,1
21,1045,-0.2156236023,-1.850476503,1
21,1061,-0.07118797302,-1.431733727,1
21,1077,0.5733093619,-1.571863532,1
21,1093,1.475261211,-1.5983814,1
21,1109,2.337661982,-2.308287859,1
21,1125,2.157131195,-2.680887222,1
21,1141,1.114802122,-2.33797431,1
21,1157,0.5620910525,-1.44918251,1
21,1173,0.3659642935,-1.533347487,1
21,1189,0.5285887718,-1.087267756,1
21,1205,0.6304799318,-1.287104368,1
21,1221,1.001052618,-1.349501848,1
21,1237,1.312365055,-1.636439919,1
21,1253,1.790402412,-2.222534657,1
21,1269,2.636027336,-1.866399288,1
21,1285,2.940679073,-2.101917505,1
21,1301,2.561880112,-3.107899189,1
21,1317,1.722149611,-3.329806805,1
21,1333,1.059404612,-3.234795094,1
21,1349,0.3755884767,-2.54757452,1
21,1365,-0.3292955458,-2.03037262,1
21,1381,-0.392557621,-1.698900819,1
21,1397,-0.05778294802,-1.125845671,1
21,1413,-0.2025306523,-0.8447326422,1
21,1429,-0.5437970757,-1.464095116,1
21,1445,-0.307674557,-1.41068542,1
21,1461,0.365557313,-1.217232466,1
21,1477,0.4852594137,-1.413536906,1
21,1493,0.181461215,-1.381291509,1
21,1509,-0.123935014,-0.956076622,1
21,1525,-0.8148462772,0.1170607805,1
37,21,-0.9304733276,-2.364960909,1
37,37,-0.8135318756,-2.130365849,1
37,53,-0.8554031849,-2.116323233,1
37,69,-1.47135675,-2.071345329,1
37,85,-2.167438269,-1.87258184,1
37,101,-1.909788132,-1.723500848,1
37,117,2.777469397,6.421931267,1
37,133,-0.8876968622,-1.308102012,1
37,149,-0.751103878,-1.471513033,1
37,165,-1.702726483,-1.618184447,1
37,181,-2.248809099,-1.830970764,1
37,197,-2.337403774,-1.901109934,1
37,213,-2.385298252,-1.959380388,1
37,229,-2.396219254,-2.515722752,1
37,245,-2.109451532,-2.139515877,1
37,261,-2.122748852,-2.409835339,1
37,277,-2.959439754,-2.97036314,1
37,293,-2.62146616,-5.029855728,1
37,309,-2.496327877,-4.372112274,1
37,325,-2.363769293,-3.349608898,1
37,341,-3.203215122,-3.30011797,1
37,357,-2.868488789,-3.164391041,1
37,373,-2.668160439,-3.095742702,1
37,389,-2.902506351,-2.937466383,1
37,405,-2.893342257,-2.396797895,1
37,421,-3.322223425,-2.318236828,1
37,437,-4.107328415,-1.82367456,1
37,453,-3.329887629,-0.7241123915,1
37,469,-2.462953568,-0.5527061224,1
37,485,-2.595919609,-0.9489238262,1
37,501,-2.257832289,-1.665910721,1
37,517,-1.981246471,-1.266450524,1
37,533,-2.04830575,-1.891613245,1
37,549,-1.904352427,-2.694010735,1
37,565,-1.989716053,-2.766391039,1
37,581,-2.063718557,-3.037443638,1
37,597,-1.801208496,-3.44619751,1
37,613,-2.200285673,-4.429038048,1
37,629,-2.084094286,-3.672351599,1
37,645,-1.844163418,-2.441084146,1
37,661,-0.5911901593,-2.481783152,1
37,677,-0.2742765248,-2.27923584,1
37,693,-0.6100771427,-1.718781948,1
37,709,-0.9081555605,-1.669058681,1
37,725,-1.447785258,-1.803161144,1
37,741,-1.405603647,-1.399264932,1
37,757,-1.216979265,-1.082668781,1
37,773,-1.125257969,-1.245348811,1
37,789,-1.895059466,-1.970059395,1
37,805,-2.186222792,-2.491388321,1
37,821,-1.795429468,-2.615825891,1
37,837,-1.758389473,-1.611979604,1
37,853,-0.9967356324,-1.414421439,1
37,869,-0.1965275854,-1.45702517,1
37,885,0.2402323037,-1.207247019,1
37,901,0.4871328771,-1.13662219,1
37,917,0.4661378562,-1.335939527,1
37,933,0.4768228531,-0.9242973328,1
37,949,0.672409296,-1.017235279,1
37,965,0.2064991295,-1.111124635,1
37,981,-0.1152195409,-1.270708323,1
37,997,-1.529328346,-1.643071651,1
37,1013,-0.611710906,-1.116086006,1
37,1029,-0.08287857473,-0.6364417672,1
37,1045,-0.09027731419,-1.016587138,1
37,1061,0.15809986,-1.059118986,1
37,1077,1.03712678,-1.316198111,1
37,1093,1.525285602,-1.925346494,1
37,1109,1.532496929,-2.795083761,1
37,1125,1.188032389,-2.891803503,1
37,1141,0.8502104878,-2.608255386,1
37,1157,0.8420625329,-2.233279705,1
37,1173,0.8499596119,-1.754516006,1
37,1189,1.292941809,-0.8102749586,1
37,1205,0.9733499885,-1.363720417,1
37,1221,0.458347559,-1.443217635,1
37,1237,0.04447668791,-1.832535505,1
37,1253,1.063519835,-2.508931637,1
37,1269,1.887022495,-2.203226089,1
37,1285,1.793826103,-2.31058836,1
37,1301,1.502759099,-2.851113796,1
37,1317,1.0339607,-2.611778736,1
37,1333,0.525154829,-2.635799646,1
37,1349,0.2478770614,-2.145705223,1
37,1365,0.1446048915,-1.719699621,1
37,1381,0.3939091265,-1.664877892,1
37,1397,0.3281784058,-1.657966495,1
37,1413,-0.1334674954,-1.655324697,1
37,1429,-0.4314208031,-1.471482277,1
37,1445,-0.8869854212,-1.281284809,1
37,1461,-0.7845710516,-0.973225832,1
37,1477,-0.3634594977,-1.101694107,1
37,1493,-0.401614815,-1.267256498,1
37,1509,-0.3689624369,-1.320157051,1
37,1525,-0.1759203821,-0.9670590162,1
53,21,-0.6816626191,-2.337105513,1
53,37,-0.7523988485,-1.86561203,1
53,53,-0.911648035,-1.740768194,1
53,69,-1.137519002,-2.262444258,1
53,85,-1.667874694,-2.232849121,1
53,101,-1.50920558,-2.236050129,1
53,117,-0.9403605461,-2.05483532,1
53,133,-0.5121895075,-1.468979359,1
53,149,-0.9509323835,-1.620423436,1
53,165,-1.849428773,-1.902904987,1
53,181,-2.335995197,-1.835610271,1
53,197,-2.231762886,-1.822948933,1
53,213,-2.565185785,-1.492297649,1
53,229,-3.151763916,-1.701841354,1
53,245,-2.851006031,-1.562228441,1
53,261,-2.422555447,-2.12264204,1
53,277,-1.982424259,-3.171369791,1
53,293,-2.076159477,-3.79882288,1
53,309,-3.508755684,-3.832056046,1
53,325,-2.263968468,-3.668999434,1
53,341,-2.674429893,-3.313538074,1
53,357,-2.548082829,-3.116011143,1
53,373,-2.517542601,-3.023832321,1
53,389,-2.95545125,-2.894934177,1
53,405,-2.624106407,-1.180459738,1
53,421,-3.236634016,-0.2510793209,1
53,437,-3.458194494,-1.118263006,1
53,453,-3.290972233,-1.219586492,1
53,469,-2.260508299,-0.957198143,1
53,485,-2.584681988,-0.9603376389,1
53,501,-2.581179142,-1.685383558,1
53,517,-2.241457224,-2.006836414,1
53,533,-2.142757893,-2.100637913,1
53,549,-2.140467405,-2.904699564,1
53,565,-2.165400028,-3.01531744,1
53,581,-1.956286192,-3.323848963,1
53,597,-1.033717155,-3.570138454,1
53,613,-0.6593966484,-3.398895979,1
53,629,-0.5740441084,-2.773996592,1
53,645,-0.8626489043,-2.494202852,1
53,661,-0.2646670341,-1.358068585,1
53,677,0.05555105209,-1.293755054,1
53,693,-0.3025449216,-1.512197971,1
53,709,-0.6976734996,-1.792658925,1
53,725,-0.8125872612,-2.032678843,1
53,741,-0.8770185709,-1.519446969,1
53,757,-0.8643038869,-1.368077874,1
53,773,-1.090848684,-1.544556856,1
53,789,-1.161298752,-2.029372692,1
53,805,-1.294726133,-2.376697779,1
53,821,-1.233722448,-1.747041225,1
53,837,-1.641942143,-1.275492191,1
53,853,-1.592716336,-2.038835049,1
53,869,-0.2938891053,-1.827694416,1
53,885,0.161555171,-1.253441334,1
53,901,0.972771883,-1.394619942,1
53,917,0.9003427625,-1.515123248,1
53,933,0.5494427681,-1.742947698,1
53,949,0.05527591705,-1.745126128,1
53,965,-0.1416307092,-1.367386699,1
53,981,-0.2260793149,-1.373944998,1
53,997,-0.02759727836,-1.588160753,1
53,1013,0.08410380036,-0.9218486547,1
53,1029,-0.2507341206,-0.4622159004,1
53,1045,-0.3440556228,-0.6172298789,1
53,1061,0.4091977179,-0.9024021626,1
53,1077,1.541816473,-1.012742519,1
53,1093,1.694269776,-1.735270262,1
53,1109,1.254972458,-2.583883762,1
53,1125,1.158514023,-2.560497522,1
53,1141,0.9957338572,-2.652339935,1
53,1157,1.159898162,-2.548981428,1
53,1173,1.799912453,-1.851042747,1
53,1189,1.729752183,-0.7064055204,1
53,1205,1.597644448,-1.672524214,1
53,1221,0.8892402053,-2.102111816,1
53,1237,0.5012030602,-2.075615406,1
53,1253,1.141990662,-2.174785614,1
53,1269,1.573092699,-2.268416166,1
53,1285,1.716239929,-2.225571871,1
53,1301,1.874605417,-2.180607557,1
53,1317,1.158556223,-2.457518101,1
53,1333,0.3330439329,-2.108258247,1
53,1349,0.0935061574,-1.853080392,1
53,1365,0.1650081575,-1.665898085,1
53,1381,0.4883690476,-1.67462194,1
53,1397,0.3134598434,-2.01469636,1
53,1413,0.1545251012,-1.554176927,1
53,1429,-0.2341256291,-1.804249167,1
53,1445,-0.390766263,-1.306654334,1
53,1461,-0.6122443676,-1.133358955,1
53,1477,-0.6754966974,-1.117169857,1
53,1493,-0.7198932767,-1.168737411,1
53,1509,-1.890799761,-1.69895947,1
53,1525,0.176685676,-0.855727613,1
69,21,-0.6689262986,-1.994586945,1
69,37,-0.5915043354,-1.835492969,1
69,53,-0.6920810938,-1.52671206,1
69,69,-0.7722319961,-2.087500334,1
69,85,-1.064470887,-2.684760809,1
69,101,-1.019377232,-2.355721712,1
69,117,-0.8187657595,-1.731726766,1
69,133,-0.6263332367,-1.403629541,1
69,149,-0.8572979569,-1.541211009,1
69,165,-1.379150033,-1.89907515,1
69,181,-1.781958818,-1.830433607,1
69,197,-1.978396058,-1.754276037,1
69,213,-2.371119022,-1.523881674,1
69,229,-2.84394145,-1.910589218,1
69,245,-3.086804867,-1.444300175,1
69,261,-2.593346119,-2.303407192,1
69,277,-2.067552805,-2.976364613,1
69,293,-2.029520035,-3.328889132,1
69,309,-1.830199122,-3.307974339,1
69,325,-1.518271446,-3.680584669,1
69,341,-1.759489417,-3.889856815,1
69,357,-1.293210745,-3.099096537,1
69,373,-1.179154396,-2.77564311,1
69,389,-1.69869709,-2.851849556,1
69,405,-2.768582106,1.02255559,1
69,421,-2.630028248,1.322410107,1
69,437,-1.741034627,-1.069815159,1
69,453,-1.813667297,-1.305722833,1
69,469,-1.945794106,-1.074140668,1
69,485,-2.422738075,-0.9620103836,1
