PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 10, filenames: A:[10]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[11]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,21,-6.743399143,-5.633541107,1
21,37,-6.709289551,-5.91737318,1
21,53,-6.277550697,-5.708438873,1
21,69,-5.92787838,-5.273478508,1
21,85,-5.312035561,-5.394042969,1
21,101,-5.689587116,-6.107738495,1
21,117,-6.363749504,-5.226616859,1
21,133,-5.811609268,-5.152207851,1
21,149,-5.012784004,-5.209470272,1
21,165,-5.097469807,-5.118600845,1
21,181,-4.930829048,-5.560482025,1
21,197,-4.540625572,-6.16593504,1
21,213,-5.108877659,-6.052145004,1
21,229,-6.26025486,-5.493909836,1
21,245,-5.43556881,-5.851701736,1
21,261,-4.716610432,-5.919807434,1
21,277,-4.225939274,-5.896012783,1
21,293,-4.161916256,-5.369831085,1
21,309,-4.622172356,-5.40842247,1
21,325,-5.119086266,-4.581151962,1
21,341,-5.072869778,-4.880190372,1
21,357,-4.429896355,-5.558994293,1
21,373,-4.734321594,-4.207540512,1
21,389,-5.299716949,-2.43065238,1
21,405,-6.252132416,-2.033784628,1
21,421,-5.241949081,-2.543040037,1
21,437,-3.777896404,-1.97118783,1
21,453,-3.881838322,-1.639543533,1
21,469,-3.931891441,-2.660450459,1
21,485,-2.951014042,-3.509611845,1
21,501,-3.051054001,-2.821124554,1
21,517,-4.274688721,-2.746620655,1
21,533,-5.818563461,-3.300680399,1
21,549,-5.720937729,-3.664126635,1
21,565,-4.795658112,-3.125524044,1
21,581,-2.818348646,-1.024947405,1
21,597,-2.901306391,-1.020417213,1
21,613,-3.3808074,-1.392955065,1
21,629,-2.934414387,-1.806388259,1
21,645,-3.234329462,-1.787766099,1
21,661,-3.501142025,-1.309410334,1
21,677,-3.362648964,-1.009183168,1
21,693,-3.383962631,-0.585098505,1
21,709,-3.32731843,-1.074114919,1
21,725,-3.289014816,-1.868686914,1
21,741,-2.908613682,-2.300847292,1
21,757,-3.090000629,-3.081125736,1
21,773,-4.044815063,-3.225979805,1
21,789,-4.004511833,-2.804522038,1
21,805,-2.953711271,-2.743707657,1
21,821,-1.793126941,-3.712400675,1
21,837,-2.391354322,-4.308601856,1
21,853,-5.397388458,-2.320466757,1
21,869,-6.123015881,-2.421317101,1
21,885,-4.688024521,-2.124113798,1
21,901,-3.584283352,-2.271592379,1
21,917,-3.658893108,-1.574315906,1
21,933,-3.948257923,-1.335004091,1
21,949,-3.805954933,-1.994337797,1
21,965,-4.804057121,-3.176092625,1
21,981,-3.073022127,-2.622133732,1
21,997,-2.487322807,-2.376660347,1
21,1013,-2.268081903,-2.540211678,1
21,1029,-1.743929267,-2.546871185,1
21,1045,-1.065417886,-2.352950573,1
21,1061,-1.443242073,-2.279014349,1
21,1077,-1.393003106,-2.603309155,1
21,1093,-2.185441494,-2.568627119,1
21,1109,-2.575490952,-1.977787256,1
21,1125,-2.530119658,-1.725270271,1
21,1141,-2.706300259,-1.264901876,1
21,1157,-1.909137487,-0.513205409,1
21,1173,-1.527866364,-1.143172026,1
21,1189,-1.714730144,-0.9495728016,1
21,1205,-2.616127253,-1.47676158,1
21,1221,-3.622854233,-2.055767059,1
21,1237,-3.769732475,-2.54404974,1
21,1253,-3.106463909,-1.960962415,1
21,1269,-2.996558666,-1.322769761,1
21,1285,-2.844979763,-1.305962086,1
21,1301,-2.448521376,-1.4677037,1
21,1317,-2.529308081,-1.548066378,1
21,1333,-2.36089921,-1.316772699,1
21,1349,-2.227556705,-1.277912855,1
21,1365,-2.150818586,-1.048751354,1
21,1381,-1.754227161,-1.209440947,1
21,1397,-1.438519478,-0.7735912204,1
21,1413,-0.8414629698,-0.7732548714,1
21,1429,-1.303377748,-0.3728129268,1
21,1445,-1.33685863,-0.5386128426,1
21,1461,-1.346354723,-0.3805628419,1
21,1477,-2.156374693,-0.4690684974,1
21,1493,-2.132130146,-0.1963130832,1
21,1509,-1.64652431,-0.0836199522,1
21,1525,0.5146121979,-0.9984625578,1
37,21,-6.170620918,-5.555313587,1
37,37,-6.710878372,-6.151650429,1
37,53,-6.611444473,-5.890354156,1
37,69,-6.215997696,-5.054069519,1
37,85,-6.043272018,-5.05711937,1
37,101,-6.148541451,-5.473713875,1
37,117,-6.317649841,-5.386507034,1
37,133,-6.141607285,-5.810303211,1
37,149,-5.559626102,-5.627496243,1
37,165,-5.751228333,-5.785235882,1
37,181,-5.882892609,-6.015862942,1
37,197,-5.604665756,-6.532156944,1
37,213,-5.516267776,-5.973933697,1
37,229,-4.781101227,-5.499927998,1
37,245,-4.234310627,-6.089739323,1
37,261,-3.377826214,-5.429475307,1
37,277,-3.235572577,-5.313418865,1
37,293,-3.390044212,-5.06886816,1
37,309,-3.591608524,-5.243622303,1
37,325,-3.947018147,-4.931353092,1
37,341,-4.299071789,-5.47989893,1
37,357,-4.186373711,-6.306269169,1
37,373,-4.333904266,-6.583732605,1
37,389,-4.336038589,-2.751305819,1
37,405,-4.882665634,-2.324487209,1
37,421,-4.905762196,-2.61108017,1
37,437,-4.794303894,-2.637722254,1
37,453,-4.707781315,-2.508399248,1
37,469,-4.631699562,-2.883506775,1
37,485,-4.883280277,-3.611666441,1
37,501,-4.258634567,-3.456170559,1
37,517,-4.691355705,-3.255149841,1
37,533,-5.585453033,-3.881176949,1
37,549,-5.490307808,-3.463237762,1
37,565,-4.42944479,-2.741465569,1
37,581,-3.627806187,-1.160210848,1
37,597,-3.932875395,-1.151611567,1
37,613,-3.838211775,-1.242106199,1
37,629,-3.30529356,-1.209200144,1
37,645,-3.803940773,-1.235407114,1
37,661,-4.208498955,-1.173783779,1
37,677,-4.013511658,-1.256230235,1
37,693,-4.097674847,-1.113123417,1
37,709,-4.239385128,-1.713647008,1
37,725,-4.118684292,-2.151839733,1
37,741,-3.790689468,-2.648988008,1
37,757,-3.236034155,-2.931876183,1
37,773,-2.781864405,-2.719007015,1
37,789,-3.381665468,-2.487231493,1
37,805,-3.322492123,-2.208236456,1
37,821,-2.223829031,-2.169350147,1
37,837,-2.617535114,-2.324522018,1
37,853,-3.510855198,-2.337591171,1
37,869,-4.116557121,-2.294266701,1
37,885,-4.132781029,-2.34417057,1
37,901,-4.072694778,-2.531639099,1
37,917,-10.31904888,-3.691734314,1
37,933,-8.399494171,-1.672824144,1
37,949,-6.062429428,-2.084582806,1
37,965,-2.854891062,-4.727588177,1
37,981,-2.398133039,-2.435224771,1
37,997,-2.304562569,-2.118429184,1
37,1013,-2.366766453,-2.314138651,1
37,1029,-2.344534874,-2.77442503,1
37,1045,-1.627706051,-2.788621187,1
37,1061,-1.452975035,-2.804114342,1
37,1077,-2.133703709,-2.685201406,1
37,1093,-2.269850731,-3.052305222,1
37,1109,-2.067741156,-2.119606972,1
37,1125,-2.143344879,-2.284314632,1
37,1141,-2.034945011,-1.290650487,1
37,1157,-1.830695748,-0.7732920647,1
37,1173,-1.740344405,-0.862339139,1
37,1189,-2.095633984,-1.295366168,1
37,1205,-2.836808205,-1.550222158,1
37,1221,-2.999886751,-1.545338869,1
37,1237,-2.558673382,-1.521484733,1
37,1253,-2.299716234,-1.303447366,1
37,1269,-2.307523966,-0.9562824965,1
37,1285,-2.762410879,-1.157268763,1
37,1301,-2.908954382,-1.295245171,1
37,1317,-2.228500366,-1.169407725,1
37,1333,-2.154752254,-1.51353097,1
37,1349,-2.004546165,-1.155705452,1
37,1365,-1.991194725,-1.240470648,1
37,1381,-1.896521568,-1.271444559,1
37,1397,-1.790933609,-1.007301688,1
37,1413,-1.481775165,-0.7347323298,1
37,1429,-0.8556360006,-0.6386237741,1
37,1445,-1.163946629,-0.7676100135,1
37,1461,-1.391849995,-1.016618013,1
37,1477,-1.45990634,-0.4142512679,1
37,1493,-1.564044356,-0.2238483429,1
37,1509,-1.357952952,-0.4530580938,1
37,1525,-0.8370299339,-0.8003729582,1
53,21,-6.067323685,-5.69093895,1
53,37,-6.134857178,-5.19598341,1
53,53,-6.289453983,-4.925811291,1
53,69,-6.396923065,-4.496911526,1
53,85,-5.485882282,-3.983775139,1
53,101,-5.810539246,-4.838378906,1
53,117,-6.471694469,-5.249566555,1
53,133,-6.526257992,-5.260205746,1
53,149,-5.615136623,-5.86934185,1
53,165,-5.764862537,-5.949893951,1
53,181,-5.983124256,-6.432428837,1
53,197,-5.709756374,-6.3795681,1
53,213,-5.385944843,-5.795842171,1
53,229,-4.866365433,-5.390183926,1
53,245,-4.340629101,-5.46457386,1
53,261,-3.634690285,-5.6413517,1
53,277,-3.456756115,-4.860569,1
53,293,-3.565757751,-4.407772064,1
53,309,-3.503995657,-5.041766167,1
53,325,-3.713118792,-5.333820343,1
53,341,-4.135725498,-5.509726524,1
53,357,-4.150699615,-6.055991173,1
53,373,-4.138567448,-5.765994072,1
53,389,-3.923770905,-2.977735996,1
53,405,-4.251682281,-2.711488962,1
53,421,-4.54985714,-3.07789278,1
53,437,-4.697966099,-2.944434404,1
53,453,-4.993225574,-2.966354609,1
53,469,-5.233082294,-3.046337128,1
53,485,-4.777194977,-3.062481403,1
53,501,-4.500119209,-3.398323059,1
53,517,-4.241566658,-3.49156642,1
53,533,-3.787269115,-3.318511963,1
53,549,-4.272177696,-3.653937817,1
53,565,-4.084498882,-3.340962648,1
53,581,-3.459573507,-1.598614931,1
53,597,-3.60895586,-1.035141706,1
53,613,-4.327554703,-0.9738249779,1
53,629,-4.135011673,-1.01076901,1
53,645,-3.503511906,-1.164525509,1
53,661,-4.203374863,-1.323220849,1
53,677,-4.893705368,-1.620608091,1
53,693,-4.553116798,-2.095777988,1
53,709,-4.578324318,-2.922891855,1
53,725,-4.729963779,-2.746200562,1
53,741,-4.647774696,-2.818651199,1
53,757,-3.809233904,-2.935642004,1
53,773,-2.821750641,-2.876251459,1
53,789,-2.500385761,-2.815906525,1
53,805,-2.304163694,-2.319726706,1
53,821,-2.087644815,-2.190038681,1
53,837,-2.657087326,-2.412491322,1
53,853,-3.451619625,-3.965560913,1
53,869,-3.537761211,-3.405705929,1
53,885,-3.863883495,-2.332879782,1
53,901,-3.843062639,-2.080558538,1
53,917,-3.901531696,-1.620977163,1
53,933,-3.625785589,-2.734301567,1
53,949,-2.489853144,-3.39210391,1
53,965,-1.889607906,-2.443043947,1
53,981,-2.412611246,-2.331316233,1
53,997,-2.073703051,-2.32742238,1
53,1013,-2.009260178,-2.452695847,1
53,1029,-2.239854336,-2.869611502,1
53,1045,-2.106756687,-3.047457218,1
53,1061,-1.7182827,-2.943780899,1
53,1077,-2.718352556,-3.939952374,1
53,1093,-2.356076717,-4.814937592,1
53,1109,-1.890214086,-3.080375195,1
53,1125,-1.666668177,-2.964245796,1
