PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 15, filenames: A:[15]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[16]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,21,-2.735928059,-0.797382772,1
21,37,-2.075371742,-1.990235329,1
21,53,-1.221602082,-2.280022621,1
21,69,-0.9379979372,-1.77751565,1
21,85,-0.91846627,-1.292749405,1
21,101,-0.7839418054,-1.522502899,1
21,117,-0.1742978692,-2.390048027,1
21,133,0.2238194942,-2.178637266,1
21,149,-0.1805881262,-1.560739994,1
21,165,-1.065714836,-1.048393726,1
21,181,-1.846898556,-1.243156075,1
21,197,-2.154912472,-1.608460188,1
21,213,-1.757273674,-1.361639023,1
21,229,-1.091211796,-1.189507842,1
21,245,-0.9812262058,-1.340266347,1
21,261,-0.6043230295,-1.101322055,1
21,277,-0.4708606005,-1.394134402,1
21,293,-1.586875916,-1.836868048,1
21,309,-2.817238331,-1.695243239,1
21,325,-3.765540123,-2.518164158,1
21,341,-4.072992802,-1.527124405,1
21,357,-2.320494175,-0.9906394482,1
21,373,-1.964348793,-1.092579365,1
21,389,-1.193809867,-1.864570379,1
21,405,-1.082237482,-2.135506868,1
21,421,-1.101262212,-2.460103512,1
21,437,-1.129015446,-1.993014574,1
21,453,-1.646304965,-1.871050835,1
21,469,-0.582567215,-1.56753993,1
21,485,-0.8723744154,-1.151832819,1
21,501,-1.243461013,-0.8720788956,1
21,517,-1.482403398,-1.926629782,1
21,533,-2.315814495,-1.504578352,1
21,549,-3.438708305,0.2604404092,1
21,565,-2.777420759,0.1388541162,1
21,581,-1.716876149,-0.09922616184,1
21,597,-0.1376001835,-0.568428874,1
21,613,2.057051897,-0.4490746856,1
21,629,2.445002079,-0.2343996763,1
21,645,0.2928521633,-1.192260385,1
21,661,-1.504505515,-0.3116045594,1
21,677,-3.063195705,1.225870609,1
21,693,-1.754017234,0.3367353082,1
21,709,-0.480430603,-0.03394877911,1
21,725,-0.6796756387,-0.3258346915,1
21,741,-1.496062279,-0.1896619201,1
21,757,-1.533445835,-0.09939616919,1
21,773,-0.8955950737,-0.7573928833,1
21,789,-0.5175982714,-1.872927547,1
21,805,-0.3990538716,-1.247543097,1
21,821,-0.3144093752,-0.6017599106,1
21,837,-0.6079241037,1.029765725,1
21,853,-0.5747959018,0.5273309946,1
21,869,-0.5894571543,0.4291504025,1
21,885,0.3278445005,-1.036378026,1
21,901,-0.3120466173,-2.359131336,1
21,917,-0.4041684568,-3.063869238,1
21,933,-0.546982646,-1.849257946,1
21,949,-0.9435109496,-0.4210498333,1
21,965,-1.400631547,-1.27443552,1
21,981,-0.716932714,-0.6350597143,1
21,997,-0.6537495255,-0.7017552257,1
21,1013,-0.7866123915,-0.5928941965,1
21,1029,-0.8054856658,-0.8211123347,1
21,1045,-0.9302960634,-1.45138967,1
21,1061,-0.9604491591,-1.117604136,1
21,1077,-2.136212826,-0.4789204597,1
21,1093,-2.711364508,-1.110319972,1
21,1109,-2.922003746,-1.956182003,1
21,1125,-1.997809887,-1.095585108,1
21,1141,-1.516983509,-0.9726176262,1
21,1157,-0.5009317398,-0.9965857267,1
21,1173,0.2376213968,-1.905711412,1
21,1189,0.2266209126,-2.001774311,1
21,1205,-0.2948365211,-1.599562049,1
21,1221,-1.344652176,-0.7642627358,1
21,1237,-1.469512463,-0.4448595047,1
21,1253,-1.402329683,-0.3637517393,1
21,1269,-1.193541884,-0.4116122127,1
21,1285,-0.6083136797,-0.7671656609,1
21,1301,-0.4398021698,-1.173870564,1
21,1317,-0.5919471979,-0.9969688654,1
21,1333,-1.776102543,-0.811337471,1
21,1349,-2.339730978,-1.524742365,1
21,1365,0.3940598369,-1.107109785,1
21,1381,0.8596528769,-0.5925068855,1
21,1397,-1.089494824,-1.505127549,1
21,1413,-1.433129311,-0.858718574,1
21,1429,-0.5349699259,0.8004274368,1
21,1445,-0.6222071052,-0.01072466373,1
21,1461,-0.5785683393,-0.07934433222,1
21,1477,-0.4328300953,0.05182719231,1
21,1493,0.1355648786,-0.2003669888,1
21,1509,0.2197575718,0.109780401,1
21,1525,-0.1218825653,0.6890161037,1
37,21,-0.7892832756,-0.846511066,1
37,37,-1.658146739,-1.005903244,1
37,53,-1.919334054,-0.8768435717,1
37,69,-1.821361423,-0.9052869081,1
37,85,-1.710883737,-1.255297542,1
37,101,-0.9392596483,-1.04805851,1
37,117,-0.9894925356,-1.746958613,1
37,133,-1.300815582,-2.002234936,1
37,149,-1.604409099,-1.195349216,1
37,165,-1.919089437,-0.9165189266,1
37,181,-1.619112611,-1.137579203,1
37,197,-1.08768332,-1.527295709,1
37,213,-0.6491017342,-1.343525529,1
37,229,-0.578718245,-0.9808082581,1
37,245,-0.7847948074,-1.458578825,1
37,261,-0.8798987865,-1.764611602,1
37,277,-1.329274893,-1.45999527,1
37,293,-1.484433174,-1.139935374,1
37,309,-1.357504725,-1.187341571,1
37,325,-2.159626722,-2.036001444,1
37,341,-2.616481066,-1.440434694,1
37,357,-1.923199177,-1.132501841,1
37,373,-1.469227076,-1.449771166,1
37,389,-1.357658029,-2.34987998,1
37,405,-2.155977964,-2.181555271,1
37,421,-2.352381229,-2.05811286,1
37,437,-2.156943083,-2.198497534,1
37,453,-1.350514054,-2.243112087,1
37,469,-0.7946915627,-2.030051947,1
37,485,-1.151033878,-1.848814487,1
37,501,-1.239060879,-1.913965583,1
37,517,-1.267902732,-1.707350612,1
37,533,-1.68964231,-1.147525549,1
37,549,-2.200136185,-0.2134031355,1
37,565,-1.795629501,0.7080975771,1
37,581,-0.8427827358,0.731535852,1
37,597,1.832142115,-0.2742277682,1
37,613,0.8223150373,-0.6304692626,1
37,629,0.3691456318,0.05870243907,1
37,645,0.1863342077,-1.199148417,1
37,661,-0.7415692806,-0.6569925547,1
37,677,-2.010478497,0.8207779527,1
37,693,-1.801935673,0.847147584,1
37,709,-2.02069068,-0.169269681,1
37,725,-1.855096459,-1.044864297,1
37,741,-1.194930553,-0.6437465549,1
37,757,-0.889516592,-0.578797102,1
37,773,-0.5226678848,-1.038924932,1
37,789,-0.403486371,-1.637533307,1
37,805,-0.7987807393,-2.054681778,1
37,821,-0.8343279362,-1.248127103,1
37,837,-1.097229123,-0.2879981995,1
37,853,-0.4962956309,0.05516305566,1
37,869,-0.3047711551,0.4953664243,1
37,885,-0.1206540763,0.5859194994,1
37,901,-1.107387543,-1.12752521,1
37,917,-1.778278828,-1.760397196,1
37,933,-1.57220304,-1.604041219,1
37,949,-0.5997661352,-0.8038312793,1
37,965,-0.9723359942,-0.7724876404,1
37,981,-0.6809952259,-0.6178179979,1
37,997,-0.8218246698,-1.124302864,1
37,1013,-0.4667742252,-0.7393842936,1
37,1029,-0.1043401062,-0.6973276734,1
37,1045,-0.07485681772,-1.348221064,1
37,1061,-1.218083382,-1.031044722,1
37,1077,-1.822718859,-0.6009963751,1
37,1093,-1.979221106,-1.007847071,1
37,1109,-1.809407234,-1.418658614,1
37,1125,-1.307925701,-0.4984098673,1
37,1141,-1.306625485,-0.1302991509,1
37,1157,-1.173931599,0.1339172125,1
37,1173,-0.3761373758,-0.4505516291,1
37,1189,-0.00941631943,-1.71808362,1
37,1205,-0.3108465672,-1.328344941,1
37,1221,-0.4757222235,-1.022337914,1
37,1237,-0.1338416338,-0.7678734064,1
37,1253,-0.04715295136,-0.348338753,1
37,1269,0.310893923,-0.459394753,1
37,1285,0.1530102789,-0.6456204057,1
37,1301,-0.3343360424,-0.641150713,1
37,1317,-0.8974231482,-1.352554321,1
37,1333,-1.848986149,-0.6899098754,1
37,1349,-1.602379084,-1.079328775,1
37,1365,-0.2144070864,-0.6622550488,1
37,1381,0.2986020148,0.9026486874,1
37,1397,-1.185635448,-1.383153319,1
37,1413,-0.9645467997,-0.8840563297,1
37,1429,-0.5397409797,-0.3913749754,1
37,1445,-0.7422255278,-0.4077332318,1
37,1461,-0.9841703176,-0.4399712682,1
37,1477,-0.4608464539,-0.217291683,1
37,1493,-0.2045234889,0.129606545,1
37,1509,-0.1250594109,0.05887827277,1
37,1525,-0.2011789083,0.1478018016,1
53,21,-0.2938617468,-0.8463826776,1
53,37,-1.605290771,-0.9581744075,1
53,53,-1.450369596,-0.6566280127,1
53,69,-1.619926691,-1.00410533,1
53,85,-1.976703882,-1.512617588,1
53,101,-1.231291413,-1.018927336,1
53,117,-1.434523582,-1.757743359,1
53,133,-1.967859745,-2.116998196,1
53,149,-2.380350828,-1.098405242,1
53,165,-2.13277483,-0.8402957916,1
53,181,-1.412378907,-1.187727928,1
53,197,-0.8730564117,-1.732637167,1
53,213,-0.5570803285,-1.384038091,1
53,229,-0.5518347025,-1.219249129,1
53,245,-1.048353314,-1.670546293,1
53,261,-1.109858513,-1.996191621,1
53,277,-1.435900211,-1.371884346,1
53,293,-0.9706088305,-1.117777348,1
53,309,-0.6722644567,-1.211261272,1
53,325,-1.463301897,-1.605217576,1
53,341,-1.764344692,-1.752259493,1
53,357,-1.227510571,-1.56116271,1
53,373,-1.55181253,-1.923050284,1
53,389,-2.030332088,-2.102164745,1
53,405,-6.587769508,-4.314167976,1
53,421,-3.029632807,-3.051620483,1
53,437,-2.007558346,-2.836479902,1
53,453,-1.798704028,-2.110502243,1
53,469,-1.56542635,-2.084378719,1
53,485,-1.812246442,-2.101249218,1
53,501,-1.416120172,-1.798845649,1
53,517,-1.01764214,-1.572969437,1
53,533,-1.296632648,-1.03108716,1
53,549,-1.590828896,-0.3342741728,1
53,565,-1.211609125,0.5138887167,1
53,581,-0.8066538572,0.3393621743,1
53,597,-0.02184349298,-0.1024526358,1
53,613,0.2461253405,-0.1689894348,1
53,629,-0.1759364307,0.003398537636,1
53,645,-0.155185312,-0.9781717062,1
53,661,-0.8595678806,-0.9574684501,1
53,677,-1.490592241,0.5412088633,1
