PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 34, filenames: A:[34]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[35]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,21,0.1266897619,-1.053834677,1
21,37,-0.107643038,-2.046445847,1
21,53,-0.1073536426,-2.516758442,1
21,69,0.7540566921,-2.076852322,1
21,85,1.072666168,-2.213392735,1
21,101,1.014577985,-2.19727087,1
21,117,0.8899304271,-2.100363255,1
21,133,0.7021070719,-1.84075284,1
21,149,0.5561084747,-1.40704155,1
21,165,0.4341969192,-0.980831027,1
21,181,0.2105208188,-0.6213952303,1
21,197,0.4215966761,-0.9370735884,1
21,213,0.1670352072,-1.067360759,1
21,229,-0.3717067242,-1.206411362,1
21,245,-0.3067254424,-1.20321095,1
21,261,0.00970479846,-1.656674385,1
21,277,-0.7123523951,-2.437152863,1
21,293,-1.209403753,-2.773087978,1
21,309,0.6862787008,-0.9968701601,1
21,325,0.8725412488,-0.2629281878,1
21,341,0.3910568357,-0.5391389728,1
21,357,0.4624062181,-1.4705441,1
21,373,0.2115564346,-1.783165097,1
21,389,-0.338188976,-1.105670929,1
21,405,-0.9518340826,0.4892168641,1
21,421,-0.8791415691,0.2057794333,1
21,437,-0.5362161398,0.07763195038,1
21,453,-0.3999018073,-0.9007030129,1
21,469,0.1615390182,-0.8128964305,1
21,485,0.7222105861,-1.446242809,1
21,501,0.1549580991,-1.14121294,1
21,517,-0.2825048566,-1.336811304,1
21,533,-0.5435847044,-2.354758501,1
21,549,-0.3143300414,-2.034914494,1
21,565,0.1267266721,-1.01598382,1
21,581,0.3619525433,-0.793193996,1
21,597,-0.3822838664,-0.9285612702,1
21,613,-1.620684385,-1.678397298,1
21,629,-1.611106277,-1.278305411,1
21,645,1.168725133,-0.9869603515,1
21,661,0.8940674663,-0.8656565547,1
21,677,0.01232904196,-0.8391148448,1
21,693,0.4554284215,-0.6276872754,1
21,709,0.6318702102,-0.8318940997,1
21,725,0.2410871685,-1.406175375,1
21,741,-0.3702338636,-1.217475414,1
21,757,-0.5407013297,-0.699916482,1
21,773,0.01310056448,-0.3629416227,1
21,789,0.2462743223,-0.3241350353,1
21,805,0.2927815914,-0.05062508583,1
21,821,0.6418780088,0.3827379346,1
21,837,0.4605115652,-0.1179153919,1
21,853,0.5944590569,-0.66832304,1
21,869,0.5322284102,-1.281363249,1
21,885,0.6037045717,-1.288954973,1
21,901,0.4379000068,-2.106513262,1
21,917,0.1895397902,-1.722726345,1
21,933,-0.3494124711,-1.143375278,1
21,949,-0.4932413697,-0.6140483618,1
