PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 36, filenames: A:[36]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[37]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,21,-0.2251268923,-0.01873287559,1
21,37,0.00575709343,-0.03776150942,1
21,53,0.2033457756,-0.09604299068,1
21,69,0.5460538864,-0.7430842519,1
21,85,0.1848870814,-0.6728324294,1
21,101,0.1023740023,-0.4984884262,1
21,117,-0.0005883276463,-0.8696886301,1
21,133,-0.4858302176,-1.286092758,1
21,149,-0.3902209997,-1.34122014,1
21,165,0.2695719302,-1.388750196,1
21,181,0.5208998919,-1.618178129,1
21,197,0.618168056,-2.650445223,1
21,213,0.485019207,-0.4266121387,1
21,229,0.0225366801,-0.4286978245,1
21,245,0.3059969246,-1.414586067,1
21,261,0.3420677483,-1.655943632,1
21,277,-0.01122754812,-1.336244106,1
21,293,0.2748010159,-1.41277504,1
21,309,0.4080492556,-1.296155214,1
21,325,0.3040348589,-0.4370720983,1
21,341,0.0008247494698,-0.5482299924,1
21,357,-0.3814283013,-1.092008114,1
21,373,-0.4279229343,-1.248760343,1
21,389,-0.302218765,-1.389888644,1
21,405,0.1089254022,-1.75405407,1
21,421,0.04273402691,-1.718085051,1
21,437,-0.3500696421,-0.9854874611,1
21,453,-0.4402914345,-0.129850179,1
21,469,-0.5455694795,0.3615285456,1
21,485,-0.2117221653,0.0617967248,1
21,501,0.1054826677,-1.013684511,1
21,517,-0.04239739478,-0.4269802272,1
21,533,0.002799566835,-0.2483019829,1
21,549,-0.0927490443,0.1725072861,1
21,565,-0.2462415695,0.3117166162,1
21,581,-0.3349867463,0.8326742649,1
21,597,-0.410830915,1.204789162,1
21,613,-0.4784497321,0.2575671375,1
21,629,-0.9823485017,0.567749083,1
21,645,-0.265248239,-0.1003762335,1
21,661,0.2340744585,-0.9116693139,1
21,677,0.5908131003,-0.5814296007,1
21,693,0.4658964276,-0.4883810878,1
21,709,0.2954413295,-0.7745975852,1
21,725,0.4080048203,-0.9043528438,1
21,741,0.7247179747,-0.862652421,1
21,757,1.210146785,-0.3299175799,1
21,773,0.4751240015,-0.9549202323,1
21,789,-0.5983677506,-0.9116927385,1
21,805,-0.9541419148,-0.7400541306,1
21,821,-0.5186498761,-0.9107643366,1
21,837,1.078262925,-1.000259161,1
21,853,0.1225500405,-0.1644891948,1
21,869,-0.3788437247,0.2797057331,1
21,885,-0.8309894204,0.02229459584,1
21,901,-1.445477128,0.2261753976,1
21,917,-1.329523206,-0.6362446547,1
21,933,-0.4670702815,-1.100896478,1
21,949,-0.2157815248,-0.8836266398,1
21,965,0.187656939,-0.819858551,1
21,981,0.2720662355,-1.256426811,1
21,997,0.177362442,-1.281146526,1
21,1013,0.1546603292,-0.7035441995,1
21,1029,0.2725212574,-0.225494653,1
21,1045,0.5577864647,-0.5400619507,1
21,1061,0.5178062916,-0.6567589045,1
21,1077,-0.02767586708,0.2291676998,1
21,1093,0.1140511036,-0.3743454218,1
21,1109,0.3992534876,0.08017528057,1
21,1125,0.1745363474,-0.4808271527,1
21,1141,1.322220564,-1.03563273,1
21,1157,1.573601007,-1.331015348,1
21,1173,0.8881866932,-0.6937167645,1
21,1189,0.6984555721,-0.4403739572,1
21,1205,0.9622863531,-0.575981617,1
21,1221,0.9498261213,-0.6779379845,1
21,1237,0.4388429523,-0.5702698827,1
21,1253,-0.005249261856,-0.3232181072,1
21,1269,0.3886151612,0.02327919006,1
21,1285,-0.1252510399,0.2339973897,1
21,1301,-0.4131025672,0.4420087337,1
21,1317,-0.5463218093,0.3770965338,1
21,1333,-0.6970461607,-0.03002765775,1
21,1349,-0.2795560956,-1.101824403,1
