PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 38, filenames: A:[38]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[39]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,21,-6.391689301,0.1214492321,1
21,37,-2.754465103,-0.5889289379,1
21,53,-1.320261478,-1.283419013,1
21,69,-1.022274733,-1.361545682,1
21,85,-1.138501883,-1.161992431,1
21,101,-1.130669951,-1.266071439,1
21,117,-0.6061074734,-1.635572672,1
21,133,0.121309489,-1.24622786,1
21,149,0.1263501942,-1.134844303,1
21,165,0.1616090536,-0.8912684321,1
21,181,0.2404474616,-0.7827517986,1
21,197,0.3355452418,-0.8862839937,1
21,213,0.3455458879,-0.8575809002,1
21,229,-0.07063727826,-0.7627320886,1
21,245,-0.07881806791,-0.5540902615,1
21,261,0.4091553688,-0.1443887949,1
21,277,0.6861935854,0.4932258129,1
21,293,-0.12271218,0.02982786298,1
21,309,-0.1341018379,-0.2451822013,1
21,325,-0.1849500686,-0.3094015121,1
21,341,-0.064483881,-0.4851555228,1
21,357,0.1270867288,-0.524277091,1
21,373,0.6355999112,-0.0358093977,1
21,389,0.7336674929,0.09506168962,1
21,405,-0.2082688212,0.08433377743,1
21,421,-0.6012475491,0.6171429157,1
21,437,-0.6014315486,0.6110003591,1
21,453,-0.4003867507,-0.3549909592,1
21,469,-0.2245951891,-0.7171907425,1
21,485,0.1018061712,-0.3453316092,1
21,501,0.1522537023,-0.526091218,1
21,517,-0.1624834239,-0.1546285152,1
21,533,-0.8132754564,-0.551279664,1
21,549,-0.9718091488,-1.175903559,1
21,565,-0.3250153065,-1.328564882,1
21,581,0.7224808931,-1.348109245,1
21,597,0.7726542354,-1.652168274,1
21,613,0.4325748086,-1.548440576,1
21,629,0.1125729084,-1.438764572,1
21,645,-0.8666114807,-0.4764744341,1
21,661,-0.3097880185,-0.1907544583,1
21,677,0.1698624492,-0.3761142492,1
21,693,0.3888810873,0.5069621801,1
21,709,0.1715745032,0.8048790693,1
21,725,-0.06419813633,0.8175063133,1
21,741,-0.2384504229,0.4279125333,1
21,757,-0.2928188443,-0.3578398824,1
21,773,-0.0001642405987,-1.161328793,1
21,789,-0.4354268312,-1.000735044,1
21,805,-1.805645943,-0.6027621031,1
21,821,-1.849058628,-0.4761121273,1
21,837,-1.429956913,-0.3206268549,1
21,853,-1.183178186,-0.4199096859,1
21,869,-0.685205996,-0.4739566743,1
21,885,-0.1028492302,0.14606601,1
21,901,-0.3082867861,0.1017239764,1
21,917,-0.2872042358,-0.1530282795,1
21,933,-0.1109591424,-0.3712460697,1
21,949,-0.1744899303,-0.227176249,1
21,965,-0.2555712759,0.2521171868,1
21,981,-0.363797009,0.05070592463,1
21,997,-0.4494668841,-0.2289983332,1
21,1013,-0.3078802824,-0.2880240679,1
21,1029,-0.3426257968,-0.2756642699,1
21,1045,-0.5659152269,-0.5310828686,1
21,1061,-0.6230407357,-0.4521946311,1
21,1077,0.2103229761,-0.09591323137,1
21,1093,1.010475636,0.1687482595,1
21,1109,1.120599031,-0.3465744257,1
21,1125,0.7364645004,-1.836413383,1
21,1141,0.6787939072,-1.625094414,1
21,1157,-0.6435396671,-0.8651357293,1
21,1173,-0.4208840728,-0.9921711683,1
21,1189,-0.6938858032,-0.6240605116,1
21,1205,-0.8963987827,-0.7133197188,1
21,1221,-0.7677460909,-0.5682159662,1
21,1237,-0.1157972068,-0.9625091553,1
21,1253,0.01976364851,-1.31412077,1
21,1269,-0.3471873999,-0.7980983257,1
21,1285,-0.05636227131,0.3581330776,1
21,1301,0.9906160831,0.5729237199,1
21,1317,0.5921472907,-0.3539890647,1
21,1333,0.3245117068,-0.1564726233,1
21,1349,0.6132171154,0.4913886487,1
21,1365,0.8582467437,0.6974554062,1
21,1381,0.08299946785,1.097197652,1
21,1397,-0.3325218558,0.3326171935,1
21,1413,-0.3671735227,0.4588186443,1
21,1429,-0.3279724121,0.5377714634,1
21,1445,-0.2045412958,-0.3996152282,1
21,1461,-0.05535635352,-0.1971822083,1
21,1477,0.1760902703,0.3518015742,1
21,1493,0.3281453848,0.8254432678,1
21,1509,0.07823415846,0.03433714807,1
21,1525,-0.6767203212,-2.183557987,1
37,21,-2.499332428,-0.7197854519,1
37,37,-1.56933558,-0.7731851935,1
37,53,-1.556399822,-1.46775651,1
37,69,-1.451310039,-1.554656744,1
37,85,-1.145522594,-1.377582788,1
37,101,-0.8799062967,-1.341124773,1
37,117,-0.5962415934,-0.8441977501,1
37,133,-0.7904387712,-0.7567528486,1
37,149,-0.4434389472,-0.9791278839,1
37,165,-0.1787484288,-0.9953058958,1
37,181,-0.1874210089,-0.531008482,1
37,197,-0.2262275219,-0.1353056133,1
37,213,-0.03198297322,-0.4849506021,1
37,229,-0.1132251844,-0.6291014552,1
37,245,-0.09319326282,-0.6917090416,1
37,261,0.150707826,-0.6757932901,1
37,277,0.3000507653,-0.5698609948,1
37,293,-0.08147320151,-0.2618804872,1
37,309,-0.2519858778,0.1858328581,1
37,325,-0.2247609198,-0.3149923086,1
37,341,-0.6097874641,-0.4853550792,1
37,357,-0.4407490194,-0.3026276827,1
37,373,-0.1973353028,0.08670929074,1
37,389,-0.5695239902,0.1374015063,1
37,405,0.05214826018,-0.02970710397,1
37,421,0.3884856403,-0.05426383391,1
37,437,0.01785358414,-0.3236048818,1
37,453,-0.6313602328,-0.9938329458,1
37,469,-0.3737742007,-0.9382995367,1
37,485,0.3472872078,-1.15865469,1
37,501,0.3468407393,-1.275319338,1
37,517,-0.4536058009,-0.6728525758,1
37,533,-0.5019053817,-0.6386818886,1
37,549,0.003143996,-0.6773023605,1
37,565,0.3281444013,-0.5747127533,1
37,581,0.8679350615,-0.6546661258,1
37,597,0.7249006629,-0.697676897,1
37,613,0.4539992213,-0.7712371945,1
37,629,0.4001865387,-1.260040641,1
37,645,-0.2307035327,-1.042527914,1
37,661,0.1936309338,-0.3310377002,1
37,677,0.1241782308,-0.2591539919,1
37,693,-0.2365066409,-0.2739295959,1
37,709,0.01053675264,-0.6950180531,1
37,725,-0.1396633387,-0.6548756361,1
37,741,-0.2601086497,-0.2764157653,1
37,757,-0.6247910261,-0.4565550685,1
37,773,-0.9172564745,-0.6919007301,1
37,789,-1.270742655,-0.4951713681,1
37,805,-1.705878735,0.08983233571,1
37,821,-1.506541371,-0.06446810067,1
37,837,-0.0947726965,-0.675395906,1
37,853,0.9328171611,0.1099327207,1
37,869,-0.9470294118,0.08948838711,1
37,885,0.2000596523,1.240856171,1
37,901,-0.2440110743,0.3654741645,1
37,917,-0.7249268293,-0.8802061081,1
37,933,-0.4793365002,-0.6712100506,1
37,949,-0.3008949459,-0.6230275631,1
37,965,-0.1201642454,-0.1800329387,1
37,981,-0.02393403649,-0.3069522381,1
37,997,-0.08353945613,-0.4160319567,1
37,1013,-0.1192815453,-0.2116062343,1
37,1029,-0.1414655894,-0.4564704299,1
37,1045,-0.2574755549,-1.056737542,1
37,1061,-0.2319729626,-0.8436307907,1
37,1077,-0.4844487607,-0.9750798345,1
37,1093,0.1770446897,-0.7074311972,1
37,1109,0.5225484371,-1.189838767,1
37,1125,0.4850669801,-1.492835164,1
37,1141,0.3525328338,-1.512269974,1
37,1157,0.1430349201,-2.203243732,1
37,1173,-0.5980970263,-0.7251212001,1
37,1189,-0.4573151767,-0.3723950386,1
37,1205,-0.5523068905,-0.9667782784,1
37,1221,-0.4811337292,-1.163474441,1
37,1237,-0.05266399682,-1.409713268,1
37,1253,0.05903959274,-1.281823039,1
37,1269,0.0007716268301,-0.9872220755,1
37,1285,-0.1930247843,-0.434697628,1
37,1301,0.003823976964,-0.3558389544,1
37,1317,0.4543583393,-0.152559042,1
37,1333,0.5606263876,-0.1769052744,1
37,1349,0.4655220211,-2.07814455,1
37,1365,0.339084208,-3.621821642,1
37,1381,-0.0758228451,0.09762886912,1
37,1397,-0.3899788857,0.2424970567,1
37,1413,-0.5356731415,0.8439729214,1
37,1429,-0.4176620245,0.1652402431,1
37,1445,-0.07670108229,0.1741676778,1
37,1461,0.2904989123,0.02844887227,1
37,1477,0.09173320234,-0.04103305191,1
37,1493,0.001683957875,0.05687808245,1
37,1509,-0.03371888399,-0.1482364833,1
37,1525,-0.1236601025,-0.3896529078,1
53,21,-0.3570210934,-1.328691006,1
53,37,-1.059059858,-0.9307048321,1
53,53,-1.378670812,-1.19855237,1
