PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 9, filenames: A:[9]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[10]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
757,1413,0.2736665905,-1.980299115,1
757,1429,0.4519234598,-3.213464737,1
757,1445,-0.4404756725,-1.329930902,1
757,1461,-0.3959418237,-1.031829476,1
757,1477,-0.9270796776,-0.1196865439,1
757,1493,0.2919620574,0.1810424328,1
757,1509,0.5406290293,0.08789867163,1
757,1525,-0.09805971384,0.5281363726,1
773,21,-0.2087302208,-1.482887983,1
773,37,-0.1695762873,-1.093788743,1
773,53,-0.3563482463,-0.9071874022,1
773,69,-4.241333008,-0.6242555976,1
773,85,-0.3118361235,-1.221311569,1
773,101,0.2155014127,0.380176425,1
773,117,0.8297566772,0.3342008889,1
773,133,0.7370468974,0.5486562252,1
773,149,0.562097609,0.7337747216,1
773,165,1.523721933,0.8706818223,1
773,181,0.5742762685,1.354530573,1
773,197,0.1668043137,1.878784895,1
773,213,-0.3448220789,2.227645874,1
773,229,-1.662670851,2.063504219,1
773,245,-3.246984482,2.931090593,1
773,261,-2.187510729,2.014545202,1
773,277,-2.610970497,-0.3411595821,1
773,293,-2.185976505,0.9379856586,1
773,309,-2.095529079,1.053851604,1
773,325,-1.842009306,3.324314833,1
773,341,-1.986673832,2.553854465,1
773,357,-2.423488379,2.151764154,1
773,373,-2.405461311,2.659563065,1
773,389,-2.146359682,3.047639847,1
773,405,-1.983645201,2.554976463,1
773,421,-1.372410297,4.077723503,1
773,437,-1.351666451,6.454501152,1
773,453,-2.025988102,7.599797249,1
773,469,-1.323860526,6.172522545,1
773,485,-0.2648525238,5.694692612,1
773,501,0.4264777899,4.03297472,1
773,517,0.4090613425,5.16708374,1
773,533,0.3573781252,6.600549221,1
773,549,0.284717679,6.307897091,1
773,565,-0.2868655622,4.52369833,1
773,581,-0.2306003869,3.089399576,1
773,597,-0.6044198871,8.920976639,1
773,613,-0.2390167713,6.756854057,1
773,629,-0.1155202091,1.257849932,1
773,645,0.01131562889,2.490544796,1
773,661,0.01527494192,3.132178307,1
773,677,0.06095324084,3.2777071,1
773,693,9.020090103,2.406262159,1
773,709,-7.831390858,3.351178169,1
773,725,-1.806237698,7.885706425,1
773,741,-3.737010479,3.566513538,1
773,757,-4.837767601,-3.32629776,1
773,773,-6.921095848,-6.25291872,1
773,789,-4.333910465,-6.751667023,1
773,805,-2.387802124,-7.299972057,1
773,821,-0.7661637068,-9.329909325,1
773,837,-0.5436502695,-11.15164948,1
773,853,-0.6462392211,-8.884192467,1
773,869,-0.9805452824,-5.820344925,1
773,885,-1.416554451,-4.679740906,1
773,901,-5.245787621,-1.931032181,1
773,917,-5.604902744,-10.71552467,1
773,933,-2.846311092,-11.75957489,1
773,949,-1.253005981,-6.646278858,1
773,965,-0.2194181085,-7.092036724,1
773,981,0.07298600674,-8.870197296,1
773,997,1.97788763,-9.285188675,1
773,1013,0.871650815,-7.780757904,1
773,1029,0.03274276853,-6.060997009,1
773,1045,4.089178085,-11.79300594,1
773,1061,-1.096453667,-6.302150249,1
773,1077,-1.06443882,-6.597797871,1
773,1093,-0.491257906,-7.801037312,1
773,1109,-0.3399724066,-7.731862545,1
773,1125,-0.3515614569,-6.973825932,1
773,1141,-0.324914366,-5.973295689,1
773,1157,-0.08755299449,-5.570180893,1
773,1173,0.2263173759,-6.45253849,1
773,1189,0.7864134312,-6.644340515,1
773,1205,-1.834658027,-5.766396999,1
773,1221,1.266311169,-5.486381531,1
773,1237,1.634531736,-5.616737843,1
773,1253,0.6673438549,-6.838546753,1
773,1269,1.811802387,-9.560461044,1
773,1285,0.200676322,-5.081264973,1
773,1301,-0.2121184468,-3.532113075,1
773,1317,-0.1166224331,-2.892718077,1
773,1333,-0.2526121736,-2.460879803,1
773,1349,1.304822564,-3.850661039,1
773,1365,1.261389971,-3.419965506,1
773,1381,0.5043914914,-2.75633812,1
773,1397,0.425932467,-2.092806816,1
773,1413,0.4858532548,-1.297266126,1
773,1429,1.052948594,-3.674342394,1
773,1445,0.877613008,-3.06047821,1
773,1461,0.0365139842,-1.322972655,1
773,1477,0.2670433819,-2.37643075,1
773,1493,0.1000583172,-0.3106718361,1
773,1509,0.1151810884,0.02404296398,1
773,1525,0.2439818084,-0.1205406785,1
789,21,-0.1433050632,-1.387278199,1
789,37,-0.2703238726,-1.253954053,1
789,53,-0.1036904156,-0.3562466502,1
789,69,0.02339024842,0.7265717387,1
789,85,0.2010284066,0.3027280271,1
789,101,4.493524075,4.313184738,1
789,117,1.117190719,0.7139191628,1
789,133,0.4858773053,0.9112217426,1
789,149,0.234850511,1.024242759,1
789,165,0.7664404511,1.112224579,1
789,181,0.7021394968,1.346502304,1
789,197,0.1762005687,1.785899997,1
789,213,-0.3346892595,2.211802959,1
789,229,-1.197350621,2.464945793,1
789,245,-4.035628319,2.28314352,1
789,261,-1.784201145,1.780511618,1
789,277,-1.746445775,1.342289209,1
789,293,-2.113572598,1.379142284,1
789,309,-2.4502635,1.451945782,1
789,325,-2.008800745,3.35097599,1
789,341,-1.956419587,3.208272934,1
789,357,-1.78525579,2.885481834,1
789,373,-1.849562168,3.272022009,1
789,389,-2.124927998,3.639492989,1
789,405,-2.537520647,4.176366806,1
789,421,-1.827323437,6.723174095,1
789,437,-2.157503605,6.922507286,1
789,453,-2.478408813,7.456038475,1
789,469,-1.237506747,6.282158375,1
789,485,0.03526185453,4.576390266,1
789,501,0.33193928,5.274300575,1
789,517,0.3352904022,6.510426998,1
789,533,0.2601537108,7.087320328,1
789,549,0.1153804958,5.307774067,1
789,565,-0.2049281597,4.879097939,1
789,581,-0.3838234246,7.485835552,1
789,597,-0.3568166494,9.358383179,1
789,613,-0.3022468984,7.442369938,1
789,629,-0.3917381465,0.9552284479,1
789,645,-0.1795778573,1.45292902,1
789,661,-0.5825593472,1.283752918,1
789,677,-1.192683816,6.131830692,1
789,693,-1.318251133,5.219944,1
789,709,-2.306010008,2.308483124,1
789,725,-5.108366013,6.409537315,1
789,741,-7.208043575,-10.41563129,1
789,757,-7.041938782,-7.106265545,1
789,773,-5.481919289,-8.378550529,1
789,789,-3.871012211,-9.329497337,1
789,805,-3.279468536,-7.807868958,1
789,821,-3.747119904,-9.189653397,1
789,837,-4.14360714,-10.34682846,1
789,853,-3.484152794,-9.312169075,1
789,869,-6.04717207,-9.942465782,1
789,885,-6.901848316,-8.55307579,1
789,901,-6.926105976,-5.768461227,1
789,917,-1.345372796,-13.6339798,1
789,933,-0.669793725,-7.442029953,1
789,949,-0.3165698051,-6.985911369,1
789,965,-0.4653282166,-6.799672127,1
789,981,-0.4331819415,-8.590913773,1
789,997,-1.236328125,-9.177731514,1
789,1013,-2.165775537,-8.97174263,1
789,1029,-1.658978462,-6.675431728,1
789,1045,4.454958439,-13.22561836,1
789,1061,-1.165301561,-6.251526833,1
789,1077,-1.159312844,-6.208104134,1
789,1093,-0.5248650312,-6.749021053,1
789,1109,-0.6775941849,-7.484989643,1
789,1125,-1.861192942,-6.234370232,1
789,1141,-1.596595287,-5.62567091,1
789,1157,-0.4074928463,-5.162969589,1
789,1173,-0.1543760151,-6.06984663,1
789,1189,0.005059763789,-5.617229939,1
789,1205,-3.653349161,-4.454794407,1
789,1221,-1.277335525,-4.702425957,1
789,1237,2.109710217,-5.8633461,1
789,1253,3.436471939,-5.614933014,1
789,1269,6.125843048,1.150625706,1
789,1285,0.007956132293,-3.685016632,1
789,1301,0.04542350769,-4.303593159,1
789,1317,0.2145134211,-3.597521305,1
789,1333,-0.1112950146,-2.600409031,1
789,1349,0.3000352979,-2.365383387,1
789,1365,0.442801863,-2.817637444,1
789,1381,0.5886602402,-2.290136337,1
789,1397,0.7720932961,-1.560922623,1
789,1413,0.8477798104,-1.094527245,1
789,1429,0.5729539394,-1.621631265,1
789,1445,-0.07549732924,-1.030298471,1
789,1461,0.1712496877,-1.21764183,1
789,1477,1.317472935,-2.013121605,1
789,1493,1.126199722,-0.5070009828,1
789,1509,0.5992119908,-0.1714134663,1
789,1525,0.07380543649,-0.3336561322,1
805,21,0.3586800694,-1.287385702,1
805,37,-0.07142987102,-0.7668675184,1
805,53,-0.05443438888,0.1577294171,1
805,69,0.1688338071,0.9068282843,1
805,85,0.3642159104,0.8415928483,1
805,101,0.647618413,0.828487277,1
805,117,1.115483761,1.410933614,1
805,133,0.7051382065,1.497053862,1
805,149,-0.03526848927,1.823651433,1
805,165,0.03862282634,1.735139608,1
805,181,-0.002942793071,1.38625598,1
805,197,-0.1402555108,1.616076946,1
805,213,-0.5242446065,2.055234432,1
805,229,-1.002441406,2.481552839,1
805,245,-1.115394473,2.276349783,1
805,261,-1.209676623,2.290930748,1
805,277,-1.386112809,2.152644873,1
805,293,-1.894241095,2.555642605,1
805,309,-2.495632648,2.891227007,1
805,325,-1.719737291,3.809065104,1
805,341,-1.52033484,3.636793137,1
805,357,-1.407672405,3.462772131,1
805,373,-1.812384486,3.94190979,1
805,389,-2.62202692,4.682104111,1
805,405,-2.911557198,7.07960844,1
805,421,-3.185141087,8.0160532,1
805,437,-3.029938936,7.766241074,1
805,453,-1.344828248,7.503354073,1
805,469,-0.6730502248,6.892093658,1
805,485,-0.3414418697,6.082493782,1
805,501,-0.1551729888,6.891571999,1
805,517,-0.06864153594,7.522425652,1
805,533,-0.08333327621,6.506178379,1
805,549,0.02418881655,5.29777956,1
805,565,0.148243621,5.893126965,1
805,581,-1.199512362,11.04729748,1
805,597,-0.3469798565,5.844832897,1
805,613,-0.4672590494,2.745745659,1
805,629,-0.3589655757,7.05199337,1
805,645,8.310658455,0.9936186671,1
805,661,-0.5946000814,0.3679577708,1
805,677,-2.543884516,5.382394791,1
805,693,-3.434970617,4.224364281,1
805,709,-5.121644497,1.09491384,1
805,725,-8.479852676,-1.473058224,1
805,741,-9.987439156,-4.34487772,1
805,757,-8.311515808,-7.183864117,1
805,773,-5.290047169,-9.960160255,1
805,789,-4.83469677,-9.094215393,1
805,805,-5.954151154,-7.599072456,1
805,821,-7.337415218,-8.106206894,1
805,837,-7.673998833,-8.947536469,1
805,853,-6.718180656,-8.962030411,1
805,869,-7.190921783,-11.13988876,1
805,885,-2.700751543,-12.52607727,1
805,901,-4.269846916,-6.467648029,1
805,917,-0.8726295233,-12.85043335,1
805,933,-0.03988990188,-7.037518978,1
805,949,-0.2442721426,-6.996070385,1
805,965,-0.3504191339,-6.540322781,1
805,981,-0.3127166033,-6.059290886,1
805,997,-1.025136471,-6.426533222,1
805,1013,-2.663814783,-6.295401096,1
805,1029,-2.89893198,-6.506137371,1
805,1045,-1.811838508,-6.847295761,1
805,1061,-1.280784369,-5.991767883,1
805,1077,-0.2976749539,-5.24863863,1
805,1093,-0.1635201573,-4.820930481,1
805,1109,-0.3853998482,-5.725619793,1
805,1125,-0.6079354286,-5.390334606,1
805,1141,-0.4226965308,-5.181229115,1
805,1157,-0.03692740202,-4.66565609,1
805,1173,0.2642402649,-4.48943758,1
805,1189,0.5452724099,-4.909941196,1
805,1205,0.1677371114,-7.514845848,1
805,1221,0.1315552592,-4.307975769,1
805,1237,0.6440389156,-4.639351368,1
805,1253,0.159362793,-4.169249535,1
805,1269,0.2684276998,-4.676202774,1
805,1285,0.3813546598,-3.383310556,1
805,1301,0.2287494838,-3.902698755,1
805,1317,0.4620973766,-2.993112326,1
805,1333,0.4670620561,-1.581868649,1
805,1349,0.458786875,-1.734651804,1
805,1365,0.7092962861,-2.182474613,1
805,1381,1.110673428,-1.837320089,1
805,1397,1.233571291,-1.303885937,1
805,1413,0.7289301157,-1.124947548,1
805,1429,0.5570093393,-1.100853443,1
805,1445,0.2208298445,-0.6856859326,1
805,1461,0.2629905343,-0.5201334357,1
805,1477,1.04334414,-0.3723448515,1
805,1493,1.205166221,-0.271563679,1
805,1509,0.9469194412,-0.2259228528,1
805,1525,0.6960037947,-0.3068964481,1
821,21,0.83682549,-0.9231899977,1
821,37,0.07888468355,-0.2346104383,1
821,53,-0.4329345226,0.4627411067,1
821,69,-0.5780766606,1.682992458,1
821,85,0.1433035135,2.108105183,1
821,101,0.8885524273,1.277637005,1
821,117,0.2169444859,0.9715673923,1
821,133,-0.2767751515,1.568846464,1
821,149,-0.4984882474,2.125337124,1
821,165,-0.3963327408,1.680418253,1
821,181,-0.2183761597,1.31950891,1
821,197,-0.4149798751,1.85495317,1
821,213,-0.7041812539,1.922831774,1
821,229,-1.112692833,2.116099596,1
821,245,-1.133057475,2.536078453,1
821,261,-1.07635653,2.779315948,1
821,277,-1.260765433,2.68640542,1
821,293,-1.712638259,3.056371212,1
821,309,-2.188911438,3.750610113,1
821,325,-2.030878544,4.281780243,1
821,341,-1.791260242,4.475723743,1
821,357,-1.690566063,4.496966839,1
821,373,-1.837539315,5.587342739,1
821,389,-2.106532574,5.732877254,1
821,405,-2.663304329,8.025662422,1
821,421,-2.449635267,8.358452797,1
821,437,-1.675955772,8.573210716,1
821,453,-0.9444708824,8.379898071,1
821,469,-1.273708105,8.448635101,1
821,485,-1.685055614,7.846857071,1
821,501,-2.706586838,9.817361832,1
821,517,7.284832001,7.565872192,1
821,533,4.838421822,12.92225647,1
821,549,-1.801918268,6.698164463,1
821,565,-0.1637854129,8.080692291,1
821,581,-0.01237006485,6.930026054,1
821,597,-0.8289901018,9.633369446,1
821,613,-4.117969513,7.674850464,1
821,629,-6.015089035,5.448847294,1
821,645,-2.749532223,4.378563881,1
821,661,-0.9968018532,0.5940700173,1
821,677,-12.78936863,-0.3500029743,1
821,693,-13.96740341,1.319971323,1
821,709,-14.51272297,0.4611324668,1
821,725,-10.50942135,-1.873087645,1
821,741,-10.70368767,-3.802464962,1
821,757,-8.262622833,-6.345656872,1
821,773,-6.461131096,-8.057864189,1
821,789,-7.588855743,-7.388674736,1
821,805,-10.07359028,-5.958848,1
821,821,-8.81788826,-6.550868511,1
821,837,-7.413128853,-7.518734455,1
821,853,-5.09257412,-8.268568993,1
821,869,-3.167373657,-10.1277504,1
821,885,-1.923132181,-7.385379791,1
821,901,-1.595282555,-6.373218536,1
821,917,-0.4285354614,-6.602706909,1
821,933,-0.2810672224,-7.18832922,1
821,949,-0.100325793,-6.816565514,1
821,965,-0.1009159237,-6.355293274,1
821,981,-0.0512528196,-6.057239532,1
821,997,-0.09958380461,-5.98828125,1
821,1013,-0.02494737506,-5.90674305,1
821,1029,0.1511147767,-6.268634796,1
821,1045,0.09138587117,-8.476625443,1
821,1061,-0.5603458881,-5.685074806,1
821,1077,-1.259366512,-4.828612804,1
821,1093,0.2264529467,-4.28260994,1
821,1109,0.3150860667,-4.571489811,1
821,1125,0.2325363308,-4.727828026,1
821,1141,-0.0683081001,-4.639179707,1
821,1157,0.2011950612,-4.434967995,1
821,1173,0.6329395175,-3.869591475,1
821,1189,0.3128967285,-4.089549541,1
821,1205,0.3823242486,-7.72585392,1
821,1221,0.5425704122,-4.213493347,1
821,1237,0.9024732113,-2.916808128,1
821,1253,0.02084076405,-3.950344563,1
821,1269,-0.01313534379,-3.486026764,1
821,1285,0.863263011,-3.063010693,1
821,1301,1.423315406,-1.876313448,1
821,1317,0.7884038687,-1.37558651,1
821,1333,1.163500786,-0.8495049477,1
821,1349,0.522546649,-1.120261669,1
821,1365,0.3745110631,-1.386352897,1
821,1381,0.5694519281,-1.3689574,1
821,1397,1.005882502,-1.363135338,1
821,1413,1.187855244,-1.358363271,1
821,1429,0.6851872802,-0.817623198,1
821,1445,0.6213932037,-0.4806151986,1
821,1461,0.5104814172,-0.1769222021,1
821,1477,0.7855032682,-0.2053544521,1
821,1493,0.3089366555,0.01222984493,1
821,1509,0.504699111,0.09790045023,1
821,1525,0.3769561648,0.1376439929,1
837,21,0.3533842862,-0.4092951119,1
837,37,-0.3737009764,-0.2309708297,1
837,53,-1.341004491,0.7296764851,1
837,69,-1.528268576,2.294092178,1
837,85,-0.2490656376,2.195173264,1
837,101,0.009181141853,1.757069588,1
837,117,-0.7260284424,1.644726515,1
837,133,-1.485883713,1.841445446,1
837,149,-1.555730581,1.488295555,1
837,165,-1.290891409,1.509129882,1
837,181,-1.029673219,1.666818619,1
837,197,1.436206222,3.965548515,1
837,213,-0.688262105,1.721574068,1
837,229,-1.169985533,2.347904205,1
837,245,-1.379051447,3.430552244,1
837,261,-1.561404347,3.503057241,1
837,277,-1.608237386,3.345340014,1
837,293,-1.6084795,3.861479282,1
837,309,-1.873207688,4.129601955,1
837,325,-2.102015972,4.37482214,1
837,341,-1.935170174,4.69858551,1
837,357,-1.884843349,5.006528378,1
837,373,-1.74785459,6.612508297,1
837,389,-1.699821353,6.522236347,1
837,405,-2.162111759,7.697218895,1
837,421,-2.133646965,8.158270836,1
837,437,-1.471575141,8.446052551,1
837,453,-1.341805935,8.7808218,1
837,469,-1.813068628,9.920148849,1
837,485,-2.270244837,8.732844353,1
837,501,-2.196154833,10.76005745,1
837,517,-3.926664829,7.44219923,1
837,533,-2.311007023,6.763114929,1
837,549,-3.276631832,8.666414261,1
837,565,-5.03977108,11.99265671,1
837,581,-4.06495142,8.599082947,1
837,597,-0.8330613375,11.30414581,1
837,613,-1.959394932,5.87704277,1
837,629,5.123985291,5.291408539,1
837,645,-5.516136646,9.376515388,1
837,661,-5.951557159,8.502879143,1
837,677,-3.089863777,8.796889305,1
837,693,-12.93778801,0.4988456666,1
837,709,-14.10535717,0.8199639916,1
837,725,-9.256322861,-1.558283567,1
837,741,-9.034556389,-3.529247761,1
837,757,-8.477493286,-4.968646049,1
837,773,-9.543504715,-5.145134449,1
837,789,-9.689739227,-4.681164265,1
837,805,-9.068795204,-4.35778141,1
837,821,-7.458826065,-4.614040852,1
837,837,-4.676417828,-5.535177231,1
837,853,-3.012109041,-7.087694645,1
837,869,-2.146101713,-9.463071823,1
837,885,-2.02529645,-7.967815876,1
837,901,-2.920191765,-6.965878963,1
837,917,-1.772267342,-5.880365849,1
837,933,-0.5736789703,-6.133822918,1
837,949,-0.3814637959,-7.079252243,1
837,965,-0.05496879667,-6.062585831,1
837,981,-0.05082707107,-5.942498684,1
837,997,-0.2402466089,-6.51541853,1
837,1013,0.09795282781,-6.098622799,1
837,1029,0.7098135352,-6.253922939,1
837,1045,1.392483473,-6.790109158,1
837,1061,1.028492212,-6.320791721,1
837,1077,0.3985908628,-4.97862339,1
837,1093,0.7041064501,-4.195595741,1
837,1109,0.9320927262,-4.426659107,1
837,1125,0.1853394806,-4.157543659,1
837,1141,0.1515878439,-4.314484596,1
837,1157,0.2402516156,-4.200556278,1
837,1173,0.2419588566,-3.825260639,1
837,1189,-0.1251455992,-4.100247383,1
837,1205,0.08403351903,-5.022014618,1
837,1221,0.2611794472,-4.577220917,1
837,1237,0.0138296932,-5.296220779,1
837,1253,0.2739785016,-3.887554169,1
837,1269,0.5652606487,-3.040682793,1
837,1285,0.9507101774,-2.302427292,1
837,1301,2.515895844,-1.64531517,1
837,1317,0.7815195918,-1.046902537,1
837,1333,0.4179472923,-0.4677993059,1
837,1349,0.2821466923,-0.6097270846,1
837,1365,0.264818877,-1.267273426,1
837,1381,0.2014001012,-0.9727320671,1
837,1397,0.8575125933,-1.005735755,1
837,1413,1.25229001,-1.803613901,1
837,1429,0.9618777037,-0.4514542222,1
837,1445,1.218753219,0.09700587392,1
837,1461,0.8182199597,0.06046979129,1
837,1477,0.4921011925,-0.9104176164,1
837,1493,0.6366614699,-0.08980935812,1
837,1509,0.2673192918,0.5371316075,1
837,1525,0.5781525373,0.588727355,1
853,21,-0.2840772569,-0.1857831776,1
853,37,-0.3125124276,0.1799185723,1
853,53,-0.8188251257,0.6154806018,1
853,69,-1.19380796,1.222861528,1
853,85,-0.2340091467,1.701842308,1
853,101,-0.4651795626,1.592406034,1
853,117,-1.277766705,1.669594049,1
853,133,-1.753585219,1.759861708,1
853,149,-2.104598284,0.9776322842,1
853,165,-2.573011398,1.17543757,1
853,181,-1.541870594,2.027848721,1
853,197,-1.047769308,2.525727272,1
853,213,1.636072874,7.666071892,1
853,229,-1.110936403,3.608360052,1
853,245,-1.792629123,4.314919949,1
853,261,-2.035861969,3.693039894,1
853,277,-2.044638634,3.843542814,1
853,293,-1.941487789,4.43222332,1
853,309,-1.823826075,3.850910902,1
853,325,-1.851501942,4.223453522,1
853,341,-1.903143644,4.426170349,1
853,357,-1.943886757,4.784356117,1
853,373,-1.841226578,6.381825447,1
853,389,-1.548311591,6.408330441,1
853,405,-1.873788118,6.793639183,1
853,421,-2.328338385,7.630709648,1
853,437,-2.513823032,7.083001614,1
853,453,-4.412654877,7.278307915,1
853,469,-2.967752457,6.737883568,1
853,485,-3.142597675,8.049741745,1
853,501,-3.281756163,9.361139297,1
853,517,-3.449825287,9.236608505,1
853,533,-5.690243721,6.488766193,1
853,549,-3.766495943,6.030082703,1
853,565,-5.949057102,6.042562962,1
853,581,-9.584112167,7.738904953,1
853,597,-2.212355137,6.078634262,1
853,613,-3.398437023,8.138266563,1
853,629,3.847723722,8.174993515,1
853,645,-6.180683613,8.940639496,1
853,661,-2.798717976,-7.369502544,1
853,677,-15.3226347,3.136981487,1
853,693,-0.7763547897,4.848407745,1
853,709,-9.519633293,-0.09552912414,1
853,725,-9.461312294,-1.321053147,1
853,741,-9.289196014,-3.189561844,1
853,757,-9.897573471,-3.707736969,1
853,773,-7.434123993,-5.497160435,1
853,789,-7.496974945,-3.49806571,1
853,805,-6.605708599,-2.834711075,1
853,821,-1.115534782,-8.949401855,1
853,837,-1.909192562,-3.431521416,1
853,853,-1.14482677,-4.157557011,1
853,869,-2.39858222,-7.399327278,1
853,885,-2.047441483,-7.060653687,1
853,901,-0.2367891073,-5.69671154,1
853,917,-1.225498199,-5.004432201,1
853,933,-0.6310813427,-4.778385162,1
853,949,0.1719260812,-6.11764431,1
853,965,-0.006693705916,-6.068191051,1
853,981,-0.1035122722,-5.619066238,1
853,997,-0.1115359515,-6.336692333,1
853,1013,-0.04154715315,-6.054365635,1
853,1029,0.1329872757,-6.148983479,1
853,1045,1.059931874,-6.138837337,1
853,1061,0.8121936321,-6.066111088,1
853,1077,0.5721657276,-4.927251816,1
853,1093,0.4662609398,-4.286787987,1
853,1109,0.3435260653,-3.547849655,1
853,1125,0.1899815798,-3.495248795,1
853,1141,0.08871597052,-4.01292038,1
853,1157,0.1726588905,-3.960596561,1
853,1173,0.183286801,-3.770390272,1
853,1189,0.04113228619,-3.809835434,1
853,1205,0.2680508494,-3.921434641,1
853,1221,0.3914631009,-4.308909893,1
853,1237,-0.05029820651,-4.575263977,1
853,1253,-0.06857310236,-4.036170006,1
853,1269,0.2293441743,-3.230717897,1
853,1285,6.964024067,-0.414321661,1
853,1301,1.026607752,-1.181482673,1
853,1317,0.8625258803,-1.062929153,1
853,1333,0.5784629583,-0.8530779481,1
853,1349,0.06626695395,-0.3737848401,1
853,1365,-1.076472402,-2.555175781,1
853,1381,0.4614022672,0.2041711211,1
853,1397,1.678854585,-0.2760730982,1
853,1413,1.621755242,-1.205925941,1
853,1429,0.871769309,0.2150087953,1
853,1445,2.279090405,0.3443450332,1
853,1461,1.512373805,0.1734225005,1
853,1477,0.7977370024,-0.178906545,1
853,1493,0.93094486,-0.3896405101,1
853,1509,1.19000864,0.4512736499,1
853,1525,0.9407713413,1.097985983,1
869,21,-0.336048007,0.3314685822,1
869,37,-0.415651083,1.108983994,1
869,53,-0.6974506378,1.204803824,1
869,69,-1.185208082,0.8706104755,1
869,85,-1.809500098,1.07094872,1
869,101,-1.448115349,1.533350229,1
869,117,-1.704365492,1.510156393,1
869,133,-1.987415671,1.452467084,1
869,149,-1.733873248,1.187345505,1
869,165,-1.551220894,1.146773696,1
869,181,-1.303867221,-0.359944582,1
869,197,-1.713544846,2.58854723,1
869,213,-1.31804049,4.626457214,1
869,229,-1.927945495,3.637317181,1
869,245,-2.276466846,3.494517088,1
869,261,-2.461021423,3.247648954,1
869,277,-2.432586193,3.659720182,1
869,293,-2.309401274,3.989282608,1
869,309,-2.364793777,3.327418089,1
869,325,-2.046911955,4.009747982,1
869,341,-1.894892693,3.958355904,1
869,357,-2.473453522,3.805952549,1
869,373,-3.250440121,3.69984293,1
869,389,-2.905789375,4.47729826,1
869,405,-2.921501398,5.492648602,1
869,421,-3.524396896,7.408880711,1
869,437,-4.499316216,6.810800552,1
869,453,-6.111707687,6.867304325,1
869,469,-12.05039406,7.69103384,1
869,485,-3.671109915,6.738775253,1
869,501,-4.65281868,6.904649258,1
869,517,-4.574374676,9.687505722,1
869,533,-5.582201958,6.496715546,1
869,549,-4.715977192,5.818100452,1
869,565,-3.955746651,5.343684673,1
869,581,-2.920103312,4.880665302,1
869,597,-10.70727539,7.640480518,1
869,613,-4.632219791,2.214398623,1
869,629,-5.312024117,0.8171181679,1
869,645,-4.986488342,5.074296951,1
869,661,-6.286007881,1.618139267,1
869,677,-8.033807755,0.818667233,1
869,693,-8.99319458,0.02870419621,1
869,709,-9.613264084,-0.1308965385,1
869,725,-9.720333099,-1.132295132,1
869,741,-9.40569973,-2.421051025,1
869,757,-7.998589993,-2.869075775,1
869,773,-6.121079445,-2.773015499,1
869,789,-1.409611702,-4.865037918,1
869,805,-2.946265697,-2.761991501,1
869,821,-3.119506121,7.6698246,1
869,837,-4.61327219,-6.488883972,1
869,853,-4.704585075,-7.239832878,1
869,869,-3.232886791,-6.03451395,1
869,885,-2.369417906,-6.11411047,1
869,901,2.023326159,-5.126393795,1
869,917,2.430745125,-4.220383167,1
869,933,-0.967184782,-6.54630518,1
869,949,-0.07168339938,-7.273518085,1
869,965,0.02231277153,-6.799693584,1
869,981,-0.6872323155,-5.152919292,1
869,997,-0.560908854,-5.524189472,1
869,1013,-0.4667085707,-5.879909039,1
869,1029,-0.4011227489,-6.138595104,1
869,1045,-0.1001948118,-5.596738815,1
869,1061,0.1948421896,-5.186778069,1
869,1077,0.4900349677,-4.375619411,1
869,1093,0.6001082659,-4.017915726,1
869,1109,0.8152686954,-3.279780865,1
869,1125,0.4483839869,-3.204767942,1
869,1141,0.3517643809,-3.818905354,1
869,1157,0.2557903528,-3.613966703,1
869,1173,0.262401104,-3.363430977,1
869,1189,0.3579102159,-3.345881939,1
869,1205,0.4469735324,-3.594731092,1
869,1221,0.5012224317,-3.64655757,1
869,1237,0.02513065934,-3.524896383,1
869,1253,-0.3560181856,-3.640401125,1
869,1269,0.1872199476,-2.748790503,1
869,1285,1.570656776,-1.790032268,1
869,1301,1.013471127,-0.9506825209,1
869,1317,0.9583054781,-0.8796046376,1
869,1333,0.7682418823,-0.7017877698,1
869,1349,0.6377332807,-0.3751522005,1
869,1365,0.5404320359,-1.188974142,1
869,1381,0.4506630599,-0.4477697015,1
869,1397,0.9222199917,-0.6767523885,1
869,1413,2.114284992,-0.6169338226,1
869,1429,1.013855219,0.1590513736,1
869,1445,0.7174171805,0.1742843091,1
869,1461,0.8112932444,-0.8380200267,1
869,1477,0.741281867,-1.536834002,1
869,1493,1.591439486,-0.07614916563,1
869,1509,1.283365965,0.318025291,1
869,1525,1.131365299,0.9078965187,1
885,21,-1.02441287,0.4953546524,1
885,37,-0.7855451703,1.168735981,1
885,53,-1.023659229,1.178192019,1
885,69,-1.170332789,0.9841144085,1
885,85,-1.359081984,1.222496629,1
885,101,-1.280849218,2.423441887,1
885,117,-2.084679127,1.63189137,1
885,133,-2.794892788,1.4479177,1
885,149,-1.997025251,1.81617403,1
885,165,-1.671681404,1.811267257,1
885,181,-1.350012064,1.182150841,1
885,197,-1.513098836,2.495981693,1
885,213,-1.6076442,3.481253147,1
885,229,-2.211647987,3.557803154,1
885,245,-2.519127131,3.421776533,1
885,261,-2.730830193,3.197188616,1
