PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 5, filenames: A:[5]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[6]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
21,21,1.611614227,-0.2502229214,1
21,37,-2.763074875,-3.97201252,1
21,53,-4.117062092,-4.805944443,1
21,69,-4.383577347,-3.742042542,1
21,85,-3.732627153,-3.421710968,1
21,101,-3.259908676,-3.67360878,1
21,117,-4.110176086,-4.10048151,1
21,133,-4.387390614,-4.200877666,1
21,149,-4.065719604,-3.980124235,1
21,165,-3.73347044,-3.642912149,1
21,181,-2.824397087,-3.385150671,1
21,197,-3.783362389,-3.269500732,1
21,213,-4.929373741,-3.498468399,1
21,229,-5.99577713,-3.079066277,1
21,245,-5.663447857,-2.476353407,1
21,261,-6.474290848,-2.167294502,1
21,277,-6.957555771,-2.286389351,1
21,293,-7.719056129,-1.784257054,1
21,309,-7.604263306,-1.366311073,1
21,325,-6.266242027,-1.275854945,1
21,341,-4.875751019,-2.577390194,1
21,357,-4.097558975,-2.803907871,1
21,373,-3.649415016,-2.808934689,1
21,389,-4.408544064,-2.432630301,1
21,405,-6.015483379,-0.6532827616,1
21,421,-6.286108494,-1.755152702,1
21,437,-6.577232361,-2.225934029,1
21,453,-6.343725204,-2.355361462,1
21,469,-4.878106594,-2.563267946,1
21,485,-5.066586018,-1.186043143,1
21,501,-5.302294731,-0.8342655897,1
21,517,-4.849943161,-0.9019809961,1
21,533,-4.841151237,-0.8131330013,1
21,549,-6.263767719,-0.5372197032,1
21,565,-4.656169415,-0.2547541261,1
21,581,-2.91698575,-0.02965249121,1
21,597,-2.508186817,-0.1026486605,1
21,613,-3.215662479,0.2505132556,1
21,629,-2.349323273,0.146112144,1
21,645,-2.098784924,0.6021602154,1
21,661,-2.118636847,1.098750353,1
21,677,-2.465890884,1.274667144,1
21,693,-2.039993525,1.498113513,1
21,709,-1.316362858,1.253654957,1
21,725,-1.443441272,0.7236984968,1
21,741,-2.535133123,0.09257519245,1
21,757,-1.375051737,0.08085393906,1
21,773,-0.5647470951,0.06537294388,1
21,789,-2.730476856,0.6348192692,1
21,805,-2.764595032,-0.007156044245,1
21,821,-2.330536842,-0.03978700936,1
21,837,-1.621311426,0.2931774855,1
21,853,-1.435240269,1.046953321,1
21,869,-12.90376282,0.8371514082,1
21,885,-6.490495682,-5.673575401,1
21,901,-3.175951004,-0.4378255606,1
21,917,-1.465290785,0.416243881,1
21,933,-0.6033293009,0.6589283943,1
21,949,-0.754539609,0.6425110698,1
21,965,-0.346600771,0.7775604725,1
21,981,-0.8587243557,-1.294453382,1
21,997,0.2227027416,-0.7667551041,1
21,1013,2.008363008,-0.6350383759,1
21,1029,1.381147265,-0.4281663299,1
21,1045,0.957752943,-0.1552491784,1
21,1061,0.4002213478,-0.4077677727,1
21,1077,-0.6674746275,-0.9400133491,1
21,1093,-1.774253249,-0.603724122,1
21,1109,-1.219654679,-0.6245071888,1
21,1125,-0.9868942499,-1.844441652,1
21,1141,-1.675523639,-2.270547628,1
