PIVlab, ASCII chart output - 25-Jul-2025
FRAME: 8, filenames: A:[8]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi & B:[9]MAX_Pos0007pos00008_TgUtrmcherry_K4K8Mutant-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
37,69,-5.137356281,-4.508154392,1
37,85,-4.778249741,-4.874296188,1
37,101,-4.71805191,-4.643415451,1
37,117,-5.060951233,-5.082571507,1
37,133,-5.559068203,-4.898429871,1
37,149,-5.846936703,-4.750137806,1
37,165,-5.8253479,-5.116379738,1
37,181,-5.466269016,-5.293152809,1
37,197,-5.741005421,-5.429547787,1
37,213,-6.326644897,-5.905464649,1
37,229,-6.335086823,-5.968803883,1
37,245,-5.458409786,-5.930223465,1
37,261,-4.223237514,-7.979949951,1
37,277,-5.219865322,-6.479241371,1
37,293,-5.087792397,-5.57060051,1
37,309,-4.970377922,-5.045384407,1
37,325,-5.301853657,-5.441347122,1
37,341,-5.73284483,-5.001449108,1
37,357,-6.150072098,-5.150284767,1
37,373,-6.663392067,-5.217113495,1
37,389,-7.097938061,-5.171141148,1
37,405,-7.522917747,-5.203855991,1
37,421,-7.550648689,-5.054431438,1
37,437,-7.671000957,-4.736495495,1
37,453,-7.664176464,-4.426030636,1
37,469,-7.239199638,-4.378575802,1
37,485,-7.068555355,-4.637952328,1
37,501,-6.804337978,-5.23115778,1
37,517,-6.3310709,-5.083393574,1
37,533,-6.754133224,-5.011313438,1
37,549,-7.468258858,-4.105660915,1
37,565,-7.288474083,-3.880116463,1
37,581,-6.922382832,-5.124923229,1
37,597,-6.867774487,-5.863722324,1
37,613,-6.555553913,-5.028576851,1
37,629,-6.505493164,-4.592350006,1
37,645,-6.10544157,-4.203807831,1
37,661,-6.3200984,-4.048638344,1
37,677,-6.444008827,-4.424179077,1
37,693,-6.170189857,-4.753005028,1
37,709,-5.488616467,-4.054788589,1
37,725,-5.107422829,-3.621482372,1
37,741,-5.329698086,-3.311231613,1
37,757,-5.200002193,-3.184559822,1
37,773,-4.801260471,-3.309879065,1
37,789,-4.410221577,-3.36542201,1
37,805,-4.435813904,-3.654293299,1
37,821,-4.126614094,-4.436344147,1
37,837,-4.018947124,-3.839488983,1
37,853,-4.225772381,-3.485449553,1
37,869,-3.95550251,-2.544929743,1
37,885,-3.439669371,-2.67343545,1
37,901,-3.686532497,-3.726210117,1
37,917,-3.573088884,-2.397065639,1
37,933,-3.119586468,-1.071965337,1
37,949,-7.12655735,-2.264176369,1
37,965,-4.297204971,-2.361852646,1
37,981,-3.705495834,-1.681629539,1
37,997,-3.631521225,-1.671463013,1
37,1013,-3.441798449,-1.799175978,1
37,1029,-3.040866613,-1.723953247,1
37,1045,-2.470216513,-1.225029826,1
37,1061,-1.760082483,-0.3172113299,1
37,1077,-1.036070824,-1.312052488,1
37,1093,-1.180803061,-0.8671895266,1
37,1109,-1.546902299,-0.4404069185,1
37,1125,-2.07805872,-0.514320612,1
37,1141,-2.233827114,-0.3045659065,1
37,1157,-1.991866112,-0.8073923588,1
37,1173,-1.823501945,-1.436621666,1
37,1189,-2.227429152,-1.714095116,1
37,1205,-2.171103001,-2.033941746,1
37,1221,-2.9584198,-3.298482895,1
37,1237,-2.18698597,-2.775436878,1
37,1253,-2.086364746,-1.972173333,1
37,1269,-2.707814932,-0.5910798311,1
37,1285,-2.79462862,-0.5337334275,1
37,1301,-2.628222942,-0.3632310629,1
37,1317,-2.539135933,-0.2758391201,1
37,1333,-2.717664242,-0.4609126449,1
37,1349,-2.611292124,-1.950354815,1
37,1365,-2.214369535,-1.758538127,1
37,1381,-2.282444954,0.01965242624,1
37,1397,-2.418002605,0.2835381031,1
37,1413,-2.2996099,-0.1678295135,1
37,1429,-2.665985823,-0.620536387,1
37,1445,-2.824371338,-0.6807485223,1
37,1461,-2.643055201,-0.4356087148,1
37,1477,-2.650281668,0.2739405632,1
37,1493,-2.841402292,0.6466602087,1
37,1509,-2.808486938,0.3958316445,1
37,1525,-2.79452014,-0.8623036146,1
53,21,-4.89692831,-3.671635628,1
53,37,-4.899679661,-3.839444637,1
53,53,-5.001142025,-4.149806976,1
53,69,-5.246170998,-4.495493889,1
53,85,-4.86784935,-4.776559353,1
53,101,-4.768802643,-4.91354084,1
53,117,-4.809757233,-5.542118073,1
53,133,-5.351381779,-5.630078793,1
53,149,-5.935742378,-5.73903513,1
53,165,-6.033157349,-5.534194946,1
53,181,-5.678285122,-5.313248158,1
53,197,-5.936425209,-5.205532551,1
53,213,-6.475266457,-5.818743706,1
53,229,-6.539988995,-6.181142807,1
53,245,-6.364679337,-6.405592918,1
53,261,-5.75830555,-7.597092628,1
53,277,-5.557451725,-6.782668114,1
53,293,-5.525731564,-6.120365143,1
53,309,-5.5904603,-5.640363216,1
53,325,-5.636697292,-6.806908607,1
53,341,-5.921471596,-5.66713953,1
53,357,-6.254339218,-5.021504879,1
53,373,-6.82390976,-5.195325851,1
53,389,-7.303161144,-5.310750484,1
53,405,-7.978721619,-5.625349522,1
53,421,-8.411133766,-5.489834785,1
53,437,-8.738638878,-4.933247566,1
53,453,-8.311239243,-4.769702911,1
53,469,-7.564083099,-4.449139595,1
53,485,-7.595608711,-4.800191402,1
53,501,-7.511664867,-5.812339306,1
53,517,-6.885714531,-5.672485828,1
53,533,-6.967616081,-5.492560863,1
53,549,-7.07896471,-5.054985046,1
53,565,-6.989169121,-4.897780418,1
53,581,-6.75788784,-5.469076633,1
53,597,-6.276839733,-5.292826176,1
53,613,-5.685164928,-4.831049442,1
53,629,-6.00129652,-4.682296753,1
53,645,-5.894774437,-4.484508514,1
53,661,-6.032142639,-4.533204556,1
53,677,-6.297487259,-4.412037373,1
53,693,-6.980632305,-4.728711128,1
53,709,-5.926199436,-3.798663616,1
53,725,-5.008327007,-3.408246517,1
53,741,-5.292256832,-3.159131765,1
53,757,-5.033264637,-3.041025162,1
53,773,-4.506182671,-3.534289598,1
53,789,-4.520953178,-4.03341198,1
53,805,-5.11489296,-3.832071066,1
53,821,-3.915717125,-4.152955055,1
53,837,-3.668459415,-3.239682198,1
53,853,-4.212938309,-2.857596159,1
53,869,-4.167826653,-3.531093121,1
53,885,-4.626678467,-2.799109459,1
53,901,-4.224633217,-5.089068413,1
53,917,-3.099508524,-3.008020401,1
53,933,-2.91639328,-2.129968405,1
53,949,-3.96770215,-1.383235455,1
53,965,-4.059663296,-1.642188787,1
53,981,-3.79005909,-1.677427173,1
53,997,-3.526352644,-1.739240289,1
53,1013,-3.261982441,-1.94884038,1
53,1029,-2.78632021,-1.621077776,1
53,1045,-1.983958006,-1.393805265,1
53,1061,-1.301775455,-0.985229969,1
53,1077,-0.9218455553,-1.380644798,1
53,1093,-1.546637416,-0.2785158157,1
53,1109,-1.818203092,0.07561182976,1
53,1125,-2.373468161,-0.7508009076,1
53,1141,-2.505876541,-0.7089676261,1
53,1157,-2.328995943,-1.579714417,1
53,1173,-2.132850647,-1.893328428,1
53,1189,-2.181898117,-1.894152403,1
53,1205,-2.033058643,-2.045410156,1
53,1221,-2.909193993,-3.146381855,1
53,1237,-2.441096544,-2.684859753,1
53,1253,-2.432875156,-2.059229136,1
53,1269,-2.684546471,-1.171438694,1
53,1285,-2.740051508,-0.8730940819,1
53,1301,-2.581915379,-0.7877919078,1
53,1317,-2.343663692,-0.8539869785,1
53,1333,-2.258739471,-2.375300884,1
53,1349,-2.300116062,-2.231989861,1
53,1365,-2.228636026,-1.274016142,1
53,1381,-2.250372171,-0.3591194749,1
53,1397,-2.066875458,-0.25230515,1
53,1413,-2.028568983,-0.4842942059,1
53,1429,-2.200444221,-0.8069081306,1
53,1445,-2.325156212,-0.6896218061,1
53,1461,-2.54668951,-0.4045677185,1
53,1477,-2.577349663,0.06946575642,1
53,1493,-2.564633131,1.154838681,1
53,1509,-2.600707293,2.326824665,1
53,1525,-2.102731705,1.060176611,1
69,21,-5.015079975,-4.817417622,1
69,37,-5.239829063,-4.077737808,1
69,53,-5.472272396,-4.117610931,1
69,69,-5.502027988,-4.626299381,1
69,85,-4.785051823,-4.825620651,1
69,101,-4.719393253,-5.085047722,1
69,117,-5.046243191,-5.258877754,1
69,133,-5.447572708,-5.271586895,1
69,149,-6.566371441,-5.827476501,1
69,165,-6.313165188,-5.254838467,1
69,181,-6.101705074,-4.656031609,1
69,197,-6.392242908,-4.877578259,1
69,213,-6.469588757,-5.695156574,1
69,229,-6.540418148,-6.051393986,1
69,245,-7.257314682,-6.359680653,1
69,261,-6.515763283,-6.668195724,1
69,277,-5.922902107,-6.476454735,1
69,293,-5.746290684,-6.296026707,1
69,309,-5.708613396,-6.07057333,1
69,325,-5.84742403,-6.116231441,1
69,341,-5.666441917,-5.662847519,1
69,357,-6.099382401,-5.033522129,1
69,373,-6.852065086,-5.149098873,1
69,389,-7.626631737,-5.682444572,1
69,405,-8.297023773,-5.732295036,1
69,421,-8.804993629,-5.603013039,1
69,437,-8.568914413,-5.014849186,1
69,453,-8.162731171,-4.676776886,1
69,469,-8.417844772,-4.448674202,1
69,485,-8.383033752,-4.972241402,1
69,501,-7.641135216,-5.146897793,1
69,517,-6.828252792,-5.333616257,1
69,533,-6.767735004,-5.101255894,1
69,549,-7.006271362,-4.955666542,1
69,565,-6.894596577,-4.833832741,1
69,581,-6.763960838,-4.640376568,1
69,597,-6.767840385,-4.575316906,1
69,613,-6.035087585,-4.668298244,1
69,629,-6.098472118,-4.849153519,1
69,645,-6.415829182,-4.588422298,1
69,661,-6.184787273,-4.347833633,1
69,677,-6.142514229,-4.172943115,1
69,693,-6.259366989,-4.414457321,1
69,709,-6.166813374,-4.417381287,1
69,725,-5.72104454,-3.861003876,1
69,741,-4.931046009,-3.991194963,1
69,757,-4.323274612,-3.519901276,1
69,773,-3.999721527,-3.910471916,1
69,789,-3.964292049,-4.248448849,1
69,805,-4.278186321,-2.920020103,1
69,821,-4.561558247,-2.915238142,1
69,837,-4.43540287,-3.155487776,1
69,853,-3.969279528,-1.843951225,1
69,869,-3.599389791,-2.264082909,1
69,885,-3.381712675,-5.10939312,1
69,901,-3.218962431,-3.553389549,1
69,917,-3.221983671,-4.215102196,1
69,933,-3.562939405,-2.802467585,1
69,949,-3.719769478,-2.358620167,1
69,965,-3.669644833,-2.160069227,1
69,981,-3.452253342,-2.136725903,1
69,997,-3.083604097,-1.841082335,1
69,1013,-3.028170347,-1.711868167,1
69,1029,-2.643256426,-1.652885675,1
69,1045,-1.960475683,-1.920251012,1
69,1061,-1.851084352,-1.491774797,1
69,1077,-1.590059876,-1.558153272,1
69,1093,-1.473754644,-1.814959049,1
69,1109,-1.531940699,-1.846357822,1
69,1125,-1.478393793,-1.628225803,1
69,1141,-2.193881512,-0.7587028742,1
69,1157,-2.609903336,-1.683369875,1
69,1173,-2.673116684,-2.002021074,1
69,1189,-3.47992754,-1.951975107,1
69,1205,-1.543695927,-2.009582281,1
69,1221,-2.046388626,-2.251069546,1
69,1237,-3.265383244,-2.633422852,1
69,1253,-2.610426426,-2.113852978,1
69,1269,-2.392422676,-1.687562585,1
69,1285,-2.276305437,-1.115806818,1
69,1301,-2.098827839,-1.250588298,1
69,1317,-2.103337526,-1.243646383,1
69,1333,-2.216709614,-1.828448296,1
69,1349,-2.107262135,-1.84924674,1
69,1365,-1.811418056,-1.091105223,1
69,1381,-1.680212736,-0.7796958685,1
69,1397,-1.851785898,-0.5602341294,1
69,1413,-2.428807974,-0.473082602,1
69,1429,-2.487287998,-0.6406372786,1
69,1445,-2.509899378,-0.4683960974,1
69,1461,-2.262122154,-0.2512145042,1
69,1477,-2.12518549,-0.04721960425,1
69,1493,-2.375001431,0.8701858521,1
69,1509,-2.468747139,2.684540749,1
69,1525,-3.724433899,0.7435780764,1
85,21,-5.219190121,-6.440783978,1
85,37,-5.207132816,-4.923536301,1
85,53,-7.018857002,-4.040117741,1
85,69,-5.90486145,-4.568469524,1
85,85,-5.400514603,-4.972573757,1
85,101,-5.43817997,-5.140139103,1
85,117,-5.601574898,-4.932949066,1
85,133,-5.548646927,-5.119536877,1
85,149,-5.555413723,-5.42647934,1
85,165,-5.94693327,-5.215487003,1
85,181,-6.437817574,-4.843177319,1
85,197,-6.504834175,-4.91235733,1
85,213,-6.395785809,-5.559782028,1
85,229,-6.506178379,-5.898360252,1
85,245,-6.765905857,-5.925928116,1
85,261,-6.790860653,-6.243722916,1
85,277,-6.910273552,-6.240270138,1
85,293,-6.215962887,-5.80382967,1
85,309,-6.044484138,-5.60879755,1
85,325,-5.763476372,-5.696226597,1
85,341,-5.228689671,-5.649224758,1
85,357,-6.137079716,-5.726256847,1
85,373,-7.028593063,-5.454084396,1
85,389,-7.790891171,-5.34368515,1
85,405,-8.524011612,-5.649518967,1
85,421,-8.569714546,-5.697468758,1
85,437,-8.542161942,-5.326398373,1
85,453,-8.839859009,-4.821543217,1
85,469,-10.16547012,-4.196556091,1
85,485,-8.72359848,-4.738484859,1
85,501,-7.804130077,-4.498972893,1
85,517,-6.97400713,-4.374975204,1
85,533,-6.921241283,-4.79701519,1
85,549,-7.122346878,-4.899436474,1
85,565,-6.820145607,-4.776670933,1
85,581,-6.580234051,-4.455962658,1
85,597,-6.56430769,-4.138203144,1
85,613,-5.938353539,-4.540739059,1
85,629,-6.082594395,-4.633472919,1
85,645,-6.456538677,-4.337294579,1
85,661,-6.573747635,-2.384446621,1
85,677,-6.33733654,-2.844582081,1
85,693,-5.984565735,-3.523859501,1
85,709,-6.205912113,-3.988449097,1
85,725,-6.439003944,-4.12462616,1
85,741,-4.558346748,-4.900752068,1
85,757,-3.851230621,-4.082992554,1
85,773,-4.02603817,-3.997704983,1
85,789,-4.087541103,-4.621244431,1
85,805,-4.386912823,-3.639507294,1
85,821,-4.954731941,-2.855953693,1
85,837,-4.741661072,-2.622537374,1
85,853,-3.753209114,-1.509278059,1
85,869,-2.954907179,-1.972036839,1
85,885,-3.13720727,-2.815616846,1
85,901,-2.97381568,-3.384036064,1
85,917,-2.692734957,-3.051442385,1
85,933,-2.898396015,-2.950237036,1
85,949,-3.47934413,-2.740714312,1
85,965,-3.671266556,-2.801238537,1
85,981,-3.279160023,-2.434085131,1
85,997,-2.910923719,-1.955941319,1
85,1013,-2.906101704,-1.52684927,1
85,1029,-2.695667267,-1.659359097,1
85,1045,-2.15095377,-2.032473564,1
85,1061,-2.050233126,-1.86938405,1
85,1077,-2.124143124,-1.925037384,1
85,1093,-1.539472222,-2.362783909,1
85,1109,-1.285912275,-2.513495445,1
85,1125,-1.608973503,-2.501212835,1
85,1141,-2.234649658,-1.147488356,1
85,1157,-3.5133183,-1.667973757,1
85,1173,-3.57710886,-1.682382822,1
85,1189,-3.086498499,-1.945637822,1
85,1205,-1.167309403,-2.043775082,1
85,1221,-0.8039358854,-2.215354919,1
85,1237,-1.947862387,-1.890509367,1
85,1253,-1.832260013,-1.964053273,1
85,1269,-2.083438396,-1.722273827,1
85,1285,-2.153405428,-1.309848666,1
85,1301,-1.691096187,-1.41835475,1
85,1317,-1.678574681,-1.472299933,1
85,1333,-1.97405827,-1.338537455,1
85,1349,-2.68738246,-1.120476365,1
85,1365,-2.471649885,-1.097962499,1
85,1381,-1.858027458,-1.016572952,1
85,1397,-2.235517025,-0.7326308489,1
85,1413,-2.217463255,-0.2466717362,1
85,1429,-2.442683935,-0.1035156846,1
85,1445,-3.265343666,0.04183569551,1
85,1461,-1.718114138,-0.005233839154,1
85,1477,-0.8481866121,-0.2172377706,1
85,1493,-2.16267252,0.4216115773,1
85,1509,-2.223807573,0.7180278897,1
85,1525,-2.68532443,0.7617086768,1
101,21,-4.719231129,-4.568956852,1
101,37,-6.521759033,-4.97070837,1
101,53,-8.039083481,-6.466657639,1
101,69,-6.177436352,-5.161167145,1
101,85,-5.905333042,-5.0493083,1
101,101,-5.962949753,-5.314304352,1
101,117,-5.85350275,-4.929126263,1
101,133,-5.57864809,-4.983669758,1
101,149,-5.592514515,-5.459175587,1
101,165,-5.941066742,-5.405473232,1
101,181,-6.171616554,-5.211764812,1
101,197,-6.321529388,-5.574520111,1
101,213,-6.538546562,-5.695286751,1
101,229,-6.623218536,-5.908319473,1
101,245,-6.584494114,-5.878260612,1
101,261,-6.58725071,-6.01021719,1
101,277,-6.522893906,-6.580311298,1
101,293,-6.504488945,-5.900740623,1
101,309,-6.390899658,-5.697380543,1
101,325,-6.016057968,-5.617584229,1
101,341,-5.77964592,-6.013528824,1
101,357,-6.045077801,-7.022613525,1
101,373,-6.904488087,-5.547140598,1
101,389,-7.636395454,-4.647863388,1
101,405,-8.069078445,-4.929543018,1
101,421,-8.10890007,-5.619523525,1
101,437,-8.248437881,-5.430469513,1
101,453,-8.991909027,-4.821034431,1
101,469,-10.01036453,-3.787007809,1
101,485,-7.982280254,-3.129318714,1
101,501,-7.105003834,-4.082436085,1
101,517,-6.982396126,-3.804805279,1
101,533,-6.93334198,-4.396447659,1
101,549,-6.952909946,-4.626562119,1
101,565,-6.815224648,-4.623915672,1
101,581,-6.46508646,-4.383994102,1
101,597,-6.24819088,-4.33538866,1
101,613,-6.075702667,-4.64166832,1
101,629,-5.955421448,-4.580352306,1
101,645,-6.076486111,-3.987569809,1
101,661,-6.747513294,-2.642445087,1
101,677,-6.451759338,-2.911948442,1
101,693,-6.271430969,-3.252621412,1
101,709,-6.164586544,-3.441231966,1
101,725,-5.961595535,-3.707338333,1
101,741,-5.223450184,-4.369735241,1
101,757,-4.648828983,-4.169259548,1
101,773,-4.349261761,-3.994344711,1
101,789,-4.292755604,-5.286022186,1
101,805,-4.999577522,-5.271883011,1
101,821,-4.938930511,-3.554918289,1
101,837,-4.141714096,-2.455793619,1
101,853,-3.286893368,-1.575263023,1
101,869,-3.01691246,-2.488720417,1
101,885,-3.129685879,-2.745649815,1
101,901,-2.842925549,-2.923420668,1
101,917,-2.537940979,-2.531571865,1
101,933,-2.998964548,-2.391776085,1
101,949,-3.145105124,-2.740453482,1
101,965,-3.301751137,-2.783182859,1
101,981,-3.095951319,-2.205439329,1
101,997,-2.622406483,-2.000275135,1
101,1013,-2.425483704,-1.632092476,1
101,1029,-2.267826557,-1.883218884,1
101,1045,-2.22616291,-2.274407864,1
101,1061,-2.038275719,-2.103690386,1
101,1077,-1.644073844,-2.244861841,1
101,1093,-1.298707724,-2.424078465,1
101,1109,-1.117017269,-2.984932423,1
101,1125,-1.491866708,-4.122203827,1
101,1141,-2.453431845,-2.051458836,1
101,1157,-3.110643625,-1.981274009,1
101,1173,-2.237287521,-1.586779952,1
101,1189,-2.387228012,-1.034207225,1
101,1205,-1.893606544,-1.394268155,1
101,1221,-1.288280249,-1.812245011,1
101,1237,-0.5036102533,-1.590945959,1
101,1253,-1.425974607,-1.596349239,1
101,1269,-1.84743011,-1.25235033,1
101,1285,-2.126237631,-1.484107852,1
101,1301,-1.651325345,-1.443873167,1
101,1317,-1.480658054,-1.547084808,1
101,1333,-2.116586924,-1.179774284,1
101,1349,-2.946315765,-0.8292358518,1
101,1365,-2.695714474,-1.03816545,1
101,1381,-2.227107763,-0.9256258011,1
101,1397,-2.411759377,-0.7219388485,1
101,1413,-2.851300955,-0.421580255,1
101,1429,-3.719950199,-0.1539528221,1
101,1445,-3.995998144,-0.08708944172,1
101,1461,-1.958070278,-0.7435458899,1
101,1477,-1.595914483,-0.5301247239,1
101,1493,-2.578741074,-0.1955707669,1
101,1509,-2.082921505,0.2689585388,1
101,1525,-2.359665155,1.143753886,1
117,21,-5.187628269,-5.732114792,1
117,37,-5.32715416,-4.95689106,1
117,53,-5.436516285,-4.306630611,1
117,69,-5.70942688,-4.239883423,1
117,85,-5.940001965,-4.594438553,1
117,101,-6.07348156,-5.560460091,1
117,117,-5.80273056,-5.660002708,1
117,133,-5.810292244,-5.034045696,1
117,149,-6.194533825,-5.064426422,1
117,165,-5.931910515,-5.14824295,1
117,181,-6.129024029,-5.33907795,1
117,197,-6.459549904,-5.467188835,1
117,213,-7.885231495,-5.617055416,1
117,229,-7.764389992,-5.979735851,1
117,245,-7.780764103,-6.893487453,1
117,261,-7.261581898,-6.069944382,1
117,277,-6.306420326,-6.656586647,1
117,293,-6.40112257,-5.997253418,1
117,309,-6.416904449,-5.602828026,1
117,325,-6.081140041,-5.388441563,1
117,341,-6.067283154,-6.072824001,1
117,357,-6.590757847,-5.433544636,1
117,373,-6.969818115,-5.365829945,1
117,389,-7.153508186,-5.084202766,1
117,405,-7.208379745,-4.724196434,1
117,421,-7.058327675,-4.499076366,1
117,437,-6.826956749,-5.038235664,1
117,453,-7.573517799,-4.537748814,1
117,469,-7.911139965,-4.253323555,1
117,485,-7.420214653,-3.764346838,1
117,501,-7.429151535,-4.933456421,1
117,517,-7.853469372,-4.094603539,1
117,533,-7.116301537,-4.018933773,1
117,549,-6.80426836,-4.257620335,1
117,565,-6.686509609,-4.414123535,1
117,581,-6.39135313,-4.387021065,1
117,597,-6.014943123,-4.693497658,1
117,613,-5.979925632,-4.758042812,1
117,629,-5.861651897,-4.504773617,1
117,645,-5.831217289,-4.956438541,1
117,661,-6.340783119,-3.885664463,1
117,677,-6.508481503,-3.537402153,1
117,693,-6.560411453,-3.664405584,1
117,709,-6.422458649,-3.551800966,1
117,725,-6.092701912,-3.603765011,1
117,741,-5.880013943,-5.023652077,1
117,757,-5.637014389,-5.258817196,1
117,773,-5.748317242,-4.022294044,1
117,789,-4.09935236,-4.300886154,1
117,805,-3.964601517,-4.360701561,1
117,821,-3.848187208,-3.832096338,1
117,837,-3.55877471,-3.075663805,1
117,853,-3.151415586,-2.825901508,1
117,869,-2.914857626,-2.77159071,1
117,885,-2.887572527,-2.531805754,1
117,901,-3.008682489,-2.755382776,1
117,917,-3.046129227,-2.80657196,1
117,933,-3.24867034,-2.54707408,1
117,949,-3.169173002,-2.457976103,1
117,965,-2.800574541,-2.110718727,1
117,981,-2.743736506,-1.49727881,1
117,997,-2.051203966,-1.450997591,1
117,1013,-1.435717225,-1.818138957,1
117,1029,-1.485601068,-2.087219238,1
117,1045,-1.564394593,-2.075538635,1
117,1061,-1.452940702,-2.183054924,1
117,1077,-1.317047238,-2.451282978,1
117,1093,-1.467927337,-2.742176533,1
117,1109,-1.283068895,-4.328608036,1
117,1125,-1.619033217,-4.851073265,1
117,1141,-2.098116875,-2.624635458,1
117,1157,-2.141419649,-1.44035089,1
117,1173,-2.007994175,-1.610234976,1
117,1189,-2.247286081,-1.082049131,1
117,1205,-2.045704603,-1.25323832,1
117,1221,-1.543998241,-1.439700484,1
117,1237,-1.582008958,-1.407054424,1
117,1253,-1.910223484,-2.042437792,1
117,1269,-1.837643147,-1.286057472,1
117,1285,-1.771224022,-1.37976253,1
117,1301,-1.853235722,-1.448975444,1
117,1317,-1.587025046,-1.515825391,1
117,1333,-1.47635901,-1.187693,1
117,1349,-1.632785916,-0.7170491219,1
117,1365,-1.903599501,-0.5463030338,1
117,1381,-1.976470709,-0.5942658782,1
117,1397,-2.02964735,-0.6932118535,1
117,1413,-2.510850668,-0.8338271379,1
117,1429,-3.748147488,-0.3916264176,1
117,1445,-3.559756041,0.09501765668,1
117,1461,-1.961113334,1.393878579,1
117,1477,-1.822486281,0.05848383904,1
117,1493,-1.568306684,0.3421400189,1
117,1509,-0.8948597908,0.3897779584,1
117,1525,-1.701542854,0.4986512065,1
133,21,-4.734609127,-5.53290081,1
133,37,-4.764050961,-5.312873363,1
133,53,-5.268427849,-5.510670185,1
