PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 45, filenames: A:[45]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[46]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-2.963894844,-0.2262229919,1
47,65,2.955853462,-0.2201274782,1
47,97,3.264015675,0.007024526596,1
47,129,2.529395342,0.3873302937,1
47,161,0.9916172028,-0.580694437,1
47,193,0.8174510002,-0.7656679153,1
47,225,1.475616097,1.782779217,1
47,257,2.711200237,3.443915606,1
47,289,1.136615515,3.462976456,1
47,321,-0.8504320383,5.182148933,1
47,353,-0.4508142471,4.101089478,1
47,385,1.061513305,4.184786797,1
47,417,2.186052322,4.176249504,1
47,449,2.483360291,3.469347477,1
47,481,3.858746052,3.051043987,1
47,513,3.232294559,3.962670326,1
47,545,1.601123333,3.791311026,1
47,577,1.913018465,1.676049948,1
47,609,2.034829617,3.768405676,1
47,641,1.72435689,4.230707169,1
47,673,1.218722105,3.375682354,1
47,705,1.277939081,3.19699192,1
47,737,-0.2620728016,5.80514431,1
47,769,-0.7919092178,7.750884056,1
47,801,1.1906569,8.036328316,1
47,833,3.060754538,6.078005314,1
47,865,3.278634548,5.557074547,1
47,897,2.437578678,5.434967041,1
47,929,2.313981533,5.178395748,1
47,961,3.32994175,5.711357117,1
47,993,7.304283142,9.039304733,1
47,1025,5.464058876,3.905849457,1
47,1057,8.071417809,11.3864212,1
47,1089,3.981498718,6.890148163,1
47,1121,1.578037262,7.092769146,1
47,1153,-0.01751947403,7.944551945,1
47,1185,0.0336971283,7.347511292,1
47,1217,2.098055363,5.272133827,1
47,1249,2.669096947,5.500164032,1
47,1281,2.207643509,5.104275227,1
47,1313,3.367186069,4.681781769,1
47,1345,4.62518692,4.646870613,1
47,1377,4.713364601,4.962618828,1
47,1409,4.873644829,6.350078106,1
47,1441,5.998101711,4.945615768,1
47,1473,6.388947964,2.943430901,1
47,1505,6.179291725,3.663992405,1
47,1537,5.003373146,3.41072464,1
47,1569,2.743247032,4.690114021,1
47,1601,3.861308575,6.364068985,1
47,1633,6.520992756,7.680501938,1
47,1665,5.377958298,6.540283203,1
47,1697,5.443937302,4.897864342,1
47,1729,5.780399323,4.852550983,1
47,1761,6.397869587,3.828974009,1
47,1793,5.594632626,6.501899719,1
47,1825,5.219815254,6.129827976,1
47,1857,5.692102909,5.53824091,1
47,1889,12.27742004,0.8758955002,1
47,1921,5.144979954,5.706704617,1
47,1953,7.440030098,4.81963253,1
47,1985,3.683836222,4.205034256,1
47,2017,-1.154596329,0.187877655,1
79,33,5.867177486,2.612066269,1
79,65,2.59578228,-0.2024906278,1
79,97,1.790467262,0.4685673714,1
79,129,2.190505505,0.5183722973,1
79,161,2.116797924,0.1749639511,1
79,193,2.197477341,0.5315011144,1
79,225,3.107245922,2.136603594,1
79,257,1.735196471,2.009140968,1
79,289,0.610807538,1.896305084,1
79,321,-0.5902901888,2.78792429,1
79,353,-0.3054150641,2.866122246,1
79,385,0.9390331507,3.244457006,1
79,417,1.566993237,3.92737627,1
79,449,1.576033592,3.900962353,1
79,481,1.278422594,3.801028252,1
79,513,2.981273651,3.576162338,1
79,545,3.066829205,2.871540785,1
79,577,3.060203075,3.323894978,1
79,609,3.217916965,4.133812904,1
79,641,2.883017063,4.653590679,1
79,673,2.381884575,4.633289337,1
79,705,2.246150017,4.934714317,1
