PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 50, filenames: A:[50]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[51]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.739064097,1.747200489,1
47,65,-0.2422418594,2.28918767,1
47,97,0.5805268288,3.400293112,1
47,129,2.083174944,3.989176989,1
47,161,3.423402309,3.495267868,1
47,193,3.283245087,3.405601025,1
47,225,2.495024204,3.42332077,1
47,257,3.918595791,4.022909641,1
47,289,4.581768513,4.724966049,1
47,321,5.287183762,6.815833092,1
47,353,5.048247814,2.947659016,1
47,385,6.424465179,2.186539888,1
47,417,6.607190609,1.965203047,1
47,449,4.970403671,2.111929417,1
47,481,4.145368576,3.699163675,1
47,513,5.853303909,6.821073532,1
47,545,5.618120193,7.071601868,1
47,577,6.117578506,4.937446594,1
47,609,7.223268509,3.699261189,1
47,641,6.788066387,2.489442587,1
47,673,6.436436653,2.313148975,1
47,705,5.837103844,2.184747219,1
47,737,5.372117043,1.582169294,1
47,769,4.270245075,0.9416385889,1
47,801,4.650759697,1.65701437,1
47,833,3.576647758,2.675982952,1
47,865,3.21331811,3.172135353,1
47,897,2.729073286,2.306292534,1
47,929,2.091264248,2.777387142,1
47,961,2.304569006,2.760458469,1
47,993,2.84277153,1.528327465,1
47,1025,0.3372969627,0.7002477646,1
47,1057,2.295726299,2.625535011,1
47,1089,3.351818562,4.772846699,1
47,1121,4.791841507,5.794247627,1
47,1153,2.442564964,7.245130539,1
47,1185,1.764043808,4.898642063,1
47,1217,2.342959166,4.9689188,1
47,1249,2.394371271,5.134045601,1
47,1281,2.001423359,5.965283871,1
47,1313,2.335650444,6.053459167,1
47,1345,4.090865612,5.900105476,1
47,1377,4.510690689,5.295094967,1
47,1409,4.436933517,5.067266941,1
47,1441,5.399499893,6.285387516,1
47,1473,6.357114792,6.228183746,1
47,1505,8.391814232,5.265505314,1
47,1537,8.421800613,4.671180725,1
47,1569,8.098804474,6.266377926,1
47,1601,7.009212494,7.051408291,1
47,1633,4.479658604,5.788140297,1
47,1665,6.23561573,6.364334106,1
47,1697,8.652135849,4.851346016,1
47,1729,9.01280117,5.338809967,1
47,1761,9.444835663,5.581798077,1
47,1793,9.64846611,4.683679104,1
47,1825,8.199104309,6.589752197,1
47,1857,6.46509409,7.77609539,1
47,1889,5.974971771,6.752780437,1
47,1921,7.451119423,5.417050838,1
47,1953,11.20595074,1.028158665,1
47,1985,9.027784348,8.197307587,1
47,2017,-3.481236458,9.151569366,1
79,33,2.354141474,0.6639103889,1
79,65,2.33117938,2.736780167,1
79,97,2.754062653,4.4439044,1
79,129,3.317687511,5.123939514,1
79,161,3.881803036,4.479344845,1
79,193,3.620441914,3.66569376,1
79,225,1.771060705,2.098482609,1
79,257,3.405612707,4.218408108,1
79,289,4.168169022,6.170130253,1
79,321,6.378571033,7.288196087,1
79,353,6.114830017,6.498659611,1
79,385,6.76823616,3.036474943,1
79,417,6.919838428,3.024938345,1
79,449,4.923443794,3.073223829,1
79,481,3.9999547,3.757626295,1
79,513,4.550485134,5.714011192,1
79,545,5.617005348,6.640645027,1
79,577,8.020109177,4.18454504,1
79,609,6.364444256,3.004953384,1
79,641,5.507112026,1.90336895,1
79,673,5.287432671,1.330593228,1
79,705,4.670958996,1.073604822,1
79,737,4.469666958,0.6001746655,1
79,769,4.09098053,1.705976367,1
79,801,4.001766682,2.115875483,1
79,833,4.24533844,3.095440149,1
79,865,4.006400585,3.230235577,1
79,897,2.764185429,3.11455822,1
79,929,2.184854031,3.713440895,1
79,961,0.8508512974,2.420708895,1
79,993,1.029133558,2.653740168,1
79,1025,7.09851408,4.469956875,1
79,1057,2.417405605,6.606474876,1
79,1089,1.598839283,10.59277916,1
79,1121,5.071469784,5.981415272,1
79,1153,4.341417313,6.797715187,1
79,1185,2.389573812,3.98849535,1
79,1217,2.165229559,4.403104305,1
79,1249,2.269784212,4.778523445,1
79,1281,2.447305679,5.443122387,1
79,1313,2.51527071,6.279938698,1
79,1345,2.70387125,5.708420277,1
79,1377,2.888265371,5.146810055,1
79,1409,2.981159687,5.407664299,1
79,1441,2.969260931,4.326884747,1
79,1473,3.39645052,5.054675102,1
79,1505,5.136161804,5.837828159,1
79,1537,6.136282444,5.904188156,1
79,1569,6.3145504,5.69629097,1
79,1601,5.379898548,5.64142561,1
79,1633,4.21974659,6.270015717,1
79,1665,5.565979958,7.571182728,1
79,1697,6.732619286,7.160467625,1
79,1729,7.150297642,8.34969902,1
79,1761,9.041635513,6.033205986,1
79,1793,10.41824341,4.946315289,1
79,1825,7.577196121,7.26060009,1
79,1857,5.483206749,8.468286514,1
79,1889,5.198774338,8.124929428,1
79,1921,6.251006126,8.032198906,1
79,1953,4.875249386,3.692912579,1
79,1985,6.374643803,6.125473499,1
79,2017,-2.015700817,-11.73064613,1
111,33,3.583279133,0.5864603519,1
111,65,4.326218605,3.755141258,1
111,97,4.403392315,4.939395428,1
111,129,4.198995113,5.647864819,1
111,161,4.334784508,4.892422199,1
111,193,3.995514393,4.202656746,1
111,225,3.500483513,4.242420673,1
111,257,1.817265987,5.399059296,1
111,289,3.589067698,6.508674622,1
111,321,4.959477901,8.04500103,1
111,353,6.749405384,7.321218967,1
111,385,6.703137398,3.479524851,1
111,417,6.115873814,3.445736647,1
111,449,5.16110611,3.1464746,1
111,481,4.830433369,3.358235121,1
111,513,4.806231499,3.970545769,1
111,545,5.424376965,4.829857826,1
111,577,7.801666737,3.942189217,1
111,609,5.042107582,2.933724165,1
111,641,4.487057209,1.822249174,1
111,673,4.760697842,1.262840867,1
111,705,4.698369026,0.9084043503,1
111,737,4.460124493,1.214756846,1
111,769,4.127509594,3.229363441,1
111,801,4.939800262,2.871946573,1
111,833,5.104281902,3.435418129,1
111,865,4.810730934,3.550208569,1
111,897,4.262486458,3.812866211,1
111,929,2.435590506,4.770044804,1
111,961,1.374780893,2.823169708,1
111,993,1.699248075,3.242440701,1
111,1025,5.41432476,5.315015316,1
111,1057,0.1198568344,3.36268568,1
111,1089,-0.8068356514,10.61659908,1
111,1121,2.968645811,6.210925579,1
111,1153,2.734792471,4.834628105,1
111,1185,0.9790873528,3.64609766,1
111,1217,2.320569038,3.587155819,1
111,1249,2.287040234,4.890579224,1
111,1281,1.992522717,5.449053288,1
111,1313,2.203777313,5.613059521,1
111,1345,1.741650105,5.493770123,1
111,1377,1.298921227,4.917996883,1
111,1409,2.084036589,4.782776356,1
111,1441,3.08525157,4.249119282,1
111,1473,3.275082588,4.830694675,1
111,1505,4.179754734,5.846847534,1
111,1537,4.950329304,6.293792248,1
