PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 34, filenames: A:[34]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[35]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,3.624965668,2.952985764,1
47,65,5.493256569,1.367230654,1
47,97,7.151096821,1.110603094,1
47,129,8.232024193,0.3523495197,1
47,161,7.22385788,0.5810296535,1
47,193,4.878754616,0.7965457439,1
47,225,15.02839184,9.676166534,1
47,257,2.809514999,1.160629034,1
47,289,4.094997883,1.989524841,1
47,321,5.553619385,1.955546737,1
47,353,6.584519863,2.499993801,1
47,385,6.510247707,0.7735168934,1
47,417,7.979199409,0.8823958635,1
47,449,9.235002518,3.154314518,1
47,481,8.960283279,3.557580471,1
47,513,7.685760021,1.100654602,1
47,545,6.199412346,1.671331406,1
47,577,5.071637154,2.92253828,1
47,609,4.535558224,2.739459753,1
47,641,4.24833107,2.502113342,1
47,673,1.970242977,2.097886324,1
47,705,1.861258984,2.177101135,1
47,737,4.276133537,3.206007004,1
47,769,4.725027084,2.582369804,1
47,801,9.153487206,2.766201973,1
47,833,6.138997555,3.670585394,1
47,865,4.609338284,4.721216679,1
47,897,-5.405593395,3.878302097,1
47,929,-2.264835358,4.670785904,1
47,961,2.437722206,1.096624374,1
47,993,1.204357147,-0.1071281433,1
47,1025,13.6191349,-17.37467384,1
47,1057,1.710660934,3.688703537,1
47,1089,-0.002900600433,4.390491486,1
47,1121,-0.07066822052,2.025855064,1
47,1153,-0.2535834312,4.346054554,1
47,1185,1.519674301,5.874656677,1
47,1217,3.235873699,5.414933205,1
47,1249,2.762260437,4.431155682,1
47,1281,4.882570267,5.603749275,1
47,1313,4.987316608,5.293459415,1
47,1345,5.134717464,4.228505611,1
47,1377,6.270633698,4.8991189,1
47,1409,5.924498558,4.393861771,1
47,1441,4.706091881,5.203811646,1
47,1473,4.007236481,5.127753258,1
47,1505,4.299612045,5.122221947,1
47,1537,3.976571083,3.932718992,1
47,1569,3.093575478,3.407187939,1
47,1601,3.791070461,3.79750061,1
47,1633,6.268742561,3.017054081,1
47,1665,6.411502838,3.747606993,1
47,1697,6.304614067,4.377831459,1
47,1729,5.991972446,4.03710413,1
47,1761,5.597061634,4.42343235,1
47,1793,4.662408829,5.034495831,1
47,1825,3.569186211,5.351941586,1
47,1857,2.617383003,4.8326478,1
47,1889,3.395987511,3.628592968,1
47,1921,4.668109417,2.750701904,1
47,1953,6.086275101,2.072557211,1
47,1985,7.14582777,4.672786236,1
47,2017,0.06322002411,0.3162899017,1
79,33,3.864328384,0.7822334766,1
79,65,5.585506439,-0.6580269337,1
79,97,6.511765003,0.5190298557,1
79,129,6.184031487,-0.303661406,1
79,161,5.447668552,-1.266423702,1
79,193,3.773467064,-0.01143074036,1
79,225,4.637753963,0.1352775991,1
79,257,3.723099232,1.050969005,1
79,289,4.024917603,0.8959493637,1
79,321,5.395034313,1.058196306,1
79,353,5.993294716,2.519895315,1
79,385,5.999596596,1.915565968,1
79,417,7.212981224,1.995127439,1
79,449,7.985638618,2.316621065,1
79,481,6.504810333,2.483495951,1
79,513,5.498597622,2.859487057,1
79,545,4.90211916,2.784991264,1
79,577,4.382400513,2.548526049,1
79,609,3.909772873,2.69269824,1
79,641,3.740781069,2.602644444,1
79,673,3.999475002,1.954236031,1
79,705,3.905295372,1.961854935,1
79,737,12.10243893,12.91796398,1
79,769,0.4260444641,2.16616869,1
79,801,6.355231285,2.612342119,1
79,833,5.770387173,3.163977146,1
79,865,4.522007942,3.86695385,1
79,897,-0.4137458801,2.745171547,1
79,929,0.4734916687,2.595879555,1
79,961,5.546204567,0.9088346958,1
79,993,5.254146099,1.967803478,1
79,1025,0.9709911346,2.875230789,1
79,1057,4.202749252,5.770751953,1
79,1089,4.32870388,5.799360275,1
79,1121,3.139465332,0.4633526802,1
79,1153,2.253750324,3.59195447,1
79,1185,2.144605398,4.45848608,1
79,1217,2.806979656,4.807507515,1
79,1249,3.630767822,4.63514328,1
79,1281,4.573936462,4.269764423,1
79,1313,4.899615765,4.654973984,1
79,1345,4.812309265,5.409435272,1
79,1377,5.632475853,6.392925739,1
79,1409,5.56712532,6.351006985,1
79,1441,5.04013586,6.266081333,1
79,1473,4.932636738,6.073011875,1
79,1505,5.082289219,6.610010147,1
79,1537,5.151240826,5.742935181,1
79,1569,5.134472847,5.289301395,1
79,1601,5.288383961,4.671783924,1
79,1633,6.454330444,3.386441708,1
79,1665,6.86663866,4.018284798,1
79,1697,4.920514584,4.926825523,1
79,1729,4.386878967,5.076298237,1
79,1761,5.001113415,5.075180054,1
79,1793,5.782520294,5.238453865,1
79,1825,6.728391647,4.286313057,1
79,1857,6.373950005,3.899062157,1
79,1889,5.732689381,4.615832329,1
79,1921,7.347531319,6.54663229,1
79,1953,6.683956623,3.231431723,1
79,1985,6.465420723,3.431091785,1
79,2017,24.45482063,-4.835063457,1
111,33,2.846288204,1.704935312,1
111,65,3.867141724,-2.503174305,1
111,97,5.413618565,-0.5585895777,1
111,129,5.009386063,-1.54444468,1
111,161,4.729454994,-1.130784988,1
111,193,4.433691978,-0.33788836,1
111,225,4.179947376,0.4604203403,1
111,257,3.653935432,1.488753915,1
111,289,2.630312443,1.401547432,1
111,321,4.535305977,1.629436255,1
111,353,5.881166458,3.378722906,1
111,385,5.427661419,3.125003576,1
111,417,5.532105446,2.904913902,1
111,449,5.433663845,2.475598335,1
111,481,4.710549831,2.200514555,1
111,513,5.151754379,2.28192687,1
111,545,4.815487385,2.902364731,1
111,577,3.808961868,3.152010918,1
111,609,2.977813721,2.712803364,1
111,641,3.035182476,2.712712765,1
111,673,3.172404766,2.399217129,1
111,705,3.834839582,1.981766462,1
111,737,3.449513435,1.251133442,1
111,769,3.29589057,1.813172102,1
111,801,4.429564476,2.17165041,1
111,833,5.256909847,2.097143412,1
111,865,5.362094879,2.444434404,1
111,897,4.484376907,3.115389109,1
111,929,4.327895164,3.178914309,1
111,961,5.305992126,2.616728783,1
111,993,4.905026913,3.290425301,1
111,1025,4.011186123,4.426446915,1
111,1057,5.437379837,6.30546999,1
111,1089,6.138938904,4.861221313,1
111,1121,5.795597076,1.546218157,1
111,1153,4.800796032,3.333775997,1
111,1185,3.350718498,3.602118015,1
111,1217,3.333619595,4.212100029,1
111,1249,3.79172039,4.150853634,1
111,1281,4.739133358,4.203449726,1
111,1313,5.534992695,4.56981802,1
111,1345,5.758254051,5.169485092,1
111,1377,5.311031818,5.734028816,1
111,1409,5.397700787,6.611470222,1
111,1441,5.717468262,6.049447536,1
111,1473,5.124627113,6.061129093,1
111,1505,5.577480793,6.232583523,1
111,1537,6.059167862,6.117082119,1
111,1569,6.464262486,6.099464417,1
111,1601,6.57447958,5.960229874,1
111,1633,6.465536118,5.153408527,1
111,1665,5.826080322,4.864211082,1
111,1697,4.754319668,4.466714382,1
111,1729,4.971438408,4.977072716,1
111,1761,5.940473557,5.092526436,1
111,1793,7.400539398,5.284033298,1
111,1825,7.386518002,4.645905018,1
111,1857,7.262765408,3.831627846,1
111,1889,7.239235401,4.829068184,1
111,1921,9.842327118,7.424297333,1
111,1953,8.405015945,3.389302969,1
111,1985,6.259273052,1.864607692,1
111,2017,0.6466856003,-3.239002705,1
143,33,4.153543949,2.123929024,1
143,65,4.70192194,0.05787757039,1
143,97,6.649868011,-1.162745476,1
143,129,4.973946571,-2.486430645,1
143,161,3.891839027,-1.390724421,1
143,193,2.964897156,-1.03733623,1
143,225,4.026026726,0.1563079953,1
143,257,3.770889282,1.737523079,1
143,289,3.646924973,1.70882833,1
143,321,4.701724052,4.415633202,1
143,353,3.118019104,0.6804552078,1
143,385,4.285567284,2.755987883,1
143,417,4.774842739,3.073387861,1
143,449,3.801483154,3.149629354,1
143,481,2.096254826,2.253215551,1
143,513,6.035298824,2.526485205,1
143,545,5.295058727,3.465933323,1
143,577,4.635748863,3.609330654,1
143,609,3.818210602,3.143857956,1
143,641,1.889597893,1.882768631,1
143,673,4.427611828,2.184666634,1
143,705,4.342661858,1.625994921,1
143,737,3.876609564,0.01071286201,1
143,769,3.600191116,0.9531667233,1
143,801,3.652471542,0.9500697851,1
143,833,7.588780403,2.874624491,1
143,865,7.897946358,2.796803236,1
143,897,6.216900826,2.443963766,1
143,929,3.916984081,3.817482948,1
143,961,3.83183527,3.373570442,1
143,993,3.716631413,2.484780073,1
143,1025,4.554095745,3.99747467,1
143,1057,5.581933975,7.028262138,1
143,1089,5.743495941,6.348567963,1
143,1121,5.019975662,3.49309516,1
143,1153,3.601266861,2.33767724,1
143,1185,5.773331642,2.810753584,1
143,1217,5.113837719,3.347583294,1
143,1249,4.262756348,4.072136879,1
143,1281,3.992195129,3.963420153,1
143,1313,4.852645397,5.186784267,1
