PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 41, filenames: A:[41]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[42]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.95522213,12.08458233,1
47,65,8.170529366,-14.23936844,1
47,97,1.390536308,5.739123344,1
47,129,2.306971788,3.193226814,1
47,161,1.371170759,4.668283463,1
47,193,2.397338867,4.643561363,1
47,225,3.477656364,3.609214783,1
47,257,7.645208359,3.606563091,1
47,289,7.235176086,4.813552856,1
47,321,4.137452126,5.011306286,1
47,353,4.150420189,3.88092494,1
47,385,3.233960152,2.712519169,1
47,417,2.78978157,2.998065472,1
47,449,3.731018305,2.435373783,1
47,481,4.881643295,0.2083137035,1
47,513,5.529740334,2.382947206,1
47,545,4.899299145,2.389382124,1
47,577,4.477814674,1.686563015,1
47,609,3.982517242,1.810563326,1
47,641,3.107710838,4.215542793,1
47,673,1.999856949,7.432656288,1
47,705,1.053126335,5.572336197,1
47,737,0.1227252483,5.096025467,1
47,769,0.0227407217,4.454224586,1
47,801,1.085077405,4.720339775,1
47,833,3.977916718,5.29991436,1
47,865,4.388004303,5.81126976,1
47,897,2.262277603,5.244653702,1
47,929,2.058713436,7.025475979,1
47,961,1.884433031,8.478298187,1
47,993,1.267502785,5.807314873,1
47,1025,-0.5030713081,4.853168964,1
47,1057,3.854468584,5.455382824,1
47,1089,2.558354616,2.572790146,1
47,1121,2.353905201,5.130047321,1
47,1153,1.740196824,4.40004158,1
47,1185,2.726552963,5.858530045,1
47,1217,2.029874563,6.45885849,1
47,1249,2.111163616,5.584466934,1
47,1281,2.972945452,5.03253746,1
47,1313,3.948225975,5.635847569,1
47,1345,5.038254261,6.409260273,1
47,1377,6.123792171,5.586828232,1
47,1409,6.839457989,6.007240772,1
47,1441,6.026231766,5.539530754,1
47,1473,3.893330574,4.064425945,1
47,1505,3.087153673,3.558319092,1
47,1537,3.973469496,2.869515896,1
47,1569,4.860880852,2.62959218,1
47,1601,1.992563248,2.188863754,1
47,1633,4.233264923,4.651842117,1
47,1665,6.522867203,5.990917206,1
47,1697,6.015407562,4.801282406,1
47,1729,5.2895298,5.336186886,1
47,1761,5.360610008,5.994071007,1
47,1793,5.293382168,5.636564732,1
47,1825,3.893683434,4.385265827,1
47,1857,4.008412361,3.392464638,1
47,1889,4.300508976,5.245657921,1
47,1921,5.569116116,6.144134045,1
47,1953,8.785064697,-2.204446793,1
47,1985,7.367329597,2.591219902,1
47,2017,-7.940587044,0.4065647125,1
79,33,1.535714269,4.624341965,1
79,65,1.665753841,2.222288132,1
79,97,1.614830256,2.023794651,1
79,129,2.041113138,5.120797634,1
79,161,2.932868242,3.902250051,1
79,193,4.493628979,3.930714846,1
79,225,3.264340162,3.13126874,1
79,257,1.777408123,2.430666208,1
79,289,0.1922073364,2.533220768,1
79,321,2.145788193,5.807756424,1
79,353,2.513967514,3.219455004,1
79,385,1.829403877,2.34828043,1
79,417,2.050519466,2.692439556,1
79,449,2.066521883,2.583191872,1
79,481,2.417278528,2.197144032,1
79,513,3.753259659,3.049026489,1
79,545,4.935113907,3.475536585,1
79,577,3.759392023,2.766611576,1
79,609,3.238889694,3.279095888,1
79,641,2.999647379,4.260206223,1
79,673,2.088198662,5.985233784,1
79,705,1.748197079,5.573363304,1
79,737,1.487673163,1.647339344,1
79,769,0.2028541565,1.643525124,1
79,801,2.006269217,4.487515926,1
79,833,3.543459177,5.074738979,1
79,865,4.336841583,5.272115707,1
79,897,2.309671402,5.289819717,1
79,929,-1.10117507,6.614514351,1
79,961,-1.430380583,6.152671814,1
79,993,1.583856344,5.501519203,1
79,1025,-17.40233231,13.70178604,1
79,1057,1.109547138,6.906683922,1
79,1089,0.9323803186,6.985013962,1
79,1121,0.6965188384,6.972883224,1
79,1153,-0.6014574766,6.149816513,1
79,1185,1.125451446,5.31558609,1
79,1217,1.834827542,5.927343369,1
79,1249,1.991770029,5.806733608,1
79,1281,2.64722991,5.820156097,1
79,1313,2.88856101,6.82225275,1
79,1345,4.04178524,6.304178715,1
79,1377,6.075749397,4.685853004,1
79,1409,6.428761959,5.567093372,1
79,1441,5.947450638,5.591865063,1
79,1473,5.344505787,4.99778986,1
79,1505,4.941069126,3.767190933,1
79,1537,4.732984543,4.136548042,1
79,1569,4.805447102,4.58056736,1
79,1601,3.703113556,3.996051788,1
79,1633,3.782087803,1.485348701,1
79,1665,5.439437866,4.86493063,1
79,1697,5.292566299,4.966010571,1
79,1729,4.563604355,5.249857903,1
79,1761,3.733130932,6.2584939,1
79,1793,3.539638996,5.408532619,1
79,1825,3.710846424,4.455539703,1
79,1857,5.358635902,4.263532162,1
79,1889,6.486487865,4.14124012,1
79,1921,5.152895451,4.915808678,1
79,1953,7.996955872,-6.197397709,1
79,1985,6.939441681,-5.928487778,1
79,2017,7.604728699,-5.380880356,1
