PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 9, filenames: A:[9]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[10]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
751,673,5.071730614,-2.461853027,1
751,705,5.088652134,-1.607959986,1
751,737,6.020076275,-2.188925028,1
751,769,5.932765961,-3.20122242,1
751,801,5.132950306,-3.114676476,1
751,833,4.215763569,-3.646765232,1
751,865,3.772791386,-2.691119671,1
751,897,2.693779469,-2.896246433,1
751,929,4.325596809,-2.786524534,1
751,961,8.829177856,-3.845720291,1
751,993,10.92332554,-0.07128466666,1
751,1025,-7.542267799,-6.169263363,1
751,1057,13.2978611,0.7710450292,1
751,1089,15.07383728,0.5998313427,1
751,1121,16.67049026,0.5501875877,1
751,1153,18.04621124,0.7391422391,1
751,1185,18.0128994,1.056898832,1
751,1217,18.38378143,1.367291093,1
751,1249,21.33167458,-1.633475542,1
751,1281,21.25670815,-3.83962965,1
751,1313,11.72157669,0.3900865316,1
751,1345,16.39622879,-0.5993103981,1
751,1377,17.69781303,0.1084953249,1
751,1409,17.66240311,0.4951700568,1
751,1441,16.97169685,2.1816926,1
751,1473,15.42562962,2.932158232,1
751,1505,14.12570572,4.06438446,1
751,1537,12.96851349,6.363862038,1
751,1569,22.12184143,3.085860968,1
751,1601,18.65413666,0.4481463432,1
751,1633,18.3431015,2.961545467,1
751,1665,15.29343891,5.805563927,1
751,1697,12.73498726,1.487537384,1
751,1729,12.21553326,0.1792172194,1
751,1761,12.19594574,-0.04141351581,1
751,1793,12.10554504,0.5764927268,1
751,1825,11.40470886,0.2021422982,1
751,1857,9.855762482,-0.6257001162,1
751,1889,9.12818718,-1.36161375,1
751,1921,9.25080204,-2.244147778,1
751,1953,9.498078346,-2.996700048,1
751,1985,8.943293571,-3.773428202,1
751,2017,8.040143013,-3.794685841,1
783,33,2.108333111,-0.3579134941,1
783,65,2.64896369,-7.306617737,1
783,97,2.507771969,-6.894031525,1
783,129,2.130031586,-7.475335598,1
783,161,2.394030571,-6.576462269,1
783,193,2.293096066,-6.105854988,1
783,225,1.856218338,-5.480707645,1
783,257,1.587144613,-5.284229755,1
783,289,1.596951485,-4.779622078,1
783,321,2.02205801,-4.860522747,1
783,353,2.472968102,-4.723602772,1
783,385,2.349438906,-4.803264618,1
783,417,0.9493694305,-5.238199234,1
783,449,0.482821703,-5.785119057,1
783,481,0.8536720276,-4.323016167,1
783,513,2.141094685,-4.016067982,1
783,545,2.482783794,-3.01744628,1
783,577,2.384255409,-2.377555132,1
783,609,3.264994144,-2.779350758,1
783,641,5.693245888,-6.118249893,1
783,673,6.15957737,-2.265644073,1
783,705,5.698163986,-2.331749678,1
783,737,5.674322128,-3.44947648,1
783,769,4.732373238,-5.065420151,1
783,801,4.90490818,-6.240818024,1
783,833,5.274357319,-2.638054609,1
783,865,5.304049015,-1.873257637,1
783,897,4.828123569,-2.867224216,1
783,929,5.992976665,-1.941496372,1
783,961,8.836842537,-2.314824104,1
783,993,10.59439278,0.684227109,1
783,1025,13.02432346,0.6790235639,1
783,1057,15.37178326,0.4501314759,1
783,1089,16.98643303,0.6049979925,1
783,1121,18.5864296,0.6569450498,1
783,1153,19.49812698,0.4435977936,1
783,1185,16.3703804,0.5178751945,1
783,1217,21.04193687,2.40338707,1
783,1249,21.56966591,-1.605739117,1
783,1281,22.41577148,-3.284880161,1
783,1313,15.9351368,-0.1808814406,1
783,1345,19.08108711,-0.798489213,1
783,1377,20.24923325,-0.2965743542,1
783,1409,18.8447876,-0.7335170507,1
783,1441,18.40548706,1.207419157,1
783,1473,17.22117996,1.868810654,1
783,1505,15.30332375,2.661026955,1
783,1537,10.941082,5.265233994,1
783,1569,25.85031891,2.124495506,1
783,1601,11.69722843,-11.94230747,1
783,1633,15.13588524,0.2612872124,1
783,1665,14.07901764,1.928649783,1
783,1697,13.34490013,1.044411659,1
783,1729,12.6056757,0.4365173578,1
783,1761,12.384305,-0.2070025802,1
783,1793,11.46794605,-0.4833373427,1
783,1825,10.59819794,-0.7150083184,1
783,1857,9.734330177,-1.063947201,1
783,1889,9.105262756,-1.682061315,1
783,1921,8.823111534,-2.54914093,1
783,1953,8.298370361,-3.308021069,1
783,1985,8.047397614,-3.997417927,1
783,2017,7.252893925,-4.322998047,1
815,33,3.325222254,-0.04315900803,1
815,65,3.363132954,-8.914361954,1
815,97,2.685609102,-8.80055809,1
815,129,2.322990656,-8.382797241,1
815,161,2.27790761,-6.851644039,1
815,193,2.507530212,-6.654137135,1
815,225,2.383304358,-6.616232872,1
815,257,2.64724946,-5.50997448,1
815,289,2.819737911,-4.916019917,1
815,321,3.01559186,-4.68122673,1
815,353,3.161382198,-4.427556038,1
815,385,2.523964405,-5.535363197,1
815,417,1.389356852,-8.431818962,1
815,449,1.30191803,-7.135336399,1
815,481,1.449573994,-4.413070202,1
815,513,1.557673216,-3.789813519,1
815,545,2.110794306,-2.66125083,1
815,577,2.910814762,-1.57050705,1
815,609,2.715897083,0.4364051819,1
815,641,2.870304585,-0.4593616724,1
815,673,4.901209831,-1.619114161,1
815,705,3.585970402,-3.47548604,1
815,737,3.158088684,-4.4342556,1
815,769,2.260710716,-5.711549282,1
815,801,3.74084425,-5.988063335,1
815,833,6.224101543,-1.33400631,1
815,865,6.681070805,-0.559987545,1
815,897,6.311387539,-0.4860615432,1
815,929,6.559327126,-1.056904793,1
815,961,9.916196823,-2.096583843,1
815,993,11.05592632,1.181794167,1
815,1025,12.96958447,1.498492479,1
815,1057,15.31205654,0.3033080101,1
815,1089,16.30013847,0.08928011358,1
815,1121,17.53520012,0.3812905848,1
815,1153,17.72054291,-0.01155519485,1
815,1185,16.15017128,-1.089340687,1
815,1217,20.71963692,0.1495009959,1
815,1249,0.2509918213,-9.028358459,1
815,1281,17.77108383,5.429473877,1
815,1313,18.9606266,-1.328130364,1
815,1345,19.62235451,-1.469626784,1
815,1377,20.71609116,-1.146151304,1
815,1409,20.44908333,-1.909505367,1
815,1441,20.55089951,0.01761847734,1
815,1473,19.38323402,-0.2363981009,1
815,1505,16.48471642,0.5902516842,1
815,1537,16.37358475,0.8350678086,1
815,1569,16.36411858,-4.402801514,1
815,1601,16.42285538,-1.57960999,1
815,1633,16.11690331,0.9712388515,1
815,1665,14.32097149,0.9917371273,1
815,1697,13.41676426,0.6238445044,1
815,1729,12.69301701,0.2168184966,1
815,1761,11.92058468,-0.219909519,1
815,1793,11.34860516,-0.685198307,1
815,1825,10.87926102,-1.757437944,1
815,1857,10.03086758,-1.82807672,1
815,1889,9.593216896,-2.01395607,1
815,1921,9.213973999,-2.447182417,1
815,1953,8.031036377,-4.017534256,1
815,1985,7.389375687,-4.782017708,1
815,2017,6.774448872,-4.796755791,1
847,33,6.604003906,-0.4297103882,1
847,65,4.083567619,-7.972110748,1
847,97,3.695270061,-8.603881836,1
847,129,2.785631895,-7.984378815,1
847,161,1.448082924,-6.14452076,1
847,193,1.883528948,-6.212660789,1
847,225,3.053120375,-6.704719543,1
847,257,3.682166576,-5.271790028,1
847,289,4.014433384,-5.365240574,1
847,321,3.961020947,-5.747110367,1
847,353,3.589609146,-5.648357868,1
847,385,2.785180807,-6.764975071,1
847,417,2.194728136,-7.909877777,1
847,449,2.168383598,-7.629202843,1
847,481,1.31998086,-4.414566517,1
847,513,0.6475822926,-3.739834785,1
847,545,1.886731505,-2.935879469,1
847,577,2.718147755,-1.508908391,1
847,609,2.348038673,0.5385578871,1
847,641,2.581502914,0.5345461965,1
847,673,3.523783207,-1.629229546,1
847,705,4.157283306,-3.795507193,1
847,737,2.742000103,-3.598578453,1
847,769,2.574469566,-4.425205231,1
847,801,5.351390839,-2.458411455,1
847,833,7.51160717,-1.31436944,1
847,865,8.839187622,-0.2262661457,1
847,897,7.960622787,0.7263320684,1
847,929,8.313635826,0.5972980857,1
847,961,9.386938095,-0.5760012865,1
847,993,10.50069618,1.719254375,1
847,1025,11.30690575,3.396776199,1
847,1057,13.04793549,-1.287683487,1
847,1089,13.72684765,-0.9918081164,1
847,1121,13.76394939,-0.09437334538,1
847,1153,15.0479126,-1.991170049,1
847,1185,15.91671753,-2.894355774,1
847,1217,25.24129105,-0.3606220484,1
847,1249,18.32111168,0.1311264336,1
847,1281,1.299362183,2.810274601,1
847,1313,20.90415192,-2.179475069,1
847,1345,20.00489998,-3.104399681,1
847,1377,21.05057716,-2.849835396,1
847,1409,22.00495338,-4.431091309,1
847,1441,18.84947014,-2.613479376,1
847,1473,18.27596855,-3.479523897,1
847,1505,17.63374329,-1.79339695,1
847,1537,17.14679909,-3.769499302,1
847,1569,17.09303665,-4.145247936,1
847,1601,16.43626213,0.1212761402,1
847,1633,15.65463734,0.3510599136,1
847,1665,14.58179283,0.6432414651,1
847,1697,13.15908146,0.5523076653,1
847,1729,12.32871151,0.1522259116,1
847,1761,11.39746475,-0.1892080903,1
847,1793,10.76268387,-0.6729525924,1
847,1825,10.34006023,-1.719144225,1
847,1857,10.12617016,-2.181619167,1
847,1889,9.361599922,-2.650396109,1
847,1921,8.340090752,-3.303774118,1
847,1953,7.892841339,-4.651349068,1
847,1985,7.282303333,-5.426346302,1
847,2017,6.750813961,-5.144399166,1
879,33,3.269080639,-0.3531513214,1
879,65,3.929739237,-8.206520081,1
879,97,4.15471983,-8.636844635,1
879,129,4.211754322,-7.384414196,1
879,161,1.553652763,-5.404588223,1
879,193,1.398767471,-5.136360645,1
879,225,2.875359058,-6.131217003,1
879,257,4.290348053,-4.910452366,1
879,289,4.229234695,-5.322690487,1
879,321,4.284705639,-6.281261921,1
879,353,4.294009686,-5.566597939,1
879,385,3.745697021,-5.723011971,1
879,417,2.672199488,-4.682631016,1
879,449,2.697136879,-4.363633156,1
879,481,-0.8466337919,-4.391801834,1
879,513,-0.3217544556,-4.257398605,1
879,545,1.620586872,-2.75521636,1
879,577,3.705129147,-1.727956533,1
879,609,1.858988047,-0.7964953184,1
879,641,1.990446329,-0.8804341555,1
879,673,3.461603403,-1.652651429,1
879,705,4.052917957,-2.878661156,1
879,737,4.223823071,-2.553129911,1
879,769,4.218139172,-2.635849953,1
879,801,6.057357788,-0.6161444187,1
879,833,8.197176933,-1.641935706,1
879,865,8.284630775,-0.01065424085,1
879,897,8.591609001,0.9577327371,1
879,929,8.470423698,0.9128051996,1
879,961,8.582618713,0.9787721634,1
879,993,9.844027519,1.748938322,1
879,1025,10.74793816,1.96529758,1
879,1057,8.136207581,8.022631645,1
879,1089,10.55118942,8.294169426,1
879,1121,12.90949821,-0.8333545923,1
879,1153,16.73100281,-0.4481168389,1
879,1185,15.62247276,-2.086430788,1
879,1217,16.17679405,-0.6022664309,1
879,1249,26.19236565,-6.143285751,1
879,1281,0.4707183838,6.338304043,1
879,1313,18.61572456,-2.962412119,1
879,1345,24.655756,-7.228023529,1
879,1377,19.96852112,-3.230437517,1
879,1409,20.21328735,-5.909929276,1
879,1441,18.84930611,-5.411114693,1
879,1473,18.33853531,-5.860246658,1
879,1505,18.42390442,-3.414590836,1
879,1537,16.14656067,-6.870051384,1
879,1569,15.51150894,-8.04205513,1
879,1601,15.62305164,0.9537644386,1
879,1633,14.37353897,0.3708851337,1
879,1665,14.35474586,0.4735164046,1
879,1697,12.10086727,0.5828000307,1
879,1729,11.16621494,0.5013893843,1
879,1761,11.0661602,0.5749627352,1
879,1793,10.36760616,-0.2075816393,1
879,1825,10.07064152,-1.67584753,1
879,1857,9.94822216,-2.765201092,1
879,1889,9.036212921,-3.553808689,1
879,1921,8.058287621,-4.242269039,1
879,1953,7.542945385,-5.42265749,1
879,1985,7.149367809,-5.119885921,1
879,2017,6.87355423,-4.984136581,1
911,33,0.9370205402,-0.0865240097,1
911,65,3.796631575,-8.140211105,1
911,97,3.98638463,-8.118460655,1
911,129,3.88513279,-7.040108681,1
911,161,2.893918276,-7.053333282,1
911,193,2.526067972,-6.477425575,1
911,225,2.820289135,-5.829895496,1
911,257,2.941315889,-4.067518711,1
911,289,3.491318464,-4.375468731,1
911,321,4.242888451,-5.405114174,1
911,353,5.012472153,-5.1101017,1
911,385,5.113060951,-4.893352032,1
911,417,3.556131363,-4.6512537,1
911,449,2.5730443,-2.527572632,1
911,481,1.476292133,-3.044093847,1
911,513,0.8231687546,-5.165185928,1
911,545,0.8289871216,-3.048407316,1
911,577,1.107925892,-2.704568386,1
911,609,1.815360308,-1.829250813,1
911,641,2.167760849,-1.570664883,1
911,673,2.995033979,-1.572428823,1
911,705,4.116412163,-1.456412911,1
911,737,4.846699715,-0.7402764559,1
911,769,5.590495586,-0.3086689711,1
911,801,7.178621292,0.1845749617,1
911,833,9.588874817,0.526411593,1
911,865,10.15828896,0.7640743852,1
911,897,8.231111526,1.02670753,1
911,929,8.22597599,0.8663639426,1
911,961,8.528337479,1.199651957,1
911,993,9.150502205,1.806156039,1
911,1025,9.70306778,2.054699898,1
911,1057,10.43826008,1.505228519,1
911,1089,26.51556396,0.6919977069,1
911,1121,18.1112442,4.807897568,1
911,1153,14.60889053,0.06940689683,1
911,1185,4.865281105,-1.096053123,1
911,1217,5.197774887,-2.332015276,1
911,1249,17.29830933,-10.55415916,1
911,1281,17.65900612,-6.76620388,1
911,1313,18.140131,-4.901060104,1
911,1345,25.62159538,-8.04966259,1
911,1377,16.49967957,-1.169733763,1
911,1409,20.78168106,-7.195146561,1
911,1441,18.24049568,-4.944944382,1
911,1473,16.84071732,-5.73800087,1
911,1505,15.75736141,-4.054553032,1
911,1537,13.83171082,-4.667854786,1
911,1569,17.3096447,-0.2534424365,1
911,1601,14.16766167,-1.551672459,1
911,1633,12.84455776,0.1359360814,1
911,1665,12.40317822,0.5586272478,1
911,1697,11.70633221,0.660648942,1
911,1729,10.66404152,0.5145081282,1
911,1761,10.57930183,0.1630013585,1
911,1793,10.34311008,-0.493060112,1
911,1825,9.866541862,-2.251525402,1
911,1857,9.284070015,-3.718128443,1
911,1889,8.46849823,-4.324593544,1
911,1921,7.477132797,-4.523933411,1
911,1953,6.700633049,-5.38919735,1
911,1985,6.683882236,-5.198762894,1
911,2017,6.948753834,-4.649882317,1
943,33,4.103982925,-7.412250042,1
943,65,3.973392963,-6.55390358,1
943,97,3.932940006,-6.33453989,1
943,129,3.606354713,-6.726093292,1
943,161,3.241605043,-7.157382011,1
943,193,2.786678076,-6.30275631,1
943,225,2.390864372,-5.255824566,1
943,257,1.810574532,-5.181986332,1
943,289,1.900542021,-5.48146534,1
943,321,3.416983128,-4.986000538,1
943,353,5.041631699,-5.214997768,1
943,385,6.134111404,-5.212920189,1
943,417,4.348973274,-3.6521523,1
943,449,4.006110191,-2.446449518,1
943,481,2.000314713,0.3811526299,1
943,513,1.119220257,-1.268146873,1
943,545,0.6028809547,-1.746507645,1
943,577,0.4962946177,-2.43876791,1
943,609,0.4689092636,-3.022612095,1
943,641,0.3650546074,-1.980355978,1
943,673,2.519732237,-1.224890947,1
943,705,4.283607483,-0.4658660293,1
943,737,5.753133774,-0.4096624851,1
943,769,6.507218361,-0.5124198198,1
943,801,7.18112421,-0.108864069,1
943,833,8.25185585,0.9678153992,1
943,865,8.032403946,1.561889291,1
943,897,7.026415825,0.8762697577,1
943,929,3.276854515,-2.537765265,1
943,961,2.366282463,-0.7273392677,1
943,993,7.582835197,1.49411881,1
943,1025,8.962270737,2.109588146,1
943,1057,10.10531139,2.044543743,1
943,1089,11.05133629,1.938521624,1
943,1121,17.32118988,3.424939156,1
943,1153,20.5147438,7.487875938,1
943,1185,20.37573814,-0.002782180905,1
943,1217,21.45409012,-0.7318496704,1
943,1249,18.06632996,-3.722721815,1
943,1281,17.66526413,-1.689802527,1
943,1313,21.94889069,-2.025622368,1
943,1345,24.19895744,-9.630477905,1
943,1377,24.04593277,-10.35402107,1
943,1409,18.03754807,-6.896398544,1
943,1441,17.42887497,-4.850446701,1
943,1473,15.25407028,-3.782888889,1
943,1505,15.0372839,-3.432171822,1
943,1537,15.09902191,-2.126270056,1
943,1569,13.43875313,-0.560195744,1
943,1601,12.71679306,-1.522091746,1
943,1633,11.94364834,0.2527817488,1
943,1665,11.95024395,1.202852011,1
943,1697,11.65855217,1.061389565,1
943,1729,10.48553562,-0.1410581768,1
943,1761,10.00443459,-0.8560624123,1
943,1793,9.773864746,-2.335501194,1
943,1825,9.174199104,-3.048079252,1
943,1857,8.825473785,-3.570329905,1
943,1889,8.038421631,-4.280661106,1
943,1921,7.058313847,-4.995751381,1
943,1953,6.378201008,-5.426559448,1
943,1985,6.16840601,-5.379644871,1
943,2017,6.68255806,-4.969515324,1
975,33,4.712450981,-7.468963146,1
975,65,4.503546715,-5.946299553,1
975,97,4.056274414,-6.098289967,1
975,129,3.486644983,-6.374141693,1
975,161,3.518766642,-6.57672596,1
975,193,3.093435287,-4.941966534,1
975,225,2.779463291,-5.169212818,1
975,257,0.2143063545,-6.769639492,1
975,289,0.001658439636,-6.380475998,1
975,321,1.78169322,-4.133345604,1
975,353,3.095169306,-4.598695278,1
975,385,4.281367302,-4.875032902,1
975,417,4.361392498,-3.185550928,1
975,449,4.200071812,-2.448530197,1
975,481,2.864853621,-1.076128721,1
975,513,2.659259796,0.189016819,1
975,545,2.001690865,-0.3731019497,1
975,577,0.6192810535,-1.467826843,1
975,609,0.02609062195,-2.215704918,1
975,641,0.2180211544,-0.6796019077,1
975,673,1.25609231,0.2262147665,1
975,705,4.595593452,0.9370898008,1
975,737,5.880675316,-0.6601457,1
975,769,6.677703857,-0.2963798642,1
975,801,7.044389248,-0.1034864187,1
975,833,7.084820271,0.3651701808,1
975,865,5.738563061,1.019435883,1
975,897,3.939478874,-0.2444618344,1
975,929,3.611481667,-0.1997516751,1
975,961,5.067131519,-0.2099558711,1
975,993,0.4070100784,9.4333992,1
975,1025,8.796677589,1.918385506,1
975,1057,9.87070179,2.404656649,1
975,1089,11.30093098,2.160899639,1
975,1121,13.51089287,1.778650284,1
975,1153,19.1070137,4.710961342,1
975,1185,24.2005806,0.191881448,1
975,1217,26.66131973,-0.03092372417,1
975,1249,23.30399513,-1.295921087,1
975,1281,21.39223671,-1.748650908,1
975,1313,18.48049164,-1.881193161,1
975,1345,18.98905754,-6.789570808,1
975,1377,17.09836197,-5.255238533,1
975,1409,14.64505959,-4.821765423,1
975,1441,17.35538864,-4.980782032,1
975,1473,2.651930809,-16.63916969,1
975,1505,16.08740997,12.6964941,1
975,1537,13.6634903,-1.129104614,1
975,1569,12.01743889,-0.3682579994,1
975,1601,12.52415752,-0.7671601772,1
975,1633,11.04125977,0.2931016684,1
975,1665,11.66008663,0.9228857756,1
975,1697,11.63963699,0.633066535,1
975,1729,10.41966915,-0.4373196065,1
975,1761,9.556352615,-1.170529723,1
975,1793,8.781485558,-2.475996733,1
975,1825,8.502215385,-3.144764662,1
975,1857,8.394766808,-3.656889439,1
975,1889,7.656239986,-4.838890553,1
975,1921,6.88387394,-6.543561459,1
975,1953,6.269898891,-5.762177944,1
975,1985,6.15096283,-5.342158318,1
975,2017,6.824908733,-5.030889511,1
1007,33,3.52558279,-7.567229748,1
1007,65,3.834325552,-7.382601261,1
1007,97,3.948915958,-6.78928566,1
1007,129,3.743825197,-6.239861488,1
1007,161,3.441638947,-5.823498726,1
1007,193,2.768284321,-4.189824581,1
1007,225,1.918688059,-4.728657722,1
1007,257,1.335478306,-5.930793762,1
1007,289,1.208494067,-5.075166225,1
1007,321,1.463825941,-4.183331013,1
1007,353,1.904685974,-4.211456299,1
1007,385,3.207526922,-3.792243719,1
1007,417,4.452527523,-2.786352634,1
1007,449,4.746637821,-2.131672859,1
1007,481,4.94071722,-0.6882501841,1
1007,513,5.801932335,0.5773109198,1
1007,545,3.286593676,0.4674711823,1
1007,577,1.253415346,0.8092144728,1
1007,609,0.3277685642,0.9672677517,1
1007,641,0.8703892231,1.397180676,1
1007,673,2.285901308,2.08987999,1
1007,705,4.615705013,3.828044891,1
1007,737,5.802124977,4.018070221,1
1007,769,6.296996593,1.255158186,1
1007,801,7.146123886,0.9118439555,1
1007,833,7.437535763,1.261907816,1
1007,865,6.869264603,1.177292943,1
1007,897,6.470410347,0.3512940407,1
1007,929,5.719073296,-1.201166868,1
1007,961,4.794147015,-0.7473999262,1
1007,993,5.983429432,-0.7212997675,1
1007,1025,7.478136539,0.4798512459,1
1007,1057,9.147741318,2.246054173,1
1007,1089,10.71751881,1.494158745,1
1007,1121,14.2892437,1.858450532,1
1007,1153,19.0575943,3.134121418,1
1007,1185,18.01659775,1.319773436,1
1007,1217,20.02163124,0.06406766176,1
1007,1249,20.51350212,-1.384164333,1
1007,1281,16.82886505,-2.000305176,1
1007,1313,15.9533205,-2.040662289,1
1007,1345,19.67568588,-7.620019436,1
1007,1377,16.80048943,-2.473981142,1
1007,1409,14.30628586,-2.358189344,1
1007,1441,13.80850601,-1.469809771,1
1007,1473,13.71604347,-0.5594243407,1
1007,1505,17.71162987,10.64486504,1
1007,1537,12.0295372,-0.4228037,1
1007,1569,16.20840454,0.2376613617,1
1007,1601,15.25690937,0.178180337,1
1007,1633,10.77856731,0.6948938966,1
1007,1665,10.85763168,1.101866841,1
1007,1697,11.1100378,0.855401814,1
1007,1729,9.853549004,-0.4387428164,1
1007,1761,9.155239105,-1.446104527,1
1007,1793,8.675514221,-2.659947157,1
1007,1825,8.666573524,-3.265897512,1
1007,1857,8.346286774,-4.065391541,1
1007,1889,7.148159504,-5.367965698,1
1007,1921,6.377339363,-6.42689991,1
1007,1953,6.400994778,-5.963184834,1
1007,1985,6.73149538,-5.652836323,1
1007,2017,6.885050297,-5.223246098,1
1039,33,2.973767519,-7.619355679,1
1039,65,3.415087223,-7.955411434,1
1039,97,3.66446352,-7.077002048,1
1039,129,3.897327662,-5.875313282,1
1039,161,3.929068804,-4.785821915,1
1039,193,3.302565336,-4.754149437,1
1039,225,2.267602921,-4.805695057,1
1039,257,0.6568838358,-20.74609184,1
1039,289,0.9860770702,-4.042132378,1
1039,321,1.214149714,-3.960626602,1
1039,353,2.347079039,-4.038284779,1
1039,385,3.520399332,-2.531736374,1
1039,417,4.362374783,-2.18021512,1
1039,449,4.773574352,-1.645210624,1
1039,481,4.820086002,-0.2509725094,1
1039,513,4.23733139,1.877571583,1
1039,545,3.445801497,1.964710593,1
1039,577,4.486192703,2.720085621,1
1039,609,5.276628494,4.270095348,1
1039,641,2.962056637,3.546152592,1
1039,673,3.357054472,3.610602379,1
1039,705,4.466839314,5.057039738,1
1039,737,6.128869534,3.943213463,1
1039,769,6.341275692,2.173033953,1
1039,801,6.943163872,2.149902344,1
1039,833,7.260378361,2.140216589,1
1039,865,6.96999979,1.460427642,1
1039,897,6.571620941,0.520939827,1
1039,929,6.676861286,0.4946722984,1
1039,961,6.444893837,0.6404395103,1
1039,993,5.106803894,-0.6195643544,1
1039,1025,6.283109188,0.1384085417,1
1039,1057,5.149147987,2.403190851,1
1039,1089,9.201313019,6.631967545,1
1039,1121,11.67410564,2.826737404,1
1039,1153,12.49467278,4.866808414,1
1039,1185,13.33216286,-0.5625058413,1
1039,1217,13.77410126,-0.3962311447,1
1039,1249,14.45492172,-1.597214222,1
1039,1281,15.0520649,-2.248164654,1
1039,1313,14.91342354,-2.093842983,1
1039,1345,14.45267868,-3.170590401,1
1039,1377,14.15841866,-1.90083456,1
1039,1409,13.93264771,-1.290580273,1
1039,1441,13.48453236,-0.6051204205,1
1039,1473,12.91931248,-0.2470475435,1
1039,1505,12.48358631,-0.0285974741,1
1039,1537,11.9717226,0.08594232798,1
1039,1569,12.74280262,1.348300934,1
1039,1601,10.56633568,1.000931978,1
1039,1633,10.11386299,1.466772556,1
1039,1665,9.839298248,1.61199975,1
1039,1697,9.713386536,0.6429406404,1
1039,1729,8.871629715,-0.5008459091,1
1039,1761,8.543453217,-1.356306672,1
1039,1793,8.344877243,-2.48968792,1
1039,1825,7.809924603,-3.424243689,1
1039,1857,7.664075851,-4.350922108,1
1039,1889,6.971140862,-5.115452766,1
1039,1921,5.715553284,-5.451960087,1
1039,1953,6.094524384,-6.072155952,1
1039,1985,6.404948235,-6.015480995,1
1039,2017,6.222268581,-5.045450687,1
1071,33,4.307654381,-4.824597836,1
1071,65,3.439027786,-6.624743938,1
1071,97,2.641866446,-6.462705135,1
1071,129,3.741139174,-5.468346119,1
1071,161,4.74576664,-4.012827396,1
1071,193,4.516957283,-6.014872074,1
1071,225,4.384901047,-5.024282932,1
1071,257,2.580374479,-16.8123703,1
1071,289,2.581805706,-4.429409027,1
1071,321,2.79556036,-4.237679482,1
1071,353,3.38465929,-3.58198452,1
1071,385,4.291705132,-2.994240522,1
1071,417,4.53592205,-2.578908443,1
1071,449,4.582396507,-1.893315077,1
1071,481,4.359904289,0.3823594153,1
1071,513,3.987945318,2.70427084,1
1071,545,3.61022687,2.971792221,1
1071,577,3.028862476,2.125447512,1
1071,609,3.197065353,5.159766674,1
1071,641,7.52508831,-5.342668533,1
1071,673,3.118900537,3.829986811,1
1071,705,4.290195942,5.483360291,1
1071,737,4.939557552,5.210328102,1
1071,769,5.313427925,3.017199039,1
1071,801,6.186402321,3.061408043,1
1071,833,6.444279671,2.649354696,1
1071,865,6.243287563,0.1695365906,1
1071,897,6.663601398,0.9577735662,1
1071,929,6.333246231,1.169289112,1
1071,961,5.938856602,1.37984395,1
1071,993,6.279093266,1.437015891,1
1071,1025,7.068249702,1.719163179,1
1071,1057,8.065073967,2.399907827,1
1071,1089,15.83417606,17.83629417,1
1071,1121,10.29935741,6.123730659,1
1071,1153,0.1626300812,-0.122551322,1
1071,1185,11.01046658,0.2668858767,1
1071,1217,10.7578516,-0.3026021719,1
1071,1249,12.1250267,-1.454852462,1
1071,1281,13.54977512,-1.757190585,1
1071,1313,12.08539581,-3.227680206,1
1071,1345,13.30091476,-3.352324486,1
1071,1377,13.44884586,-3.026152849,1
1071,1409,13.63891697,-0.4397864044,1
1071,1441,13.04103661,0.1470931172,1
1071,1473,12.39091873,0.08992648125,1
1071,1505,11.7592001,0.2464082837,1
1071,1537,12.97491169,0.4745947719,1
1071,1569,10.50784683,1.383851051,1
1071,1601,10.21979523,2.144051313,1
1071,1633,9.853022575,2.501242161,1
1071,1665,9.389417648,2.02037859,1
1071,1697,9.181675911,0.6419795752,1
1071,1729,8.610521317,-0.2281165421,1
1071,1761,8.157785416,-0.7544998527,1
1071,1793,7.658657551,-1.735583425,1
1071,1825,7.032381058,-3.170651436,1
1071,1857,6.704820156,-4.446451664,1
1071,1889,6.745726585,-5.211862087,1
1071,1921,6.527912617,-5.827708721,1
1071,1953,6.105811596,-6.740177631,1
1071,1985,5.928625107,-6.373544693,1
1071,2017,5.199231148,-5.275238991,1
1103,33,22.53081703,0.931208849,1
1103,65,3.28404808,-5.364053726,1
1103,97,2.430232048,-5.821466446,1
1103,129,3.931144238,-5.262756824,1
1103,161,5.327846527,-5.210678101,1
1103,193,5.999632359,-5.573321819,1
1103,225,6.070355892,-5.202021122,1
1103,257,7.366463184,-6.194326878,1
1103,289,8.562038422,-6.353821278,1
1103,321,4.628761292,-3.874872208,1
1103,353,4.053465843,-3.623385429,1
1103,385,4.375021458,-4.23796463,1
1103,417,4.311084747,-5.274588108,1
1103,449,4.330387592,-2.295623541,1
1103,481,4.392492294,0.6418499947,1
1103,513,4.076877117,2.506057262,1
1103,545,3.760776043,2.798744678,1
1103,577,2.960826159,2.680018425,1
1103,609,2.880387545,3.799252272,1
1103,641,2.846847296,3.086046696,1
1103,673,2.538520813,4.812794685,1
1103,705,3.76013875,5.820888996,1
1103,737,3.548749924,7.003818512,1
1103,769,4.733466625,3.593856096,1
1103,801,5.344532967,3.515836239,1
1103,833,6.301047325,3.279635429,1
1103,865,8.181733131,2.249352455,1
