PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 2, filenames: A:[2]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[3]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,25.96502686,131.4791412,1
47,65,36.01059723,93.77576447,1
47,97,18.87049675,68.08117676,1
47,129,54.31420898,65.03381348,1
47,161,53.66495514,47.90281677,1
47,193,29.02629089,37.97430801,1
47,225,41.73464584,53.6049118,1
47,257,33.15556335,26.1360817,1
47,289,59.76409149,57.5297966,1
47,321,57.01214981,33.21800232,1
47,353,62.43349838,53.24701691,1
47,385,32.63168716,31.62126732,1
47,417,35.79815674,27.53001976,1
47,449,69.0554657,35.79912186,1
47,481,67.26417542,27.91424751,1
47,513,66.75997162,55.99200821,1
47,545,72.29410553,51.07307816,1
47,577,77.78166199,39.94634628,1
47,609,51.2276001,43.63413239,1
47,641,78.24914551,39.9924469,1
47,673,79.10415649,38.58760071,1
47,705,82.70005798,52.13844681,1
47,737,87.37310028,51.20744324,1
47,769,58.66642761,45.36680603,1
47,801,60.19949341,40.49410248,1
47,833,103.0071564,43.96946335,1
47,865,117.5424881,60.12603378,1
47,897,129.1314545,64.69715118,1
47,929,119.0229645,38.46998978,1
47,961,109.5234222,45.02291489,1
47,993,110.3787079,29.77334785,1
47,1025,112.486084,29.57619286,1
47,1057,114.1946564,27.35127068,1
47,1089,112.9049835,-4.144177437,1
47,1121,117.9007263,2.415376186,1
47,1153,110.9501724,-10.6701088,1
47,1185,131.2621002,8.927589417,1
47,1217,129.2311096,1.044961095,1
47,1249,114.5320129,3.705263376,1
47,1281,127.0707474,3.260077953,1
47,1313,99.7984314,9.849332809,1
47,1345,73.33041382,-14.29121399,1
47,1377,69.28257751,-16.40330505,1
47,1409,82.89273071,-38.36901855,1
47,1441,91.24515533,-38.42333603,1
47,1473,71.76281738,-5.858163834,1
47,1505,84.42567444,-26.54337883,1
47,1537,82.635849,-31.97662163,1
47,1569,63.96435547,-45.05277252,1
47,1601,68.53808594,-15.67525673,1
47,1633,69.338974,-9.709671021,1
47,1665,86.01948547,-33.04896927,1
47,1697,85.85063171,-36.32029343,1
47,1729,66.64567566,-53.08076477,1
47,1761,67.18708801,-55.94821548,1
47,1793,72.19833374,-47.15028,1
47,1825,61.0105896,-29.12649918,1
47,1857,59.12289047,-40.55207062,1
47,1889,57.44787216,-35.08445358,1
47,1921,57.86898041,-42.64481354,1
47,1953,54.90710068,-32.26431274,1
47,1985,49.54290009,15.35180187,1
47,2017,54.93751526,7.744678497,1
79,33,30.9204731,91.35921478,1
79,65,35.03194809,73.71795654,1
79,97,44.28947449,59.09022141,1
79,129,43.24684143,50.24734497,1
79,161,20.67880249,49.23702621,1
79,193,49.69800949,29.20420456,1
79,225,35.51711273,62.65393066,1
79,257,47.58834839,63.78562164,1
79,289,53.2348671,39.44522476,1
79,321,54.80021286,35.56137085,1
79,353,56.50281906,33.88524246,1
79,385,45.38260269,23.66143417,1
79,417,61.10810852,25.39144707,1
79,449,59.51483154,34.21979141,1
79,481,70.62174988,50.13534164,1
79,513,51.59164429,50.3351326,1
79,545,38.52315521,49.22763443,1
79,577,77.73912048,39.48974991,1
79,609,79.80053711,36.38938141,1
79,641,42.71578217,36.40116882,1
79,673,83.35179901,46.72287369,1
79,705,85.91041565,46.74097824,1
79,737,53.55226517,29.20058823,1
79,769,53.34004974,39.46083069,1
79,801,56.14962006,39.16986084,1
79,833,91.94647217,37.16409302,1
