PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 8, filenames: A:[8]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[9]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-3.618652821,1.48915422,1
47,65,-3.146256447,-2.537732363,1
47,97,-2.040421724,-2.70234108,1
47,129,-3.093683958,-2.517639875,1
47,161,-3.098287106,-1.058213234,1
47,193,-2.285116911,-0.935251236,1
47,225,-1.665757656,0.5967074633,1
47,257,-3.00689435,0.6676576138,1
47,289,-2.229833841,-0.1999231577,1
47,321,-1.863687992,-1.295574546,1
47,353,-3.73848176,-1.419101238,1
47,385,-4.615783691,-1.677835941,1
47,417,-6.076086044,-3.057504177,1
47,449,-5.831682205,-4.169716358,1
47,481,-5.344852924,-3.785773277,1
47,513,-3.676795721,-3.491331577,1
47,545,-3.420302391,-3.768573761,1
47,577,-2.954287052,-3.732693672,1
47,609,-1.585126877,-2.270784616,1
47,641,0.6839466095,-3.166449785,1
47,673,-1.017238379,-0.8424725533,1
47,705,-0.6971082687,0.2854309082,1
47,737,-2.342008352,6.005751133,1
47,769,-0.5759129524,4.179048538,1
47,801,0.5950603485,-0.6111431122,1
47,833,0.2645503283,-1.379235744,1
47,865,-1.120628476,-0.8789248466,1
47,897,-1.416186213,-1.094536901,1
47,929,-1.161351204,1.128006697,1
47,961,0.8636776209,1.886490345,1
47,993,0.6081366539,1.602834582,1
47,1025,2.019531965,0.2677283287,1
47,1057,2.545509577,-1.899021864,1
47,1089,0.02988427877,-1.385582209,1
47,1121,-0.8598028421,-0.2472560406,1
47,1153,-0.1630889177,-2.244943857,1
47,1185,0.8449232578,-1.187466264,1
47,1217,1.300271153,-0.08056402206,1
47,1249,-0.4810864925,1.117450714,1
47,1281,-0.6854681969,3.469958305,1
47,1313,0.9898967743,3.867635965,1
47,1345,2.145505905,1.250051856,1
47,1377,3.099555969,4.134137154,1
47,1409,2.714992523,6.395488739,1
47,1441,0.4332265854,5.01722002,1
47,1473,1.918371677,3.349732399,1
47,1505,2.78299737,2.5993855,1
47,1537,3.546794891,2.542615175,1
47,1569,5.186122417,2.868724585,1
47,1601,6.324615479,3.362401485,1
47,1633,5.570167542,3.035665035,1
47,1665,3.734713316,3.373042107,1
47,1697,1.686902046,4.419010162,1
47,1729,-6.436582565,5.832537174,1
47,1761,-3.575760603,7.75503397,1
47,1793,2.381710529,7.206822395,1
47,1825,1.420208931,4.168386459,1
47,1857,2.456262589,5.075484753,1
47,1889,2.668786287,8.589934349,1
47,1921,3.463956594,9.489777565,1
47,1953,3.741502762,7.622735977,1
47,1985,6.234037876,-2.886682272,1
47,2017,0.3545594215,-35.21191788,1
79,33,-1.119053364,1.744987488,1
79,65,-2.250052452,-2.624531746,1
79,97,-1.499122024,-3.137175322,1
79,129,-1.909751415,-2.930909872,1
79,161,-2.295338631,-1.698181391,1
79,193,-2.916583776,-1.69960165,1
79,225,-3.771380901,-0.3233071566,1
79,257,-3.906839848,0.1117680669,1
79,289,-3.630702972,-0.4567140937,1
79,321,-3.36157012,-1.536301136,1
79,353,-3.215843201,-1.806226015,1
79,385,-3.594669104,-2.099555254,1
79,417,-4.03963089,-3.583083868,1
79,449,-3.947786331,-4.17718792,1
79,481,-3.804846048,-4.166007996,1
79,513,-3.250867605,-3.695588589,1
79,545,-3.148921251,-3.535063028,1
79,577,-2.846601009,-2.234688282,1
79,609,-2.313431263,-1.851354122,1
79,641,-2.662011147,-0.5743317604,1
79,673,-2.907447815,-1.290719628,1
79,705,-3.112457514,-3.78061223,1
79,737,-4.00415659,-3.087450981,1
79,769,-3.628272533,0.008799731731,1
79,801,-1.473373055,0.841766715,1
79,833,-0.4693123102,0.1928832531,1
79,865,-1.315450668,0.1516104937,1
79,897,-0.6889057159,0.1089594364,1
79,929,-1.342849851,2.347491741,1
79,961,-0.002755135298,1.114545345,1
79,993,-0.674998641,1.417894125,1
79,1025,-0.1238859892,0.6182847619,1
79,1057,0.8980212212,-1.013289928,1
79,1089,0.4644864202,-0.4485967755,1
79,1121,0.5353240967,0.1394900084,1
79,1153,1.580267906,-0.23300758,1
79,1185,1.518504262,0.435916841,1
79,1217,1.643051744,1.739129066,1
79,1249,-2.182713985,0.5813010931,1
79,1281,-2.29846549,1.176887155,1
79,1313,0.1476862431,3.012482643,1
79,1345,0.4642336369,3.594143867,1
79,1377,2.483989,3.265501976,1
79,1409,3.913038254,2.694330215,1
79,1441,3.716683388,3.387743473,1
79,1473,2.66601038,3.560920238,1
79,1505,2.174589396,3.228480577,1
79,1537,3.205589533,3.190457821,1
79,1569,3.703410149,3.575591564,1
79,1601,4.65020895,4.019079208,1
79,1633,4.874927521,4.301244736,1
79,1665,3.956148863,4.329672813,1
79,1697,3.105651379,4.663555622,1
79,1729,2.521778107,4.036803722,1
79,1761,1.324799776,4.060806274,1
79,1793,2.003550291,5.182377815,1
79,1825,2.857985735,3.45905304,1
79,1857,3.223010778,4.347234726,1
79,1889,3.788544416,5.95331955,1
79,1921,4.363287449,6.41079998,1
79,1953,5.18807888,3.95360899,1
79,1985,5.33189106,2.166254997,1
79,2017,-13.09195328,-13.87354851,1
111,33,-2.414216518,2.235126019,1
111,65,-2.366439104,-2.589685917,1
111,97,-1.915266752,-3.358146667,1
111,129,-2.236513853,-3.997095108,1
111,161,-2.486716747,-3.368713617,1
111,193,-3.944031715,-2.545126915,1
111,225,-4.124249935,-0.4662792683,1
111,257,-3.780330896,-0.1092147827,1
