PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 20, filenames: A:[20]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[21]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.05867624283,7.644887924,1
47,65,1.5768224,4.800374508,1
47,97,3.150083542,3.340549946,1
47,129,2.392869949,2.079004288,1
47,161,0.7796888947,1.984964848,1
47,193,0.778886795,3.080723047,1
47,225,4.193020821,5.053845882,1
47,257,5.019410133,6.160352707,1
47,289,3.321731567,6.256337643,1
47,321,2.843566895,4.481861115,1
47,353,3.766983509,3.852024317,1
47,385,5.252188683,5.493782997,1
47,417,4.986039639,5.294912338,1
47,449,3.876024246,4.388204575,1
47,481,4.024752617,3.172480345,1
47,513,2.965843678,2.527572155,1
47,545,2.435336351,4.19406414,1
47,577,1.058431625,6.20280695,1
47,609,0.5257086754,5.819384575,1
47,641,1.076140881,4.59705019,1
47,673,1.353496552,3.963469505,1
47,705,3.04942131,6.510887623,1
47,737,2.163235426,7.29633522,1
47,769,3.918921947,1.099954605,1
47,801,1.355176687,2.587064981,1
47,833,0.5874404907,1.220592976,1
47,865,0.117172718,2.766965866,1
47,897,-0.3443446159,7.071399689,1
47,929,1.47720933,7.158730984,1
47,961,3.90867424,7.860348701,1
47,993,2.230935097,6.476568222,1
47,1025,-0.1979676485,5.884056568,1
47,1057,0.6635870934,6.580602646,1
47,1089,2.655720234,6.490316391,1
47,1121,3.666496515,8.131473541,1
47,1153,3.54820919,8.981079102,1
47,1185,4.048597336,7.623119354,1
47,1217,4.228590488,5.555616379,1
47,1249,4.088458538,4.647080421,1
47,1281,4.108904839,5.689879417,1
47,1313,4.724399567,8.908506393,1
47,1345,3.745355129,7.714893341,1
47,1377,3.310691833,10.99269295,1
47,1409,4.114645958,8.049055099,1
47,1441,5.768451214,7.829782486,1
47,1473,7.285789967,7.661426067,1
47,1505,8.553925514,6.961598396,1
47,1537,7.78867197,7.327926636,1
47,1569,4.484232903,8.497149467,1
47,1601,5.021961212,8.814596176,1
47,1633,6.179067135,8.763899803,1
47,1665,6.535871506,9.682180405,1
47,1697,4.759919643,10.99435043,1
47,1729,2.088534594,11.91248798,1
47,1761,1.761534691,11.39484882,1
47,1793,3.627688646,8.968448639,1
47,1825,4.821890354,7.388048172,1
47,1857,6.798348427,6.278337002,1
47,1889,6.789673805,6.004739761,1
47,1921,7.738132954,6.542087555,1
47,1953,23.98895836,1.368065834,1
47,1985,9.778831482,6.822248459,1
47,2017,18.07765388,0.02083015442,1
79,33,1.754837871,3.51578474,1
79,65,2.574281693,6.47146368,1
79,97,2.200629473,6.234926224,1
79,129,1.17438364,5.105908394,1
79,161,0.2634184957,4.224404812,1
79,193,0.05498564243,4.106144428,1
79,225,2.981456995,4.746278286,1
79,257,2.96847105,5.67470932,1
79,289,3.031618595,5.673470974,1
79,321,3.476415396,5.573048592,1
79,353,2.254143715,5.29456234,1
79,385,3.73069787,4.790625095,1
79,417,4.152493477,4.854061604,1
79,449,3.355503559,4.79368782,1
79,481,3.533117056,3.995822668,1
79,513,2.888350964,3.914491653,1
79,545,2.062970161,4.41999054,1
79,577,2.096794128,4.833333969,1
79,609,1.9001472,4.94870615,1
79,641,1.865193129,4.395299435,1
79,673,2.289991617,4.349287033,1
79,705,4.905732155,7.884218693,1
79,737,3.463068485,6.486004829,1
79,769,7.461328506,-0.9139976501,1
79,801,2.603883743,3.442662716,1
79,833,2.108194113,4.235571861,1
79,865,2.613378525,4.792564392,1
79,897,2.844087601,5.418190956,1
79,929,3.224662781,6.954873562,1
79,961,3.274189472,8.91324234,1
79,993,0.2809412479,8.027555466,1
79,1025,0.1810312271,7.016631603,1
79,1057,1.50892961,6.867938519,1
79,1089,2.410116673,7.273013115,1
79,1121,3.014282942,7.504727364,1
79,1153,3.090922117,7.734532356,1
79,1185,3.303211689,7.274670601,1
79,1217,3.578511953,6.709227085,1
79,1249,3.912257671,5.662312508,1
79,1281,4.525421619,5.864409924,1
79,1313,3.506327868,8.231041908,1
79,1345,3.521543503,9.19276619,1
79,1377,4.882023811,9.024857521,1
79,1409,5.720030785,8.435808182,1
79,1441,5.46720171,8.442227364,1
79,1473,5.842345715,8.351549149,1
79,1505,6.676829815,7.609951973,1
79,1537,7.462052822,7.230628014,1
79,1569,7.287313461,8.416666985,1
79,1601,7.293117046,9.193325996,1
79,1633,6.803547382,9.651507378,1
79,1665,6.12668848,9.055418015,1
79,1697,4.798379898,8.911510468,1
79,1729,3.557583332,8.189082146,1
79,1761,3.272168159,10.04255009,1
79,1793,3.564619064,10.35603809,1
79,1825,4.301795483,9.848628998,1
79,1857,5.683701992,8.52028656,1
79,1889,6.164865494,7.536975861,1
79,1921,6.3458395,7.269001007,1
79,1953,-5.007988453,6.836820602,1
79,1985,-10.38830376,1.001634121,1
79,2017,13.03279114,-7.72629261,1
111,33,1.825531006,1.776058316,1
111,65,3.311596155,5.605240822,1
111,97,1.850703359,5.242179871,1
111,129,0.3582401276,6.062565327,1
111,161,-0.3357946873,5.656113148,1
111,193,0.2997202873,4.866858959,1
111,225,3.534657478,4.945799351,1
111,257,3.58583498,7.049331188,1
111,289,5.72781229,4.696414471,1
111,321,4.890893459,5.342829227,1
111,353,2.566697359,5.923058033,1
111,385,2.325824499,4.845431805,1
111,417,3.36534071,3.780199051,1
111,449,3.652186394,4.620126724,1
111,481,2.673108578,3.785394669,1
111,513,2.681837082,3.95298481,1
111,545,2.664851665,3.996498108,1
111,577,2.572253704,4.089457035,1
111,609,2.335749388,4.713938236,1
111,641,2.144068956,4.964910507,1
111,673,2.359650373,5.596115589,1
111,705,4.001652241,5.286127567,1
111,737,4.488262177,5.789883137,1
111,769,3.740473747,4.721940041,1
111,801,2.373983622,4.996939182,1
111,833,3.477706671,6.231980801,1
111,865,4.100447178,6.744466782,1
111,897,4.28501606,6.202052116,1
111,929,6.611209869,5.302611828,1
111,961,4.952689171,6.920388699,1
111,993,2.00520587,6.790225983,1
111,1025,1.542634249,6.695414543,1
111,1057,2.162217617,6.969716072,1
111,1089,2.411682844,6.747677326,1
111,1121,2.513276577,6.627877712,1
111,1153,2.660554886,6.399306774,1
111,1185,2.892062187,6.701556683,1
111,1217,3.494844675,8.217593193,1
111,1249,4.221318722,7.511235237,1
111,1281,5.036090374,8.293327332,1
111,1313,5.099932671,8.414013863,1
111,1345,4.623872757,8.663039207,1
111,1377,4.958337784,8.419299126,1
111,1409,5.505064964,10.3159256,1
111,1441,4.524659157,8.772578239,1
111,1473,4.824168682,9.025204659,1
111,1505,5.340223789,8.669198036,1
111,1537,6.052764893,7.927526474,1
111,1569,7.839369774,9.115267754,1
111,1601,8.623491287,9.09504509,1
111,1633,6.752015114,9.241298676,1
111,1665,5.826400757,8.776519775,1
111,1697,5.112895489,8.233174324,1
111,1729,4.412950516,8.232885361,1
111,1761,3.232114315,7.734879494,1
111,1793,2.96965456,9.352169037,1
111,1825,4.580461502,10.06167412,1
111,1857,5.393490314,9.709281921,1
111,1889,5.674398899,8.44683075,1
