PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 11, filenames: A:[11]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[12]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.8772345185,0.09079261124,1
47,65,-1.613303065,2.055495501,1
47,97,-0.6268045306,2.187114716,1
47,129,-0.418744117,2.017781258,1
47,161,-2.84742856,2.549030781,1
47,193,-3.4747715,2.973611593,1
47,225,-1.167142749,6.309615135,1
47,257,-2.659027576,5.029204369,1
47,289,-1.955934286,4.804071426,1
47,321,-1.931234121,3.605441093,1
47,353,-0.7536641359,2.765668154,1
47,385,-0.864665091,2.181136608,1
47,417,-0.845207572,2.581072569,1
47,449,-1.299327612,3.940619946,1
47,481,-0.1993525028,4.173621178,1
47,513,0.5632623434,3.614274025,1
47,545,0.4281795025,2.111647844,1
47,577,-0.005421519279,1.002599716,1
47,609,-1.172748923,2.366238594,1
47,641,-0.9139893055,2.897831678,1
47,673,-0.9516540766,3.195365667,1
47,705,0.3620619774,3.157875776,1
47,737,1.104694366,3.181903839,1
47,769,1.015568256,3.036529541,1
47,801,-1.326251268,2.861980915,1
47,833,-2.773673773,1.621401072,1
47,865,-0.9074249268,0.6048098803,1
47,897,-0.6036902666,0.6065038443,1
47,929,-1.044564605,0.4301474094,1
47,961,-1.352456093,2.545884609,1
47,993,4.820376873,6.596004486,1
47,1025,7.047410011,3.29940033,1
47,1057,1.872795343,-2.334424496,1
47,1089,0.1421124935,-0.2219853401,1
47,1121,-0.1841262579,0.4204078913,1
47,1153,-0.1910100281,1.752010942,1
47,1185,-1.522102714,4.78776741,1
47,1217,-2.169720888,5.234889984,1
47,1249,-0.01225602627,6.819270611,1
47,1281,0.5928122997,5.06487751,1
47,1313,1.201106668,4.007969856,1
47,1345,1.700998783,4.081679344,1
47,1377,3.178239584,5.463243008,1
47,1409,3.327771664,5.41663599,1
47,1441,2.91951108,6.379265785,1
47,1473,1.558675051,6.378237247,1
47,1505,1.5568645,6.558012009,1
47,1537,3.069215059,3.73699069,1
47,1569,0.9002015591,3.482187986,1
47,1601,4.315217018,2.302060604,1
47,1633,4.556275368,2.087422848,1
47,1665,3.661916733,2.782152653,1
47,1697,3.559874535,3.096963882,1
47,1729,3.663280487,2.471284628,1
47,1761,4.08438015,2.446079254,1
47,1793,5.605607033,3.311751366,1
47,1825,6.030783653,1.081844568,1
47,1857,6.239877701,1.387381077,1
47,1889,6.416500092,5.586928844,1
47,1921,6.361416817,7.827119827,1
47,1953,5.997828484,9.112754822,1
47,1985,6.940387726,2.632941008,1
47,2017,13.13252163,-17.70734215,1
79,33,0.2982648611,0.1456806064,1
79,65,-0.1423757672,1.462999821,1
79,97,-0.2232663035,1.800220847,1
79,129,-0.3276930451,1.841546535,1
79,161,-1.376596928,2.004166126,1
79,193,-0.4597465992,2.880333424,1
79,225,0.6925035715,4.47517252,1
79,257,-1.411526203,3.944802284,1
79,289,-0.638006568,5.491019726,1
79,321,-1.107675314,3.538954258,1
79,353,-1.316962719,2.688718796,1
79,385,-1.284377337,2.362507343,1
79,417,-1.753018379,2.883987427,1
79,449,-2.817619324,3.476443052,1
79,481,-2.222827911,2.840151072,1
79,513,-0.6992452741,3.094227314,1
79,545,-0.269035399,3.228366613,1
79,577,-0.7465411425,0.1164460182,1
79,609,-0.4956560135,2.216095686,1
79,641,-0.6990851164,2.649318695,1
79,673,-0.5477486849,1.621519923,1
