PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 46, filenames: A:[46]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[47]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,5.910431862,0.7894345522,1
47,65,5.646822453,-0.4660566449,1
47,97,2.454036713,1.272854209,1
47,129,3.75372076,2.710103035,1
47,161,3.924937725,2.29891777,1
47,193,3.338161469,2.566932678,1
47,225,4.078644276,1.245512009,1
47,257,2.748029709,0.8211336136,1
47,289,1.506053925,0.9759934545,1
47,321,-0.2463009357,1.703892231,1
47,353,-0.2130951881,1.446725368,1
47,385,2.553501844,-0.07277655602,1
47,417,3.123353958,0.6312423944,1
47,449,3.160233021,1.102586746,1
47,481,1.385998964,-0.07896307111,1
47,513,0.9578130245,-0.2315693498,1
47,545,2.007710457,0.9828968048,1
47,577,2.303915977,1.630658388,1
47,609,2.472944736,1.756612062,1
47,641,2.300993443,1.245505571,1
47,673,2.313306808,2.452012062,1
47,705,2.121454,4.716396332,1
47,737,0.2576282024,5.849036217,1
47,769,-0.8496807814,5.969314575,1
47,801,0.1924253702,6.188951969,1
47,833,1.177030087,4.527037621,1
47,865,2.793032646,5.578620911,1
47,897,5.244188786,5.258615494,1
47,929,4.379149914,5.152252197,1
47,961,2.03972435,4.380927086,1
47,993,4.240633965,2.815078259,1
47,1025,2.679967403,4.796952248,1
47,1057,1.31272769,3.241172791,1
47,1089,1.024532795,3.12234664,1
47,1121,0.3141410351,4.538395405,1
47,1153,-1.279019356,4.578588009,1
47,1185,0.4387111664,4.712491035,1
47,1217,2.513422966,4.468595028,1
47,1249,3.586174011,5.300444126,1
47,1281,4.082797527,5.616350174,1
47,1313,3.951094627,7.23303318,1
47,1345,2.492036581,7.534797668,1
47,1377,0.6712141037,6.641321182,1
47,1409,0.4924300909,5.627037048,1
47,1441,1.289015532,4.943735123,1
47,1473,2.199571133,4.685574532,1
47,1505,3.468210936,3.802337646,1
47,1537,2.900218964,4.703754902,1
47,1569,2.244520664,4.833831787,1
47,1601,3.67864871,7.913319111,1
47,1633,2.856460571,5.941926956,1
47,1665,1.474725723,4.938169003,1
47,1697,2.571948051,4.142850399,1
47,1729,4.99131918,3.686869621,1
47,1761,6.825119495,4.738837242,1
47,1793,6.158470154,6.034757137,1
47,1825,6.26613903,8.49478817,1
47,1857,5.509281158,9.267486572,1
47,1889,12.53265095,25.81524277,1
47,1921,6.201298714,4.832492828,1
47,1953,5.613518715,2.129966021,1
47,1985,3.144329071,5.986005783,1
47,2017,2.295920372,0.5496788025,1
79,33,3.246314049,1.245270967,1
79,65,4.150081635,0.2266870141,1
79,97,3.930268288,0.8739273548,1
79,129,4.460963726,1.455131412,1
79,161,3.982401371,1.554214954,1
79,193,2.216614723,1.397924185,1
79,225,2.481702089,1.382928133,1
79,257,2.834887981,1.656290293,1
79,289,1.012916327,1.264804602,1
79,321,-1.539803147,-17.46819305,1
79,353,1.385178804,1.569630146,1
79,385,1.437092304,0.9781484604,1
79,417,1.606613159,0.4995035529,1
79,449,1.303248882,0.2159319818,1
79,481,0.7526363134,-0.02936416864,1
79,513,1.068129897,0.9856228232,1
79,545,1.257143617,1.568732738,1
79,577,2.116986513,1.799458623,1
79,609,2.354285955,1.614489675,1
79,641,2.171951294,0.7724618912,1
79,673,2.487407923,1.906095505,1
79,705,2.880212069,3.245769024,1
79,737,1.723861575,3.768769741,1
79,769,1.166187763,4.133304596,1
79,801,1.128809214,3.963487625,1
79,833,1.198842406,2.909147263,1
79,865,1.911390543,3.079684734,1
79,897,4.070521832,3.170579195,1
79,929,-4.710030079,-3.604034662,1
79,961,-3.607666016,-5.197031975,1
79,993,20.61484528,5.55363369,1
79,1025,2.717691898,4.183794022,1
79,1057,2.080093145,2.399890661,1
79,1089,3.320343494,3.640666723,1
79,1121,2.909238815,4.667804241,1
79,1153,2.525908947,5.323716164,1
79,1185,2.746174335,5.608020306,1
79,1217,3.160881281,3.889873981,1
79,1249,3.765555859,3.770994425,1
79,1281,3.35116744,3.905820131,1
79,1313,2.499768496,4.545431614,1
79,1345,2.091981888,4.813465118,1
79,1377,1.112789631,3.886471272,1
79,1409,1.505218744,3.700829983,1
79,1441,2.49649477,4.67639637,1
79,1473,3.233565807,5.246460438,1
79,1505,4.184971809,5.733995914,1
79,1537,4.261593819,6.507075787,1
79,1569,4.373587608,5.965752602,1
79,1601,5.876569748,7.124039173,1
79,1633,5.487326622,4.797951698,1
79,1665,5.226600647,4.813384533,1
79,1697,6.162025452,4.991013527,1
79,1729,8.769377708,4.974721432,1
79,1761,9.603549957,5.11585331,1
79,1793,7.661098957,6.145154953,1
79,1825,5.761345863,6.334472179,1
79,1857,4.971951962,7.202925205,1
79,1889,4.695164204,5.715061665,1
79,1921,5.276662827,4.915885925,1
79,1953,3.69066906,-0.877038002,1
79,1985,1.961723328,2.758226633,1
79,2017,21.08781052,-3.138891697,1
111,33,1.393354654,1.211759806,1
111,65,2.613237381,1.136355042,1
111,97,3.047121525,0.9925771952,1
111,129,3.440154314,0.6740505695,1
111,161,3.256659508,1.14695859,1
111,193,1.540147305,1.65341723,1
111,225,0.9902155399,2.288336039,1
111,257,1.570634365,3.88528347,1
111,289,0.6578350067,4.419112206,1
111,321,0.9315001965,4.900235176,1
111,353,0.8383126855,2.738465548,1
111,385,0.6906991601,1.28403151,1
111,417,0.9285190105,0.4987250566,1
111,449,0.310384959,-0.1556269526,1
111,481,0.331340313,0.3625667691,1
111,513,0.9690922499,0.8948104978,1
111,545,1.927442193,1.129019856,1
111,577,2.257999897,1.777777672,1
111,609,2.021734476,2.445931911,1
111,641,2.015133858,1.614857435,1
111,673,2.63688612,1.289922714,1
111,705,2.269726038,0.753030777,1
111,737,1.769155979,1.594427228,1
111,769,1.945667505,2.117084026,1
111,801,2.33095932,0.9738230705,1
111,833,1.741973281,2.190943718,1
111,865,1.323379993,2.324498415,1
111,897,3.695809603,2.590065002,1
111,929,-6.555495739,-4.243222237,1
111,961,-4.32900238,-5.487577438,1
111,993,2.015073776,1.886712551,1
111,1025,3.062884331,1.919262886,1
111,1057,3.711938143,3.203038692,1
111,1089,5.629153252,3.428296089,1
111,1121,4.072185516,4.454256535,1
111,1153,3.682257891,4.679912567,1
111,1185,3.490463257,6.082517624,1
111,1217,3.477274418,3.943228722,1
111,1249,3.977697134,3.364914179,1
111,1281,3.796696663,3.015555859,1
111,1313,2.625525951,3.104963064,1
111,1345,1.597813368,3.210848331,1
111,1377,1.346777558,3.197978497,1
111,1409,2.200500011,3.822398186,1
111,1441,3.135525942,4.723081589,1
111,1473,4.105153084,5.809996605,1
111,1505,4.620040894,6.98334837,1
111,1537,4.953552246,7.103330135,1
111,1569,5.432645798,6.799313545,1
111,1601,6.828124046,5.947771072,1
111,1633,7.343592644,4.891838551,1
111,1665,7.745694637,4.853343964,1
111,1697,8.739870071,5.746198654,1
111,1729,9.969425201,5.808668137,1
111,1761,8.057617188,5.002864361,1
111,1793,7.047409058,4.304803371,1
111,1825,6.047225952,4.666514397,1
111,1857,4.778946877,5.375871658,1
111,1889,4.400119781,5.268203735,1
111,1921,5.710849285,5.205069542,1
111,1953,4.428565025,2.002374411,1
111,1985,1.347778797,0.6432390809,1
111,2017,0.3325042725,-2.046706676,1
143,33,-1.301611066,0.7287653685,1
143,65,-0.9743367434,3.913162708,1
143,97,1.63632369,1.837853193,1
143,129,3.013566494,1.745318294,1
143,161,3.472821236,1.814097881,1
143,193,2.014489174,2.431871414,1
143,225,0.8691732883,4.19057703,1
143,257,0.8341690302,5.760668278,1
143,289,-0.440276742,4.457570553,1
143,321,10.85619354,1.949798584,1
143,353,15.66728878,-5.955676556,1
143,385,-0.03531730175,1.581428528,1
143,417,-0.3865141869,0.555146575,1
143,449,-0.2998623252,0.008910492063,1
143,481,0.02036952972,0.3202627599,1
143,513,0.8192048073,0.8120654225,1
143,545,1.97734642,0.5084855556,1
143,577,1.846225858,0.5241121054,1
143,609,1.764174938,1.693692565,1
143,641,1.660664439,2.131483555,1
143,673,1.803310037,2.245483875,1
143,705,1.649597049,0.8701908588,1
143,737,2.066836357,1.411940336,1
143,769,2.4375844,1.790387034,1
143,801,2.611931086,0.5258983374,1
143,833,2.097686291,2.044317722,1
143,865,1.881065726,2.875023842,1
143,897,3.912494183,3.666351557,1
143,929,4.405025482,2.292263508,1
143,961,0.01898384094,11.79257774,1
143,993,1.559596658,2.273120165,1
143,1025,2.816394567,2.17564702,1
143,1057,3.918082237,2.401504278,1
143,1089,5.829864502,3.7590909,1
143,1121,4.830910683,3.993458271,1
143,1153,4.330245018,3.804918289,1
143,1185,3.993859768,3.942759752,1
143,1217,3.21867466,3.532372713,1
143,1249,3.896522284,2.741634846,1
143,1281,3.760267019,2.294647217,1
143,1313,2.836831331,2.550532341,1
143,1345,1.551589012,2.589265347,1
143,1377,1.769532204,3.232292652,1
143,1409,2.613028765,3.810572863,1
143,1441,3.187518835,4.680524349,1
143,1473,4.796803474,5.773165703,1
143,1505,5.475206375,6.315472603,1
143,1537,5.849476814,6.523393631,1
143,1569,6.64815712,6.425845623,1
143,1601,6.519611835,6.427465916,1
143,1633,8.46021843,5.346939564,1
143,1665,10.18438721,4.764243603,1
143,1697,9.78660202,6.889596939,1
143,1729,7.03476572,6.744784832,1
143,1761,6.706596375,6.020728588,1
143,1793,6.775503635,4.674355984,1
143,1825,6.533432007,3.331727028,1
143,1857,4.750398159,4.540664196,1
143,1889,4.641484737,5.003176689,1
143,1921,4.480797768,3.44365406,1
143,1953,4.061189651,0.6315948963,1
143,1985,5.416965961,-0.5663695335,1
143,2017,7.24006319,-3.070009232,1
175,33,-0.09624457359,0.147534132,1
175,65,-1.197749138,5.534691334,1
175,97,1.553502917,5.701538086,1
175,129,3.200852871,3.694430351,1
175,161,1.846667051,3.319290876,1
175,193,1.05897522,3.180036068,1
175,225,-0.6006336212,3.909446478,1
175,257,-0.2070610523,5.462196827,1
175,289,0.6581807137,4.789644241,1
175,321,3.016764164,4.084899902,1
175,353,11.38987732,-3.859098434,1
175,385,-0.4783681333,0.11566782,1
175,417,-0.4118049741,0.1716602445,1
175,449,0.06043879688,0.006274998188,1
175,481,0.4639315009,0.1451102644,1
175,513,0.6339025497,0.6615641713,1
175,545,1.110950232,-0.3175470233,1
175,577,1.648319602,0.2169525623,1
175,609,1.872624397,1.18862021,1
175,641,1.664886236,1.836866379,1
175,673,1.601959467,0.4330639839,1
175,705,0.8956770897,-0.7126851082,1
