PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 6, filenames: A:[6]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[7]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-2.748758554,-0.9638442993,1
47,65,-3.95095253,-7.030714035,1
47,97,-4.33393383,-1.914926529,1
47,129,-5.629200935,-3.079534054,1
47,161,-2.949531317,-4.25731945,1
47,193,-0.9041039944,-5.464671135,1
47,225,-2.518801212,-5.577588081,1
47,257,-4.39994669,-5.437438965,1
47,289,-5.577773094,-4.282772064,1
47,321,-6.788599968,-6.207722187,1
47,353,-6.523599625,-6.232014656,1
47,385,-6.372024059,-5.229988098,1
47,417,-5.580712318,-5.56995821,1
47,449,-5.269175053,-7.212654114,1
47,481,-4.996789932,-6.312325954,1
47,513,-4.220132828,-5.328097343,1
47,545,-4.203691006,-5.827012062,1
47,577,-4.322323799,-5.67095089,1
47,609,-6.394813061,-5.257965565,1
47,641,-8.782209396,-6.139339447,1
47,673,-7.127482414,-7.618648529,1
47,705,-2.762041092,-6.252484798,1
47,737,1.48028183,-3.538677216,1
47,769,1.272181749,-3.400537491,1
47,801,-1.272407293,-3.638978004,1
47,833,-1.286765218,-2.818104267,1
47,865,-0.4247971773,-5.305280685,1
47,897,-1.585289717,-3.284386635,1
47,929,-1.72642839,-3.295781136,1
47,961,0.2092610598,-2.174124002,1
47,993,0.8843473196,-1.709138751,1
47,1025,1.723120689,-0.7497597933,1
47,1057,0.415632844,0.109819293,1
47,1089,-0.928466022,0.01531004906,1
47,1121,-0.2229073048,0.7189182043,1
47,1153,1.085146666,1.865633488,1
47,1185,2.440157652,3.095835447,1
47,1217,3.248664856,-0.4244363308,1
47,1249,1.485695839,0.8777445555,1
47,1281,1.319992304,0.3094774783,1
47,1313,0.7950333357,-0.7658523917,1
47,1345,-0.1185791492,-0.7239655256,1
47,1377,-1.160689831,-0.112983942,1
47,1409,-1.194344044,0.731744051,1
47,1441,-1.160339594,1.410800457,1
47,1473,-0.5786358118,1.05192399,1
47,1505,-0.02370345592,0.1298327446,1
47,1537,-0.8376116753,0.8873553276,1
47,1569,-0.2529090643,1.600942612,1
47,1601,-0.9294291735,2.072393417,1
47,1633,-1.681949615,2.405961514,1
47,1665,-0.9391266108,3.251343966,1
47,1697,-1.769634247,3.700611591,1
47,1729,-13.53797531,15.48831081,1
47,1761,-11.75868607,13.42990303,1
47,1793,-0.003912448883,2.980260849,1
47,1825,0.9306344986,6.080649376,1
47,1857,-0.03788340092,7.174853325,1
47,1889,2.362619877,5.049746513,1
47,1921,2.126103401,9.984088898,1
47,1953,3.642385483,9.005062103,1
47,1985,4.739014626,11.60419464,1
47,2017,-4.10829258,4.573568344,1
79,33,-15.43149471,6.475394249,1
79,65,-3.264923096,-1.878834724,1
