PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 3, filenames: A:[3]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[4]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,37.97981262,31.11774826,1
47,65,76.46887207,94.4631424,1
47,97,58.50447845,89.7661438,1
47,129,88.71874237,93.71360779,1
47,161,73.8428421,86.62149048,1
47,193,63.30626678,60.97583389,1
47,225,62.11568451,58.26293945,1
47,257,61.47970963,56.18385315,1
47,289,58.67671967,55.34106064,1
47,321,60.68375015,53.905159,1
47,353,63.21537781,50.32765961,1
47,385,57.70287704,50.40733719,1
47,417,62.45199585,52.66799164,1
47,449,65.13101196,53.83537292,1
47,481,62.28449249,50.70032501,1
47,513,56.6021843,43.43949509,1
47,545,46.96670151,32.10876465,1
47,577,59.42038727,33.12934113,1
47,609,62.98477936,11.14750862,1
47,641,58.81096268,39.94046783,1
47,673,59.83327484,42.55850601,1
47,705,61.08797455,39.20043945,1
47,737,61.40006638,33.2220993,1
47,769,60.95506668,25.90979576,1
47,801,60.06930923,26.34077835,1
47,833,59.14926529,27.44566154,1
47,865,57.08091354,22.31033707,1
47,897,46.24520111,15.91836548,1
47,929,53.7623291,20.42589951,1
47,961,56.56007004,30.38981438,1
47,993,58.0913353,31.01997375,1
47,1025,50.72675705,22.65670967,1
47,1057,67.34431458,25.08259964,1
47,1089,47.62662506,15.16116905,1
47,1121,29.87111664,14.77828884,1
47,1153,32.87689972,23.83323288,1
47,1185,64.0234375,26.69524574,1
47,1217,65.10962677,23.57151604,1
47,1249,55.31576538,9.069400787,1
47,1281,55.37294388,8.102704048,1
47,1313,57.11398697,12.37841129,1
47,1345,56.34462738,13.5921402,1
47,1377,41.08142471,13.97588348,1
47,1409,74.0867157,13.47030163,1
47,1441,65.30848694,-25.9809742,1
47,1473,65.84997559,-11.53913307,1
47,1505,61.95950317,-10.07440948,1
47,1537,58.09388733,-12.41498089,1
47,1569,48.21884918,-30.32666969,1
47,1601,48.0727272,-23.77228928,1
47,1633,50.96954727,-21.38218689,1
47,1665,66.23272705,-20.34710503,1
47,1697,66.98674011,-20.51388931,1
47,1729,56.04107285,-43.85110474,1
47,1761,47.33105469,-20.04975891,1
47,1793,46.96422958,-25.74355316,1
47,1825,57.77375793,-30.04249573,1
47,1857,60.97814178,-54.49788666,1
47,1889,62.80992126,-45.00101089,1
47,1921,45.97053909,-32.43922043,1
47,1953,45.10618591,-31.51413345,1
47,1985,45.60461807,-65.83128357,1
47,2017,37.93601227,-54.89532852,1
79,33,39.27614594,45.50291824,1
79,65,65.71179199,79.14929962,1
79,97,69.32232666,82.37399292,1
79,129,69.81137085,74.77770233,1
79,161,65.6690979,69.87464905,1
79,193,63.41711807,62.94572449,1
79,225,60.6102829,56.63246155,1
79,257,59.62625504,57.8981781,1
79,289,60.04092789,57.43733597,1
79,321,60.55406189,55.73355103,1
79,353,60.99966812,55.00038147,1
79,385,63.50633621,58.14678192,1
79,417,59.24403381,51.75170898,1
79,449,63.32406616,52.03868103,1
79,481,63.19273376,50.67802048,1
79,513,61.6233139,47.71116257,1
79,545,61.18939972,43.083992,1
79,577,58.18650818,42.76464462,1
79,609,58.25040436,45.23859024,1
79,641,62.01489639,36.954422,1
79,673,57.69697571,34.22297668,1
79,705,48.84656525,40.80134964,1
79,737,58.73241425,32.57975006,1
79,769,59.02523041,29.20980263,1
79,801,58.56348038,27.81448746,1
79,833,58.88154221,27.7510643,1
79,865,58.12908554,23.86262512,1
79,897,56.36195755,22.59450722,1
79,929,55.25797653,20.64987564,1
79,961,55.18827438,21.27003098,1
79,993,54.70608139,23.39432335,1
79,1025,54.35359955,23.67252541,1
79,1057,54.36650848,20.9255352,1
