PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 35, filenames: A:[35]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[36]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,9.25056076,1.931395769,1
47,65,9.863686562,-0.8101552129,1
47,97,9.30879879,-1.717994928,1
47,129,6.686254501,-1.631215334,1
47,161,5.213541031,-1.137930393,1
47,193,5.658408165,-0.8993033171,1
47,225,5.529421806,0.2527065277,1
47,257,5.22722578,0.8844348192,1
47,289,4.869161129,1.633658767,1
47,321,3.978816986,2.699603319,1
47,353,3.199881554,1.987656474,1
47,385,5.647215843,1.400281072,1
47,417,6.495756626,0.8076173067,1
47,449,6.950184822,-0.360606432,1
47,481,5.6890378,2.300647736,1
47,513,4.470191956,2.794712543,1
47,545,4.012243271,3.32922411,1
47,577,4.859449387,4.075269699,1
47,609,6.933772087,3.697015285,1
47,641,7.127147198,2.39669919,1
47,673,5.966125488,-0.7167713642,1
47,705,5.332843781,0.8187637329,1
47,737,4.219612598,5.373531342,1
47,769,4.710673332,4.87360096,1
47,801,5.313803673,3.546112061,1
47,833,6.093607903,2.649086237,1
47,865,7.153490067,3.306735039,1
47,897,9.065307617,6.303069592,1
47,929,11.48114395,8.992815018,1
47,961,6.63147831,7.493466377,1
47,993,28.22218323,15.35445499,1
47,1025,8.166716576,10.14408398,1
47,1057,5.239030838,7.722168922,1
47,1089,3.702243328,8.441685677,1
47,1121,5.022643089,7.646931648,1
47,1153,4.614761353,5.277186394,1
47,1185,5.198405266,6.133647442,1
47,1217,4.541095257,6.617201805,1
47,1249,2.699066639,5.322216034,1
47,1281,2.305385113,5.920277596,1
47,1313,2.991118908,4.933097363,1
47,1345,4.021569252,4.841145039,1
47,1377,5.440711975,4.728047371,1
47,1409,6.242567062,5.014074326,1
47,1441,8.295640945,5.111880302,1
47,1473,7.372189522,5.466985703,1
47,1505,6.098425865,5.469482899,1
47,1537,5.888206959,5.909669876,1
47,1569,5.607749462,5.612790585,1
47,1601,6.210730553,3.982227325,1
47,1633,6.121815681,2.173955441,1
47,1665,7.010586739,3.745414257,1
47,1697,4.856920719,2.45041132,1
47,1729,3.602596283,1.17268157,1
47,1761,6.210598946,3.221236229,1
47,1793,8.858322144,4.840212345,1
47,1825,9.533006668,3.191897869,1
47,1857,8.110523224,-0.08345627785,1
47,1889,6.730758667,0.8215749264,1
47,1921,9.594485283,2.129448891,1
47,1953,8.009500504,3.980062485,1
47,1985,8.211283684,6.515997887,1
47,2017,13.34441853,0.2880516052,1
79,33,7.296620846,2.199315548,1
79,65,7.034783363,-1.42061615,1
79,97,7.144335747,-1.784268737,1
79,129,6.399208069,-0.8984031677,1
79,161,5.974344254,0.9568357468,1
79,193,6.781574249,1.122646093,1
79,225,7.398362637,1.327628732,1
79,257,12.01414204,20.53371429,1
79,289,4.126067638,-0.2938070297,1
79,321,4.559085846,1.212128639,1
79,353,5.301417828,1.539141297,1
79,385,5.190707684,1.018061638,1
79,417,6.588358879,1.550307512,1
79,449,6.845553875,1.673177123,1
79,481,6.226523399,2.226697445,1
79,513,5.127867699,3.658715963,1
79,545,5.144655704,3.477277517,1
79,577,5.662396431,3.029216528,1
79,609,6.622516155,3.317337275,1
79,641,8.457710266,3.615684986,1
79,673,7.130010128,-0.9929151535,1
79,705,7.469836712,0.6414148808,1
79,737,5.122046947,5.164161682,1
79,769,5.989487171,4.145531654,1
79,801,6.023624897,3.65110302,1
79,833,6.344706059,3.049547195,1
79,865,7.253565311,4.347892284,1
79,897,8.04548645,6.129544258,1
79,929,8.393280983,7.153582573,1
79,961,7.142504692,6.240943432,1
79,993,6.017447948,5.049081802,1
79,1025,3.480453968,8.126850128,1
79,1057,2.875292778,7.424136162,1
79,1089,2.629080296,7.599573135,1
79,1121,3.388896942,7.551128864,1
79,1153,3.898089886,6.063573837,1
79,1185,4.628087997,6.073391914,1
79,1217,4.109928131,6.199193001,1
79,1249,3.668129921,5.217103481,1
79,1281,3.667459011,4.293324471,1
