PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 10, filenames: A:[10]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[11]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-4.494353294,0.04489636421,1
47,65,-1.772268295,0.3237751722,1
47,97,-1.743434668,0.7162564993,1
47,129,-3.262985706,0.8069179058,1
47,161,-4.438703537,1.198405504,1
47,193,-3.441257477,1.861913443,1
47,225,-1.901333332,1.481324673,1
47,257,-1.759598851,-0.02733230591,1
47,289,0.1295002699,-0.3310507536,1
47,321,1.419778466,0.2259252071,1
47,353,0.6906028986,-0.5694417953,1
47,385,-0.5324620008,0.2539914846,1
47,417,-1.081045985,1.566647291,1
47,449,-1.455822945,1.632083893,1
47,481,-0.212875694,2.165040493,1
47,513,0.08633005619,2.673379183,1
47,545,-0.6496935487,2.070022821,1
47,577,-0.690353632,0.4581588507,1
47,609,-0.7163882256,1.14034307,1
47,641,0.4715539217,4.884534836,1
47,673,-0.009482622147,0.4359716177,1
47,705,-0.8698029518,1.122030139,1
47,737,-0.1623620987,-0.5118424892,1
47,769,0.297444582,-0.0736772418,1
47,801,-0.2135462761,1.977351189,1
47,833,-0.9204317331,1.82877636,1
47,865,0.2433710098,1.385860682,1
47,897,0.7251914144,1.165835857,1
47,929,1.041507244,1.686416626,1
47,961,2.089346409,2.768943787,1
47,993,1.398517609,1.146532297,1
47,1025,-1.133569241,-2.258656025,1
47,1057,-0.8097885847,-1.601532698,1
47,1089,-0.5598067641,2.511731148,1
47,1121,0.8786654472,3.106697559,1
47,1153,2.616030455,5.069838524,1
47,1185,2.417132616,5.536246777,1
47,1217,0.6620280743,5.841804981,1
47,1249,-0.8926680088,3.270019293,1
47,1281,-3.290579319,2.35123229,1
47,1313,-3.048517942,2.563748837,1
47,1345,-0.3054072261,0.3735123873,1
47,1377,0.5622349977,0.3609056473,1
47,1409,0.903244257,1.053365588,1
47,1441,2.500336647,2.380269289,1
47,1473,23.29788971,-2.090715408,1
47,1505,2.026774883,1.850581646,1
47,1537,1.147475243,4.431918144,1
47,1569,0.843064785,4.101415634,1
47,1601,0.8444159031,1.82280612,1
47,1633,2.15186286,2.299812317,1
47,1665,3.460465908,4.209703445,1
47,1697,4.800915718,6.018084049,1
47,1729,4.606813431,3.837587357,1
47,1761,3.111479282,6.161679745,1
47,1793,2.700477123,6.787590027,1
47,1825,2.936129332,5.620184898,1
47,1857,3.952273369,4.634068966,1
47,1889,2.796535969,3.902056694,1
47,1921,5.437998295,5.34657383,1
47,1953,5.347351074,8.744591713,1
47,1985,4.996825218,9.557914734,1
47,2017,21.38814163,-3.002894402,1
79,33,0.0541613102,0.877484262,1
79,65,-2.12771368,-0.1997488588,1
