PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 16, filenames: A:[16]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[17]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,5.823082924,3.976941586,1
47,65,1.003809452,1.440659404,1
47,97,-0.835034132,1.146118402,1
47,129,0.3818371296,1.952206612,1
47,161,1.427786231,4.07808876,1
47,193,0.7653617859,4.029474735,1
47,225,1.841009021,3.015432119,1
47,257,1.53218317,1.752737045,1
47,289,0.9370756149,0.2043250799,1
47,321,0.1569067836,0.8789138794,1
47,353,-0.4232830703,1.977224827,1
47,385,-0.8815544844,2.18111515,1
47,417,-0.8684140444,2.754221201,1
47,449,-1.03866303,2.587007761,1
47,481,-1.858142853,2.384351254,1
47,513,-1.820392609,3.399307013,1
47,545,0.6075143814,4.16947794,1
47,577,1.130449295,2.0384655,1
47,609,-20.64191055,2.630077839,1
47,641,-0.03808903694,0.5960913897,1
47,673,0.6705288291,2.256168604,1
47,705,0.4947021604,2.085603237,1
47,737,0.5161541104,-0.06396627426,1
47,769,5.55979538,-3.01290226,1
47,801,5.142485142,-1.238135815,1
47,833,1.333448052,-0.1031906605,1
47,865,0.3722044528,-0.9430797696,1
47,897,-0.1429721713,-0.3222024441,1
47,929,1.75111115,0.8121550083,1
47,961,3.467135668,4.297842026,1
47,993,1.194751978,5.536303043,1
47,1025,-0.812867403,5.283639908,1
47,1057,-0.2549828887,3.791790485,1
47,1089,2.3587749,2.555191994,1
47,1121,1.289113998,2.329669476,1
47,1153,0.2445319891,3.382349491,1
47,1185,0.5323668718,3.562409401,1
47,1217,1.930763483,1.839960337,1
47,1249,0.2202246189,-1.835765839,1
47,1281,-0.3018889427,0.6732399464,1
47,1313,3.34010005,2.428171635,1
47,1345,4.115535736,3.849743843,1
47,1377,0.3160114288,7.177572727,1
47,1409,5.297075272,5.689584255,1
47,1441,5.51203537,4.980009079,1
47,1473,5.153414249,4.302839756,1
47,1505,4.448367119,3.218228579,1
47,1537,6.093912125,3.539596081,1
47,1569,6.509021282,5.12375927,1
47,1601,7.619367123,6.680532932,1
47,1633,7.324687004,5.975338936,1
47,1665,5.503025532,4.143034935,1
47,1697,2.828888893,3.645042896,1
47,1729,2.409465313,3.653524876,1
47,1761,3.368050575,2.571932316,1
47,1793,4.256516933,1.53804636,1
47,1825,3.539535046,1.385108471,1
47,1857,4.993579388,4.397400379,1
47,1889,6.972035408,7.025698662,1
47,1921,10.91935921,8.111772537,1
47,1953,11.19422913,8.412311554,1
47,1985,9.883991241,9.117054939,1
47,2017,2.034471512,-11.54499054,1
79,33,0.1357674599,1.684693098,1
79,65,-0.5403444171,1.666737914,1
79,97,-0.001198321581,3.580613136,1
79,129,0.8553260565,3.735802889,1
79,161,0.6598569751,4.958787918,1
79,193,0.5453757048,3.161521912,1
79,225,1.792941928,2.091675997,1
79,257,1.493097782,1.280051112,1
79,289,0.8416781425,0.5859746933,1
79,321,-0.02398729324,1.898510933,1
79,353,-0.4402203858,2.357762337,1
79,385,-0.4241259098,2.015159845,1
79,417,0.2116733491,2.604027271,1
79,449,0.3336704373,2.727481365,1
79,481,0.3590397239,3.61320734,1
79,513,0.12318784,3.741974831,1
79,545,0.730223,3.034831047,1
79,577,4.032446861,0.5225162506,1
79,609,0.002622246742,0.06572699547,1
79,641,-0.124288857,0.4510772228,1
79,673,2.360730886,3.979612827,1
79,705,2.457008839,3.053440571,1
79,737,0.8425590396,1.143143535,1
79,769,0.9871263504,0.3089731932,1
79,801,1.427938819,0.5415623188,1
79,833,1.126814723,0.3366819918,1
79,865,0.5157885551,-0.5844881535,1
79,897,0.03086544573,0.2993758917,1
79,929,0.9950190187,1.969340444,1
79,961,1.289529443,4.001620293,1
79,993,1.343092442,4.148859024,1
79,1025,-0.01897904277,4.395424366,1
79,1057,0.3633620739,4.334452629,1
79,1089,3.350786209,4.429109573,1
79,1121,2.097938538,3.476222277,1
79,1153,1.338448048,3.345910549,1
79,1185,1.621673465,3.219412804,1
79,1217,0.8933756351,3.286847115,1
79,1249,-0.1065118313,3.073147774,1
79,1281,1.976601362,2.873640537,1
79,1313,4.719684601,2.734298468,1
79,1345,5.330550194,3.205610275,1
79,1377,-1.460171223,2.602146626,1
79,1409,4.273468018,5.366887093,1
79,1441,5.32158947,4.948019505,1
79,1473,4.663815022,4.547663212,1
79,1505,4.297529697,4.630045891,1
79,1537,5.245470047,5.444862366,1
79,1569,5.757552147,5.934565544,1
79,1601,6.737391949,6.25083065,1
79,1633,6.461330891,5.499399185,1
79,1665,5.737317562,4.403375149,1
79,1697,5.177561283,3.637151957,1
79,1729,4.372496605,3.411286354,1
79,1761,4.356612206,3.273003578,1
79,1793,4.385314465,2.800251722,1
79,1825,5.084365368,2.671411037,1
79,1857,6.653486252,4.101553917,1
79,1889,6.93341732,5.007628441,1
79,1921,5.735042572,5.112550259,1
79,1953,4.726359367,4.342535019,1
79,1985,5.628858566,3.853711128,1
79,2017,11.17332363,-7.135240078,1
111,33,-0.4289038181,0.5827478766,1
111,65,-0.6790961027,1.662745714,1
111,97,-0.2086347193,3.084641695,1
111,129,-0.1494839191,3.428966761,1
111,161,-0.3620895147,2.672311783,1
111,193,0.2025763988,2.477398396,1
111,225,1.299212933,1.605581999,1
111,257,1.445393443,1.699154258,1
111,289,0.3103427887,2.852999449,1
111,321,-1.208720326,2.865528345,1
111,353,-0.811840713,2.955006838,1
111,385,-0.260932982,2.168999434,1
111,417,0.1851639748,2.255532265,1
111,449,0.7833474874,2.084891319,1
111,481,0.9147784114,2.960743427,1
111,513,1.081319094,3.631384373,1
111,545,1.227512956,3.225524664,1
111,577,1.036386251,1.11703229,1
111,609,0.5015127659,0.2180905342,1
111,641,0.9097414017,1.438680649,1
111,673,1.394517899,5.172734261,1
111,705,1.076781273,3.001689196,1
111,737,0.6531273127,2.469237089,1
111,769,0.5894240141,1.719829559,1
111,801,0.6443272829,1.222501755,1
111,833,0.4595711231,0.7992022038,1
111,865,0.300504297,0.1620380282,1
111,897,0.2646798491,0.8626496792,1
111,929,0.84636271,4.747471333,1
111,961,0.3269194961,4.011379242,1
111,993,-0.1767638326,1.177784681,1
111,1025,0.7166215181,2.864786863,1
111,1057,1.345642447,3.939879417,1
111,1089,2.993100882,6.696160316,1
111,1121,2.218064308,3.940334558,1
111,1153,2.088808298,3.002453327,1
111,1185,2.329741716,3.453495741,1
111,1217,1.629410982,4.923441887,1
111,1249,1.667938948,5.379180908,1
111,1281,2.824844122,5.785791874,1
111,1313,3.878621578,5.371683121,1
111,1345,4.163247585,3.058290005,1
111,1377,4.09318924,4.09330368,1
111,1409,4.426799297,4.846858978,1
111,1441,4.858694553,4.438610554,1
111,1473,4.557705879,5.269556046,1
111,1505,4.352986336,5.988871098,1
111,1537,4.518323421,6.836614609,1
111,1569,4.425116539,6.49981308,1
111,1601,4.945842743,5.960494995,1
111,1633,5.723751068,4.900319576,1
111,1665,6.036137104,4.294100285,1
111,1697,5.875713825,3.492502451,1
111,1729,5.384904385,3.314373493,1
111,1761,5.115120888,3.800264835,1
111,1793,8.272422791,3.593183041,1
