PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 51, filenames: A:[51]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[52]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,10.41209793,5.322461128,1
47,65,6.530294895,1.271375895,1
47,97,5.605195045,-1.321384668,1
47,129,4.790783882,-0.3874132633,1
47,161,4.000828266,0.8372399807,1
47,193,2.365738869,1.20629251,1
47,225,-0.182557106,2.119330406,1
47,257,-0.7142996788,4.99836874,1
47,289,1.708231449,5.34841013,1
47,321,2.963339806,4.353351593,1
47,353,3.896342278,2.296142101,1
47,385,4.414669037,4.772683144,1
47,417,4.122175694,5.151077747,1
47,449,5.584363937,4.741974831,1
47,481,6.346157074,3.900792122,1
47,513,5.518298149,4.522091866,1
47,545,5.57042408,4.205450535,1
47,577,4.289805412,4.312215805,1
47,609,4.440248966,5.729784489,1
47,641,4.168391705,5.505277157,1
47,673,4.624880791,5.782902718,1
47,705,4.179298401,5.915439606,1
47,737,4.014422417,5.654839516,1
47,769,4.39247179,5.356432915,1
47,801,4.480010986,5.418488503,1
47,833,5.212859154,5.291752815,1
47,865,5.848518848,4.862372398,1
47,897,5.896028519,4.649457455,1
47,929,4.720103741,4.54198885,1
47,961,5.567389488,4.713960648,1
47,993,6.27835989,3.18682313,1
47,1025,4.659117222,2.714113951,1
47,1057,2.586035728,4.402205467,1
47,1089,3.258435726,19.33256721,1
47,1121,2.690217972,3.677095413,1
47,1153,4.595990658,4.834767342,1
47,1185,1.657236695,5.526845932,1
47,1217,0.1846385002,3.991379738,1
47,1249,1.439710021,3.422506332,1
47,1281,2.12515831,2.432008743,1
47,1313,0.9491035938,0.2750325203,1
47,1345,0.7896018028,0.4099960327,1
47,1377,2.05330348,2.663152695,1
47,1409,4.572349548,3.382727861,1
47,1441,1.725836992,1.242515564,1
47,1473,1.62716198,1.545625687,1
47,1505,4.663887024,3.007992268,1
47,1537,3.990073681,3.086479664,1
47,1569,5.214828968,4.137468815,1
47,1601,4.265309811,4.323031425,1
47,1633,2.217482567,3.880000114,1
47,1665,1.220260382,3.520346165,1
47,1697,2.553388119,3.805633545,1
47,1729,5.006968975,5.297204971,1
47,1761,6.894806862,6.865484238,1
47,1793,7.215049744,7.28441,1
47,1825,3.993811846,6.345631599,1
47,1857,1.464267731,3.382888317,1
47,1889,2.503644466,2.795350075,1
