PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 13, filenames: A:[13]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[14]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.23824501,-0.00502038002,1
47,65,0.4161469936,-0.6827777624,1
47,97,1.204684496,-1.378240585,1
47,129,2.129551411,-1.384984851,1
47,161,2.030879498,-0.8699069619,1
47,193,1.73204565,-0.4938120842,1
47,225,3.706459999,1.165920258,1
47,257,4.458783627,2.485657692,1
47,289,2.551977634,3.0803442,1
47,321,0.6749768853,2.487983704,1
47,353,0.1901544034,2.508208275,1
47,385,0.1902578473,2.404337645,1
47,417,-0.4248278737,1.142020345,1
47,449,-0.6638305187,0.6298068762,1
47,481,-1.150818229,0.8864343166,1
47,513,-1.416074395,0.8568351269,1
47,545,-1.189666867,1.482570767,1
47,577,-1.362635612,0.4035531878,1
47,609,-0.9792654514,-2.850040913,1
47,641,-13.48904419,-5.946052551,1
47,673,-4.533490658,4.403813362,1
47,705,-1.633665562,3.595471859,1
47,737,2.722084045,5.343722343,1
47,769,1.960912704,5.062544823,1
47,801,0.9540271759,3.348306656,1
47,833,0.8675519228,2.020790577,1
47,865,1.24650681,2.311636686,1
47,897,1.51493299,3.855880976,1
47,929,-0.659160018,1.777789116,1
47,961,-2.160413265,5.092393875,1
47,993,-2.002722979,3.62970829,1
47,1025,-0.3621081114,1.946394205,1
47,1057,0.5933682919,2.549758196,1
47,1089,-0.4650947452,2.782571316,1
47,1121,-1.483519435,1.843805075,1
47,1153,-2.339486122,1.954998255,1
47,1185,-2.528738976,1.862201691,1
47,1217,-1.39414227,0.9243507385,1
47,1249,-1.936403513,3.827319145,1
47,1281,-1.611152291,0.9715981483,1
47,1313,-0.5234003067,0.08445096016,1
47,1345,2.099315643,1.402127743,1
47,1377,1.985271692,0.947385788,1
47,1409,1.401739836,0.7088088989,1
47,1441,1.238029003,0.5938587189,1
47,1473,2.167791128,2.218746662,1
47,1505,2.80358243,0.770318985,1
47,1537,2.344702721,1.76099062,1
47,1569,1.925423622,4.968892574,1
47,1601,2.116792917,3.495279312,1
47,1633,2.83675456,2.829760551,1
47,1665,3.627392769,2.292812109,1
47,1697,4.055372715,1.91373539,1
47,1729,4.992579937,2.407113791,1
47,1761,6.317933559,3.831840038,1
47,1793,7.548290253,3.808732033,1
47,1825,7.624671459,1.263959885,1
47,1857,6.099931717,0.9031627178,1
47,1889,4.806605339,3.83369875,1
47,1921,4.108613968,4.25331831,1
47,1953,3.092236042,4.973412514,1
47,1985,-7.625910759,18.94215393,1
47,2017,-3.146005154,-10.89706421,1
79,33,0.8728966713,0.2873721123,1
79,65,0.6791132689,-0.1450283825,1
79,97,1.744675636,-0.3129617274,1
79,129,1.529125571,-0.3455939293,1
79,161,1.994378328,-0.04518267512,1
79,193,2.825169086,0.1594997346,1
79,225,2.531116009,1.246782064,1
79,257,2.26105094,1.823140264,1
79,289,1.870010734,3.535670996,1
79,321,1.362102747,2.302091122,1
79,353,0.3652316332,3.142509937,1
79,385,0.144892469,2.614786148,1
79,417,-0.2275925577,0.8061060905,1
