PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 37, filenames: A:[37]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi & B:[38]MAX_Pos0nd_TimeSrs022_TgKrt18GFP_Myptonecell.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.525388479,8.913935661,1
47,65,2.024878025,8.127890587,1
47,97,2.032453299,6.827455997,1
47,129,2.310999393,5.738715172,1
47,161,2.839978456,3.394887686,1
47,193,1.818996429,1.666170359,1
47,225,1.558948517,2.558007717,1
47,257,1.299626827,3.15642786,1
47,289,1.236290455,0.6165630817,1
47,321,1.409517646,-0.9090183973,1
47,353,1.176139474,-0.10224998,1
47,385,0.7372844219,1.581436634,1
47,417,1.746305943,1.754885197,1
47,449,3.249852657,1.55404973,1
47,481,5.180250168,-5.171650887,1
47,513,4.425376892,1.052731991,1
47,545,5.188985348,2.479670763,1
47,577,4.861712456,0.9122750759,1
47,609,4.909772396,0.7378999591,1
47,641,6.351442814,-0.2237496376,1
47,673,4.889129639,0.5458711982,1
47,705,2.773786545,-0.4144480824,1
47,737,2.090899944,-0.6314840317,1
47,769,2.461449862,-1.551518917,1
47,801,0.4538004398,0.9574122429,1
47,833,0.6511211395,3.307599068,1
47,865,3.466463566,3.200216293,1
47,897,8.138246536,4.374789238,1
47,929,10.15632057,4.163443565,1
47,961,2.581559181,1.175372481,1
47,993,1.539396286,-0.2905275822,1
47,1025,2.666996002,1.039527297,1
47,1057,5.647949219,3.391552687,1
47,1089,1.896921635,7.636556625,1
47,1121,6.350965977,5.64353466,1
47,1153,2.476444006,6.070645332,1
47,1185,1.844403267,5.840003967,1
47,1217,3.544481993,4.480589867,1
47,1249,1.981866837,6.178197861,1
47,1281,1.00936234,6.835247517,1
47,1313,2.199548721,6.484423637,1
47,1345,4.905306816,3.737975121,1
47,1377,7.822627068,3.958106041,1
47,1409,8.577523232,5.35977459,1
47,1441,5.596039772,5.299736977,1
47,1473,4.611505508,5.950406075,1
47,1505,5.288927555,7.228135109,1
47,1537,6.235130787,6.446064949,1
47,1569,5.05695343,1.132930279,1
47,1601,3.37950182,0.8672542572,1
47,1633,4.347074032,2.738703251,1
47,1665,4.610562325,3.947160721,1
47,1697,4.550737858,4.178738594,1
47,1729,4.725158691,4.17964077,1
47,1761,7.39837265,4.743365288,1
47,1793,7.653086662,1.996040821,1
47,1825,8.1820755,1.831967115,1
47,1857,7.485395432,2.489129066,1
47,1889,7.176221371,2.376459122,1
47,1921,7.171103954,2.140896559,1
47,1953,7.416214466,3.003904819,1
47,1985,6.167943478,2.21737504,1
47,2017,3.322360039,-3.889069557,1
79,33,2.843236208,3.735139608,1
79,65,2.783238173,7.119570732,1
79,97,2.397750854,6.203542709,1
79,129,2.577595949,4.6206007,1
79,161,2.577848434,2.730822802,1
79,193,2.350677967,0.3424339294,1
79,225,2.289174557,0.3801176548,1
79,257,2.040414333,2.703847408,1
79,289,1.434714079,2.099866629,1
79,321,1.879332185,0.9769304395,1
79,353,1.80934453,0.7116321325,1
79,385,1.714541435,0.480242312,1
79,417,2.256383657,0.2785232663,1
79,449,2.808782816,0.5541453362,1
79,481,3.322592735,1.172841191,1
79,513,4.063242912,1.230634212,1
79,545,4.834952354,1.041103601,1
79,577,4.333218098,0.4861618876,1
79,609,4.477760315,-1.492697477,1
79,641,6.742334366,0.3552885056,1
79,673,5.429181576,0.1703164577,1
79,705,3.171309948,0.4598935843,1
